,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
20,Harry Arter,ie IRL,MF,Cardiff City,28,1989,22.2,,37,,,,,,,,,,,21,,,,Matches,2f4c5a52
21,Christian Atsu,gh GHA,MF,Newcastle,26,1992,16.6,,17,,,,,,,,,,,8,,,,Matches,8816329f
22,Pierre-Emerick Aubameyang,ga GAB,FWMF,Arsenal,29,1989,30.3,,18,,,,,,,,,,,9,,,,Matches,d5dd5f1f
23,Serge Aurier,ci CIV,DFMF,Tottenham,25,1992,6.3,,13,,,,,,,,,,,8,,,,Matches,5c2b4f07
24,Charlie Austin,eng ENG,FW,Southampton,29,1989,10.9,,8,,,,,,,,,,,2,,,,Matches,8d228291
25,Jordan Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,,24,,,,,,,,,,,7,,,,Matches,da052c14
26,Floyd Ayité,tg TOG,MFFW,Fulham,29,1988,5.3,,6,,,,,,,,,,,7,,,,Matches,fd5888a0
27,César Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,,65,,,,,,,,,,,44,,,,Matches,53cad200
28,Ryan Babel,nl NED,FWMF,Fulham,31,1986,13.9,,7,,,,,,,,,,,5,,,,Matches,6438d426
29,Juninho Bacuna,cw CUW,MFDF,Huddersfield,20,1997,15.7,,29,,,,,,,,,,,24,,,,Matches,aaf1bf05
30,Leandro Bacuna,cw CUW,MF,Cardiff City,26,1991,6.2,,9,,,,,,,,,,,13,,,,Matches,9dc69d38
31,Eric Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,,7,,,,,,,,,,,14,,,,Matches,a1232f4e
32,Leighton Baines,eng ENG,DF,Everton,33,1984,4.2,,6,,,,,,,,,,,4,,,,Matches,b18095b6
33,Fabián Balbuena,py PAR,DF,West Ham,26,1991,22.4,,22,,,,,,,,,,,55,,,,Matches,3626f7d9
34,Leon Balogun,ng NGA,DF,Brighton,30,1988,6.6,,6,,,,,,,,,,,15,,,,Matches,78e68b4d
35,Sol Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,,43,,,,,,,,,,,84,,,,Matches,5534217d
36,Phil Bardsley,sct SCO,DF,Burnley,33,1985,18.6,,19,,,,,,,,,,,27,,,,Matches,1ae30132
37,Ross Barkley,eng ENG,MF,Chelsea,24,1993,13.8,,11,,,,,,,,,,,9,,,,Matches,3a24769f
38,Ashley Barnes,eng ENG,FW,Burnley,28,1989,26.5,,18,,,,,,,,,,,3,,,,Matches,2691c772
39,Harvey Barnes,eng ENG,MFFW,Leicester City,20,1997,11.2,,5,,,,,,,,,,,3,,,,Matches,3ea50f67
40,Antonio Barreca,it ITA,DFMF,Newcastle,23,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,6a189491
41,Michy Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,,2,,,,,,,,,,,3,,,,Matches,2973d8ff
42,Jan Bednarek,pl POL,DF,Southampton,22,1996,23.9,,25,,,,,,,,,,,64,,,,Matches,4115ce4e
43,Asmir Begović,ba BIH,GK,Bournemouth,31,1987,24.0,,1,,,,,,,,,,,0,,,,Matches,7b4de647
44,Héctor Bellerín,es ESP,DFMF,Arsenal,23,1995,17.0,,13,,,,,,,,,,,18,,,,Matches,f874dd44
45,Joe Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,,31,,,,,,,,,,,57,,,,Matches,dc936144
46,Ryan Bennett,eng ENG,DF,Wolves,28,1990,34.0,,34,,,,,,,,,,,46,,,,Matches,0bad4516
47,Christian Benteke,be BEL,FW,Crystal Palace,27,1990,9.0,,1,,,,,,,,,,,0,,,,Matches,ab070c55
48,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,27,1990,19.5,,11,,,,,,,,,,,31,,,,Matches,f72293fc
49,Bernard,br BRA,MF,Everton,25,1992,23.5,,29,,,,,,,,,,,27,,,,Matches,ab4b3e35
50,Bernardo,br BRA,DF,Brighton,23,1995,19.5,,43,,,,,,,,,,,33,,,,Matches,17370b95
51,Ryan Bertrand,eng ENG,DFMF,Southampton,28,1989,24.0,,26,,,,,,,,,,,30,,,,Matches,01226327
52,Marcus Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,,0,,,,,,,,,,,0,,,,Matches,0d85a4e8
53,Philip Billing,dk DEN,MF,Huddersfield,22,1996,24.3,,47,,,,,,,,,,,58,,,,Matches,d328a254
54,Yves Bissouma,ml MLI,MF,Brighton,21,1996,19.7,,29,,,,,,,,,,,31,,,,Matches,6c203af0
55,Willy Boly,ci CIV,DF,Wolves,27,1991,35.2,,53,,,,,,,,,,,68,,,,Matches,a4ac4b8f
56,Léo Bonatini,br BRA,FW,Wolves,24,1994,1.5,,1,,,,,,,,,,,0,,,,Matches,da23d58d
57,Gaëtan Bong,cm CMR,DF,Brighton,30,1988,20.1,,12,,,,,,,,,,,24,,,,Matches,cfd5e123
58,Artur Boruc,pl POL,GK,Bournemouth,38,1980,12.0,,0,,,,,,,,,,,0,,,,Matches,34ccf6fa
59,Robbie Brady,ie IRL,MF,Burnley,26,1992,8.0,,7,,,,,,,,,,,8,,,,Matches,96bb8cc2
60,Miguel Britos,uy URU,DF,Watford,33,1985,2.1,,2,,,,,,,,,,,3,,,,Matches,356a9a62
61,David Brooks,wls WAL,MF,Bournemouth,21,1997,25.1,,26,,,,,,,,,,,25,,,,Matches,dc4cae05
62,Bruno,es ESP,DF,Brighton,37,1980,12.6,,17,,,,,,,,,,,10,,,,Matches,78803d03
63,Joe Bryan,eng ENG,DFMF,Fulham,24,1993,26.1,,41,,,,,,,,,,,30,,,,Matches,af69e7f0
64,David Button,eng ENG,GK,Brighton,29,1989,4.0,,0,,,,,,,,,,,0,,,,Matches,e608ed4c
65,Willy Caballero,ar ARG,GK,Chelsea,36,1981,2.0,,0,,,,,,,,,,,0,,,,Matches,a179d516
66,Gary Cahill,eng ENG,DF,Chelsea,32,1985,0.3,,0,,,,,,,,,,,0,,,,Matches,7914b9fe
67,Tom Cairney,sct SCO,MFFW,Fulham,27,1991,24.4,,22,,,,,,,,,,,10,,,,Matches,a8748947
68,Dominic Calvert-Lewin,eng ENG,FWMF,Everton,21,1997,19.8,,9,,,,,,,,,,,7,,,,Matches,59e6e5bf
69,Rafael Camacho,pt POR,FWMF,Liverpool,18,2000,0.0,,0,,,,,,,,,,,0,,,,Matches,91b43c98
70,Víctor Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,,17,,,,,,,,,,,33,,,,Matches,b2d03887
71,Étienne Capoue,fr FRA,MF,Watford,30,1988,32.7,,56,,,,,,,,,,,86,,,,Matches,5acc4a10
72,Andy Carroll,eng ENG,FW,West Ham,29,1989,5.1,,2,,,,,,,,,,,1,,,,Matches,b581987a
73,Jonny Castro,es ESP,MF,Wolves,24,1994,30.8,,45,,,,,,,,,,,64,,,,Matches,e28868f3
74,Craig Cathcart,nir NIR,DF,Watford,29,1989,34.4,,33,,,,,,,,,,,36,,,,Matches,89e4b358
75,Ivan Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,,4,,,,,,,,,,,4,,,,Matches,979b811d
76,Petr Čech,cz CZE,GK,Arsenal,36,1982,6.5,,1,,,,,,,,,,,0,,,,Matches,71672fa0
77,Nathaniel Chalobah,eng ENG,MF,Watford,23,1994,3.0,,2,,,,,,,,,,,5,,,,Matches,422862ea
78,Calum Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,,37,,,,,,,,,,,70,,,,Matches,dc6f5bdd
79,Ben Chilwell,eng ENG,DF,Leicester City,21,1996,36.0,,29,,,,,,,,,,,38,,,,Matches,d2424d1b
80,Tahith Chong,cw CUW,FWMF,Manchester Utd,18,1999,0.4,,0,,,,,,,,,,,0,,,,Matches,2696b6a9
81,Hamza Choudhury,bd BAN,MF,Leicester City,20,1997,6.6,,10,,,,,,,,,,,15,,,,Matches,7d2d3329
82,Andreas Christensen,dk DEN,DF,Chelsea,22,1996,6.9,,5,,,,,,,,,,,4,,,,Matches,1cb49278
83,Cyrus Christie,ie IRL,MFDF,Fulham,25,1992,21.6,,24,,,,,,,,,,,29,,,,Matches,7eb67dad
84,Ibrahima Cissé,gn GUI,MF,Fulham,24,1994,1.0,,0,,,,,,,,,,,3,,,,Matches,be4fede9
85,Ciaran Clark,ie IRL,DF,Newcastle,28,1989,9.5,,17,,,,,,,,,,,12,,,,Matches,2b91cf8e
86,Tom Cleverley,eng ENG,MF,Watford,28,1989,5.3,,9,,,,,,,,,,,4,,,,Matches,6cdd8245
87,Nathaniel Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,,18,,,,,,,,,,,17,,,,Matches,0442183b
88,Nathaniel Clyne,eng ENG,DF,Liverpool,27,1991,1.2,,3,,,,,,,,,,,2,,,,Matches,0442183b
89,Conor Coady,eng ENG,DF,Wolves,25,1993,38.0,,19,,,,,,,,,,,31,,,,Matches,2928dca2
90,Joel Coleman,eng ENG,GK,Huddersfield,22,1995,1.0,,0,,,,,,,,,,,0,,,,Matches,b73e459a
91,Séamus Coleman,ie IRL,DF,Everton,29,1988,28.4,,24,,,,,,,,,,,27,,,,Matches,0420d84f
92,Lewis Cook,eng ENG,MF,Bournemouth,21,1997,8.0,,7,,,,,,,,,,,7,,,,Matches,2afc7272
93,Steve Cook,eng ENG,DF,Bournemouth,27,1991,31.0,,19,,,,,,,,,,,50,,,,Matches,3e5e4e63
94,Jack Cork,eng ENG,MF,Burnley,29,1989,36.8,,28,,,,,,,,,,,29,,,,Matches,74e12f1e
95,Hélder Costa,ao ANG,MFFW,Wolves,24,1994,14.9,,14,,,,,,,,,,,8,,,,Matches,f13d02a6
96,Aaron Cresswell,eng ENG,DF,West Ham,28,1989,17.7,,15,,,,,,,,,,,20,,,,Matches,4f974391
97,Peter Crouch,eng ENG,FW,Burnley,37,1981,1.0,,1,,,,,,,,,,,0,,,,Matches,73d9bdc7
98,Greg Cunningham,ie IRL,DF,Cardiff City,27,1991,7.0,,9,,,,,,,,,,,14,,,,Matches,dc10b26c
99,Diogo Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,,12,,,,,,,,,,,8,,,,Matches,d9565625
100,Matty Daly,eng ENG,MF,Huddersfield,17,2001,0.8,,0,,,,,,,,,,,0,,,,Matches,03e48abb
101,Loïc Damour,fr FRA,MF,Cardiff City,27,1991,0.3,,0,,,,,,,,,,,0,,,,Matches,074d8166
102,Charlie Daniels,eng ENG,DFMF,Bournemouth,31,1986,17.6,,14,,,,,,,,,,,22,,,,Matches,9d107085
103,Danilo,br BRA,DF,Manchester City,27,1991,9.0,,16,,,,,,,,,,,16,,,,Matches,94b2001f
104,Scott Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,,2,,,,,,,,,,,5,,,,Matches,52105203
105,Matteo Darmian,it ITA,DFMF,Manchester Utd,28,1989,4.9,,9,,,,,,,,,,,7,,,,Matches,96e0490d
106,Ben Davies,wls WAL,DFMF,Tottenham,25,1993,20.5,,32,,,,,,,,,,,23,,,,Matches,44781702
107,Tom Davies,eng ENG,MF,Everton,20,1998,10.9,,17,,,,,,,,,,,17,,,,Matches,9228b07c
108,Steven Davis,nir NIR,MF,Southampton,33,1985,1.1,,1,,,,,,,,,,,2,,,,Matches,cf15bbb1
109,Kevin De Bruyne,be BEL,MF,Manchester City,27,1991,10.8,,16,,,,,,,,,,,3,,,,Matches,e46012d4
110,Bobby De Cordova-Reid,jm JAM,MFFW,Cardiff City,25,1993,15.8,,9,,,,,,,,,,,4,,,,Matches,0f7533cd
111,Troy Deeney,eng ENG,FW,Watford,30,1988,28.3,,15,,,,,,,,,,,8,,,,Matches,82e34b69
112,Jermain Defoe,eng ENG,FW,Bournemouth,35,1982,0.3,,0,,,,,,,,,,,0,,,,Matches,f1e8372d
113,Steven Defour,be BEL,MF,Burnley,30,1988,5.0,,4,,,,,,,,,,,7,,,,Matches,73489527
114,Fabian Delph,eng ENG,DF,Manchester City,28,1989,8.1,,13,,,,,,,,,,,13,,,,Matches,111c3236
115,Mousa Dembélé,be BEL,MF,Tottenham,31,1987,5.7,,10,,,,,,,,,,,10,,,,Matches,f7ee69fb
116,Leander Dendoncker,be BEL,MF,Wolves,23,1995,16.3,,27,,,,,,,,,,,22,,,,Matches,5a7301ae
117,Laurent Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,,4,,,,,,,,,,,2,,,,Matches,aa5859cb
118,Gerard Deulofeu,es ESP,FW,Watford,24,1994,23.0,,5,,,,,,,,,,,15,,,,Matches,39583cfd
119,Fousseni Diabaté,ml MLI,MF,Leicester City,22,1995,0.6,,0,,,,,,,,,,,0,,,,Matches,d07e3b41
120,Adama Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,,3,,,,,,,,,,,1,,,,Matches,65585e3a
121,Mohamed Diamé,sn SEN,MF,Newcastle,31,1987,24.1,,45,,,,,,,,,,,30,,,,Matches,b7d082af
122,Grady Diangana,cd COD,MF,West Ham,20,1998,6.8,,9,,,,,,,,,,,2,,,,Matches,f522d7ec
123,Eric Dier,eng ENG,MF,Tottenham,24,1994,16.7,,16,,,,,,,,,,,21,,,,Matches,ac861941
124,Lucas Digne,fr FRA,DF,Everton,25,1993,32.9,,47,,,,,,,,,,,58,,,,Matches,1b84dbe1
125,Issa Diop,ma MAR,DF,West Ham,21,1997,33.0,,42,,,,,,,,,,,60,,,,Matches,a712ca2b
126,Matt Doherty,ie IRL,MF,Wolves,26,1992,34.9,,44,,,,,,,,,,,60,,,,Matches,d557d734
127,Abdoulaye Doucouré,ml MLI,MF,Watford,25,1993,34.0,,39,,,,,,,,,,,32,,,,Matches,02b29014
128,Luke Dreher,eng ENG,MF,Crystal Palace,19,1998,0.0,,0,,,,,,,,,,,0,,,,Matches,d1c509d9
129,Martin Dúbravka,sk SVK,GK,Newcastle,29,1989,38.0,,1,,,,,,,,,,,0,,,,Matches,3a949a25
130,Shane Duffy,ie IRL,DF,Brighton,26,1992,34.3,,22,,,,,,,,,,,36,,,,Matches,7314bba4
131,Demeaco Duhaney,eng ENG,DF,Huddersfield,19,1998,0.5,,0,,,,,,,,,,,0,,,,Matches,5ef608f7
132,Paul Dummett,wls WAL,DF,Newcastle,26,1991,22.1,,21,,,,,,,,,,,36,,,,Matches,3fe6bd8c
133,Lewis Dunk,eng ENG,DF,Brighton,26,1991,35.0,,27,,,,,,,,,,,51,,,,Matches,282f75f3
134,Erik Durm,de GER,DFMF,Huddersfield,26,1992,22.8,,21,,,,,,,,,,,38,,,,Matches,cf623c78
135,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,30,1988,37.5,,37,,,,,,,,,,,79,,,,Matches,72a0fb65
136,Harvey Elliott,eng ENG,FWMF,Fulham,15,2003,0.2,,0,,,,,,,,,,,0,,,,Matches,b9e1436c
137,Mohamed Elneny,eg EGY,MF,Arsenal,26,1992,4.2,,4,,,,,,,,,,,2,,,,Matches,47a34c4f
138,Mohamed Elyounoussi,no NOR,MF,Southampton,23,1994,8.8,,11,,,,,,,,,,,7,,,,Matches,68dc0dac
139,Christian Eriksen,dk DEN,MFFW,Tottenham,26,1992,30.8,,26,,,,,,,,,,,14,,,,Matches,980522ec
140,Neil Etheridge,ph PHI,GK,Cardiff City,28,1990,38.0,,2,,,,,,,,,,,6,,,,Matches,2642bf6c
141,Jonny Evans,nir NIR,DF,Leicester City,30,1988,22.2,,13,,,,,,,,,,,33,,,,Matches,f8fcd2a5
142,Łukasz Fabiański,pl POL,GK,West Ham,33,1985,38.0,,1,,,,,,,,,,,1,,,,Matches,9328b835
143,Fabinho,br BRA,MF,Liverpool,24,1993,22.4,,31,,,,,,,,,,,31,,,,Matches,7f3b388c
144,Cesc Fàbregas,es ESP,MF,Chelsea,31,1987,2.0,,4,,,,,,,,,,,1,,,,Matches,33508c78
145,Fabricio,es ESP,GK,Fulham,30,1987,2.0,,1,,,,,,,,,,,0,,,,Matches,af245161
146,Marouane Fellaini,be BEL,MF,Manchester Utd,30,1987,8.4,,13,,,,,,,,,,,3,,,,Matches,87575fd9
147,Kiko Femenía,es ESP,DF,Watford,27,1991,22.8,,31,,,,,,,,,,,38,,,,Matches,e5d01ecf
148,Federico Fernández,ar ARG,DF,Newcastle,29,1989,16.5,,14,,,,,,,,,,,25,,,,Matches,f25b010f
149,Fernandinho,br BRA,MF,Manchester City,33,1985,26.4,,43,,,,,,,,,,,40,,,,Matches,101da2b5
150,Roberto Firmino,br BRA,FWMF,Liverpool,26,1991,29.0,,23,,,,,,,,,,,6,,,,Matches,4c370d81
151,Phil Foden,eng ENG,MF,Manchester City,18,2000,3.7,,6,,,,,,,,,,,3,,,,Matches,ed1e53f3
152,Fraser Forster,eng ENG,GK,Southampton,30,1988,1.0,,0,,,,,,,,,,,0,,,,Matches,c3e39f12
153,Ben Foster,eng ENG,GK,Watford,35,1983,38.0,,2,,,,,,,,,,,1,,,,Matches,d0b3ceb9
154,Timothy Fosu-Mensah,nl NED,DF,Fulham,20,1998,8.8,,8,,,,,,,,,,,12,,,,Matches,a9142dc3
155,Juan Foyth,ar ARG,DF,Tottenham,20,1998,9.9,,19,,,,,,,,,,,11,,,,Matches,6c7762c3
156,Simon Francis,eng ENG,DF,Bournemouth,33,1985,13.7,,13,,,,,,,,,,,19,,,,Matches,1e0b6a73
157,Ryan Fraser,sct SCO,MF,Bournemouth,24,1994,35.2,,15,,,,,,,,,,,23,,,,Matches,d56543a0
158,Fred,br BRA,MF,Manchester Utd,25,1993,11.6,,18,,,,,,,,,,,16,,,,Matches,b853e0ad
159,Ryan Fredericks,eng ENG,DF,West Ham,25,1992,12.1,,23,,,,,,,,,,,14,,,,Matches,c067631c
160,Christian Fuchs,at AUT,DF,Leicester City,32,1986,2.3,,3,,,,,,,,,,,4,,,,Matches,a67a09fb
161,Manolo Gabbiadini,it ITA,MFFW,Southampton,26,1991,5.3,,2,,,,,,,,,,,3,,,,Matches,8f866fe8
162,Sam Gallagher,eng ENG,FWMF,Southampton,22,1995,0.4,,0,,,,,,,,,,,0,,,,Matches,44361ade
163,James Garner,eng ENG,MF,Manchester Utd,17,2001,0.0,,0,,,,,,,,,,,0,,,,Matches,4e015693
164,Paulo Gazzaniga,ar ARG,GK,Tottenham,26,1992,3.0,,0,,,,,,,,,,,0,,,,Matches,63d17038
165,David de Gea,es ESP,GK,Manchester Utd,27,1990,38.0,,0,,,,,,,,,,,0,,,,Matches,7ba6d84e
166,Rachid Ghezzal,dz ALG,MFFW,Leicester City,26,1992,8.3,,5,,,,,,,,,,,7,,,,Matches,dc3a9a0d
167,Morgan Gibbs-White,eng ENG,MFFW,Wolves,18,2000,7.4,,5,,,,,,,,,,,2,,,,Matches,32f60ed8
168,Ben Gibson,eng ENG,DF,Burnley,25,1993,0.7,,1,,,,,,,,,,,0,,,,Matches,bcfb0142
169,Olivier Giroud,fr FRA,FW,Chelsea,31,1986,9.4,,2,,,,,,,,,,,3,,,,Matches,16ceb862
170,André Gomes,pt POR,MF,Everton,25,1993,22.0,,25,,,,,,,,,,,20,,,,Matches,1961b2aa
171,Angel Gomes,eng ENG,FWMF,Manchester Utd,17,2000,0.3,,0,,,,,,,,,,,0,,,,Matches,645a3363
172,Joe Gomez,eng ENG,DF,Liverpool,21,1997,11.8,,11,,,,,,,,,,,15,,,,Matches,7a11550b
173,Jon Gorenc Stanković,si SVN,MFDF,Huddersfield,22,1996,7.9,,19,,,,,,,,,,,11,,,,Matches,9c74fa25
174,Dan Gosling,eng ENG,MF,Bournemouth,28,1990,19.3,,24,,,,,,,,,,,22,,,,Matches,7fec31a0
175,Karlan Grant,eng ENG,FWMF,Huddersfield,20,1997,9.7,,1,,,,,,,,,,,1,,,,Matches,87f7500e
176,Andre Gray,jm JAM,FW,Watford,27,1991,15.2,,1,,,,,,,,,,,2,,,,Matches,c24dba2a
177,Demarai Gray,jm JAM,MFFW,Leicester City,22,1996,22.1,,10,,,,,,,,,,,9,,,,Matches,4468ec10
178,Mason Greenwood,eng ENG,FW,Manchester Utd,16,2001,1.3,,3,,,,,,,,,,,0,,,,Matches,58eee997
179,Pascal Groß,de GER,MF,Brighton,27,1991,20.7,,11,,,,,,,,,,,15,,,,Matches,8aec0537
180,Vicente Guaita,es ESP,GK,Crystal Palace,31,1987,19.5,,0,,,,,,,,,,,0,,,,Matches,ab13a5aa
181,Mattéo Guendouzi,fr FRA,MF,Arsenal,19,1999,23.9,,28,,,,,,,,,,,27,,,,Matches,5ea8ef20
182,Idrissa Gueye,sn SEN,MF,Everton,28,1989,31.4,,85,,,,,,,,,,,74,,,,Matches,72c812f3
183,İlkay Gündoğan,de GER,MF,Manchester City,27,1990,23.7,,13,,,,,,,,,,,29,,,,Matches,819b3158
184,Angus Gunn,sct SCO,GK,Southampton,22,1996,12.0,,0,,,,,,,,,,,0,,,,Matches,e082af5b
185,Aron Gunnarsson,is ISL,MF,Cardiff City,29,1989,25.2,,28,,,,,,,,,,,38,,,,Matches,e2533c20
186,Florent Hadergjonaj,xk KVX,MFDF,Huddersfield,24,1994,20.5,,18,,,,,,,,,,,22,,,,Matches,9aa186b2
187,Ben Hamer,eng ENG,GK,Huddersfield,30,1987,6.1,,0,,,,,,,,,,,1,,,,Matches,d822a850
188,Kadeem Harris,eng ENG,MF,Cardiff City,25,1993,4.2,,6,,,,,,,,,,,3,,,,Matches,24396398
189,Joe Hart,eng ENG,GK,Burnley,31,1987,19.0,,0,,,,,,,,,,,0,,,,Matches,cb4f24c6
190,Isaac Hayden,jm JAM,MF,Newcastle,23,1995,20.7,,46,,,,,,,,,,,38,,,,Matches,c951a6df
191,Eden Hazard,be BEL,FW,Chelsea,27,1991,32.5,,9,,,,,,,,,,,10,,,,Matches,a39bb753
192,Rhys Healey,wls WAL,FW,Cardiff City,23,1994,0.6,,0,,,,,,,,,,,0,,,,Matches,07ace8c3
193,Tom Heaton,eng ENG,GK,Burnley,32,1986,19.0,,1,,,,,,,,,,,0,,,,Matches,a6de6361
194,Jordan Henderson,eng ENG,MF,Liverpool,28,1990,22.1,,36,,,,,,,,,,,32,,,,Matches,935e6b8f
195,Jeff Hendrick,ie IRL,MF,Burnley,26,1992,22.9,,14,,,,,,,,,,,13,,,,Matches,989d5705
196,Wayne Hennessey,wls WAL,GK,Crystal Palace,31,1987,17.5,,0,,,,,,,,,,,0,,,,Matches,76eca7e2
197,Javier Hernández,mx MEX,FW,West Ham,30,1988,14.8,,0,,,,,,,,,,,2,,,,Matches,189cee7b
198,Ander Herrera,es ESP,MF,Manchester Utd,28,1989,15.6,,30,,,,,,,,,,,39,,,,Matches,436a9dd0
199,Son Heung-min,kr KOR,FWMF,Tottenham,26,1992,22.7,,14,,,,,,,,,,,8,,,,Matches,92e7e919
200,Gonzalo Higuaín,ar ARG,FW,Chelsea,30,1987,12.1,,7,,,,,,,,,,,1,,,,Matches,8a08491a
201,Wesley Hoedt,nl NED,DF,Southampton,24,1994,13.0,,13,,,,,,,,,,,23,,,,Matches,875898c7
202,Jonathan Hogg,eng ENG,MF,Huddersfield,29,1988,26.3,,43,,,,,,,,,,,69,,,,Matches,9306d5ea
203,Junior Hoilett,ca CAN,MF,Cardiff City,28,1990,23.8,,25,,,,,,,,,,,29,,,,Matches,33af5b9e
204,Rob Holding,eng ENG,DF,Arsenal,22,1995,9.0,,8,,,,,,,,,,,10,,,,Matches,d79a8c87
205,José Holebas,gr GRE,DF,Watford,34,1984,26.6,,41,,,,,,,,,,,19,,,,Matches,12aa7661
206,Mason Holgate,jm JAM,DF,Everton,21,1996,4.5,,4,,,,,,,,,,,3,,,,Matches,d0042ab9
207,Callum Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,4.4,,6,,,,,,,,,,,3,,,,Matches,15f3ec41
208,Will Hughes,eng ENG,MF,Watford,23,1995,26.9,,43,,,,,,,,,,,25,,,,Matches,a0666d3e
209,Emerson Hyndman,us USA,MF,Bournemouth,22,1996,0.4,,2,,,,,,,,,,,1,,,,Matches,3be1a627
210,Pierre Højbjerg,dk DEN,MF,Southampton,22,1995,30.7,,50,,,,,,,,,,,64,,,,Matches,8b04d6c1
211,Jordon Ibe,eng ENG,MF,Bournemouth,22,1995,8.9,,6,,,,,,,,,,,4,,,,Matches,9f736ed2
212,Vicente Iborra,es ESP,MF,Leicester City,30,1988,2.5,,1,,,,,,,,,,,5,,,,Matches,ad1ffcfd
213,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,21,1996,10.5,,6,,,,,,,,,,,2,,,,Matches,c92e1a31
214,Danny Ings,eng ENG,FW,Southampton,26,1992,18.3,,15,,,,,,,,,,,4,,,,Matches,07802f7f
215,Alex Iwobi,ng NGA,MFFW,Arsenal,22,1996,21.9,,16,,,,,,,,,,,12,,,,Matches,6ca5ec4b
216,José Izquierdo,co COL,MFFW,Brighton,26,1992,8.8,,9,,,,,,,,,,,5,,,,Matches,ca2bc3df
217,Phil Jagielka,eng ENG,DF,Everton,35,1982,3.7,,4,,,,,,,,,,,2,,,,Matches,3233eefd
