,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
218,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,24,1993,11.3,,19,,,,,,,,,,,11,,,,Matches,08452314
219,Daryl Janmaat,nl NED,DF,Watford,29,1989,16.9,,24,,,,,,,,,,,30,,,,Matches,45da6694
220,Vincent Janssen,nl NED,FW,Tottenham,24,1994,0.4,,1,,,,,,,,,,,0,,,,Matches,31dce0c8
221,Carl Jenkinson,eng ENG,MF,Arsenal,26,1992,1.8,,2,,,,,,,,,,,0,,,,Matches,874125a3
222,Gabriel Jesus,br BRA,FW,Manchester City,21,1997,11.5,,3,,,,,,,,,,,2,,,,Matches,b66315ae
223,Raúl Jiménez,mx MEX,FW,Wolves,27,1991,34.6,,19,,,,,,,,,,,27,,,,Matches,b561db50
224,Stefan Johansen,no NOR,MF,Fulham,27,1991,4.6,,4,,,,,,,,,,,3,,,,Matches,a48da055
225,Ben Johnson,eng ENG,DF,West Ham,18,2000,0.7,,0,,,,,,,,,,,1,,,,Matches,9319781b
226,Tyreke Johnson,eng ENG,FWMF,Southampton,19,1998,0.0,,0,,,,,,,,,,,0,,,,Matches,4701e130
227,Phil Jones,eng ENG,DF,Manchester Utd,26,1992,14.0,,16,,,,,,,,,,,22,,,,Matches,def899bd
228,Jorginho,it ITA,MF,Chelsea,26,1991,35.1,,42,,,,,,,,,,,67,,,,Matches,45db685d
229,Joselu,es ESP,FW,Newcastle,28,1990,6.6,,8,,,,,,,,,,,3,,,,Matches,6265208f
230,Diogo Jota,pt POR,FWMF,Wolves,21,1996,26.2,,15,,,,,,,,,,,14,,,,Matches,178ae8f8
231,Mathias Jørgensen,dk DEN,DF,Huddersfield,28,1990,23.9,,32,,,,,,,,,,,64,,,,Matches,0db5d2c8
232,Christian Kabasele,be BEL,DF,Watford,27,1991,17.6,,14,,,,,,,,,,,37,,,,Matches,914ab9a1
233,Elias Kachunga,cd COD,MFFW,Huddersfield,26,1992,13.1,,9,,,,,,,,,,,4,,,,Matches,5bddccc9
234,Aboubakar Kamara,mr MTN,MFFW,Fulham,23,1995,7.7,,5,,,,,,,,,,,1,,,,Matches,4047c976
235,Harry Kane,eng ENG,FW,Tottenham,25,1993,26.9,,5,,,,,,,,,,,1,,,,Matches,21a66f6a
236,N'Golo Kanté,fr FRA,MF,Chelsea,27,1991,34.4,,42,,,,,,,,,,,45,,,,Matches,b9fbae28
237,Beram Kayal,il ISR,MF,Brighton,30,1988,10.4,,17,,,,,,,,,,,16,,,,Matches,26679cdf
238,Michael Keane,eng ENG,DF,Everton,25,1993,33.0,,26,,,,,,,,,,,47,,,,Matches,c5b7c315
239,Neeskens Kebano,cd COD,FWMF,Fulham,26,1992,1.2,,1,,,,,,,,,,,0,,,,Matches,18b999f4
240,Naby Keïta,gn GUI,MF,Liverpool,23,1995,15.4,,15,,,,,,,,,,,13,,,,Matches,f25c8e3a
241,Martin Kelly,eng ENG,DF,Crystal Palace,28,1990,12.3,,13,,,,,,,,,,,11,,,,Matches,d7492450
242,Kenedy,br BRA,MF,Newcastle,22,1996,15.0,,22,,,,,,,,,,,30,,,,Matches,5eebbfdf
243,Jonjoe Kenny,eng ENG,DF,Everton,21,1997,8.8,,15,,,,,,,,,,,16,,,,Matches,099e666f
244,Max Kilman,eng ENG,DF,Wolves,21,1997,0.0,,0,,,,,,,,,,,0,,,,Matches,d0f72bf1
245,Joshua King,no NOR,FWMF,Bournemouth,26,1992,32.9,,20,,,,,,,,,,,6,,,,Matches,43458538
246,Anthony Knockaert,fr FRA,MFFW,Brighton,26,1991,20.4,,21,,,,,,,,,,,29,,,,Matches,6c679c6d
247,Sead Kolašinac,ba BIH,MFDF,Arsenal,25,1993,21.0,,21,,,,,,,,,,,22,,,,Matches,3935e52e
248,Vincent Kompany,be BEL,DF,Manchester City,32,1986,13.6,,10,,,,,,,,,,,15,,,,Matches,d2bff301
249,Terence Kongolo,nl NED,DF,Huddersfield,24,1994,30.2,,46,,,,,,,,,,,66,,,,Matches,1f9a3a04
250,Laurent Koscielny,fr FRA,DF,Arsenal,32,1985,14.8,,13,,,,,,,,,,,29,,,,Matches,f5efb153
251,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,28,1989,21.1,,32,,,,,,,,,,,17,,,,Matches,8d3c902d
252,Mateo Kovačić,hr CRO,MF,Chelsea,24,1994,19.3,,27,,,,,,,,,,,9,,,,Matches,79c0821a
253,Rajiv van La Parra,nl NED,MFFW,Huddersfield,27,1991,4.5,,6,,,,,,,,,,,4,,,,Matches,1931bde9
254,Alexandre Lacazette,fr FRA,FW,Arsenal,27,1991,27.8,,19,,,,,,,,,,,15,,,,Matches,9dbb75ca
255,Adam Lallana,eng ENG,MFFW,Liverpool,30,1988,5.2,,10,,,,,,,,,,,3,,,,Matches,99813635
256,Érik Lamela,ar ARG,MFFW,Tottenham,26,1992,10.8,,13,,,,,,,,,,,8,,,,Matches,abe66106
257,Manuel Lanzini,ar ARG,MF,West Ham,25,1993,7.6,,6,,,,,,,,,,,7,,,,Matches,26f6dca8
258,Aymeric Laporte,es ESP,DF,Manchester City,24,1994,34.0,,21,,,,,,,,,,,38,,,,Matches,119b9a8e
259,Jamaal Lascelles,eng ENG,DF,Newcastle,24,1993,30.5,,22,,,,,,,,,,,39,,,,Matches,450ab6fc
260,Maxime Le Marchand,fr FRA,DF,Fulham,28,1989,25.0,,38,,,,,,,,,,,55,,,,Matches,321a71a7
261,Florian Lejeune,fr FRA,DF,Newcastle,27,1991,11.7,,17,,,,,,,,,,,20,,,,Matches,6eaed4eb
262,Mario Lemina,ga GAB,MF,Southampton,24,1993,17.9,,35,,,,,,,,,,,42,,,,Matches,2b471f99
263,Aaron Lennon,eng ENG,MF,Burnley,31,1987,13.5,,17,,,,,,,,,,,8,,,,Matches,2ff964a0
264,Bernd Leno,de GER,GK,Arsenal,26,1992,31.5,,0,,,,,,,,,,,3,,,,Matches,2628fd2b
265,Jefferson Lerma,co COL,MF,Bournemouth,23,1994,27.8,,33,,,,,,,,,,,55,,,,Matches,9b5ce51a
266,Stephan Lichtsteiner,ch SUI,DF,Arsenal,34,1984,10.4,,9,,,,,,,,,,,8,,,,Matches,99b1d0e6
267,Victor Lindelöf,se SWE,DF,Manchester Utd,24,1994,28.9,,26,,,,,,,,,,,24,,,,Matches,f5deef4c
268,Jesse Lingard,eng ENG,FWMF,Manchester Utd,25,1992,18.5,,18,,,,,,,,,,,10,,,,Matches,810e3c74
269,Fernando Llorente,es ESP,FW,Tottenham,33,1985,7.7,,2,,,,,,,,,,,2,,,,Matches,82dbf623
270,Hugo Lloris,fr FRA,GK,Tottenham,31,1986,33.0,,0,,,,,,,,,,,3,,,,Matches,8f62b6ee
271,Jürgen Locadia,cw CUW,MFFW,Brighton,24,1993,13.7,,10,,,,,,,,,,,9,,,,Matches,6cc47ae1
272,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,22,1996,11.1,,13,,,,,,,,,,,13,,,,Matches,e97fd090
273,Kevin Long,ie IRL,DF,Burnley,27,1990,5.7,,10,,,,,,,,,,,6,,,,Matches,5a4280b1
274,Shane Long,ie IRL,FW,Southampton,31,1987,14.1,,7,,,,,,,,,,,5,,,,Matches,9f472354
275,Sean Longstaff,eng ENG,MF,Newcastle,20,1997,7.6,,13,,,,,,,,,,,8,,,,Matches,a2b105e0
276,Ademola Lookman,ng NGA,MF,Everton,20,1997,6.9,,8,,,,,,,,,,,8,,,,Matches,7c104bb7
277,Jonas Lössl,dk DEN,GK,Huddersfield,29,1989,30.9,,0,,,,,,,,,,,1,,,,Matches,939bc634
278,Dejan Lovren,hr CRO,DF,Liverpool,29,1989,11.0,,9,,,,,,,,,,,10,,,,Matches,1a2935f6
279,Chris Löwe,de GER,MFDF,Huddersfield,29,1989,22.9,,19,,,,,,,,,,,19,,,,Matches,c6896eab
280,Matthew Lowton,eng ENG,DF,Burnley,29,1989,19.4,,33,,,,,,,,,,,26,,,,Matches,9a9c05db
281,David Luiz,br BRA,DF,Chelsea,31,1987,36.0,,32,,,,,,,,,,,36,,,,Matches,c0e27d1a
282,Romelu Lukaku,be BEL,FW,Manchester Utd,25,1993,23.7,,7,,,,,,,,,,,2,,,,Matches,5eae500a
283,James Maddison,eng ENG,MFFW,Leicester City,21,1996,31.5,,34,,,,,,,,,,,13,,,,Matches,ee38d9c5
284,Gary Madine,eng ENG,FW,Cardiff City,27,1990,0.4,,1,,,,,,,,,,,0,,,,Matches,e3e6502a
285,Harry Maguire,eng ENG,DF,Leicester City,25,1993,28.8,,17,,,,,,,,,,,36,,,,Matches,d8931174
286,Riyad Mahrez,dz ALG,FWMF,Manchester City,27,1991,14.9,,7,,,,,,,,,,,9,,,,Matches,892d5bb1
287,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,20,1997,11.0,,19,,,,,,,,,,,19,,,,Matches,e3a5814e
288,Sadio Mané,sn SEN,FWMF,Liverpool,26,1992,34.2,,30,,,,,,,,,,,16,,,,Matches,c691bfe2
289,Javier Manquillo,es ESP,DF,Newcastle,24,1994,12.2,,21,,,,,,,,,,,16,,,,Matches,758dd7f0
290,Solly March,eng ENG,MFFW,Brighton,24,1994,27.4,,28,,,,,,,,,,,28,,,,Matches,bb5fbd2b
291,Adrian Mariappa,jm JAM,DF,Watford,31,1986,21.4,,26,,,,,,,,,,,25,,,,Matches,8aa5f52c
292,Lazar Marković,rs SRB,FWMF,Fulham,24,1994,0.5,,0,,,,,,,,,,,1,,,,Matches,723ba189
293,Anthony Martial,fr FRA,FWMF,Manchester Utd,22,1995,18.0,,8,,,,,,,,,,,3,,,,Matches,8b788c01
294,Adam Masina,ma MAR,DF,Watford,24,1994,11.2,,18,,,,,,,,,,,16,,,,Matches,de0f152c
295,Arthur Masuaku,cd COD,DF,West Ham,24,1993,19.5,,26,,,,,,,,,,,36,,,,Matches,57df7a11
296,Juan Mata,es ESP,MFFW,Manchester Utd,30,1988,14.3,,4,,,,,,,,,,,6,,,,Matches,29733c72
297,Nemanja Matić,rs SRB,MF,Manchester Utd,29,1988,27.1,,33,,,,,,,,,,,31,,,,Matches,eb7822d7
298,Joël Matip,cm CMR,DF,Liverpool,26,1991,17.1,,27,,,,,,,,,,,31,,,,Matches,b217ef29
299,Konstantinos Mavropanos,gr GRE,DF,Arsenal,20,1997,1.6,,1,,,,,,,,,,,5,,,,Matches,00963611
300,Alfie Mawson,eng ENG,DF,Fulham,24,1994,12.6,,8,,,,,,,,,,,19,,,,Matches,d368feb8
301,Isaac Mbenza,be BEL,MFFW,Huddersfield,22,1996,11.0,,8,,,,,,,,,,,6,,,,Matches,aa1a8c7e
302,James McArthur,sct SCO,MF,Crystal Palace,30,1987,34.0,,50,,,,,,,,,,,43,,,,Matches,cee31595
303,Alex McCarthy,eng ENG,GK,Southampton,28,1989,25.0,,0,,,,,,,,,,,0,,,,Matches,36c2ca73
304,James McCarthy,ie IRL,MF,Everton,27,1990,0.2,,1,,,,,,,,,,,1,,,,Matches,64b08de7
305,Kevin McDonald,sct SCO,MF,Fulham,29,1988,9.3,,11,,,,,,,,,,,11,,,,Matches,71a08f97
306,Dwight McNeil,eng ENG,MF,Burnley,18,1999,17.7,,23,,,,,,,,,,,14,,,,Matches,fc15fb84
307,Scott McTominay,sct SCO,MFDF,Manchester Utd,21,1996,9.6,,9,,,,,,,,,,,14,,,,Matches,d93c2511
308,Ben Mee,eng ENG,DF,Burnley,28,1989,38.0,,26,,,,,,,,,,,44,,,,Matches,8df7a2fb
309,Nathaniel Mendez-Laing,gt GUA,MF,Cardiff City,26,1992,10.9,,27,,,,,,,,,,,11,,,,Matches,b4b2f632
310,Benjamin Mendy,fr FRA,DFMF,Manchester City,24,1994,10.0,,12,,,,,,,,,,,10,,,,Matches,5271c8f1
311,Nampalys Mendy,sn SEN,MF,Leicester City,26,1992,23.2,,20,,,,,,,,,,,27,,,,Matches,1598599e
312,Chris Mepham,wls WAL,DF,Bournemouth,20,1997,9.4,,5,,,,,,,,,,,15,,,,Matches,fed96827
313,Max Meyer,de GER,MF,Crystal Palace,22,1995,15.7,,20,,,,,,,,,,,17,,,,Matches,eba42d2b
314,Luka Milivojević,rs SRB,MF,Crystal Palace,27,1991,38.0,,70,,,,,,,,,,,72,,,,Matches,2ce2508a
315,James Milner,eng ENG,MFDF,Liverpool,32,1986,19.9,,25,,,,,,,,,,,16,,,,Matches,2f90f6b8
316,Yerry Mina,co COL,DF,Everton,23,1994,9.9,,8,,,,,,,,,,,7,,,,Matches,6d5701f2
317,Tyrone Mings,eng ENG,DF,Bournemouth,25,1993,1.6,,3,,,,,,,,,,,7,,,,Matches,8397a50c
318,Aleksandar Mitrović,rs SRB,FW,Fulham,23,1994,36.4,,11,,,,,,,,,,,8,,,,Matches,3925dbd6
319,Henrikh Mkhitaryan,am ARM,MFFW,Arsenal,29,1989,18.2,,22,,,,,,,,,,,17,,,,Matches,dd0daf32
320,Nacho Monreal,es ESP,DF,Arsenal,32,1986,20.7,,20,,,,,,,,,,,28,,,,Matches,d4cb83cc
321,Martín Montoya,es ESP,DF,Brighton,27,1991,24.1,,32,,,,,,,,,,,49,,,,Matches,5cec2487
322,Aaron Mooy,au AUS,MF,Huddersfield,27,1990,25.9,,44,,,,,,,,,,,16,,,,Matches,47b7e3af
323,Ederson Moraes,br BRA,GK,Manchester City,24,1993,38.0,,3,,,,,,,,,,,1,,,,Matches,3bb7b8b4
324,Álvaro Morata,es ESP,FW,Chelsea,25,1992,10.5,,5,,,,,,,,,,,0,,,,Matches,129af0db
325,Alberto Moreno,es ESP,DF,Liverpool,26,1992,1.7,,2,,,,,,,,,,,1,,,,Matches,11b9265b
326,Wes Morgan,jm JAM,DF,Leicester City,34,1984,21.4,,16,,,,,,,,,,,29,,,,Matches,80c31c97
327,Sean Morrison,eng ENG,DF,Cardiff City,27,1991,33.8,,18,,,,,,,,,,,54,,,,Matches,09fec029
328,Victor Moses,ng NGA,FWMF,Chelsea,27,1990,0.3,,0,,,,,,,,,,,0,,,,Matches,e726e11e
329,Steve Mounié,bj BEN,FW,Huddersfield,23,1994,19.8,,8,,,,,,,,,,,5,,,,Matches,19ba6c6d
330,Lucas Moura,br BRA,FWMF,Tottenham,25,1992,23.6,,18,,,,,,,,,,,24,,,,Matches,2b622f01
331,Lys Mousset,fr FRA,FW,Bournemouth,22,1996,4.1,,0,,,,,,,,,,,1,,,,Matches,d9cfca3d
332,João Moutinho,pt POR,MF,Wolves,31,1986,33.7,,59,,,,,,,,,,,38,,,,Matches,f5a00fa4
333,Jacob Murphy,eng ENG,MF,Newcastle,23,1995,3.4,,2,,,,,,,,,,,2,,,,Matches,de112b84
334,Josh Murphy,eng ENG,MFFW,Cardiff City,23,1995,20.2,,15,,,,,,,,,,,12,,,,Matches,b30c7426
335,Glenn Murray,eng ENG,FW,Brighton,34,1983,27.9,,9,,,,,,,,,,,2,,,,Matches,f2f29dda
336,Shkodran Mustafi,de GER,DF,Arsenal,26,1992,29.0,,45,,,,,,,,,,,59,,,,Matches,3f2d59fe
337,Yoshinori Mutō,jp JPN,FWMF,Newcastle,26,1992,5.8,,4,,,,,,,,,,,5,,,,Matches,5343eb4e
338,Georges-Kévin N'Koudou,cm CMR,FWMF,Tottenham,23,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,76c131da
339,Samir Nasri,fr FRA,MF,West Ham,31,1987,2.7,,0,,,,,,,,,,,1,,,,Matches,165bed61
340,Marc Navarro,es ESP,DF,Watford,23,1995,0.9,,2,,,,,,,,,,,0,,,,Matches,c2846353
341,Wilfred Ndidi,ng NGA,MF,Leicester City,21,1996,36.6,,101,,,,,,,,,,,80,,,,Matches,6b47c5db
342,Rúben Neves,pt POR,MF,Wolves,21,1997,33.4,,35,,,,,,,,,,,73,,,,Matches,44bfb6c5
343,Oumar Niasse,sn SEN,FWMF,Everton,28,1990,0.7,,0,,,,,,,,,,,0,,,,Matches,af721f98
344,Oumar Niasse,sn SEN,FW,Cardiff City,28,1990,10.3,,2,,,,,,,,,,,2,,,,Matches,af721f98
345,Eddie Nketiah,eng ENG,FW,Arsenal,19,1999,0.7,,1,,,,,,,,,,,0,,,,Matches,a53649b7
346,Mark Noble,eng ENG,MF,West Ham,31,1987,25.5,,28,,,,,,,,,,,21,,,,Matches,ff527768
347,Håvard Nordtveit,no NOR,DF,Fulham,28,1990,4.0,,4,,,,,,,,,,,6,,,,Matches,6cafd68d
348,Will Norris,eng ENG,GK,Wolves,24,1993,0.0,,0,,,,,,,,,,,0,,,,Matches,c73ada83
349,Michael Obafemi,ie IRL,FW,Southampton,18,2000,1.5,,1,,,,,,,,,,,1,,,,Matches,caa1a7f0
350,Pedro Obiang,gq EQG,MF,West Ham,26,1992,12.5,,24,,,,,,,,,,,14,,,,Matches,ba1e04b3
351,Denis Odoi,gh GHA,DF,Fulham,30,1988,28.8,,32,,,,,,,,,,,38,,,,Matches,f7750aa0
352,Angelo Ogbonna,it ITA,DF,West Ham,30,1988,20.8,,16,,,,,,,,,,,34,,,,Matches,74b2cd7e
353,Stefano Okaka,it ITA,FW,Watford,28,1989,0.3,,0,,,,,,,,,,,0,,,,Matches,601ef102
354,Shinji Okazaki,jp JPN,FW,Leicester City,32,1986,3.2,,5,,,,,,,,,,,2,,,,Matches,68796d61
355,Divock Origi,be BEL,FW,Liverpool,23,1995,4.1,,1,,,,,,,,,,,1,,,,Matches,43a166b4
356,Nicolás Otamendi,ar ARG,DF,Manchester City,30,1988,13.7,,14,,,,,,,,,,,28,,,,Matches,0d267745
357,Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,24,1993,0.2,,1,,,,,,,,,,,1,,,,Matches,38c7feef
358,Mesut Özil,de GER,MF,Arsenal,29,1988,19.3,,6,,,,,,,,,,,5,,,,Matches,16380240
359,Emerson Palmieri,it ITA,DF,Chelsea,23,1994,7.4,,10,,,,,,,,,,,6,,,,Matches,e0bc6fdc
360,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,30,1988,24.4,,27,,,,,,,,,,,27,,,,Matches,b682dcf6
361,Callum Paterson,sct SCO,FWMF,Cardiff City,23,1994,22.2,,15,,,,,,,,,,,8,,,,Matches,d2583bce
362,Rui Patrício,pt POR,GK,Wolves,30,1988,37.0,,1,,,,,,,,,,,0,,,,Matches,79b0d6a0
363,Pedro,es ESP,FW,Chelsea,31,1987,19.8,,15,,,,,,,,,,,17,,,,Matches,3ca7254a
364,Lee Peltier,eng ENG,DF,Cardiff City,31,1986,17.2,,25,,,,,,,,,,,17,,,,Matches,af341b88
365,Andreas Pereira,br BRA,MF,Manchester Utd,22,1996,6.7,,7,,,,,,,,,,,9,,,,Matches,6639e500
366,Ricardo Pereira,pt POR,DFMF,Leicester City,24,1993,34.7,,66,,,,,,,,,,,63,,,,Matches,75a72a99
367,Roberto Pereyra,ar ARG,MF,Watford,27,1991,31.3,,14,,,,,,,,,,,20,,,,Matches,75f2c59f
368,Ayoze Pérez,es ESP,MFFW,Newcastle,25,1993,32.4,,25,,,,,,,,,,,42,,,,Matches,819aa8e7
369,Lucas Pérez,es ESP,FW,West Ham,29,1988,5.3,,3,,,,,,,,,,,3,,,,Matches,a300ac7e
370,Jordan Pickford,eng ENG,GK,Everton,24,1994,38.0,,0,,,,,,,,,,,0,,,,Matches,4806ec67
371,Paul Pogba,fr FRA,MF,Manchester Utd,25,1993,33.4,,30,,,,,,,,,,,20,,,,Matches,867239d3
372,Alex Pritchard,eng ENG,FWMF,Huddersfield,25,1993,23.1,,24,,,,,,,,,,,17,,,,Matches,ff9fcd4d
373,Sebastian Prödl,at AUT,DFMF,Watford,31,1987,0.1,,0,,,,,,,,,,,0,,,,Matches,f5e6d08d
374,Davy Pröpper,nl NED,MF,Brighton,26,1991,28.3,,29,,,,,,,,,,,52,,,,Matches,fdd85f94
375,Jason Puncheon,eng ENG,MF,Crystal Palace,32,1986,0.1,,1,,,,,,,,,,,0,,,,Matches,fd3f57ce
376,Jason Puncheon,eng ENG,MFFW,Huddersfield,32,1986,4.2,,4,,,,,,,,,,,4,,,,Matches,fd3f57ce
377,Collin Quaner,de GER,FW,Huddersfield,27,1991,0.4,,0,,,,,,,,,,,0,,,,Matches,19b8b0b9
378,Domingos Quina,pt POR,MF,Watford,18,1999,3.8,,7,,,,,,,,,,,4,,,,Matches,41fb0f4e
379,Joe Ralls,eng ENG,MF,Cardiff City,24,1993,21.8,,24,,,,,,,,,,,27,,,,Matches,3730fcbc
380,Aaron Ramsey,wls WAL,MF,Arsenal,27,1990,14.8,,20,,,,,,,,,,,7,,,,Matches,ef619b0b
381,Kayne Ramsey,eng ENG,DF,Southampton,17,2000,1.0,,1,,,,,,,,,,,0,,,,Matches,dc31b84c
382,Marcus Rashford,eng ENG,FWMF,Manchester Utd,20,1997,25.9,,14,,,,,,,,,,,4,,,,Matches,a1d5bd30
383,Tim Ream,us USA,DF,Fulham,30,1987,22.7,,14,,,,,,,,,,,23,,,,Matches,28b40c9c
384,Nathan Redmond,eng ENG,MFFW,Southampton,24,1994,36.3,,23,,,,,,,,,,,22,,,,Matches,ab651565
385,Declan Rice,eng ENG,MF,West Ham,19,1999,33.4,,62,,,,,,,,,,,50,,,,Matches,1c7012b8
386,Jazz Richards,wls WAL,DFMF,Cardiff City,27,1991,1.5,,0,,,,,,,,,,,2,,,,Matches,afef14da
387,Richarlison,br BRA,MFFW,Everton,21,1997,29.6,,32,,,,,,,,,,,15,,,,Matches,fa031b34
388,Diego Rico,es ESP,DFMF,Bournemouth,25,1993,6.8,,9,,,,,,,,,,,14,,,,Matches,d9ba39fc
389,Sergio Rico,es ESP,GK,Fulham,24,1993,29.0,,1,,,,,,,,,,,1,,,,Matches,5f0241b2
390,Matt Ritchie,sct SCO,DFMF,Newcastle,28,1989,32.5,,44,,,,,,,,,,,57,,,,Matches,71ef519e
391,Andy Robertson,sct SCO,DF,Liverpool,24,1994,35.7,,49,,,,,,,,,,,31,,,,Matches,2e4f5f03
392,Marcos Rojo,ar ARG,DF,Manchester Utd,28,1990,2.4,,3,,,,,,,,,,,6,,,,Matches,e0991c04
393,Oriol Romeu,es ESP,MF,Southampton,26,1991,23.7,,45,,,,,,,,,,,46,,,,Matches,4b511457
394,Salomón Rondón,ve VEN,FW,Newcastle,28,1989,28.9,,8,,,,,,,,,,,6,,,,Matches,b318a643
395,Danny Rose,eng ENG,DFMF,Tottenham,28,1990,20.0,,28,,,,,,,,,,,23,,,,Matches,89d10e53
396,Aaron Rowe,eng ENG,MF,Huddersfield,17,2000,0.8,,0,,,,,,,,,,,1,,,,Matches,4b6bcb0d
397,John Ruddy,eng ENG,GK,Wolves,31,1986,1.0,,0,,,,,,,,,,,0,,,,Matches,da8b19e2
398,Antonio Rüdiger,de GER,DF,Chelsea,25,1993,31.9,,17,,,,,,,,,,,29,,,,Matches,18b896d6
399,Mathew Ryan,au AUS,GK,Brighton,26,1992,34.0,,0,,,,,,,,,,,0,,,,Matches,4535e4bb
400,Abdelhamid Sabiri,ma MAR,FW,Huddersfield,21,1996,0.5,,1,,,,,,,,,,,1,,,,Matches,4830e0af
401,Romain Saïss,ma MAR,MFDF,Wolves,28,1990,12.8,,26,,,,,,,,,,,28,,,,Matches,9fbbcf39
402,Bukayo Saka,eng ENG,FWMF,Arsenal,16,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,bc7dc64d
403,Mamadou Sakho,fr FRA,DF,Crystal Palace,28,1990,26.8,,16,,,,,,,,,,,42,,,,Matches,87935cf3
404,Bakary Sako,ml MLI,FWMF,Crystal Palace,30,1988,0.3,,1,,,,,,,,,,,0,,,,Matches,381d7d54
405,Mohamed Salah,eg EGY,FW,Liverpool,26,1992,36.1,,10,,,,,,,,,,,5,,,,Matches,e342ad68
406,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,29,1988,9.8,,11,,,,,,,,,,,9,,,,Matches,2c0f8e9e
407,Carlos Sánchez,co COL,MF,West Ham,32,1986,2.7,,4,,,,,,,,,,,1,,,,Matches,50b51fac
408,Davinson Sánchez,co COL,DF,Tottenham,22,1996,21.6,,20,,,,,,,,,,,27,,,,Matches,da7b447d
409,Leroy Sané,de GER,FW,Manchester City,22,1996,20.7,,15,,,,,,,,,,,9,,,,Matches,2b114be3
410,Fabian Schär,ch SUI,DF,Newcastle,26,1991,22.2,,39,,,,,,,,,,,65,,,,Matches,c8aa95da
411,Christopher Schindler,de GER,DF,Huddersfield,28,1990,36.2,,39,,,,,,,,,,,67,,,,Matches,8ae9869d
412,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,25,1992,18.6,,22,,,,,,,,,,,22,,,,Matches,3312f911
413,Kasper Schmeichel,dk DEN,GK,Leicester City,31,1986,38.0,,1,,,,,,,,,,,3,,,,Matches,53af52f3
414,Morgan Schneiderlin,fr FRA,MF,Everton,28,1989,9.3,,16,,,,,,,,,,,15,,,,Matches,51b41c5c
415,André Schürrle,de GER,FWMF,Fulham,27,1990,18.2,,19,,,,,,,,,,,8,,,,Matches,ecbb3fdf
416,Ken Sema,se SWE,MF,Watford,24,1993,8.4,,7,,,,,,,,,,,8,,,,Matches,1770bd68
417,Jean Seri,ci CIV,MF,Fulham,27,1991,24.9,,32,,,,,,,,,,,33,,,,Matches,10efd0e1
418,Ryan Sessegnon,eng ENG,MFFW,Fulham,18,2000,25.6,,16,,,,,,,,,,,17,,,,Matches,6aa3e78b
419,Xherdan Shaqiri,ch SUI,MF,Liverpool,26,1991,11.8,,5,,,,,,,,,,,5,,,,Matches,6421ec64
420,Luke Shaw,eng ENG,DF,Manchester Utd,23,1995,28.8,,29,,,,,,,,,,,22,,,,Matches,9c94165b
421,Jonjo Shelvey,eng ENG,MF,Newcastle,26,1992,10.5,,12,,,,,,,,,,,8,,,,Matches,3727dd3c
422,Gylfi Sigurðsson,is ISL,MF,Everton,28,1989,34.6,,34,,,,,,,,,,,29,,,,Matches,76dd1480
423,Adrien Silva,pt POR,MF,Leicester City,29,1989,1.0,,2,,,,,,,,,,,1,,,,Matches,d6f88a1d
424,Bernardo Silva,pt POR,MFFW,Manchester City,23,1994,31.7,,43,,,,,,,,,,,27,,,,Matches,3eb22ec9
425,David Silva,es ESP,MF,Manchester City,32,1986,26.7,,19,,,,,,,,,,,19,,,,Matches,e2716bd0
426,Xande Silva,pt POR,FWMF,West Ham,21,1997,0.2,,0,,,,,,,,,,,0,,,,Matches,15d561fa
427,Danny Simpson,eng ENG,DF,Leicester City,31,1987,3.2,,4,,,,,,,,,,,6,,,,Matches,3201b03d
428,Jack Simpson,eng ENG,DF,Bournemouth,21,1996,4.5,,5,,,,,,,,,,,10,,,,Matches,76fa5f80
429,Josh Sims,eng ENG,MF,Southampton,21,1997,2.4,,0,,,,,,,,,,,1,,,,Matches,6d6f09dc
430,Moussa Sissoko,fr FRA,MF,Tottenham,28,1989,25.9,,25,,,,,,,,,,,16,,,,Matches,2acd49b9
431,Oliver Skipp,eng ENG,MF,Tottenham,17,2000,2.4,,3,,,,,,,,,,,1,,,,Matches,6250083a
432,Callum Slattery,eng ENG,MF,Southampton,19,1999,1.2,,3,,,,,,,,,,,2,,,,Matches,059948df
433,Chris Smalling,eng ENG,DF,Manchester Utd,28,1989,23.6,,18,,,,,,,,,,,27,,,,Matches,b6964eb6
434,Adam Smith,eng ENG,DFMF,Bournemouth,27,1991,23.0,,30,,,,,,,,,,,32,,,,Matches,20b104bc
435,Tommy Smith,eng ENG,DF,Huddersfield,26,1992,12.7,,15,,,,,,,,,,,18,,,,Matches,e9208654
436,Robert Snodgrass,sct SCO,MF,West Ham,30,1987,24.7,,30,,,,,,,,,,,11,,,,Matches,9f4647e9
