,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
52,Sander Berge,no NOR,MF,Fulham,27,1998,32.3,,41,,,,,,,,,,,26,,,,Matches,d0b6129f
53,Lucas Bergvall,se SWE,MF,Tottenham,19,2006,10.7,,14,,,,,,,,,,,3,,,,Matches,a109e5c8
54,Beto,gw GNB,FW,Everton,27,1998,17.4,,5,,,,,,,,,,,1,,,,Matches,ed5c0319
55,Jaka Bijol,si SVN,DF,Leeds United,26,1999,21.0,,13,,,,,,,,,,,22,,,,Matches,6fdac234
56,Yves Bissouma,ml MLI,MF,Tottenham,28,1996,6.7,,11,,,,,,,,,,,8,,,,Matches,6c203af0
57,Marco Bizot,nl NED,GK,Aston Villa,34,1991,6.5,,0,,,,,,,,,,,0,,,,Matches,3d214e5f
58,Oscar Bobb,no NOR,MFFW,Manchester City,22,2003,5.2,,5,,,,,,,,,,,3,,,,Matches,eed2427e
59,Oscar Bobb,no NOR,MF,Fulham,22,2003,6.3,,7,,,,,,,,,,,6,,,,Matches,eed2427e
60,Lamare Bogarde,nl NED,MFDF,Aston Villa,21,2004,11.7,,19,,,,,,,,,,,4,,,,Matches,bca5c4a7
61,Jayden Bogle,eng ENG,MFDF,Leeds United,25,2000,31.0,,43,,,,,,,,,,,30,,,,Matches,ae5019e6
62,Sebastiaan Bornauw,be BEL,DF,Leeds United,26,1999,4.8,,4,,,,,,,,,,,7,,,,Matches,01834aa0
63,Olivier Boscagli,fr FRA,DF,Brighton,27,1997,8.9,,11,,,,,,,,,,,16,,,,Matches,403f5d20
64,Sven Botman,nl NED,DF,Newcastle,25,2000,20.4,,14,,,,,,,,,,,25,,,,Matches,ccce7025
65,Jarrod Bowen,eng ENG,MFFW,West Ham,28,1996,37.8,,28,,,,,,,,,,,27,,,,Matches,79c84d1c
66,Conor Bradley,nir NIR,DF,Liverpool,22,2003,10.3,,15,,,,,,,,,,,12,,,,Matches,bbd67769
67,Jarrad Branthwaite,eng ENG,DF,Everton,23,2002,7.6,,6,,,,,,,,,,,11,,,,Matches,c1949191
68,Brian Brobbey,nl NED,FW,Sunderland,23,2002,21.4,,2,,,,,,,,,,,0,,,,Matches,4c184730
69,Armando Broja,al ALB,FW,Burnley,23,2001,9.6,,3,,,,,,,,,,,3,,,,Matches,97220da2
70,David Brooks,wls WAL,MF,Bournemouth,28,1997,13.4,,13,,,,,,,,,,,4,,,,Matches,dc4cae05
71,Jacob Bruun Larsen,dk DEN,MFFW,Burnley,26,1998,11.4,,3,,,,,,,,,,,6,,,,Matches,4e204552
72,Emi Buendía,ar ARG,MF,Aston Villa,28,1996,19.5,,27,,,,,,,,,,,13,,,,Matches,66b76d44
73,Hugo Bueno,es ESP,MFDF,Wolves,22,2002,26.3,,35,,,,,,,,,,,33,,,,Matches,bfc3b3a0
74,Santiago Bueno,uy URU,DF,Wolves,26,1998,28.4,,30,,,,,,,,,,,27,,,,Matches,edc98fac
75,Facundo Buonanotte,ar ARG,MF,Chelsea,20,2004,0.5,,0,,,,,,,,,,,0,,,,Matches,468a7a91
76,Facundo Buonanotte,ar ARG,MF,Leeds United,20,2004,0.4,,0,,,,,,,,,,,1,,,,Matches,468a7a91
77,Dan Burn,eng ENG,DF,Newcastle,33,1992,24.4,,26,,,,,,,,,,,20,,,,Matches,b2d31e83
78,Bradley Burrowes,eng ENG,MF,Aston Villa,17,2008,0.2,,0,,,,,,,,,,,0,,,,Matches,802ee5ca
79,Jun'ai Byfield,eng ENG,DF,Tottenham,16,2008,0.0,,0,,,,,,,,,,,0,,,,Matches,0312881b
80,Sam Byram,eng ENG,DFMF,Leeds United,31,1993,0.1,,1,,,,,,,,,,,0,,,,Matches,1bf811d4
81,Moisés Caicedo,ec ECU,MF,Chelsea,23,2001,31.1,,47,,,,,,,,,,,59,,,,Matches,16264a81
82,Tom Cairney,sct SCO,MF,Fulham,34,1991,8.6,,4,,,,,,,,,,,4,,,,Matches,a8748947
83,Riccardo Calafiori,it ITA,DF,Arsenal,23,2002,18.9,,19,,,,,,,,,,,13,,,,Matches,aded8e6f
84,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,28,1997,30.2,,4,,,,,,,,,,,5,,,,Matches,59e6e5bf
85,Jaydee Canvot,fr FRA,DF,Crystal Palace,19,2006,14.8,,22,,,,,,,,,,,12,,,,Matches,3684108d
86,Rio Cardines,tt TRI,MF,Crystal Palace,19,2006,1.0,,1,,,,,,,,,,,0,,,,Matches,702812fe
87,Fabio Carvalho,pt POR,MF,Brentford,22,2002,1.1,,2,,,,,,,,,,,0,,,,Matches,966e28d0
88,Casemiro,br BRA,MF,Manchester Utd,33,1992,28.6,,45,,,,,,,,,,,30,,,,Matches,4d224fe8
89,Matty Cash,pl POL,DF,Aston Villa,27,1997,33.5,,32,,,,,,,,,,,24,,,,Matches,2389cdc2
90,Timothy Castagne,be BEL,DFMF,Fulham,29,1995,20.5,,24,,,,,,,,,,,28,,,,Matches,197640fd
91,Valentín Castellanos,ar ARG,FW,West Ham,26,1998,15.4,,9,,,,,,,,,,,6,,,,Matches,da76bab4
92,Trevoh Chalobah,eng ENG,DF,Chelsea,26,1999,30.9,,22,,,,,,,,,,,37,,,,Matches,5515376c
93,Rayan Cherki,fr FRA,MF,Manchester City,21,2003,19.8,,16,,,,,,,,,,,7,,,,Matches,b34c63a5
94,Federico Chiesa,it ITA,MF,Liverpool,27,1997,3.8,,5,,,,,,,,,,,4,,,,Matches,b0f7e36c
95,Tawanda Chirewa,zw ZIM,MF,Wolves,21,2003,0.3,,0,,,,,,,,,,,0,,,,Matches,34721c11
96,Ryan Christie,sct SCO,MF,Bournemouth,30,1995,11.0,,20,,,,,,,,,,,11,,,,Matches,26ce2263
97,Samuel Chukwueze,ng NGA,MF,Fulham,26,1999,12.0,,4,,,,,,,,,,,6,,,,Matches,b8a642fc
98,Dennis Cirkin,lv LVA,DF,Sunderland,23,2002,3.6,,5,,,,,,,,,,,5,,,,Matches,307ea3b6
99,Nathaniel Clyne,eng ENG,MFDF,Crystal Palace,34,1991,6.6,,9,,,,,,,,,,,7,,,,Matches,0442183b
100,Séamus Coleman,ie IRL,DF,Everton,36,1988,0.2,,0,,,,,,,,,,,0,,,,Matches,0420d84f
101,Nathan Collins,ie IRL,DF,Brentford,24,2001,33.1,,13,,,,,,,,,,,36,,,,Matches,a8c19eb8
102,Levi Colwill,eng ENG,DF,Chelsea,22,2003,2.5,,2,,,,,,,,,,,5,,,,Matches,700783e7
103,Lewis Cook,eng ENG,MFDF,Bournemouth,28,1997,9.7,,17,,,,,,,,,,,21,,,,Matches,2afc7272
104,Diego Coppola,it ITA,DF,Brighton,21,2003,2.2,,2,,,,,,,,,,,1,,,,Matches,22ae86f9
105,Marc Cucurella,es ESP,DF,Chelsea,27,1998,30.1,,40,,,,,,,,,,,28,,,,Matches,1daec722
106,Jorge Cuenca,es ESP,DF,Fulham,25,1999,10.4,,10,,,,,,,,,,,15,,,,Matches,0abc51f2
107,Josh Cullen,ie IRL,MF,Burnley,29,1996,16.8,,19,,,,,,,,,,,24,,,,Matches,f6d7d690
108,Jair Cunha,br BRA,DF,Nottingham,20,2005,5.7,,5,,,,,,,,,,,5,,,,Matches,ac31d35e
109,Matheus Cunha,br BRA,MFFW,Manchester Utd,26,1999,27.7,,23,,,,,,,,,,,21,,,,Matches,dc62b55d
110,Diogo Dalot,pt POR,DFMF,Manchester Utd,26,1999,29.0,,30,,,,,,,,,,,26,,,,Matches,d9565625
111,Mikkel Damsgaard,dk DEN,MF,Brentford,25,2000,22.8,,34,,,,,,,,,,,24,,,,Matches,215f3907
112,Kevin Danso,at AUT,DF,Tottenham,26,1998,16.6,,13,,,,,,,,,,,25,,,,Matches,6e33125f
113,Karl Darlow,wls WAL,GK,Leeds United,34,1990,22.0,,0,,,,,,,,,,,0,,,,Matches,cde3309f
114,Josh Dasilva,eng ENG,MF,Brentford,26,1998,0.0,,0,,,,,,,,,,,0,,,,Matches,60344e4f
115,Ben Davies,wls WAL,DF,Tottenham,32,1993,1.5,,4,,,,,,,,,,,1,,,,Matches,44781702
116,Maxim De Cuyper,be BEL,DFMF,Brighton,24,2000,15.7,,10,,,,,,,,,,,11,,,,Matches,d494882e
117,Liam Delap,eng ENG,FW,Chelsea,22,2003,12.3,,3,,,,,,,,,,,1,,,,Matches,dd897ee7
118,Sepp van den Berg,nl NED,DF,Brentford,23,2001,30.7,,9,,,,,,,,,,,26,,,,Matches,7bf9400b
119,Jesse Derry,eng ENG,MF,Chelsea,18,2007,0.5,,1,,,,,,,,,,,0,,,,Matches,bbfe0e5d
120,Justin Devenny,nir NIR,MFFW,Crystal Palace,21,2003,8.8,,11,,,,,,,,,,,1,,,,Matches,6c2b66fc
121,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,26,1998,29.2,,26,,,,,,,,,,,14,,,,Matches,5c74c0f5
122,Bafodé Diakité,fr FRA,DF,Bournemouth,24,2001,14.2,,15,,,,,,,,,,,10,,,,Matches,1bfb6fef
123,Amad Diallo,ci CIV,MF,Manchester Utd,23,2002,26.0,,23,,,,,,,,,,,15,,,,Matches,9dc96f10
124,Habib Diarra,sn SEN,MF,Sunderland,21,2004,15.6,,7,,,,,,,,,,,4,,,,Matches,6d0fe035
125,Rúben Dias,pt POR,DF,Manchester City,28,1997,23.8,,6,,,,,,,,,,,23,,,,Matches,31c69ef1
126,Tyler Dibling,eng ENG,MF,Everton,19,2006,4.0,,3,,,,,,,,,,,6,,,,Matches,bdcc89ae
127,Lucas Digne,fr FRA,DF,Aston Villa,32,1993,20.6,,26,,,,,,,,,,,13,,,,Matches,1b84dbe1
128,Issa Diop,ma MAR,DF,Fulham,28,1997,9.1,,2,,,,,,,,,,,6,,,,Matches,a712ca2b
129,El Hadji Malick Diouf,sn SEN,DFMF,West Ham,20,2004,30.1,,19,,,,,,,,,,,32,,,,Matches,bd5eb2e5
130,Axel Disasi,fr FRA,DF,West Ham,27,1998,13.9,,10,,,,,,,,,,,12,,,,Matches,ad82197c
131,Matt Doherty,ie IRL,DFMF,Wolves,33,1992,8.7,,8,,,,,,,,,,,7,,,,Matches,d557d734
132,Jeremy Doku,be BEL,MFFW,Manchester City,23,2002,19.8,,16,,,,,,,,,,,12,,,,Matches,fffea3e5
133,Nicolás Domínguez,ar ARG,MF,Nottingham,27,1998,13.1,,30,,,,,,,,,,,6,,,,Matches,20b3a502
134,Gianluigi Donnarumma,it ITA,GK,Manchester City,26,1999,34.0,,0,,,,,,,,,,,1,,,,Matches,08f5afaa
135,Romelle Donovan,eng ENG,FW,Brentford,18,2006,0.5,,0,,,,,,,,,,,0,,,,Matches,519db366
136,Patrick Dorgu,dk DEN,MF,Manchester Utd,20,2004,16.1,,30,,,,,,,,,,,16,,,,Matches,e6536124
137,Max Dowman,eng ENG,MF,Arsenal,15,2009,1.7,,2,,,,,,,,,,,1,,,,Matches,9008bb70
138,Radu Drăgușin,ro ROU,DF,Tottenham,23,2002,5.7,,3,,,,,,,,,,,16,,,,Matches,620922ed
139,Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,16,2009,0.1,,1,,,,,,,,,,,0,,,,Matches,1bd530e8
140,Martin Dúbravka,sk SVK,GK,Burnley,36,1989,35.0,,1,,,,,,,,,,,0,,,,Matches,3a949a25
141,Lewis Dunk,eng ENG,DF,Brighton,33,1991,31.5,,22,,,,,,,,,,,30,,,,Matches,282f75f3
142,George Earthy,eng ENG,MF,West Ham,20,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,123d2733
143,Odsonne Édouard,fr FRA,FW,Crystal Palace,27,1998,0.0,,1,,,,,,,,,,,0,,,,Matches,0562b7f1
144,Tom Edozie,eng ENG,MF,Wolves,19,2006,0.2,,0,,,,,,,,,,,0,,,,Matches,3354ea94
145,Marcus Edwards,eng ENG,MFFW,Burnley,26,1998,11.9,,6,,,,,,,,,,,3,,,,Matches,57760e66
146,Hjalmar Ekdal,se SWE,DF,Burnley,26,1998,17.1,,17,,,,,,,,,,,12,,,,Matches,3d554589
147,Hugo Ekitike,fr FRA,FW,Liverpool,23,2002,20.0,,7,,,,,,,,,,,4,,,,Matches,5b92d896
148,Anthony Elanga,se SWE,FWMF,Newcastle,23,2002,14.7,,11,,,,,,,,,,,3,,,,Matches,2fba6108
149,Melker Ellborg,se SWE,GK,Sunderland,22,2003,3.0,,0,,,,,,,,,,,0,,,,Matches,013d348e
150,Harvey Elliott,eng ENG,MF,Aston Villa,22,2003,1.2,,0,,,,,,,,,,,0,,,,Matches,b9e1436c
151,Harvey Elliott,eng ENG,FWMF,Liverpool,22,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,b9e1436c
152,Wataru Endo,jp JPN,DF,Liverpool,32,1993,1.9,,3,,,,,,,,,,,0,,,,Matches,c149016b
153,Romain Esse,eng ENG,MF,Crystal Palace,20,2005,0.5,,1,,,,,,,,,,,0,,,,Matches,87189f25
154,Dario Essugo,pt POR,MF,Chelsea,20,2005,0.3,,3,,,,,,,,,,,0,,,,Matches,1e4319ac
155,Maxime Estève,fr FRA,DF,Burnley,23,2002,32.6,,27,,,,,,,,,,,37,,,,Matches,1a066e69
156,Evanilson,br BRA,FW,Bournemouth,25,1999,30.5,,5,,,,,,,,,,,6,,,,Matches,6f3cc2fe
157,Eberechi Eze,eng ENG,MF,Crystal Palace,27,1998,0.9,,1,,,,,,,,,,,0,,,,Matches,ae4fc6a4
158,Eberechi Eze,eng ENG,MFFW,Arsenal,27,1998,20.1,,13,,,,,,,,,,,11,,,,Matches,ae4fc6a4
159,Bruno Fernandes,pt POR,MF,Manchester Utd,30,1994,34.0,,35,,,,,,,,,,,21,,,,Matches,507c7bdf
160,Mateus Fernandes,pt POR,MF,West Ham,21,2004,33.5,,67,,,,,,,,,,,36,,,,Matches,ef491564
161,Enzo Fernández,ar ARG,MF,Chelsea,24,2001,34.6,,24,,,,,,,,,,,20,,,,Matches,5ff4ab71
162,Zian Flemming,nl NED,FW,Burnley,26,1998,19.7,,10,,,,,,,,,,,6,,,,Matches,b3f36e72
163,Jack Fletcher,eng ENG,MF,Manchester Utd,18,2007,1.2,,1,,,,,,,,,,,1,,,,Matches,38a6c944
164,Tyler Fletcher,sct SCO,MF,Manchester Utd,18,2007,0.2,,0,,,,,,,,,,,0,,,,Matches,81a92add
165,Phil Foden,eng ENG,MF,Manchester City,25,2000,23.2,,16,,,,,,,,,,,10,,,,Matches,ed1e53f3
166,Wesley Fofana,fr FRA,DF,Chelsea,24,2000,19.1,,11,,,,,,,,,,,38,,,,Matches,132a82f1
167,Lyle Foster,za RSA,FWMF,Burnley,24,2000,15.2,,12,,,,,,,,,,,4,,,,Matches,f84a807c
168,Tyler Fredricson,eng ENG,DF,Manchester Utd,20,2005,0.0,,0,,,,,,,,,,,0,,,,Matches,58630379
169,Jeremie Frimpong,nl NED,DFMF,Liverpool,24,2000,11.6,,9,,,,,,,,,,,6,,,,Matches,74f2e748
170,Niclas Füllkrug,de GER,FW,West Ham,32,1993,4.5,,1,,,,,,,,,,,2,,,,Matches,4f16405e
171,Kaye Furo,be BEL,FW,Brentford,18,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,9fea2579
172,Cody Gakpo,nl NED,MFFW,Liverpool,26,1999,30.4,,15,,,,,,,,,,,12,,,,Matches,1971591f
173,Conor Gallagher,eng ENG,MF,Tottenham,25,2000,13.2,,14,,,,,,,,,,,18,,,,Matches,c2731c10
174,Ben Gannon-Doak,sct SCO,MF,Bournemouth,19,2005,1.3,,2,,,,,,,,,,,1,,,,Matches,733f1a7d
175,Andrés García,es ESP,DF,Aston Villa,22,2003,1.0,,4,,,,,,,,,,,0,,,,Matches,40498af1
176,Alejandro Garnacho,ar ARG,MF,Chelsea,21,2004,14.1,,13,,,,,,,,,,,4,,,,Matches,7aa8adfe
177,James Garner,eng ENG,MFDF,Everton,24,2001,37.9,,72,,,,,,,,,,,57,,,,Matches,4e015693
178,Lutsharel Geertruida,nl NED,DFMF,Sunderland,25,2000,18.8,,22,,,,,,,,,,,20,,,,Matches,242e1043
179,Tyrique George,eng ENG,FW,Chelsea,19,2006,1.6,,2,,,,,,,,,,,0,,,,Matches,e6f7797e
180,Tyrique George,eng ENG,MF,Everton,19,2006,2.4,,3,,,,,,,,,,,2,,,,Matches,e6f7797e
181,Morgan Gibbs-White,eng ENG,MF,Nottingham,25,2000,34.4,,16,,,,,,,,,,,12,,,,Matches,32f60ed8
182,Jamie Gittens,eng ENG,MF,Chelsea,20,2004,5.5,,4,,,,,,,,,,,2,,,,Matches,10745192
183,Wilfried Gnonto,it ITA,FW,Leeds United,21,2003,6.0,,13,,,,,,,,,,,3,,,,Matches,75fdd638
184,Angel Gomes,eng ENG,MFFW,Wolves,24,2000,5.1,,5,,,,,,,,,,,1,,,,Matches,645a3363
185,João Gomes,br BRA,MF,Wolves,24,2001,31.4,,68,,,,,,,,,,,36,,,,Matches,8b57ad2c
186,Rodrigo Gomes,pt POR,MFFW,Wolves,22,2003,10.7,,18,,,,,,,,,,,11,,,,Matches,8dcf77c0
187,Toti Gomes,pt POR,DF,Wolves,26,1999,15.8,,11,,,,,,,,,,,13,,,,Matches,f0caab96
188,Diego Gómez,py PAR,MFFW,Brighton,22,2003,23.6,,49,,,,,,,,,,,19,,,,Matches,916728da
189,Joe Gomez,eng ENG,DF,Liverpool,28,1997,6.7,,7,,,,,,,,,,,8,,,,Matches,7a11550b
190,Nicolás González,es ESP,MF,Manchester City,23,2002,17.4,,30,,,,,,,,,,,24,,,,Matches,2c56a792
191,Anthony Gordon,eng ENG,FW,Newcastle,24,2001,19.9,,13,,,,,,,,,,,3,,,,Matches,2bd83368
192,Ryan Gravenberch,nl NED,MF,Liverpool,23,2002,33.2,,35,,,,,,,,,,,44,,,,Matches,b8e740fb
193,Archie Gray,eng ENG,MFDF,Tottenham,19,2006,16.4,,8,,,,,,,,,,,17,,,,Matches,f58515f5
194,Jack Grealish,eng ENG,MF,Everton,29,1995,18.1,,15,,,,,,,,,,,11,,,,Matches,b0b4fd3e
195,Pascal Groß,de GER,MF,Brighton,34,1991,18.2,,17,,,,,,,,,,,11,,,,Matches,8aec0537
196,Brajan Gruda,de GER,MF,Brighton,21,2004,8.0,,5,,,,,,,,,,,2,,,,Matches,ae9b998d
197,Ilia Gruev,bg BUL,MF,Leeds United,25,2000,14.7,,13,,,,,,,,,,,14,,,,Matches,1fc4f3d1
198,Gabriel Gudmundsson,se SWE,DFMF,Leeds United,26,1999,29.2,,47,,,,,,,,,,,28,,,,Matches,d5d22a58
199,Marc Guéhi,eng ENG,DF,Crystal Palace,25,2000,20.0,,19,,,,,,,,,,,24,,,,Matches,d0706b27
200,Marc Guéhi,eng ENG,DF,Manchester City,25,2000,15.0,,12,,,,,,,,,,,25,,,,Matches,d0706b27
201,Evann Guessand,ci CIV,MF,Aston Villa,24,2001,6.5,,9,,,,,,,,,,,3,,,,Matches,b73f17f8
202,Evann Guessand,ci CIV,MF,Crystal Palace,24,2001,3.7,,2,,,,,,,,,,,2,,,,Matches,b73f17f8
203,Idrissa Gueye,sn SEN,MF,Everton,35,1989,23.3,,21,,,,,,,,,,,29,,,,Matches,72c812f3
204,Luis Guilherme,br BRA,FW,West Ham,19,2006,1.4,,1,,,,,,,,,,,0,,,,Matches,b7672d43
205,Bruno Guimarães,br BRA,MF,Newcastle,27,1997,27.3,,41,,,,,,,,,,,16,,,,Matches,82518f62
206,Marc Guiu,es ESP,FW,Sunderland,19,2006,0.2,,0,,,,,,,,,,,0,,,,Matches,d3d774cc
207,Marc Guiu,es ESP,FW,Chelsea,19,2006,2.9,,0,,,,,,,,,,,0,,,,Matches,d3d774cc
208,Angus Gunn,sct SCO,GK,Nottingham,29,1996,0.5,,0,,,,,,,,,,,0,,,,Matches,e082af5b
209,Malo Gusto,fr FRA,DFMF,Chelsea,22,2003,25.1,,23,,,,,,,,,,,30,,,,Matches,d56b9520
210,Joško Gvardiol,hr CRO,DF,Manchester City,23,2002,15.2,,13,,,,,,,,,,,16,,,,Matches,5ad50391
211,Viktor Gyökeres,se SWE,FW,Arsenal,27,1998,24.7,,5,,,,,,,,,,,1,,,,Matches,4d5a9185
212,Erling Haaland,no NOR,FW,Manchester City,25,2000,32.8,,7,,,,,,,,,,,4,,,,Matches,1f44ac21
213,Lewis Hall,eng ENG,DF,Newcastle,20,2004,24.2,,31,,,,,,,,,,,29,,,,Matches,da011f18
214,Jack Harrison,eng ENG,FW,Leeds United,28,1996,3.0,,2,,,,,,,,,,,4,,,,Matches,aa849a12
215,Quilindschy Hartman,nl NED,DF,Burnley,23,2001,20.3,,31,,,,,,,,,,,32,,,,Matches,39e1138f
216,Jorrel Hato,nl NED,DF,Chelsea,19,2006,12.8,,19,,,,,,,,,,,17,,,,Matches,bde35051
