,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Kai Havertz,de GER,FWMF,Arsenal,26,1999,6.5,,5,,,,,,,,,,,1,,,,Matches,fed7cb61
218,Ayden Heaven,eng ENG,DF,Manchester Utd,18,2006,10.3,,13,,,,,,,,,,,1,,,,Matches,64e17fab
219,Jan Paul van Hecke,nl NED,DF,Brighton,25,2000,35.7,,31,,,,,,,,,,,45,,,,Matches,4fd08daa
220,Hwang Hee-chan,kr KOR,FWMF,Wolves,29,1996,16.1,,4,,,,,,,,,,,12,,,,Matches,169fd162
221,George Hemmings,eng ENG,MF,Aston Villa,18,2007,0.3,,0,,,,,,,,,,,0,,,,Matches,28795530
222,Dean Henderson,eng ENG,GK,Crystal Palace,28,1997,37.0,,0,,,,,,,,,,,1,,,,Matches,e5a76dfe
223,Jordan Henderson,eng ENG,MF,Brentford,35,1990,21.3,,14,,,,,,,,,,,16,,,,Matches,935e6b8f
224,Rico Henry,jm JAM,DF,Brentford,28,1997,14.8,,11,,,,,,,,,,,7,,,,Matches,8a3c1dc7
225,Mads Hermansen,dk DEN,GK,West Ham,25,2000,18.0,,0,,,,,,,,,,,0,,,,Matches,c924b17d
226,Aaron Hickey,sct SCO,DFMF,Brentford,23,2002,7.7,,7,,,,,,,,,,,8,,,,Matches,1780bb4a
227,James Hill,eng ENG,DF,Bournemouth,23,2002,23.4,,20,,,,,,,,,,,37,,,,Matches,69942fb3
228,Piero Hincapié,ec ECU,DF,Arsenal,23,2002,19.9,,26,,,,,,,,,,,26,,,,Matches,0c7a48f8
229,Jack Hinshelwood,eng ENG,MF,Brighton,20,2005,19.3,,13,,,,,,,,,,,6,,,,Matches,e98211e7
230,Ki-Jana Hoever,nl NED,MFDF,Wolves,23,2002,4.7,,11,,,,,,,,,,,5,,,,Matches,9a71e978
231,Harry Howell,eng ENG,MF,Brighton,17,2008,1.0,,0,,,,,,,,,,,0,,,,Matches,d8a7e52c
232,Callum Hudson-Odoi,eng ENG,MF,Nottingham,24,2000,20.5,,7,,,,,,,,,,,8,,,,Matches,15f3ec41
233,Will Hughes,eng ENG,MF,Crystal Palace,30,1995,17.5,,16,,,,,,,,,,,15,,,,Matches,a0666d3e
234,Trai Hume,nir NIR,DFMF,Sunderland,23,2002,33.7,,46,,,,,,,,,,,25,,,,Matches,4fa3a3a4
235,Bashir Humphreys,eng ENG,DFMF,Burnley,22,2003,17.5,,17,,,,,,,,,,,11,,,,Matches,d2b32e91
236,Omari Hutchinson,eng ENG,MF,Nottingham,21,2003,18.8,,11,,,,,,,,,,,11,,,,Matches,bd9553e6
237,Igor,br BRA,DF,West Ham,27,1998,1.2,,0,,,,,,,,,,,1,,,,Matches,a4e85758
238,Tim Iroegbunam,eng ENG,MF,Everton,22,2003,16.5,,44,,,,,,,,,,,22,,,,Matches,84c5ceea
239,Andy Irving,sct SCO,MF,West Ham,25,2000,1.8,,4,,,,,,,,,,,1,,,,Matches,b1be9fc0
240,Alexander Isak,se SWE,FW,Liverpool,25,1999,7.8,,6,,,,,,,,,,,0,,,,Matches,8e92be30
241,Wilson Isidor,ht HAI,FW,Sunderland,24,2000,12.9,,8,,,,,,,,,,,2,,,,Matches,a671316d
242,Alex Iwobi,ng NGA,MF,Fulham,29,1996,26.9,,18,,,,,,,,,,,15,,,,Matches,6ca5ec4b
243,Daniel James,wls WAL,FWMF,Leeds United,27,1997,6.2,,5,,,,,,,,,,,1,,,,Matches,c931d9f9
244,Reece James,eng ENG,DFMF,Chelsea,25,1999,21.8,,33,,,,,,,,,,,32,,,,Matches,1265a93a
245,Vitaly Janelt,de GER,MF,Brentford,27,1998,16.0,,17,,,,,,,,,,,27,,,,Matches,8449d35e
246,Mathias Jensen,dk DEN,MF,Brentford,29,1996,25.0,,23,,,,,,,,,,,21,,,,Matches,0f134faf
247,Gabriel Jesus,br BRA,FW,Arsenal,28,1997,4.8,,0,,,,,,,,,,,2,,,,Matches,b66315ae
248,Igor Jesus,br BRA,FW,Nottingham,24,2001,25.5,,16,,,,,,,,,,,2,,,,Matches,dbe24cce
249,Álex Jiménez,es ESP,DFMF,Bournemouth,20,2005,25.7,,45,,,,,,,,,,,27,,,,Matches,faa13947
250,Raúl Jiménez,mx MEX,FW,Fulham,34,1991,24.3,,20,,,,,,,,,,,7,,,,Matches,b561db50
251,Jamaldeen Jimoh,eng ENG,MF,Aston Villa,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches,1e711234
252,João Pedro,br BRA,FWMF,Chelsea,23,2001,29.6,,17,,,,,,,,,,,6,,,,Matches,e8832875
253,Joelinton,br BRA,MF,Newcastle,28,1996,21.7,,23,,,,,,,,,,,28,,,,Matches,c17bfb65
254,John,br BRA,GK,Nottingham,29,1996,4.9,,0,,,,,,,,,,,0,,,,Matches,33a235af
255,Brennan Johnson,wls WAL,MFFW,Tottenham,24,2001,6.8,,9,,,,,,,,,,,2,,,,Matches,0cd31129
256,Brennan Johnson,wls WAL,MFFW,Crystal Palace,24,2001,12.4,,7,,,,,,,,,,,2,,,,Matches,0cd31129
257,Sam Johnstone,eng ENG,GK,Wolves,32,1993,12.0,,1,,,,,,,,,,,0,,,,Matches,9e5708be
258,Curtis Jones,eng ENG,MFDF,Liverpool,24,2001,21.5,,23,,,,,,,,,,,18,,,,Matches,4fb9c88f
259,Eli Junior Kroupi,fr FRA,MFFW,Bournemouth,19,2006,18.6,,6,,,,,,,,,,,9,,,,Matches,b2fe86e5
260,Hamed Junior Traorè,ci CIV,MF,Bournemouth,25,2000,0.2,,0,,,,,,,,,,,0,,,,Matches,570bb4b9
261,James Justin,eng ENG,DFMF,Leeds United,27,1998,21.1,,38,,,,,,,,,,,26,,,,Matches,fb614c44
262,Filip Jørgensen,dk DEN,GK,Chelsea,23,2002,4.2,,0,,,,,,,,,,,1,,,,Matches,0107757e
263,Ferdi Kadioglu,tr TUR,DFMF,Brighton,25,1999,34.8,,39,,,,,,,,,,,25,,,,Matches,66c52a77
264,Saša Kalajdžić,at AUT,FWMF,Wolves,28,1997,0.2,,0,,,,,,,,,,,1,,,,Matches,15f24fe7
265,Arnaud Kalimuendo,fr FRA,FW,Nottingham,23,2002,1.1,,1,,,,,,,,,,,0,,,,Matches,bf4c41f9
266,Daichi Kamada,jp JPN,MF,Crystal Palace,28,1996,21.1,,35,,,,,,,,,,,14,,,,Matches,15b287da
267,Boubacar Kamara,fr FRA,MF,Aston Villa,25,1999,15.7,,16,,,,,,,,,,,15,,,,Matches,cc77354e
268,Mohamadou Kanté,fr FRA,MF,West Ham,19,2005,0.8,,4,,,,,,,,,,,0,,,,Matches,0041f3e6
269,Michael Kayode,it ITA,DF,Brentford,21,2004,36.2,,47,,,,,,,,,,,39,,,,Matches,e19660a8
270,Michael Keane,eng ENG,DF,Everton,32,1993,28.8,,24,,,,,,,,,,,37,,,,Matches,c5b7c315
271,Caoimhín Kelleher,ie IRL,GK,Brentford,26,1998,37.0,,0,,,,,,,,,,,1,,,,Matches,62d7ef38
272,Milos Kerkez,hu HUN,DF,Liverpool,21,2003,25.1,,26,,,,,,,,,,,15,,,,Matches,0ad53bdc
273,Kevin,br BRA,MF,Fulham,22,2003,11.6,,10,,,,,,,,,,,9,,,,Matches,93508980
274,Abdukodir Khusanov,uz UZB,DF,Manchester City,21,2004,15.9,,20,,,,,,,,,,,29,,,,Matches,d17ce930
275,Max Kilman,eng ENG,DF,West Ham,28,1997,17.3,,8,,,,,,,,,,,6,,,,Matches,d0f72bf1
276,Joshua King,eng ENG,MF,Fulham,18,2007,14.5,,12,,,,,,,,,,,3,,,,Matches,86109b3b
277,Antonín Kinský,cz CZE,GK,Tottenham,22,2003,7.0,,0,,,,,,,,,,,0,,,,Matches,b38ac6a4
278,Justin Kluivert,nl NED,MF,Bournemouth,26,1999,10.6,,7,,,,,,,,,,,4,,,,Matches,4c3a6744
279,Joe Knight,eng ENG,MF,Brighton,19,2005,0.0,,0,,,,,,,,,,,0,,,,Matches,16168a0f
280,Randal Kolo Muani,fr FRA,FWMF,Tottenham,26,1998,18.5,,16,,,,,,,,,,,2,,,,Matches,c0b3669f
281,Ibrahima Konaté,fr FRA,DF,Liverpool,26,1999,34.3,,31,,,,,,,,,,,28,,,,Matches,5ed9b537
282,Ezri Konsa,eng ENG,DF,Aston Villa,27,1997,33.7,,8,,,,,,,,,,,22,,,,Matches,0313a347
283,Charalampos Kostoulas,gr GRE,FW,Brighton,18,2007,4.1,,6,,,,,,,,,,,1,,,,Matches,816010c4
284,Mateo Kovačić,hr CRO,MF,Manchester City,31,1994,1.4,,1,,,,,,,,,,,2,,,,Matches,79c0821a
285,Emil Krafth,se SWE,DF,Newcastle,30,1994,0.5,,0,,,,,,,,,,,0,,,,Matches,77cf6852
286,Ladislav Krejčí,cz CZE,DFMF,Wolves,26,1999,26.2,,21,,,,,,,,,,,32,,,,Matches,5b5c2228
287,Mohammed Kudus,gh GHA,MFFW,Tottenham,24,2000,17.1,,17,,,,,,,,,,,3,,,,Matches,b62878a5
288,Jonah Kusi-Asare,se SWE,FW,Fulham,18,2007,0.6,,1,,,,,,,,,,,0,,,,Matches,c7c26e61
289,Shea Lacey,eng ENG,FW,Manchester Utd,18,2007,0.5,,0,,,,,,,,,,,0,,,,Matches,3160e952
290,Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2000,34.3,,38,,,,,,,,,,,45,,,,Matches,277c49ed
291,Senne Lammens,be BEL,GK,Manchester Utd,23,2002,32.0,,1,,,,,,,,,,,0,,,,Matches,8e6d2fcd
292,Jamaal Lascelles,eng ENG,DF,Newcastle,31,1993,0.2,,0,,,,,,,,,,,0,,,,Matches,450ab6fc
293,Josh Laurent,eng ENG,DFMF,Burnley,30,1995,19.6,,25,,,,,,,,,,,28,,,,Matches,f0068e0f
294,Roméo Lavia,be BEL,MF,Chelsea,21,2004,4.2,,7,,,,,,,,,,,5,,,,Matches,ecad9aa5
295,Enzo Le Fée,fr FRA,MFFW,Sunderland,25,2000,32.6,,56,,,,,,,,,,,28,,,,Matches,6f806d99
296,Bernd Leno,de GER,GK,Fulham,33,1992,38.0,,1,,,,,,,,,,,1,,,,Matches,2628fd2b
297,Jefferson Lerma,co COL,MFDF,Crystal Palace,30,1994,19.3,,18,,,,,,,,,,,25,,,,Matches,9b5ce51a
298,Rico Lewis,eng ENG,DF,Manchester City,20,2004,4.5,,4,,,,,,,,,,,7,,,,Matches,b57e066e
299,Keane Lewis-Potter,eng ENG,DFMF,Brentford,24,2001,21.9,,14,,,,,,,,,,,10,,,,Matches,41f08ac8
300,Myles Lewis-Skelly,eng ENG,MFDF,Arsenal,18,2006,7.9,,5,,,,,,,,,,,5,,,,Matches,5dff6c28
301,Matthijs de Ligt,nl NED,DF,Manchester Utd,25,1999,13.0,,13,,,,,,,,,,,11,,,,Matches,d6e53a3a
302,Pedro Lima,br BRA,MF,Wolves,19,2006,2.9,,5,,,,,,,,,,,4,,,,Matches,b2f4cad5
303,Victor Lindelöf,se SWE,DFMF,Aston Villa,31,1994,10.5,,3,,,,,,,,,,,8,,,,Matches,f5deef4c
304,Tino Livramento,eng ENG,DF,Newcastle,22,2002,14.8,,14,,,,,,,,,,,2,,,,Matches,afed6722
305,Sean Longstaff,eng ENG,MF,Leeds United,27,1997,11.2,,24,,,,,,,,,,,12,,,,Matches,a2b105e0
306,Fer López,es ESP,MF,Wolves,21,2004,2.6,,1,,,,,,,,,,,0,,,,Matches,675cacff
307,Lucas,br BRA,MFDF,Burnley,24,2001,15.7,,22,,,,,,,,,,,19,,,,Matches,5d68f5b2
308,Lorenzo Lucca,it ITA,FW,Nottingham,24,2000,1.4,,0,,,,,,,,,,,1,,,,Matches,83c06f3a
309,Florentino Luís,pt POR,MF,Burnley,25,1999,23.4,,49,,,,,,,,,,,40,,,,Matches,881cd6be
310,Douglas Luiz,br BRA,MF,Aston Villa,27,1998,6.7,,11,,,,,,,,,,,7,,,,Matches,6f7d826d
311,Douglas Luiz,br BRA,MF,Nottingham,27,1998,3.5,,3,,,,,,,,,,,7,,,,Matches,6f7d826d
312,Saša Lukić,rs SRB,MF,Fulham,28,1996,19.3,,28,,,,,,,,,,,16,,,,Matches,c6e8cf1f
313,Ian Maatsen,nl NED,DF,Aston Villa,23,2002,17.8,,31,,,,,,,,,,,18,,,,Matches,cab9634e
314,Alexis Mac Allister,ar ARG,MF,Liverpool,26,1998,29.5,,27,,,,,,,,,,,18,,,,Matches,83d074ff
315,James Maddison,eng ENG,FWMF,Tottenham,28,1996,0.4,,1,,,,,,,,,,,0,,,,Matches,ee38d9c5
316,Noni Madueke,eng ENG,FWMF,Arsenal,23,2002,13.5,,10,,,,,,,,,,,5,,,,Matches,bf34eebd
317,Gabriel Magalhães,br BRA,DF,Arsenal,27,1997,30.6,,20,,,,,,,,,,,22,,,,Matches,67ac5bb8
318,Soungoutou Magassa,fr FRA,MF,West Ham,21,2003,10.9,,23,,,,,,,,,,,17,,,,Matches,dfc5d4fa
319,Harry Maguire,eng ENG,DF,Manchester Utd,32,1993,18.4,,17,,,,,,,,,,,12,,,,Matches,d8931174
320,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,2005,18.5,,20,,,,,,,,,,,19,,,,Matches,c6220452
321,Tyrell Malacia,nl NED,DF,Manchester Utd,25,1999,0.2,,1,,,,,,,,,,,0,,,,Matches,6b6c793c
322,Donyell Malen,nl NED,FWMF,Aston Villa,26,1999,7.3,,2,,,,,,,,,,,0,,,,Matches,116c35df
323,Giorgi Mamardashvili,ge GEO,GK,Liverpool,24,2000,9.6,,1,,,,,,,,,,,1,,,,Matches,d4b73232
324,Reinildo Mandava,mz MOZ,DF,Sunderland,31,1994,21.8,,23,,,,,,,,,,,29,,,,Matches,c20bdcd7
325,Mateus Mane,pt POR,MF,Wolves,17,2007,19.9,,13,,,,,,,,,,,5,,,,Matches,c15cb409
326,Bendito Mantato,eng ENG,MF,Manchester Utd,17,2008,0.2,,0,,,,,,,,,,,0,,,,Matches,e8a55b80
327,Solly March,eng ENG,MF,Brighton,31,1994,0.5,,2,,,,,,,,,,,0,,,,Matches,bb5fbd2b
328,Omar Marmoush,eg EGY,FWMF,Manchester City,26,1999,7.8,,8,,,,,,,,,,,2,,,,Matches,0e0102eb
329,Callum Marshall,nir NIR,FW,West Ham,20,2004,0.7,,0,,,,,,,,,,,2,,,,Matches,3a27f1bf
330,Gabriel Martinelli,br BRA,FWMF,Arsenal,24,2001,12.0,,8,,,,,,,,,,,1,,,,Matches,48a5a5d6
331,Emiliano Martínez,ar ARG,GK,Aston Villa,32,1992,31.5,,0,,,,,,,,,,,0,,,,Matches,7956236f
332,Lisandro Martínez,ar ARG,DF,Manchester Utd,27,1998,13.7,,11,,,,,,,,,,,12,,,,Matches,bac46a10
333,Arthur Masuaku,cd COD,DF,Sunderland,31,1993,1.4,,2,,,,,,,,,,,2,,,,Matches,57df7a11
334,Pape Matar Sarr,sn SEN,MF,Tottenham,22,2002,15.5,,21,,,,,,,,,,,14,,,,Matches,feb5d972
335,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,1997,24.6,,4,,,,,,,,,,,6,,,,Matches,50e6dc35
336,Konstantinos Mavropanos,gr GRE,DF,West Ham,27,1997,28.2,,24,,,,,,,,,,,47,,,,Matches,00963611
337,Eliezer Mayenda,es ESP,FWMF,Sunderland,20,2005,8.4,,3,,,,,,,,,,,1,,,,Matches,6a021e43
338,Ezra Mayers,bb BRB,DF,West Ham,18,2007,1.3,,0,,,,,,,,,,,1,,,,Matches,9a85a651
339,Noussair Mazraoui,ma MAR,DFMF,Manchester Utd,27,1997,10.9,,15,,,,,,,,,,,11,,,,Matches,b74277a0
340,Bryan Mbeumo,cm CMR,MFFW,Manchester Utd,25,1999,29.0,,11,,,,,,,,,,,7,,,,Matches,6afaebf2
341,James Mcatee,eng ENG,MF,Nottingham,22,2002,3.3,,4,,,,,,,,,,,3,,,,Matches,96593e89
342,John McGinn,sct SCO,MF,Aston Villa,30,1994,23.7,,17,,,,,,,,,,,12,,,,Matches,90f91999
343,Dwight McNeil,eng ENG,MF,Everton,25,1999,13.0,,16,,,,,,,,,,,10,,,,Matches,fc15fb84
344,Hannibal Mejbri,tn TUN,MF,Burnley,22,2003,13.7,,17,,,,,,,,,,,7,,,,Matches,ca22ccb0
345,Mikel Merino,es ESP,MFFW,Arsenal,29,1996,11.5,,13,,,,,,,,,,,9,,,,Matches,d080ed5e
346,Shumaira Mheuka,eng ENG,FW,Chelsea,17,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,43d0b694
347,Antoni Milambo,nl NED,MF,Brentford,20,2005,0.5,,1,,,,,,,,,,,0,,,,Matches,b05f4787
348,Nikola Milenković,rs SRB,DF,Nottingham,27,1997,37.5,,19,,,,,,,,,,,29,,,,Matches,bee704fc
349,Lewis Miley,eng ENG,MFDF,Newcastle,19,2006,16.6,,18,,,,,,,,,,,20,,,,Matches,2c6835e5
350,James Milner,eng ENG,MF,Brighton,39,1986,8.7,,9,,,,,,,,,,,5,,,,Matches,2f90f6b8
351,Veljko Milosavljević,rs SRB,DF,Bournemouth,18,2007,4.1,,4,,,,,,,,,,,4,,,,Matches,c478319d
352,Tyrone Mings,eng ENG,DF,Aston Villa,32,1993,14.7,,2,,,,,,,,,,,11,,,,Matches,8397a50c
353,Yankuba Minteh,gm GAM,MF,Brighton,21,2004,26.6,,37,,,,,,,,,,,15,,,,Matches,c3cf087d
354,Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,1999,36.1,,65,,,,,,,,,,,33,,,,Matches,5cbd1eb0
355,Kaoru Mitoma,jp JPN,MFFW,Brighton,28,1997,19.1,,12,,,,,,,,,,,8,,,,Matches,74618572
356,Morato,br BRA,DF,Nottingham,24,2001,14.9,,18,,,,,,,,,,,11,,,,Matches,0f41e2ee
357,Cristhian Mosquera,es ESP,DF,Arsenal,21,2004,11.0,,21,,,,,,,,,,,8,,,,Matches,dc1ce4f5
358,Yerson Mosquera,co COL,DF,Wolves,24,2001,23.7,,36,,,,,,,,,,,25,,,,Matches,1e159d70
359,Mason Mount,eng ENG,MF,Manchester Utd,26,1999,11.3,,13,,,,,,,,,,,9,,,,Matches,9674002f
360,Divine Mukasa,eng ENG,MF,Manchester City,17,2007,0.3,,0,,,,,,,,,,,0,,,,Matches,ce7ae86a
361,Nordi Mukiele,fr FRA,DF,Sunderland,27,1997,30.9,,45,,,,,,,,,,,37,,,,Matches,ac73ec79
362,Romaine Mundle,eng ENG,MF,Sunderland,22,2003,4.6,,4,,,,,,,,,,,1,,,,Matches,597610cd
363,Marshall Munetsi,zw ZIM,MFFW,Wolves,29,1996,9.7,,13,,,,,,,,,,,5,,,,Matches,2acf0cd7
364,Rodrigo Muniz,br BRA,FW,Fulham,24,2001,11.1,,3,,,,,,,,,,,2,,,,Matches,a755db8c
365,Daniel Muñoz,co COL,MF,Crystal Palace,29,1996,26.7,,48,,,,,,,,,,,24,,,,Matches,778ef829
366,Murillo,br BRA,DF,Nottingham,23,2002,23.7,,23,,,,,,,,,,,29,,,,Matches,1704b0b8
367,Alex Murphy,ie IRL,DF,Newcastle,21,2004,0.1,,0,,,,,,,,,,,1,,,,Matches,f1c42eb3
368,Jacob Murphy,eng ENG,FWMF,Newcastle,30,1995,18.0,,12,,,,,,,,,,,6,,,,Matches,de112b84
369,Vitaliy Mykolenko,ua UKR,DF,Everton,26,1999,32.9,,25,,,,,,,,,,,27,,,,Matches,30d4a2e5
370,David Møller Wolfe,no NOR,MFDF,Wolves,23,2002,11.7,,5,,,,,,,,,,,7,,,,Matches,9affc5f2
371,Iliman Ndiaye,sn SEN,MF,Everton,25,2000,30.9,,40,,,,,,,,,,,17,,,,Matches,5ed97752
372,Dan Ndoye,ch SUI,MF,Nottingham,24,2000,13.0,,11,,,,,,,,,,,10,,,,Matches,8e697a8f
373,Sean Neave,eng ENG,FW,Newcastle,18,2007,0.2,,0,,,,,,,,,,,0,,,,Matches,ff392864
374,Dan Neil,eng ENG,MF,Sunderland,23,2001,0.2,,0,,,,,,,,,,,1,,,,Matches,a47ad0f5
375,Reiss Nelson,eng ENG,FWMF,Brentford,25,1999,1.4,,3,,,,,,,,,,,0,,,,Matches,c5bdb6e3
376,Pedro Neto,pt POR,MFFW,Chelsea,25,2000,29.2,,11,,,,,,,,,,,6,,,,Matches,7ba2eaa9
377,Luca Netz,de GER,DFMF,Nottingham,22,2003,4.0,,8,,,,,,,,,,,1,,,,Matches,e79269bd
378,Rio Ngumoha,eng ENG,MF,Liverpool,16,2008,6.2,,2,,,,,,,,,,,3,,,,Matches,022eca88
379,Eddie Nketiah,eng ENG,MF,Crystal Palace,26,1999,4.7,,6,,,,,,,,,,,2,,,,Matches,a53649b7
380,Lukas Nmecha,de GER,FW,Leeds United,26,1998,12.0,,7,,,,,,,,,,,3,,,,Matches,0cc5f4a5
381,Matheus Nunes,pt POR,DF,Manchester City,26,1998,31.8,,41,,,,,,,,,,,29,,,,Matches,e6af02e0
382,Ethan Nwaneri,eng ENG,MF,Arsenal,18,2007,1.9,,0,,,,,,,,,,,0,,,,Matches,7f94982c
383,Trey Nyoni,eng ENG,MF,Liverpool,18,2007,0.3,,0,,,,,,,,,,,0,,,,Matches,1d3b3d77
384,Christian Nørgaard,dk DEN,MF,Arsenal,31,1994,1.2,,2,,,,,,,,,,,1,,,,Matches,df0a4c90
385,Jake O'Brien,ie IRL,DF,Everton,24,2001,34.7,,32,,,,,,,,,,,13,,,,Matches,25f2ef01
386,Luke O'Nien,eng ENG,DF,Sunderland,30,1994,6.3,,6,,,,,,,,,,,6,,,,Matches,8092d497
387,Nico O'Reilly,eng ENG,DFMF,Manchester City,20,2005,29.4,,36,,,,,,,,,,,20,,,,Matches,91ca4a16
388,Matt O'Riley,dk DEN,MF,Brighton,24,2000,2.3,,2,,,,,,,,,,,0,,,,Matches,fb495bb8
389,Wilson Odobert,fr FRA,MFFW,Tottenham,20,2004,10.9,,8,,,,,,,,,,,0,,,,Matches,35516eac
390,Noah Okafor,ch SUI,FWMF,Leeds United,25,2000,17.3,,15,,,,,,,,,,,12,,,,Matches,ca607d59
391,Callum Olusesi,eng ENG,MF,Tottenham,18,2007,0.2,,0,,,,,,,,,,,0,,,,Matches,d6455444
392,Amadou Onana,be BEL,MF,Aston Villa,23,2001,19.5,,30,,,,,,,,,,,19,,,,Matches,828657ff
393,Frank Onyeka,ng NGA,MF,Brentford,27,1998,1.0,,0,,,,,,,,,,,0,,,,Matches,2944f86f
394,Nehemiah Oriola,eng ENG,MF,Brighton,18,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,febb2831
395,Stefan Ortega,de GER,GK,Nottingham,32,1992,3.0,,0,,,,,,,,,,,0,,,,Matches,c1242d4e
396,William Osula,dk DEN,FW,Newcastle,21,2003,9.1,,5,,,,,,,,,,,1,,,,Matches,7b355808
397,Dango Ouattara,bf BFA,MF,Brentford,23,2002,25.3,,14,,,,,,,,,,,24,,,,Matches,2f9e4435
398,Pablo,br BRA,MFFW,West Ham,21,2004,9.1,,14,,,,,,,,,,,5,,,,Matches,866ba412
399,João Palhinha,pt POR,MF,Tottenham,30,1995,24.4,,61,,,,,,,,,,,28,,,,Matches,a78ff07f
400,Cole Palmer,eng ENG,MF,Chelsea,23,2002,21.7,,12,,,,,,,,,,,13,,,,Matches,dc7f8a28
401,Lucas Paquetá,br BRA,MFFW,West Ham,27,1997,16.8,,22,,,,,,,,,,,7,,,,Matches,9b6f7fd5
402,Nathan Patterson,sct SCO,DF,Everton,23,2001,2.7,,4,,,,,,,,,,,2,,,,Matches,230f0471
403,Myles Peart-Harris,eng ENG,MF,Brentford,22,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,ea1a5662
404,Lucas Perri,br BRA,GK,Leeds United,27,1997,16.0,,0,,,,,,,,,,,0,,,,Matches,5dbd461a
405,Đorđe Petrović,rs SRB,GK,Bournemouth,25,1999,38.0,,0,,,,,,,,,,,0,,,,Matches,0cf321c8
406,Jordan Pickford,eng ENG,GK,Everton,31,1994,38.0,,1,,,,,,,,,,,0,,,,Matches,4806ec67
407,Ethan Pinnock,jm JAM,DF,Brentford,32,1993,3.5,,5,,,,,,,,,,,5,,,,Matches,e541326e
408,Yéremy Pino,es ESP,MFFW,Crystal Palace,22,2002,23.1,,20,,,,,,,,,,,8,,,,Matches,540ec57b
409,Joël Piroe,sr SUR,FW,Leeds United,25,1999,2.9,,1,,,,,,,,,,,1,,,,Matches,1f0072a6
410,Nick Pope,eng ENG,GK,Newcastle,33,1992,26.8,,1,,,,,,,,,,,0,,,,Matches,4b40d9ca
411,Pedro Porro,es ESP,DF,Tottenham,25,1999,31.1,,50,,,,,,,,,,,31,,,,Matches,27d0a506
412,Freddie Potts,eng ENG,MF,West Ham,21,2003,13.0,,18,,,,,,,,,,,16,,,,Matches,86bf27f0
413,Aaron Ramsdale,eng ENG,GK,Newcastle,27,1998,11.2,,0,,,,,,,,,,,0,,,,Matches,466fb2c5
414,Jacob Ramsey,eng ENG,MF,Newcastle,24,2001,16.1,,21,,,,,,,,,,,9,,,,Matches,1544f145
415,David Raya,es ESP,GK,Arsenal,29,1995,37.0,,1,,,,,,,,,,,1,,,,Matches,98ea5115
416,Rayan,br BRA,MF,Bournemouth,18,2006,12.3,,6,,,,,,,,,,,8,,,,Matches,288647fc
417,Harrison Reed,eng ENG,MF,Fulham,30,1995,1.0,,0,,,,,,,,,,,0,,,,Matches,803ae100
418,Tijjani Reijnders,nl NED,MF,Manchester City,27,1998,18.1,,4,,,,,,,,,,,11,,,,Matches,afb61630
419,Chadi Riad,ma MAR,DF,Crystal Palace,22,2003,6.1,,5,,,,,,,,,,,4,,,,Matches,b3b9b8b8
420,Declan Rice,eng ENG,MF,Arsenal,26,1999,34.4,,33,,,,,,,,,,,33,,,,Matches,1c7012b8
421,Chris Richards,us USA,DF,Crystal Palace,25,2000,31.4,,35,,,,,,,,,,,43,,,,Matches,0a3d6d2b
422,Richarlison,br BRA,FWMF,Tottenham,28,1997,21.8,,16,,,,,,,,,,,7,,,,Matches,fa031b34
423,Chris Rigg,eng ENG,MF,Sunderland,18,2007,8.5,,8,,,,,,,,,,,4,,,,Matches,35741fe2
424,Patrick Roberts,eng ENG,FWMF,Sunderland,28,1997,0.3,,0,,,,,,,,,,,0,,,,Matches,59d93937
425,Andy Robertson,sct SCO,DF,Liverpool,31,1994,13.1,,10,,,,,,,,,,,7,,,,Matches,2e4f5f03
426,Antonee Robinson,us USA,DFMF,Fulham,27,1997,16.6,,31,,,,,,,,,,,28,,,,Matches,289601e6
427,Kaden Rodney,eng ENG,DFMF,Crystal Palace,20,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,49375cdd
428,Joe Rodon,wls WAL,DF,Leeds United,27,1997,32.8,,19,,,,,,,,,,,30,,,,Matches,8d62d31a
429,Rodri,es ESP,MF,Manchester City,29,1996,16.8,,25,,,,,,,,,,,12,,,,Matches,6434f10d
430,Guido Rodríguez,ar ARG,MF,West Ham,31,1994,2.0,,0,,,,,,,,,,,2,,,,Matches,34e393f2
431,Robin Roefs,nl NED,GK,Sunderland,22,2003,35.0,,0,,,,,,,,,,,0,,,,Matches,349fa918
432,Morgan Rogers,eng ENG,MF,Aston Villa,23,2002,36.4,,23,,,,,,,,,,,13,,,,Matches,2e5915f1
433,Merlin Röhl,de GER,MF,Everton,23,2002,7.6,,13,,,,,,,,,,,4,,,,Matches,1f2c7b55
434,Cristian Romero,ar ARG,DF,Tottenham,27,1998,20.8,,30,,,,,,,,,,,31,,,,Matches,a3d94a58
