,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,26,1993,5.9,,8,,,,,,,,,,,7,,,,Matches,08452314
218,Daniel James,wls WAL,MF,Manchester Utd,22,1997,10.1,,8,,,,,,,,,,,1,,,,Matches,c931d9f9
219,Reece James,eng ENG,DFMF,Chelsea,20,1999,26.4,,36,,,,,,,,,,,17,,,,Matches,1265a93a
220,Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0.0,,1,,,,,,,,,,,0,,,,Matches,7c39363f
221,Daniel Jebbison,ca CAN,FW,Sheffield United,16,2003,3.2,,2,,,,,,,,,,,2,,,,Matches,03edb878
222,Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,,5,,,,,,,,,,,14,,,,Matches,b66315ae
223,Raúl Jiménez,mx MEX,FW,Wolves,29,1991,9.1,,2,,,,,,,,,,,8,,,,Matches,b561db50
224,Joelinton,br BRA,FWMF,Newcastle,23,1996,22.0,,19,,,,,,,,,,,10,,,,Matches,c17bfb65
225,Ben Johnson,eng ENG,MF,West Ham,20,2000,5.8,,5,,,,,,,,,,,11,,,,Matches,9319781b
226,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37.0,,1,,,,,,,,,,,2,,,,Matches,9e5708be
227,Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,,7,,,,,,,,,,,18,,,,Matches,4fb9c88f
228,Jorginho,it ITA,MF,Chelsea,28,1991,22.3,,30,,,,,,,,,,,35,,,,Matches,45db685d
229,Willian José,br BRA,FW,Wolves,28,1991,12.3,,1,,,,,,,,,,,1,,,,Matches,d87e2cae
230,Diogo Jota,pt POR,FWMF,Liverpool,23,1996,12.4,,7,,,,,,,,,,,5,,,,Matches,178ae8f8
231,James Justin,eng ENG,DFMF,Leicester City,22,1998,23.0,,37,,,,,,,,,,,29,,,,Matches,fb614c44
232,Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,,11,,,,,,,,,,,14,,,,Matches,2d61d13a
233,Aboubakar Kamara,mr MTN,MFFW,Fulham,25,1995,3.5,,2,,,,,,,,,,,2,,,,Matches,4047c976
234,Harry Kane,eng ENG,FW,Tottenham,27,1993,34.2,,11,,,,,,,,,,,12,,,,Matches,21a66f6a
235,N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,,45,,,,,,,,,,,56,,,,Matches,b9fbae28
236,Moise Kean,it ITA,FW,Everton,20,2000,0.2,,0,,,,,,,,,,,0,,,,Matches,3d50bcdb
237,Michael Keane,eng ENG,DF,Everton,27,1993,33.2,,15,,,,,,,,,,,51,,,,Matches,c5b7c315
238,Neeskens Kebano,cd COD,MF,Fulham,28,1992,1.3,,0,,,,,,,,,,,0,,,,Matches,18b999f4
239,Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,,4,,,,,,,,,,,9,,,,Matches,f25c8e3a
240,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,,0,,,,,,,,,,,0,,,,Matches,62d7ef38
241,Martin Kelly,eng ENG,DFMF,Crystal Palace,30,1990,0.0,,0,,,,,,,,,,,0,,,,Matches,d7492450
242,Jonjoe Kenny,eng ENG,DF,Everton,23,1997,0.9,,1,,,,,,,,,,,1,,,,Matches,099e666f
243,Reda Khadra,de GER,FWMF,Brighton,19,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,88acf83f
244,Max Kilman,eng ENG,DF,Wolves,23,1997,14.6,,14,,,,,,,,,,,20,,,,Matches,d0f72bf1
245,Joshua King,no NOR,FWMF,Everton,28,1992,1.6,,1,,,,,,,,,,,1,,,,Matches,43458538
246,Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,,20,,,,,,,,,,,13,,,,Matches,282679b4
247,Robin Koch,de GER,DFMF,Leeds United,24,1996,12.6,,16,,,,,,,,,,,26,,,,Matches,ea6bc03a
248,Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1.0,,0,,,,,,,,,,,1,,,,Matches,3935e52e
249,Terence Kongolo,nl NED,DF,Fulham,26,1994,1.0,,2,,,,,,,,,,,2,,,,Matches,1f9a3a04
250,Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,,14,,,,,,,,,,,32,,,,Matches,0313a347
251,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,34.7,,37,,,,,,,,,,,36,,,,Matches,8d3c902d
252,Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,,27,,,,,,,,,,,15,,,,Matches,79c0821a
253,Emil Krafth,se SWE,DF,Newcastle,25,1994,14.3,,10,,,,,,,,,,,18,,,,Matches,77cf6852
254,Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,,10,,,,,,,,,,,5,,,,Matches,c2dfedeb
255,Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,,9,,,,,,,,,,,10,,,,Matches,9dbb75ca
256,Adam Lallana,eng ENG,MFFW,Brighton,32,1988,17.7,,14,,,,,,,,,,,16,,,,Matches,99813635
257,Érik Lamela,ar ARG,MFFW,Tottenham,28,1992,8.0,,9,,,,,,,,,,,5,,,,Matches,abe66106
258,Tariq Lamptey,gh GHA,MF,Brighton,19,2000,9.8,,8,,,,,,,,,,,18,,,,Matches,f4e433d4
259,Manuel Lanzini,ar ARG,MF,West Ham,27,1993,6.3,,3,,,,,,,,,,,8,,,,Matches,26f6dca8
260,Aymeric Laporte,es ESP,DF,Manchester City,26,1994,14.9,,7,,,,,,,,,,,11,,,,Matches,119b9a8e
261,Jamaal Lascelles,eng ENG,DF,Newcastle,26,1993,18.1,,9,,,,,,,,,,,14,,,,Matches,450ab6fc
262,Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,1.4,,2,,,,,,,,,,,0,,,,Matches,321a71a7
263,Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,,36,,,,,,,,,,,31,,,,Matches,2b471f99
264,Bernd Leno,de GER,GK,Arsenal,28,1992,34.8,,1,,,,,,,,,,,0,,,,Matches,2628fd2b
265,Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,,0,,,,,,,,,,,0,,,,Matches,383e68b1
266,Jamal Lewis,nir NIR,DF,Newcastle,22,1998,20.4,,22,,,,,,,,,,,14,,,,Matches,efb9215a
267,Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,28.7,,11,,,,,,,,,,,33,,,,Matches,f5deef4c
268,Jesse Lingard,eng ENG,MFFW,West Ham,27,1992,15.8,,6,,,,,,,,,,,4,,,,Matches,810e3c74
269,Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,,20,,,,,,,,,,,15,,,,Matches,b98570d1
270,Diego Llorente,es ESP,DF,Leeds United,26,1993,13.4,,21,,,,,,,,,,,25,,,,Matches,bba30585
271,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38.0,,0,,,,,,,,,,,2,,,,Matches,8f62b6ee
272,Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,,22,,,,,,,,,,,8,,,,Matches,d7553721
273,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,0.7,,0,,,,,,,,,,,0,,,,Matches,e97fd090
274,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,1996,21.2,,15,,,,,,,,,,,6,,,,Matches,e97fd090
275,Kevin Long,ie IRL,DF,Burnley,29,1990,7.1,,7,,,,,,,,,,,6,,,,Matches,5a4280b1
276,Shane Long,ie IRL,FW,Southampton,33,1987,2.3,,1,,,,,,,,,,,3,,,,Matches,9f472354
277,Matthew Longstaff,eng ENG,MF,Newcastle,20,2000,4.2,,3,,,,,,,,,,,7,,,,Matches,c0027d2d
278,Sean Longstaff,eng ENG,MF,Newcastle,22,1997,15.7,,15,,,,,,,,,,,18,,,,Matches,a2b105e0
279,Ademola Lookman,ng NGA,MFFW,Fulham,22,1997,30.5,,12,,,,,,,,,,,22,,,,Matches,7c104bb7
280,Max Lowe,eng ENG,MFDF,Sheffield United,23,1997,6.1,,12,,,,,,,,,,,5,,,,Matches,7af88b33
281,Matthew Lowton,eng ENG,DF,Burnley,31,1989,34.0,,33,,,,,,,,,,,61,,,,Matches,9a9c05db
282,David Luiz,br BRA,DF,Arsenal,33,1987,15.5,,8,,,,,,,,,,,16,,,,Matches,c0e27d1a
283,Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,,22,,,,,,,,,,,40,,,,Matches,6f7d826d
284,John Lundstram,eng ENG,MF,Sheffield United,26,1994,22.6,,15,,,,,,,,,,,15,,,,Matches,0df2b165
285,Alexis Mac Allister,ar ARG,MFFW,Brighton,21,1998,12.4,,11,,,,,,,,,,,10,,,,Matches,83d074ff
286,James Maddison,eng ENG,MF,Leicester City,23,1996,23.3,,16,,,,,,,,,,,10,,,,Matches,ee38d9c5
287,Gabriel Magalhães,br BRA,DF,Arsenal,22,1997,22.2,,15,,,,,,,,,,,27,,,,Matches,67ac5bb8
288,Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,33.9,,17,,,,,,,,,,,59,,,,Matches,d8931174
289,Riyad Mahrez,dz ALG,FWMF,Manchester City,29,1991,21.7,,4,,,,,,,,,,,7,,,,Matches,892d5bb1
290,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,22,1997,5.4,,8,,,,,,,,,,,14,,,,Matches,e3a5814e
291,Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,,10,,,,,,,,,,,17,,,,Matches,e3a5814e
292,Josh Maja,ng NGA,FW,Fulham,21,1998,9.0,,5,,,,,,,,,,,4,,,,Matches,bc0bfc64
293,Sadio Mané,sn SEN,FW,Liverpool,28,1992,31.2,,29,,,,,,,,,,,13,,,,Matches,c691bfe2
294,Javier Manquillo,es ESP,DF,Newcastle,26,1994,9.2,,16,,,,,,,,,,,8,,,,Matches,758dd7f0
295,Fernando Marçal,br BRA,DFMF,Wolves,31,1989,6.9,,8,,,,,,,,,,,10,,,,Matches,9ae9eaea
296,Solly March,eng ENG,MF,Brighton,26,1994,18.6,,23,,,,,,,,,,,22,,,,Matches,bb5fbd2b
297,Pablo Marí,es ESP,DF,Arsenal,26,1993,10.0,,10,,,,,,,,,,,7,,,,Matches,aa54ec6f
298,Anthony Martial,fr FRA,FWMF,Manchester Utd,24,1995,16.4,,2,,,,,,,,,,,2,,,,Matches,8b788c01
299,Gabriel Martinelli,br BRA,MFFW,Arsenal,19,2001,6.5,,1,,,,,,,,,,,8,,,,Matches,48a5a5d6
300,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38.0,,2,,,,,,,,,,,1,,,,Matches,7956236f
301,Arthur Masuaku,cd COD,MFDF,West Ham,26,1993,11.2,,13,,,,,,,,,,,6,,,,Matches,57df7a11
302,Juan Mata,es ESP,MF,Manchester Utd,32,1988,5.7,,0,,,,,,,,,,,3,,,,Matches,29733c72
303,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,2.5,,2,,,,,,,,,,,1,,,,Matches,50e6dc35
304,Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,,13,,,,,,,,,,,22,,,,Matches,eb7822d7
305,Joël Matip,cm CMR,DF,Liverpool,28,1991,7.7,,7,,,,,,,,,,,7,,,,Matches,b217ef29
306,Neal Maupay,fr FRA,FWMF,Brighton,23,1996,27.9,,12,,,,,,,,,,,13,,,,Matches,4bcf39f6
307,James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,,32,,,,,,,,,,,25,,,,Matches,cee31595
308,Oliver McBurnie,sct SCO,FW,Sheffield United,24,1996,14.7,,7,,,,,,,,,,,6,,,,Matches,78b8ac63
309,Alex McCarthy,eng ENG,GK,Southampton,30,1989,30.0,,0,,,,,,,,,,,0,,,,Matches,36c2ca73
310,James McCarthy,ie IRL,MF,Crystal Palace,29,1990,9.1,,11,,,,,,,,,,,8,,,,Matches,64b08de7
311,John McGinn,sct SCO,MF,Aston Villa,25,1994,37.0,,37,,,,,,,,,,,42,,,,Matches,90f91999
312,David McGoldrick,ie IRL,FW,Sheffield United,32,1987,26.6,,24,,,,,,,,,,,2,,,,Matches,dbe56a33
313,Dwight McNeil,eng ENG,MF,Burnley,20,1999,34.1,,23,,,,,,,,,,,31,,,,Matches,fc15fb84
314,Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,23.7,,27,,,,,,,,,,,31,,,,Matches,d93c2511
315,Ben Mee,eng ENG,DF,Burnley,30,1989,29.9,,15,,,,,,,,,,,44,,,,Matches,8df7a2fb
316,Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,0.1,,0,,,,,,,,,,,0,,,,Matches,ca22ccb0
317,Benjamin Mendy,fr FRA,DFMF,Manchester City,26,1994,10.6,,9,,,,,,,,,,,4,,,,Matches,5271c8f1
318,Édouard Mendy,sn SEN,GK,Chelsea,28,1992,30.5,,0,,,,,,,,,,,2,,,,Matches,33887998
319,Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,16.2,,18,,,,,,,,,,,13,,,,Matches,1598599e
320,Illan Meslier,fr FRA,GK,Leeds United,20,2000,35.0,,1,,,,,,,,,,,0,,,,Matches,6b625ac2
321,Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,26.2,,34,,,,,,,,,,,34,,,,Matches,2ce2508a
322,James Milner,eng ENG,MF,Liverpool,34,1986,11.9,,19,,,,,,,,,,,13,,,,Matches,2f90f6b8
323,Yerry Mina,co COL,DF,Everton,25,1994,21.5,,15,,,,,,,,,,,24,,,,Matches,6d5701f2
324,Takumi Minamino,jp JPN,MFFW,Southampton,25,1995,7.9,,3,,,,,,,,,,,4,,,,Matches,f833a830
325,Takumi Minamino,jp JPN,MFFW,Liverpool,25,1995,3.3,,2,,,,,,,,,,,2,,,,Matches,f833a830
326,Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,35.5,,15,,,,,,,,,,,41,,,,Matches,8397a50c
327,Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19.0,,34,,,,,,,,,,,28,,,,Matches,5cbd1eb0
328,Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,15.6,,5,,,,,,,,,,,3,,,,Matches,3925dbd6
329,Jakub Moder,pl POL,MF,Brighton,21,1999,7.2,,6,,,,,,,,,,,3,,,,Matches,f230bc30
330,Jayson Molumby,ie IRL,MF,Brighton,20,1999,0.0,,0,,,,,,,,,,,0,,,,Matches,c908a1bc
331,Ederson Moraes,br BRA,GK,Manchester City,26,1993,36.0,,1,,,,,,,,,,,0,,,,Matches,3bb7b8b4
332,Wesley Moraes,br BRA,FW,Aston Villa,23,1996,0.2,,1,,,,,,,,,,,0,,,,Matches,bfae110f
333,Wes Morgan,jm JAM,DF,Leicester City,36,1984,0.2,,0,,,,,,,,,,,0,,,,Matches,80c31c97
334,Mason Mount,eng ENG,MF,Chelsea,21,1999,32.1,,34,,,,,,,,,,,32,,,,Matches,9674002f
335,Lucas Moura,br BRA,MFFW,Tottenham,27,1992,15.7,,18,,,,,,,,,,,17,,,,Matches,2b622f01
336,Lys Mousset,fr FRA,FW,Sheffield United,24,1996,3.3,,0,,,,,,,,,,,0,,,,Matches,d9cfca3d
337,João Moutinho,pt POR,MF,Wolves,33,1986,28.1,,40,,,,,,,,,,,43,,,,Matches,f5a00fa4
338,Joel Mumbongo,se SWE,FW,Burnley,21,1999,0.4,,0,,,,,,,,,,,1,,,,Matches,f8e588df
339,Jacob Murphy,eng ENG,DFMF,Newcastle,25,1995,18.1,,22,,,,,,,,,,,15,,,,Matches,de112b84
340,Shkodran Mustafi,de GER,DF,Arsenal,28,1992,0.5,,1,,,,,,,,,,,0,,,,Matches,3f2d59fe
341,Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,,13,,,,,,,,,,,17,,,,Matches,de5b5570
342,Iliman Ndiaye,sn SEN,FWMF,Sheffield United,20,2000,0.1,,1,,,,,,,,,,,0,,,,Matches,5ed97752
343,Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,,62,,,,,,,,,,,60,,,,Matches,6b47c5db
344,Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,,21,,,,,,,,,,,21,,,,Matches,5cdddffa
345,Reiss Nelson,eng ENG,FWMF,Arsenal,20,1999,0.8,,0,,,,,,,,,,,1,,,,Matches,c5bdb6e3
346,Pedro Neto,pt POR,MFFW,Wolves,20,2000,28.3,,10,,,,,,,,,,,28,,,,Matches,7ba2eaa9
347,Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,,47,,,,,,,,,,,64,,,,Matches,44bfb6c5
348,Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,,1,,,,,,,,,,,1,,,,Matches,a53649b7
349,Niels Nkounkou,fr FRA,DF,Everton,19,2000,0.9,,3,,,,,,,,,,,0,,,,Matches,f5b281e7
350,Dan Nlundulu,eng ENG,FW,Southampton,21,1999,1.2,,0,,,,,,,,,,,0,,,,Matches,30040f5d
351,Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,,5,,,,,,,,,,,14,,,,Matches,ff527768
352,Will Norris,eng ENG,GK,Burnley,26,1993,2.0,,0,,,,,,,,,,,0,,,,Matches,c73ada83
353,Oliver Norwood,nir NIR,MF,Sheffield United,29,1991,24.7,,25,,,,,,,,,,,39,,,,Matches,43439614
354,Jack O'Connell,eng ENG,DF,Sheffield United,26,1994,2.0,,0,,,,,,,,,,,2,,,,Matches,312626c1
355,Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,,26,,,,,,,,,,,48,,,,Matches,1d042188
356,Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,,1,,,,,,,,,,,0,,,,Matches,caa1a7f0
357,Denis Odoi,gh GHA,DF,Fulham,32,1988,3.0,,3,,,,,,,,,,,5,,,,Matches,f7750aa0
358,Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,,14,,,,,,,,,,,32,,,,Matches,74b2cd7e
359,Robin Olsen,se SWE,GK,Everton,30,1990,7.0,,0,,,,,,,,,,,0,,,,Matches,e7ee38c3
360,Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,,7,,,,,,,,,,,2,,,,Matches,6612cd8c
361,Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,,3,,,,,,,,,,,2,,,,Matches,43a166b4
362,Ben Osborn,eng ENG,MFFW,Sheffield United,25,1994,17.8,,18,,,,,,,,,,,12,,,,Matches,79bc4c45
363,Owen Otasowie,us USA,MF,Wolves,19,2001,2.1,,4,,,,,,,,,,,4,,,,Matches,6956ff08
364,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,26,1993,2.8,,0,,,,,,,,,,,2,,,,Matches,38c7feef
365,Emerson Palmieri,it ITA,DFMF,Chelsea,25,1994,1.0,,2,,,,,,,,,,,2,,,,Matches,e0bc6fdc
366,Thomas Partey,gh GHA,MF,Arsenal,27,1993,17.0,,23,,,,,,,,,,,23,,,,Matches,529f49ab
367,Rui Patrício,pt POR,GK,Wolves,32,1988,37.0,,0,,,,,,,,,,,1,,,,Matches,79b0d6a0
368,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,,0,,,,,,,,,,,0,,,,Matches,4879f8cb
369,Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,,3,,,,,,,,,,,1,,,,Matches,af341b88
370,Nicolas Pépé,ci CIV,MFFW,Arsenal,25,1995,18.0,,14,,,,,,,,,,,10,,,,Matches,57e3f0c7
371,Matheus Pereira,br BRA,MF,West Brom,24,1996,28.6,,15,,,,,,,,,,,30,,,,Matches,b04ee927
372,Ricardo Pereira,pt POR,MFDF,Leicester City,26,1993,10.7,,22,,,,,,,,,,,14,,,,Matches,75a72a99
373,Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,14.8,,15,,,,,,,,,,,10,,,,Matches,819aa8e7
374,Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27.0,,38,,,,,,,,,,,45,,,,Matches,4f565d77
375,Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,,8,,,,,,,,,,,12,,,,Matches,7bb5f40e
376,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,,15,,,,,,,,,,,19,,,,Matches,515ebe8d
377,Jaden Philogene Bidace,eng ENG,FWMF,Aston Villa,18,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,19f4d211
378,Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,,0,,,,,,,,,,,3,,,,Matches,4806ec67
379,Erik Pieters,nl NED,DFMF,Burnley,31,1988,14.1,,22,,,,,,,,,,,12,,,,Matches,1ef37668
380,Daniel Podence,pt POR,MFFW,Wolves,24,1995,18.5,,8,,,,,,,,,,,11,,,,Matches,7fcc71d8
381,Paul Pogba,fr FRA,MF,Manchester Utd,27,1993,21.1,,24,,,,,,,,,,,26,,,,Matches,867239d3
382,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,,2,,,,,,,,,,,2,,,,Matches,4b40d9ca
383,Ian Poveda,eng ENG,FWMF,Leeds United,20,2000,3.9,,5,,,,,,,,,,,1,,,,Matches,55b4f1d6
384,Dennis Praet,be BEL,MF,Leicester City,26,1994,8.0,,8,,,,,,,,,,,8,,,,Matches,86695068
385,Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,,5,,,,,,,,,,,1,,,,Matches,fdd85f94
386,Christian Pulisic,us USA,MFFW,Chelsea,21,1998,19.3,,14,,,,,,,,,,,11,,,,Matches,1bf33a9a
387,Aaron Ramsdale,eng ENG,GK,Sheffield United,22,1998,38.0,,1,,,,,,,,,,,2,,,,Matches,466fb2c5
388,Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7.0,,3,,,,,,,,,,,5,,,,Matches,1544f145
389,Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1.0,,2,,,,,,,,,,,0,,,,Matches,dc31b84c
390,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,,0,,,,,,,,,,,0,,,,Matches,6385ebfb
391,Raphinha,br BRA,MF,Leeds United,23,1996,26.2,,18,,,,,,,,,,,29,,,,Matches,3423f250
392,Marcus Rashford,eng ENG,MFFW,Manchester Utd,22,1997,32.4,,9,,,,,,,,,,,8,,,,Matches,a1d5bd30
393,Tim Ream,us USA,DF,Fulham,32,1987,7.0,,6,,,,,,,,,,,6,,,,Matches,28b40c9c
394,Nathan Redmond,eng ENG,MFFW,Southampton,26,1994,19.3,,18,,,,,,,,,,,12,,,,Matches,ab651565
395,Harrison Reed,eng ENG,MF,Fulham,25,1995,25.0,,40,,,,,,,,,,,51,,,,Matches,803ae100
396,Sergio Reguilón,es ESP,DFMF,Tottenham,23,1996,24.9,,23,,,,,,,,,,,29,,,,Matches,3353737a
397,Declan Rice,eng ENG,MF,West Ham,21,1999,32.0,,36,,,,,,,,,,,57,,,,Matches,1c7012b8
398,Lewis Richardson,eng ENG,FWMF,Burnley,17,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,4fa62ae4
399,Richarlison,br BRA,FWMF,Everton,23,1997,31.8,,31,,,,,,,,,,,16,,,,Matches,fa031b34
400,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,,16,,,,,,,,,,,27,,,,Matches,7a1f2c08
401,Matt Ritchie,sct SCO,DFMF,Newcastle,30,1989,15.0,,4,,,,,,,,,,,11,,,,Matches,71ef519e
402,Tyler Roberts,wls WAL,MF,Leeds United,21,1999,14.9,,13,,,,,,,,,,,11,,,,Matches,6c17e046
403,Andy Robertson,sct SCO,DF,Liverpool,26,1994,37.6,,32,,,,,,,,,,,20,,,,Matches,2e4f5f03
404,Antonee Robinson,us USA,DFMF,Fulham,22,1997,24.0,,23,,,,,,,,,,,39,,,,Matches,289601e6
405,Callum Robinson,ie IRL,FWMF,West Brom,25,1995,17.3,,7,,,,,,,,,,,6,,,,Matches,e75750a3
406,Jack Robinson,eng ENG,DF,Sheffield United,26,1993,9.7,,6,,,,,,,,,,,8,,,,Matches,7399c7a8
407,Hal Robson-Kanu,wls WAL,FW,West Brom,31,1989,6.2,,1,,,,,,,,,,,2,,,,Matches,fb2dec57
408,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,,0,,,,,,,,,,,0,,,,Matches,17acc2ed
409,Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,,8,,,,,,,,,,,19,,,,Matches,8d62d31a
410,Rodri,es ESP,MF,Manchester City,24,1996,30.5,,39,,,,,,,,,,,34,,,,Matches,6434f10d
411,Rodrigo,es ESP,MF,Leeds United,29,1991,14.3,,9,,,,,,,,,,,5,,,,Matches,1fb1c435
412,James Rodríguez,co COL,FWMF,Everton,29,1991,19.6,,18,,,,,,,,,,,15,,,,Matches,715bf047
413,Jay Rodriguez,eng ENG,FWMF,Burnley,31,1989,14.1,,15,,,,,,,,,,,2,,,,Matches,4ab53cdb
414,Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,,34,,,,,,,,,,,29,,,,Matches,4b511457
415,John Ruddy,eng ENG,GK,Wolves,33,1986,1.0,,0,,,,,,,,,,,0,,,,Matches,da8b19e2
416,Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19.0,,23,,,,,,,,,,,18,,,,Matches,18b896d6
417,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,,0,,,,,,,,,,,0,,,,Matches,4535e4bb
418,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,,0,,,,,,,,,,,0,,,,Matches,4535e4bb
419,Allan Saint-Maximin,fr FRA,FWMF,Newcastle,23,1997,17.3,,9,,,,,,,,,,,4,,,,Matches,2b16cb1a
420,Romain Saïss,ma MAR,DFMF,Wolves,30,1990,26.7,,24,,,,,,,,,,,51,,,,Matches,9fbbcf39
421,Bukayo Saka,eng ENG,MF,Arsenal,18,2001,28.4,,16,,,,,,,,,,,26,,,,Matches,bc7dc64d
422,Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,,2,,,,,,,,,,,3,,,,Matches,87935cf3
423,Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,,8,,,,,,,,,,,1,,,,Matches,e342ad68
424,Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,,20,,,,,,,,,,,17,,,,Matches,0b33f6ad
425,Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,,23,,,,,,,,,,,13,,,,Matches,da7b447d
426,Robert Sánchez,es ESP,GK,Brighton,22,1997,27.0,,0,,,,,,,,,,,1,,,,Matches,6a713852
427,Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,,4,,,,,,,,,,,3,,,,Matches,6e7f1353
428,Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,,16,,,,,,,,,,,19,,,,Matches,77bb1522
429,Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,21945a9e
430,Fabian Schär,ch SUI,DF,Newcastle,28,1991,13.8,,5,,,,,,,,,,,28,,,,Matches,c8aa95da
431,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,,18,,,,,,,,,,,21,,,,Matches,3312f911
432,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38.0,,0,,,,,,,,,,,0,,,,Matches,53af52f3
433,Nélson Semedo,pt POR,MFDF,Wolves,26,1993,33.1,,49,,,,,,,,,,,41,,,,Matches,d04b94db
434,Femi Seriki,eng ENG,DF,Sheffield United,18,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,e4e0deaa
435,Jamie Shackleton,eng ENG,MFDF,Leeds United,20,1999,5.1,,6,,,,,,,,,,,9,,,,Matches,8d03ca5a
