,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
48,Harvey Barnes,eng ENG,MF,Leicester City,22,1997,21.6,,10,,,,,,,,,,,11,,,,Matches,3ea50f67
49,Kyle Bartley,eng ENG,DF,West Brom,29,1991,28.7,,14,,,,,,,,,,,39,,,,Matches,18e96f64
50,Chris Basham,eng ENG,DF,Sheffield United,32,1988,28.6,,38,,,,,,,,,,,47,,,,Matches,1aa84968
51,Michy Batshuayi,be BEL,FW,Crystal Palace,26,1993,8.1,,3,,,,,,,,,,,4,,,,Matches,2973d8ff
52,Jan Bednarek,pl POL,DF,Southampton,24,1996,34.4,,21,,,,,,,,,,,89,,,,Matches,4115ce4e
53,Donny van de Beek,nl NED,MF,Manchester Utd,23,1997,5.8,,10,,,,,,,,,,,5,,,,Matches,50dc94ce
54,Héctor Bellerín,es ESP,DFMF,Arsenal,25,1995,23.2,,19,,,,,,,,,,,30,,,,Matches,f874dd44
55,Saïd Benrahma,dz ALG,MF,West Ham,24,1995,15.5,,13,,,,,,,,,,,6,,,,Matches,5a04fd92
56,Josh Benson,eng ENG,MF,Burnley,20,1999,2.9,,4,,,,,,,,,,,3,,,,Matches,bf3aeb61
57,Christian Benteke,be BEL,FW,Crystal Palace,29,1990,20.2,,7,,,,,,,,,,,4,,,,Matches,ab070c55
58,Gaetano Berardi,ch SUI,DF,Leeds United,31,1988,1.3,,2,,,,,,,,,,,1,,,,Matches,5348aada
59,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,1990,15.1,,10,,,,,,,,,,,15,,,,Matches,f72293fc
60,Sander Berge,no NOR,MF,Sheffield United,22,1998,12.4,,7,,,,,,,,,,,4,,,,Matches,d0b6129f
61,Steven Bergwijn,nl NED,MFFW,Tottenham,22,1997,13.4,,8,,,,,,,,,,,3,,,,Matches,a29b1131
62,Bernard,br BRA,MFFW,Everton,27,1992,5.1,,3,,,,,,,,,,,8,,,,Matches,ab4b3e35
63,Bernardo,br BRA,MF,Brighton,25,1995,2.3,,8,,,,,,,,,,,2,,,,Matches,17370b95
64,Ryan Bertrand,eng ENG,DF,Southampton,30,1989,28.9,,35,,,,,,,,,,,36,,,,Matches,01226327
65,Yves Bissouma,ml MLI,MF,Brighton,23,1996,34.6,,72,,,,,,,,,,,64,,,,Matches,6c203af0
66,Jayden Bogle,eng ENG,MF,Sheffield United,20,2000,12.3,,23,,,,,,,,,,,13,,,,Matches,ae5019e6
67,Willy Boly,ci CIV,DF,Wolves,29,1991,20.9,,22,,,,,,,,,,,33,,,,Matches,a4ac4b8f
68,Jarrod Bowen,eng ENG,MFFW,West Ham,23,1996,28.5,,14,,,,,,,,,,,23,,,,Matches,79c84d1c
69,Robbie Brady,ie IRL,MF,Burnley,28,1992,11.7,,16,,,,,,,,,,,9,,,,Matches,96bb8cc2
70,Rhian Brewster,eng ENG,FW,Sheffield United,20,2000,12.5,,5,,,,,,,,,,,6,,,,Matches,30e81a88
71,Nathan Broadhead,wls WAL,FWMF,Everton,22,1998,0.0,,1,,,,,,,,,,,0,,,,Matches,43309491
72,Josh Brownhill,eng ENG,MF,Burnley,24,1995,31.3,,25,,,,,,,,,,,71,,,,Matches,47369df8
73,Joe Bryan,eng ENG,MFDF,Fulham,26,1993,7.4,,10,,,,,,,,,,,11,,,,Matches,af69e7f0
74,Kean Bryan,eng ENG,DF,Sheffield United,23,1996,11.2,,9,,,,,,,,,,,12,,,,Matches,c684d3c9
75,Oliver Burke,sct SCO,FW,Sheffield United,23,1997,14.1,,10,,,,,,,,,,,4,,,,Matches,f631c17f
76,Dan Burn,eng ENG,DFMF,Brighton,28,1992,22.9,,25,,,,,,,,,,,32,,,,Matches,b2d31e83
77,Jack Butland,eng ENG,GK,Crystal Palace,27,1993,1.0,,0,,,,,,,,,,,0,,,,Matches,cc70a1d5
78,David Button,eng ENG,GK,West Brom,31,1989,1.0,,0,,,,,,,,,,,0,,,,Matches,e608ed4c
79,Oskar Buur,dk DEN,DFMF,Wolves,22,1998,0.2,,0,,,,,,,,,,,0,,,,Matches,aa6f2f2c
80,Willy Caballero,ar ARG,GK,Chelsea,38,1981,1.0,,0,,,,,,,,,,,0,,,,Matches,a179d516
81,Gary Cahill,eng ENG,DF,Crystal Palace,34,1985,20.0,,9,,,,,,,,,,,15,,,,Matches,7914b9fe
82,Tom Cairney,sct SCO,MF,Fulham,29,1991,8.4,,3,,,,,,,,,,,0,,,,Matches,a8748947
83,Dominic Calvert-Lewin,eng ENG,FW,Everton,23,1997,31.9,,9,,,,,,,,,,,7,,,,Matches,59e6e5bf
84,João Cancelo,pt POR,DFMF,Manchester City,26,1994,25.5,,38,,,,,,,,,,,43,,,,Matches,bd6351cd
85,Andy Carroll,eng ENG,FW,Newcastle,31,1989,4.4,,1,,,,,,,,,,,0,,,,Matches,b581987a
86,Scott Carson,eng ENG,GK,Manchester City,34,1985,1.0,,0,,,,,,,,,,,0,,,,Matches,3e1550ee
87,Fabio Carvalho,pt POR,FWMF,Fulham,17,2002,2.8,,3,,,,,,,,,,,1,,,,Matches,966e28d0
88,Matty Cash,pl POL,DF,Aston Villa,22,1997,26.4,,43,,,,,,,,,,,54,,,,Matches,2389cdc2
89,Kiko Casilla,es ESP,GK,Leeds United,33,1986,3.0,,0,,,,,,,,,,,0,,,,Matches,58bc7d18
90,Timothy Castagne,be BEL,DFMF,Leicester City,24,1995,26.1,,31,,,,,,,,,,,30,,,,Matches,197640fd
91,Jonny Castro,es ESP,MF,Wolves,26,1994,5.5,,6,,,,,,,,,,,8,,,,Matches,e28868f3
92,Ivan Cavaleiro,pt POR,FWMF,Fulham,26,1993,27.5,,15,,,,,,,,,,,21,,,,Matches,979b811d
93,Edinson Cavani,uy URU,FW,Manchester Utd,33,1987,15.3,,8,,,,,,,,,,,6,,,,Matches,527f063d
94,Dani Ceballos,es ESP,MF,Arsenal,23,1996,17.9,,24,,,,,,,,,,,30,,,,Matches,c0617e2b
95,Calum Chambers,eng ENG,DF,Arsenal,25,1995,8.4,,3,,,,,,,,,,,10,,,,Matches,dc6f5bdd
96,Ben Chilwell,eng ENG,DFMF,Chelsea,23,1996,25.4,,19,,,,,,,,,,,25,,,,Matches,d2424d1b
97,Hamza Choudhury,bd BAN,MF,Leicester City,22,1997,3.5,,7,,,,,,,,,,,6,,,,Matches,7d2d3329
98,Andreas Christensen,dk DEN,DF,Chelsea,24,1996,15.2,,6,,,,,,,,,,,20,,,,Matches,1cb49278
99,Carney Chukwuemeka,at AUT,MF,Aston Villa,16,2003,0.2,,2,,,,,,,,,,,0,,,,Matches,b2f9c73e
100,Ciaran Clark,ie IRL,DF,Newcastle,30,1989,21.0,,14,,,,,,,,,,,30,,,,Matches,2b91cf8e
101,Nathaniel Clyne,eng ENG,DF,Crystal Palace,29,1991,12.7,,10,,,,,,,,,,,19,,,,Matches,0442183b
102,Conor Coady,eng ENG,DF,Wolves,27,1993,36.7,,21,,,,,,,,,,,29,,,,Matches,2928dca2
103,Séamus Coleman,ie IRL,DFMF,Everton,31,1988,17.9,,25,,,,,,,,,,,13,,,,Matches,0420d84f
104,Aaron Connolly,ie IRL,FWMF,Brighton,20,2000,8.8,,3,,,,,,,,,,,0,,,,Matches,27c01749
105,Liam Cooper,sct SCO,DF,Leeds United,28,1991,24.3,,47,,,,,,,,,,,60,,,,Matches,dc64b8b3
106,Theo Corbeanu,ca CAN,FWMF,Wolves,18,2002,0.1,,0,,,,,,,,,,,1,,,,Matches,25b82f9a
107,Jack Cork,eng ENG,MF,Burnley,31,1989,15.0,,13,,,,,,,,,,,16,,,,Matches,74e12f1e
108,Hélder Costa,ao ANG,MF,Leeds United,26,1994,12.8,,12,,,,,,,,,,,4,,,,Matches,f13d02a6
109,Vladimír Coufal,cz CZE,DFMF,West Ham,27,1992,33.9,,41,,,,,,,,,,,41,,,,Matches,fdf3cb77
110,Aaron Cresswell,eng ENG,DF,West Ham,30,1989,35.2,,15,,,,,,,,,,,33,,,,Matches,4f974391
111,Patrick Cutrone,it ITA,FW,Wolves,22,1998,0.3,,0,,,,,,,,,,,0,,,,Matches,a4fe8cda
112,Stuart Dallas,nir NIR,MFDF,Leeds United,29,1991,37.9,,47,,,,,,,,,,,46,,,,Matches,67ca8566
113,Scott Dann,eng ENG,DF,Crystal Palace,33,1987,15.0,,4,,,,,,,,,,,17,,,,Matches,52105203
114,Karl Darlow,wls WAL,GK,Newcastle,29,1990,25.0,,1,,,,,,,,,,,0,,,,Matches,cde3309f
115,Ben Davies,wls WAL,DF,Tottenham,27,1993,15.0,,17,,,,,,,,,,,19,,,,Matches,44781702
116,Tom Davies,eng ENG,MF,Everton,22,1998,15.8,,15,,,,,,,,,,,30,,,,Matches,9228b07c
117,Keinan Davis,eng ENG,FW,Aston Villa,22,1998,3.1,,0,,,,,,,,,,,0,,,,Matches,9deaf2c8
118,Leif Davis,eng ENG,DFMF,Leeds United,20,1999,0.4,,0,,,,,,,,,,,1,,,,Matches,8574c61f
119,Craig Dawson,eng ENG,DF,West Ham,30,1990,21.4,,8,,,,,,,,,,,29,,,,Matches,3e9e06cb
120,Kevin De Bruyne,be BEL,MF,Manchester City,29,1991,22.2,,25,,,,,,,,,,,10,,,,Matches,e46012d4
121,Bobby De Cordova-Reid,jm JAM,MFFW,Fulham,27,1993,26.4,,14,,,,,,,,,,,22,,,,Matches,0f7533cd
122,Liam Delap,eng ENG,FW,Manchester City,17,2003,0.4,,0,,,,,,,,,,,0,,,,Matches,dd897ee7
123,Fabian Delph,eng ENG,MF,Everton,30,1989,3.0,,3,,,,,,,,,,,3,,,,Matches,111c3236
124,Leander Dendoncker,be BEL,MFDF,Wolves,25,1995,27.8,,27,,,,,,,,,,,29,,,,Matches,5a7301ae
125,Mbaye Diagne,sn SEN,FW,West Brom,28,1991,13.2,,3,,,,,,,,,,,1,,,,Matches,dda3969e
126,Amad Diallo,ci CIV,MF,Manchester Utd,18,2002,1.8,,3,,,,,,,,,,,0,,,,Matches,9dc96f10
127,Ibrahima Diallo,fr FRA,MF,Southampton,21,1999,11.3,,15,,,,,,,,,,,11,,,,Matches,11ff3d56
128,Grady Diangana,cd COD,MF,West Brom,22,1998,13.7,,21,,,,,,,,,,,16,,,,Matches,f522d7ec
129,Rúben Dias,pt POR,DF,Manchester City,23,1997,31.6,,13,,,,,,,,,,,36,,,,Matches,31c69ef1
130,Eric Dier,eng ENG,DF,Tottenham,26,1994,28.0,,16,,,,,,,,,,,24,,,,Matches,ac861941
131,Lucas Digne,fr FRA,DFMF,Everton,27,1993,29.8,,38,,,,,,,,,,,34,,,,Matches,1b84dbe1
132,Issa Diop,ma MAR,DF,West Ham,23,1997,15.3,,13,,,,,,,,,,,20,,,,Matches,a712ca2b
133,Moussa Djenepo,ml MLI,MF,Southampton,22,1998,13.8,,27,,,,,,,,,,,12,,,,Matches,254147d4
134,Matt Doherty,ie IRL,DFMF,Tottenham,28,1992,13.8,,16,,,,,,,,,,,21,,,,Matches,d557d734
135,Abdoulaye Doucouré,ml MLI,MF,Everton,27,1993,27.1,,33,,,,,,,,,,,38,,,,Matches,02b29014
136,Martin Dúbravka,sk SVK,GK,Newcastle,31,1989,13.0,,0,,,,,,,,,,,0,,,,Matches,3a949a25
137,Paul Dummett,wls WAL,DF,Newcastle,28,1991,13.9,,8,,,,,,,,,,,15,,,,Matches,3fe6bd8c
138,Lewis Dunk,eng ENG,DF,Brighton,28,1991,32.6,,17,,,,,,,,,,,32,,,,Matches,282f75f3
139,Jimmy Dunne,ie IRL,DF,Burnley,22,1997,3.0,,3,,,,,,,,,,,6,,,,Matches,1fdfd6da
140,Kyle Edwards,eng ENG,MF,West Brom,22,1998,1.3,,3,,,,,,,,,,,1,,,,Matches,1566e437
141,John Egan,ie IRL,DF,Sheffield United,27,1992,29.2,,23,,,,,,,,,,,37,,,,Matches,debe38a0
142,Anthony Elanga,se SWE,MFFW,Manchester Utd,18,2002,1.7,,2,,,,,,,,,,,1,,,,Matches,2fba6108
143,Ahmed Elmohamady,eg EGY,DF,Aston Villa,32,1987,9.3,,13,,,,,,,,,,,19,,,,Matches,615ef733
144,Mohamed Elneny,eg EGY,MF,Arsenal,28,1992,17.2,,7,,,,,,,,,,,24,,,,Matches,47a34c4f
145,Jonny Evans,nir NIR,DF,Leicester City,32,1988,27.5,,12,,,,,,,,,,,45,,,,Matches,f8fcd2a5
146,Eberechi Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,,15,,,,,,,,,,,20,,,,Matches,ae4fc6a4
147,Łukasz Fabiański,pl POL,GK,West Ham,35,1985,35.0,,1,,,,,,,,,,,0,,,,Matches,9328b835
148,Fabinho,br BRA,DFMF,Liverpool,26,1993,28.5,,35,,,,,,,,,,,41,,,,Matches,7f3b388c
149,Bruno Fernandes,pt POR,MF,Manchester Utd,25,1994,34.4,,31,,,,,,,,,,,27,,,,Matches,507c7bdf
150,Federico Fernández,ar ARG,DF,Newcastle,31,1989,23.1,,22,,,,,,,,,,,17,,,,Matches,f25b010f
151,Fernandinho,br BRA,MF,Manchester City,35,1985,13.2,,16,,,,,,,,,,,23,,,,Matches,101da2b5
152,Sam Field,eng ENG,MF,West Brom,22,1998,0.7,,4,,,,,,,,,,,2,,,,Matches,bd8a7d05
153,Roberto Firmino,br BRA,FW,Liverpool,28,1991,31.5,,17,,,,,,,,,,,12,,,,Matches,4c370d81
154,Will Fish,eng ENG,DF,Manchester Utd,17,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,b2ee9d2c
155,John Fleck,sct SCO,MF,Sheffield United,28,1991,28.6,,33,,,,,,,,,,,27,,,,Matches,b63e789d
156,Phil Foden,eng ENG,FWMF,Manchester City,20,2000,18.0,,11,,,,,,,,,,,11,,,,Matches,ed1e53f3
157,Wesley Fofana,fr FRA,DF,Leicester City,19,2000,25.1,,37,,,,,,,,,,,61,,,,Matches,132a82f1
158,Pablo Fornals,es ESP,MF,West Ham,24,1996,28.6,,30,,,,,,,,,,,35,,,,Matches,82927de4
159,Fraser Forster,eng ENG,GK,Southampton,32,1988,8.0,,0,,,,,,,,,,,0,,,,Matches,c3e39f12
160,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,0.9,,0,,,,,,,,,,,3,,,,Matches,a9142dc3
161,Tyrese Francois,au AUS,MF,Fulham,20,2000,0.2,,0,,,,,,,,,,,0,,,,Matches,6722d4f0
162,Ryan Fraser,sct SCO,FWMF,Newcastle,26,1994,10.3,,2,,,,,,,,,,,7,,,,Matches,d56543a0
163,Fred,br BRA,MF,Manchester Utd,27,1993,26.6,,42,,,,,,,,,,,46,,,,Matches,b853e0ad
164,Ryan Fredericks,eng ENG,DFMF,West Ham,27,1992,6.3,,5,,,,,,,,,,,10,,,,Matches,c067631c
165,Christian Fuchs,at AUT,DF,Leicester City,34,1986,7.8,,8,,,,,,,,,,,14,,,,Matches,a67a09fb
166,Darnell Furlong,eng ENG,DFMF,West Brom,24,1995,32.6,,28,,,,,,,,,,,49,,,,Matches,3ec9195b
167,Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,,38,,,,,,,,,,,27,,,,Matches,c2731c10
168,Eric García,es ESP,DF,Manchester City,19,2001,4.3,,6,,,,,,,,,,,4,,,,Matches,2bed3eab
169,Dwight Gayle,eng ENG,FW,Newcastle,29,1990,5.7,,1,,,,,,,,,,,1,,,,Matches,e58a03c6
170,Jean-Philippe Gbamin,ci CIV,DFMF,Everton,24,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,6bd603db
171,David de Gea,es ESP,GK,Manchester Utd,29,1990,25.5,,0,,,,,,,,,,,0,,,,Matches,7ba6d84e
172,Anwar El Ghazi,nl NED,MFFW,Aston Villa,25,1995,17.9,,12,,,,,,,,,,,6,,,,Matches,ffa90327
173,Kieran Gibbs,eng ENG,DFMF,West Brom,30,1989,9.0,,12,,,,,,,,,,,16,,,,Matches,46ee5234
174,Morgan Gibbs-White,eng ENG,MFFW,Wolves,20,2000,4.6,,7,,,,,,,,,,,3,,,,Matches,32f60ed8
175,Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,,2,,,,,,,,,,,2,,,,Matches,df10e27c
176,Olivier Giroud,fr FRA,FW,Chelsea,33,1986,8.3,,4,,,,,,,,,,,2,,,,Matches,16ceb862
177,Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,,32,,,,,,,,,,,33,,,,Matches,9f7c837d
178,André Gomes,pt POR,MF,Everton,27,1993,17.4,,23,,,,,,,,,,,10,,,,Matches,1961b2aa
179,Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,,2,,,,,,,,,,,4,,,,Matches,7a11550b
180,Anthony Gordon,eng ENG,MF,Everton,19,2001,1.0,,2,,,,,,,,,,,1,,,,Matches,2bd83368
181,Karlan Grant,eng ENG,FWMF,West Brom,22,1997,12.5,,2,,,,,,,,,,,4,,,,Matches,87f7500e
182,Demarai Gray,jm JAM,FWMF,Leicester City,24,1996,0.2,,1,,,,,,,,,,,0,,,,Matches,4468ec10
183,Jack Grealish,eng ENG,MFFW,Aston Villa,24,1995,24.3,,16,,,,,,,,,,,11,,,,Matches,b0b4fd3e
184,Mason Greenwood,eng ENG,MFFW,Manchester Utd,18,2001,20.2,,10,,,,,,,,,,,4,,,,Matches,58eee997
185,Pascal Groß,de GER,MF,Brighton,29,1991,27.6,,25,,,,,,,,,,,20,,,,Matches,8aec0537
186,Kamil Grosicki,pl POL,MF,West Brom,32,1988,1.6,,1,,,,,,,,,,,2,,,,Matches,81d8091f
187,Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,,1,,,,,,,,,,,1,,,,Matches,ab13a5aa
188,İlkay Gündoğan,de GER,MF,Manchester City,29,1990,22.5,,15,,,,,,,,,,,19,,,,Matches,819b3158
189,Antwoine Hackford,eng ENG,FW,Sheffield United,16,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,a7588cdc
190,Sébastien Haller,ci CIV,FW,West Ham,26,1994,10.4,,8,,,,,,,,,,,5,,,,Matches,ba115a40
191,Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,,1,,,,,,,,,,,1,,,,Matches,3c066877
192,Jack Harrison,eng ENG,MF,Leeds United,23,1996,31.6,,35,,,,,,,,,,,21,,,,Matches,aa849a12
193,Kortney Hause,eng ENG,DF,Aston Villa,25,1995,7.0,,2,,,,,,,,,,,8,,,,Matches,bf8fad51
194,Kai Havertz,de GER,MFFW,Chelsea,21,1999,16.9,,8,,,,,,,,,,,4,,,,Matches,fed7cb61
195,Isaac Hayden,jm JAM,MFDF,Newcastle,25,1995,21.6,,27,,,,,,,,,,,41,,,,Matches,c951a6df
196,Michael Hector,jm JAM,DF,Fulham,28,1992,2.9,,2,,,,,,,,,,,0,,,,Matches,5f1a2f31
197,Ahmed Hegazi,eg EGY,DF,West Brom,29,1991,1.0,,0,,,,,,,,,,,1,,,,Matches,5540c9dc
198,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,,1,,,,,,,,,,,0,,,,Matches,e5a76dfe
199,Jordan Henderson,eng ENG,MFDF,Liverpool,30,1990,18.9,,15,,,,,,,,,,,35,,,,Matches,935e6b8f
200,Jeff Hendrick,ie IRL,MF,Newcastle,28,1992,15.8,,7,,,,,,,,,,,21,,,,Matches,989d5705
201,Pablo Hernández,es ESP,MF,Leeds United,35,1985,4.7,,3,,,,,,,,,,,0,,,,Matches,c0398aca
202,Son Heung-min,kr KOR,MFFW,Tottenham,28,1992,34.6,,19,,,,,,,,,,,17,,,,Matches,92e7e919
203,Ki-Jana Hoever,nl NED,MFDF,Wolves,18,2002,6.4,,7,,,,,,,,,,,9,,,,Matches,9a71e978
204,Rob Holding,eng ENG,DF,Arsenal,24,1995,28.4,,20,,,,,,,,,,,24,,,,Matches,d79a8c87
205,Mason Holgate,jm JAM,DF,Everton,23,1996,25.4,,36,,,,,,,,,,,33,,,,Matches,d0042ab9
206,Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,,0,,,,,,,,,,,0,,,,Matches,fcab00a0
207,Callum Hudson-Odoi,eng ENG,MFFW,Chelsea,19,2000,11.8,,15,,,,,,,,,,,6,,,,Matches,15f3ec41
208,Niall Huggins,wls WAL,DF,Leeds United,19,2000,0.4,,0,,,,,,,,,,,0,,,,Matches,6d646ff7
209,Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38.0,,53,,,,,,,,,,,50,,,,Matches,8b04d6c1
210,Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,,0,,,,,,,,,,,0,,,,Matches,03622183
211,Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,,5,,,,,,,,,,,1,,,,Matches,c92e1a31
212,Danny Ings,eng ENG,FW,Southampton,28,1992,24.1,,13,,,,,,,,,,,3,,,,Matches,07802f7f
213,Branislav Ivanović,rs SRB,DF,West Brom,36,1984,8.5,,5,,,,,,,,,,,8,,,,Matches,85f8571a
214,Alex Iwobi,ng NGA,MFFW,Everton,24,1996,17.1,,13,,,,,,,,,,,14,,,,Matches,6ca5ec4b
215,José Izquierdo,co COL,FWMF,Brighton,28,1992,0.1,,0,,,,,,,,,,,0,,,,Matches,ca2bc3df
216,Phil Jagielka,eng ENG,DF,Sheffield United,37,1982,5.8,,4,,,,,,,,,,,10,,,,Matches,3233eefd
