,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
436,Marc Roca,es ESP,MF,Leeds United,25,1996,25.7,,40,,,,,,,,,,,24,,,,Matches,da27e268
437,Marek Rodák,sk SVK,GK,Fulham,25,1996,2.0,,0,,,,,,,,,,,0,,,,Matches,17acc2ed
438,Rodri,es ESP,MFDF,Manchester City,26,1996,32.3,,41,,,,,,,,,,,31,,,,Matches,6434f10d
439,Rodrigo,es ESP,FWMF,Leeds United,31,1991,21.5,,9,,,,,,,,,,,6,,,,Matches,1fb1c435
440,Mads Roerslev,dk DEN,MFDF,Brentford,23,1999,12.3,,12,,,,,,,,,,,8,,,,Matches,57c94db2
441,Cristian Romero,ar ARG,DF,Tottenham,24,1998,26.3,,38,,,,,,,,,,,37,,,,Matches,a3d94a58
442,Oriol Romeu,es ESP,MF,Southampton,30,1991,0.8,,0,,,,,,,,,,,1,,,,Matches,4b511457
443,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37,1985,5.8,,2,,,,,,,,,,,1,,,,Matches,dea698d9
444,Connor Ronan,ie IRL,MF,Wolves,24,1998,0.0,,0,,,,,,,,,,,0,,,,Matches,1b804500
445,Salomón Rondón,ve VEN,FW,Everton,32,1989,1.2,,0,,,,,,,,,,,0,,,,Matches,b318a643
446,Joe Rothwell,eng ENG,MF,Bournemouth,27,1995,11.3,,15,,,,,,,,,,,8,,,,Matches,10a10454
447,Georginio Rutter,fr FRA,FW,Leeds United,20,2002,3.0,,10,,,,,,,,,,,3,,,,Matches,c64c01fc
448,José Sá,pt POR,GK,Wolves,29,1993,36.0,,0,,,,,,,,,,,0,,,,Matches,903b6e8b
449,Marcel Sabitzer,at AUT,MF,Manchester Utd,28,1994,7.0,,8,,,,,,,,,,,6,,,,Matches,e280527c
450,Allan Saint-Maximin,fr FRA,FW,Newcastle,25,1997,12.4,,4,,,,,,,,,,,4,,,,Matches,2b16cb1a
451,Bukayo Saka,eng ENG,FWMF,Arsenal,20,2001,35.3,,33,,,,,,,,,,,11,,,,Matches,bc7dc64d
452,Mohamed Salah,eg EGY,FW,Liverpool,30,1992,36.6,,12,,,,,,,,,,,6,,,,Matches,e342ad68
453,William Saliba,fr FRA,DF,Arsenal,21,2001,26.8,,19,,,,,,,,,,,18,,,,Matches,972aeb2a
454,Mohammed Salisu,gh GHA,DF,Southampton,23,1999,21.9,,31,,,,,,,,,,,30,,,,Matches,0b33f6ad
455,Albert Sambi Lokonga,be BEL,MF,Arsenal,22,1999,2.2,,1,,,,,,,,,,,4,,,,Matches,1b4f1169
456,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,22,1999,6.0,,10,,,,,,,,,,,5,,,,Matches,1b4f1169
457,Davinson Sánchez,co COL,DF,Tottenham,26,1996,9.5,,10,,,,,,,,,,,12,,,,Matches,da7b447d
458,Robert Sánchez,es ESP,GK,Brighton,24,1997,23.0,,0,,,,,,,,,,,3,,,,Matches,6a713852
459,Jadon Sancho,eng ENG,MF,Manchester Utd,22,2000,18.7,,9,,,,,,,,,,,5,,,,Matches,dbf053da
460,Morgan Sanson,fr FRA,MF,Aston Villa,27,1994,0.1,,1,,,,,,,,,,,0,,,,Matches,6e7f1353
461,Danilo Santos,br BRA,MF,Nottingham,21,2001,10.8,,6,,,,,,,,,,,10,,,,Matches,a816dbfb
462,Pablo Sarabia,es ESP,MFFW,Wolves,30,1992,8.5,,6,,,,,,,,,,,1,,,,Matches,9744ff80
463,Jeremy Sarmiento,ec ECU,MF,Brighton,20,2002,2.0,,3,,,,,,,,,,,1,,,,Matches,ac0d576d
464,Gianluca Scamacca,it ITA,FW,West Ham,23,1999,10.3,,4,,,,,,,,,,,5,,,,Matches,8790f988
465,Gustavo Scarpa,br BRA,MF,Nottingham,28,1994,2.0,,2,,,,,,,,,,,0,,,,Matches,2964fd20
466,Kevin Schade,de GER,FW,Brentford,20,2001,8.1,,9,,,,,,,,,,,4,,,,Matches,52afb588
467,Fabian Schär,ch SUI,DF,Newcastle,30,1991,35.6,,21,,,,,,,,,,,51,,,,Matches,c8aa95da
468,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,29,1992,28.1,,46,,,,,,,,,,,23,,,,Matches,3312f911
469,Nélson Semedo,pt POR,DF,Wolves,28,1993,29.2,,42,,,,,,,,,,,26,,,,Matches,d04b94db
470,Antoine Semenyo,gh GHA,MFFW,Bournemouth,22,2000,2.9,,0,,,,,,,,,,,2,,,,Matches,efd2ec23
471,Marcos Senesi,ar ARG,DF,Bournemouth,25,1997,27.7,,33,,,,,,,,,,,42,,,,Matches,35141f4c
472,Ryan Sessegnon,eng ENG,MFDF,Tottenham,22,2000,9.0,,12,,,,,,,,,,,6,,,,Matches,6aa3e78b
473,Luke Shaw,eng ENG,DF,Manchester Utd,27,1995,28.4,,36,,,,,,,,,,,35,,,,Matches,9c94165b
474,Jonjo Shelvey,eng ENG,MF,Nottingham,30,1992,6.0,,1,,,,,,,,,,,5,,,,Matches,3727dd3c
475,Jonjo Shelvey,eng ENG,MF,Newcastle,30,1992,0.4,,0,,,,,,,,,,,0,,,,Matches,3727dd3c
476,Bernardo Silva,pt POR,MFFW,Manchester City,27,1994,24.5,,25,,,,,,,,,,,14,,,,Matches,3eb22ec9
477,Thiago Silva,br BRA,DF,Chelsea,37,1984,26.1,,25,,,,,,,,,,,34,,,,Matches,86e7deaf
478,Ellis Simms,eng ENG,FW,Everton,21,2001,2.5,,0,,,,,,,,,,,0,,,,Matches,26d3b5be
479,Luis Sinisterra,co COL,MF,Leeds United,23,1999,9.6,,14,,,,,,,,,,,7,,,,Matches,8e16dd48
480,Oliver Skipp,eng ENG,MF,Tottenham,21,2000,16.6,,16,,,,,,,,,,,17,,,,Matches,6250083a
481,Adam Smith,eng ENG,DF,Bournemouth,31,1991,32.7,,28,,,,,,,,,,,26,,,,Matches,20b104bc
482,Emile Smith Rowe,eng ENG,MF,Arsenal,22,2000,1.9,,1,,,,,,,,,,,0,,,,Matches,17695062
483,Cédric Soares,pt POR,DF,Fulham,30,1991,2.2,,5,,,,,,,,,,,1,,,,Matches,839c14e1
484,Cédric Soares,pt POR,DFMF,Arsenal,30,1991,0.3,,0,,,,,,,,,,,0,,,,Matches,839c14e1
485,Dominic Solanke,eng ENG,FW,Bournemouth,24,1997,31.8,,9,,,,,,,,,,,6,,,,Matches,e77dc3b2
486,Manor Solomon,il ISR,MF,Fulham,23,1999,6.4,,12,,,,,,,,,,,5,,,,Matches,886f9aac
487,Tomáš Souček,cz CZE,MF,West Ham,27,1995,31.3,,41,,,,,,,,,,,58,,,,Matches,6613c819
488,Boubakary Soumaré,fr FRA,MF,Leicester City,23,1999,18.1,,34,,,,,,,,,,,31,,,,Matches,ae59b359
489,Harry Souttar,au AUS,DF,Leicester City,23,1998,11.0,,10,,,,,,,,,,,10,,,,Matches,0a6cb1b1
490,Çağlar Söyüncü,tr TUR,DF,Leicester City,26,1996,5.9,,9,,,,,,,,,,,7,,,,Matches,21166ff4
491,Djed Spence,eng ENG,DFMF,Tottenham,21,2000,0.1,,0,,,,,,,,,,,0,,,,Matches,9bc9a519
492,Jack Stacey,eng ENG,DFMF,Bournemouth,26,1996,3.3,,4,,,,,,,,,,,5,,,,Matches,558807c0
493,Junior Stanislas,eng ENG,MF,Bournemouth,32,1989,0.7,,0,,,,,,,,,,,0,,,,Matches,6992791d
494,Jay Stansfield,eng ENG,MF,Fulham,19,2002,1.0,,0,,,,,,,,,,,1,,,,Matches,b2626673
495,Jason Steele,eng ENG,GK,Brighton,31,1990,15.0,,0,,,,,,,,,,,0,,,,Matches,28300a16
496,Jack Stephens,eng ENG,DF,Southampton,28,1994,0.5,,2,,,,,,,,,,,1,,,,Matches,6adbc307
497,Jack Stephens,eng ENG,DF,Bournemouth,28,1994,13.0,,11,,,,,,,,,,,16,,,,Matches,6adbc307
498,Raheem Sterling,eng ENG,FWMF,Chelsea,27,1994,21.0,,10,,,,,,,,,,,0,,,,Matches,b400bde0
499,John Stones,eng ENG,DFMF,Manchester City,28,1994,20.5,,14,,,,,,,,,,,8,,,,Matches,5eecec3d
500,Pascal Struijk,nl NED,DF,Leeds United,22,1999,24.4,,60,,,,,,,,,,,34,,,,Matches,f4d296e4
501,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,20,2002,10.7,,9,,,,,,,,,,,6,,,,Matches,a62f8bf1
502,Crysencio Summerville,nl NED,MFFW,Leeds United,20,2001,15.8,,21,,,,,,,,,,,13,,,,Matches,df04eb4b
503,Sam Surridge,eng ENG,FW,Nottingham,24,1998,3.6,,2,,,,,,,,,,,0,,,,Matches,b017b770
504,Japhet Tanganga,eng ENG,DF,Tottenham,23,1999,1.6,,2,,,,,,,,,,,2,,,,Matches,e9971f2d
505,Matt Targett,eng ENG,DF,Newcastle,26,1995,6.8,,10,,,,,,,,,,,10,,,,Matches,e514ab62
506,James Tarkowski,eng ENG,DF,Everton,29,1992,38.0,,29,,,,,,,,,,,49,,,,Matches,15ea812b
507,Marcus Tavernier,eng ENG,MF,Bournemouth,23,1999,19.4,,22,,,,,,,,,,,8,,,,Matches,5c0da4a4
508,Tetê,br BRA,MFFW,Leicester City,22,2000,8.2,,8,,,,,,,,,,,2,,,,Matches,7120a04d
509,Kenny Tete,nl NED,DF,Fulham,26,1995,28.5,,49,,,,,,,,,,,51,,,,Matches,77d7c96f
510,Luke Thomas,eng ENG,DF,Leicester City,21,2001,11.9,,18,,,,,,,,,,,27,,,,Matches,fc027d02
511,Youri Tielemans,be BEL,MF,Leicester City,25,1997,26.0,,41,,,,,,,,,,,29,,,,Matches,56f7a928
512,Kieran Tierney,sct SCO,DF,Arsenal,25,1997,8.8,,10,,,,,,,,,,,10,,,,Matches,fce2302c
513,Harry Toffolo,eng ENG,DFMF,Nottingham,26,1995,10.4,,8,,,,,,,,,,,7,,,,Matches,a105d46a
514,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23,1998,7.4,,19,,,,,,,,,,,12,,,,Matches,b3af9be1
515,James Tomkins,eng ENG,DF,Crystal Palace,33,1989,3.8,,3,,,,,,,,,,,6,,,,Matches,e7ca0439
516,Ivan Toney,eng ENG,FW,Brentford,26,1996,32.8,,11,,,,,,,,,,,15,,,,Matches,e09f279b
517,Adama Traoré,es ESP,MFFW,Wolves,26,1996,16.6,,7,,,,,,,,,,,3,,,,Matches,9a28eba4
518,Bertrand Traoré,bf BFA,MF,Aston Villa,26,1995,2.6,,1,,,,,,,,,,,2,,,,Matches,c47541e0
519,Boubacar Traoré,ml MLI,MF,Wolves,20,2001,4.6,,6,,,,,,,,,,,7,,,,Matches,999ceb5f
520,Mark Travers,ie IRL,GK,Bournemouth,23,1999,11.5,,0,,,,,,,,,,,0,,,,Matches,fe558029
521,Kieran Trippier,eng ENG,DF,Newcastle,31,1990,37.1,,48,,,,,,,,,,,43,,,,Matches,21512407
522,Leandro Trossard,be BEL,FW,Arsenal,27,1994,10.3,,6,,,,,,,,,,,5,,,,Matches,38ceb24a
523,Leandro Trossard,be BEL,MFFW,Brighton,27,1994,14.6,,4,,,,,,,,,,,5,,,,Matches,38ceb24a
524,Kostas Tsimikas,gr GRE,DF,Liverpool,26,1996,8.6,,9,,,,,,,,,,,11,,,,Matches,f315ca93
525,Deniz Undav,de GER,MFFW,Brighton,26,1996,7.0,,4,,,,,,,,,,,1,,,,Matches,dd549382
526,Yan Valery,tn TUN,DF,Southampton,23,1999,0.5,,0,,,,,,,,,,,0,,,,Matches,531a4aa8
527,Virgil van Dijk,nl NED,DF,Liverpool,31,1991,31.5,,14,,,,,,,,,,,26,,,,Matches,e06683ca
528,Raphaël Varane,fr FRA,DF,Manchester Utd,29,1993,21.2,,10,,,,,,,,,,,9,,,,Matches,9f8e9423
529,Jamie Vardy,eng ENG,FW,Leicester City,35,1987,20.6,,5,,,,,,,,,,,2,,,,Matches,45963054
530,Joël Veltman,nl NED,DF,Brighton,30,1992,24.3,,34,,,,,,,,,,,17,,,,Matches,dad4b285
531,Fabio Vieira,pt POR,MF,Arsenal,22,2000,5.7,,4,,,,,,,,,,,4,,,,Matches,6412cc03
532,Matías Viña,uy URU,DFMF,Bournemouth,24,1997,5.1,,11,,,,,,,,,,,4,,,,Matches,08eb3b58
533,Rúben Vinagre,pt POR,DFMF,Everton,23,1999,0.3,,2,,,,,,,,,,,0,,,,Matches,b937e490
534,Carlos Vinícius,br BRA,FW,Fulham,27,1995,12.3,,2,,,,,,,,,,,0,,,,Matches,8b529245
535,Theo Walcott,eng ENG,MFFW,Southampton,33,1989,12.5,,6,,,,,,,,,,,9,,,,Matches,1ecb65be
536,Kyle Walker,eng ENG,DFMF,Manchester City,32,1990,21.8,,9,,,,,,,,,,,19,,,,Matches,86dd77d1
537,Kyle Walker-Peters,eng ENG,DFMF,Southampton,25,1997,29.4,,34,,,,,,,,,,,28,,,,Matches,984a5a64
538,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,24,1997,15.9,,23,,,,,,,,,,,20,,,,Matches,9e525177
539,Danny Ward,wls WAL,GK,Leicester City,29,1993,26.0,,1,,,,,,,,,,,0,,,,Matches,d3ce0e89
540,Joel Ward,eng ENG,DF,Crystal Palace,32,1989,25.1,,35,,,,,,,,,,,22,,,,Matches,8a7ff278
541,James Ward-Prowse,eng ENG,MF,Southampton,27,1994,37.5,,37,,,,,,,,,,,52,,,,Matches,3515d404
542,Ollie Watkins,eng ENG,FW,Aston Villa,26,1995,34.7,,11,,,,,,,,,,,10,,,,Matches,aed3a70f
543,Adam Webster,eng ENG,DF,Brighton,27,1995,22.1,,11,,,,,,,,,,,19,,,,Matches,c40b6180
544,Wout Weghorst,nl NED,FWMF,Manchester Utd,29,1992,8.9,,5,,,,,,,,,,,6,,,,Matches,c4e87b8b
545,Danny Welbeck,eng ENG,FW,Brighton,31,1990,20.6,,7,,,,,,,,,,,5,,,,Matches,ce5143da
546,Ben White,eng ENG,DF,Arsenal,24,1997,33.9,,33,,,,,,,,,,,21,,,,Matches,35e413f1
547,Harvey White,eng ENG,MF,Tottenham,20,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,4d90ce8c
548,Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2004,2.0,,0,,,,,,,,,,,0,,,,Matches,3f847d95
549,Neco Williams,wls WAL,DFMF,Nottingham,21,2001,20.9,,47,,,,,,,,,,,31,,,,Matches,dd323728
550,Willian,br BRA,MF,Fulham,33,1988,23.6,,8,,,,,,,,,,,9,,,,Matches,8b9ebd03
551,Joe Willock,eng ENG,MF,Newcastle,22,1999,28.4,,30,,,,,,,,,,,27,,,,Matches,a3b03921
552,Callum Wilson,eng ENG,FW,Newcastle,30,1992,20.9,,3,,,,,,,,,,,1,,,,Matches,c596fcb0
553,Harry Wilson,wls WAL,MF,Fulham,25,1997,12.2,,13,,,,,,,,,,,7,,,,Matches,c6dc9ecd
554,Yoane Wissa,cd COD,FW,Brentford,25,1996,17.8,,13,,,,,,,,,,,6,,,,Matches,2500cef9
555,Maximilian Wöber,at AUT,DF,Leeds United,24,1998,14.1,,17,,,,,,,,,,,26,,,,Matches,4b803b3c
556,Chris Wood,nz NZL,FW,Newcastle,30,1991,5.0,,4,,,,,,,,,,,1,,,,Matches,4e9a0555
557,Chris Wood,nz NZL,FW,Nottingham,30,1991,4.1,,0,,,,,,,,,,,1,,,,Matches,4e9a0555
558,Joe Worrall,eng ENG,DF,Nottingham,25,1997,24.7,,26,,,,,,,,,,,26,,,,Matches,a5212312
559,Granit Xhaka,ch SUI,MF,Arsenal,29,1992,33.3,,26,,,,,,,,,,,15,,,,Matches,e61b8aee
560,Ryan Yates,eng ENG,MF,Nottingham,24,1997,20.4,,19,,,,,,,,,,,10,,,,Matches,c1fe2a48
561,Ashley Young,eng ENG,DF,Aston Villa,37,1985,22.6,,27,,,,,,,,,,,22,,,,Matches,be927d03
562,Illia Zabarnyi,ua UKR,DF,Bournemouth,19,2002,3.3,,2,,,,,,,,,,,3,,,,Matches,88968486
563,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,29,1992,25.4,,20,,,,,,,,,,,17,,,,Matches,b2bc3b1f
564,Denis Zakaria,ch SUI,MF,Chelsea,25,1996,4.6,,5,,,,,,,,,,,3,,,,Matches,384d58d9
565,Jordan Zemura,zw ZIM,DFMF,Bournemouth,22,1999,16.2,,23,,,,,,,,,,,15,,,,Matches,e8271ad9
566,Oleksandr Zinchenko,ua UKR,DF,Arsenal,25,1996,23.5,,18,,,,,,,,,,,22,,,,Matches,51cf8561
567,Hakim Ziyech,ma MAR,MFFW,Chelsea,29,1993,7.3,,13,,,,,,,,,,,5,,,,Matches,6622454d
568,Kurt Zouma,fr FRA,DF,West Ham,27,1994,22.1,,4,,,,,,,,,,,28,,,,Matches,ce4246f5
569,Martin Ødegaard,no NOR,MF,Arsenal,23,1998,34.7,,24,,,,,,,,,,,5,,,,Matches,79300479
