,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
427,Jack Simpson,eng ENG,DF,Bournemouth,22,1996,2.7,,2,,,,,,,,,,,2,,,,Matches,76fa5f80
428,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,,24,,,,,,,,,,,31,,,,Matches,2acd49b9
429,Oliver Skipp,eng ENG,MF,Tottenham,18,2000,0.9,,2,,,,,,,,,,,0,,,,Matches,6250083a
430,William Smallbone,ie IRL,MF,Southampton,19,2000,4.4,,6,,,,,,,,,,,2,,,,Matches,5e105217
431,Adam Smith,eng ENG,DF,Bournemouth,28,1991,22.8,,34,,,,,,,,,,,25,,,,Matches,20b104bc
432,Emile Smith Rowe,eng ENG,MF,Arsenal,19,2000,1.1,,1,,,,,,,,,,,1,,,,Matches,17695062
433,Robert Snodgrass,sct SCO,MF,West Ham,31,1987,16.8,,16,,,,,,,,,,,5,,,,Matches,9f4647e9
434,Cédric Soares,pt POR,MF,Arsenal,27,1991,2.8,,6,,,,,,,,,,,3,,,,Matches,839c14e1
435,Cédric Soares,pt POR,DFMF,Southampton,27,1991,14.5,,26,,,,,,,,,,,18,,,,Matches,839c14e1
436,Dominic Solanke,eng ENG,FW,Bournemouth,21,1997,18.3,,3,,,,,,,,,,,8,,,,Matches,e77dc3b2
437,Tomáš Souček,cz CZE,MF,West Ham,24,1995,11.6,,13,,,,,,,,,,,22,,,,Matches,6613c819
438,Çağlar Söyüncü,tr TUR,DF,Leicester City,23,1996,33.7,,42,,,,,,,,,,,43,,,,Matches,21166ff4
439,Dennis Srbeny,de GER,FWMF,Norwich City,25,1994,0.5,,4,,,,,,,,,,,0,,,,Matches,1fdec858
440,Jack Stacey,eng ENG,DF,Bournemouth,23,1996,17.2,,11,,,,,,,,,,,21,,,,Matches,558807c0
441,Junior Stanislas,eng ENG,MFDF,Bournemouth,29,1989,7.9,,7,,,,,,,,,,,5,,,,Matches,6992791d
442,Jed Steer,eng ENG,GK,Aston Villa,26,1992,0.1,,0,,,,,,,,,,,0,,,,Matches,a8a3d139
443,Dale Stephens,eng ENG,MF,Brighton,30,1989,28.1,,44,,,,,,,,,,,58,,,,Matches,653ee42d
444,Jack Stephens,eng ENG,DF,Southampton,25,1994,27.2,,26,,,,,,,,,,,30,,,,Matches,6adbc307
445,Raheem Sterling,eng ENG,FWMF,Manchester City,24,1994,29.5,,16,,,,,,,,,,,14,,,,Matches,b400bde0
446,Enda Stevens,ie IRL,MF,Sheffield United,29,1990,37.2,,48,,,,,,,,,,,36,,,,Matches,17d4507a
447,Marco Stiepermann,de GER,MF,Norwich City,28,1991,13.1,,7,,,,,,,,,,,5,,,,Matches,b606638c
448,John Stones,eng ENG,DF,Manchester City,25,1994,12.5,,9,,,,,,,,,,,8,,,,Matches,5eecec3d
449,Isaac Success,ng NGA,FWMF,Watford,23,1996,0.8,,0,,,,,,,,,,,1,,,,Matches,f573a8bf
450,Ki Sung-yueng,kr KOR,MF,Newcastle,30,1989,1.5,,1,,,,,,,,,,,2,,,,Matches,1d8c99b0
451,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,2.6,,2,,,,,,,,,,,1,,,,Matches,7d41b619
452,Sam Surridge,eng ENG,FW,Bournemouth,21,1998,0.3,,0,,,,,,,,,,,1,,,,Matches,b017b770
453,Japhet Tanganga,eng ENG,DFMF,Tottenham,20,1999,5.8,,8,,,,,,,,,,,11,,,,Matches,e9971f2d
454,Matt Targett,eng ENG,DFMF,Aston Villa,23,1995,25.5,,30,,,,,,,,,,,60,,,,Matches,e514ab62
455,James Tarkowski,eng ENG,DF,Burnley,26,1992,38.0,,43,,,,,,,,,,,61,,,,Matches,15ea812b
456,Charlie Taylor,eng ENG,DF,Burnley,25,1993,21.6,,24,,,,,,,,,,,29,,,,Matches,cc2d7ad5
457,Neil Taylor,wls WAL,DF,Aston Villa,30,1989,12.1,,11,,,,,,,,,,,20,,,,Matches,c2f9d19f
458,Nathan Tella,ng NGA,FWMF,Southampton,20,1999,0.0,,0,,,,,,,,,,,0,,,,Matches,f1e94cd6
459,Alexander Tettey,no NOR,MFDF,Norwich City,33,1986,26.0,,21,,,,,,,,,,,43,,,,Matches,75566759
460,Jordan Thomas,eng ENG,DF,Norwich City,18,2001,0.0,,0,,,,,,,,,,,0,,,,Matches,b547f08c
461,Luke Thomas,eng ENG,MF,Leicester City,18,2001,3.0,,0,,,,,,,,,,,4,,,,Matches,fc027d02
462,Max Thompson,eng ENG,FW,Burnley,17,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,fa38722f
463,Youri Tielemans,be BEL,MF,Leicester City,22,1997,31.4,,29,,,,,,,,,,,29,,,,Matches,56f7a928
464,Kieran Tierney,sct SCO,DFMF,Arsenal,22,1997,11.0,,15,,,,,,,,,,,9,,,,Matches,fce2302c
465,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,,18,,,,,,,,,,,23,,,,Matches,e7ca0439
466,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,14.3,,16,,,,,,,,,,,20,,,,Matches,7edfbb8a
467,Lucas Torreira,uy URU,MF,Arsenal,23,1996,16.8,,16,,,,,,,,,,,31,,,,Matches,52611641
468,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,,2,,,,,,,,,,,0,,,,Matches,9a104dee
469,Cenk Tosun,tr TUR,FW,Everton,28,1991,3.2,,0,,,,,,,,,,,0,,,,Matches,9a104dee
470,Andros Townsend,eng ENG,MF,Crystal Palace,28,1991,14.4,,22,,,,,,,,,,,16,,,,Matches,b28bbd58
471,Adama Traoré,es ESP,FWMF,Wolves,23,1996,28.9,,19,,,,,,,,,,,18,,,,Matches,9a28eba4
472,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1.0,,0,,,,,,,,,,,0,,,,Matches,fe558029
473,Trézéguet,eg EGY,FWMF,Aston Villa,24,1994,21.7,,17,,,,,,,,,,,26,,,,Matches,3ae14ed1
474,Leandro Trossard,be BEL,MFFW,Brighton,24,1994,22.3,,17,,,,,,,,,,,8,,,,Matches,38ceb24a
475,Tom Trybull,de GER,MF,Norwich City,26,1993,12.6,,28,,,,,,,,,,,16,,,,Matches,552aa16c
476,Axel Tuanzebe,cd COD,DF,Manchester Utd,21,1997,2.1,,2,,,,,,,,,,,5,,,,Matches,2baec6ce
477,Yan Valery,tn TUN,DFMF,Southampton,20,1999,8.7,,8,,,,,,,,,,,12,,,,Matches,531a4aa8
478,Jesús Vallejo,es ESP,DF,Wolves,22,1997,1.8,,1,,,,,,,,,,,1,,,,Matches,c2111b45
479,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,38.0,,12,,,,,,,,,,,35,,,,Matches,e06683ca
480,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,33.7,,12,,,,,,,,,,,2,,,,Matches,45963054
481,Indiana Vassilev,us USA,FWMF,Aston Villa,18,2001,0.6,,0,,,,,,,,,,,0,,,,Matches,04e195ee
482,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,18.3,,23,,,,,,,,,,,31,,,,Matches,ba23a904
483,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,16.6,,12,,,,,,,,,,,24,,,,Matches,1900032e
484,Rúben Vinagre,pt POR,MF,Wolves,20,1999,7.2,,12,,,,,,,,,,,8,,,,Matches,b937e490
485,Jake Vokins,eng ENG,DF,Southampton,19,2000,1.0,,2,,,,,,,,,,,0,,,,Matches,d484c261
486,Mario Vrančić,ba BIH,MF,Norwich City,30,1989,7.1,,17,,,,,,,,,,,8,,,,Matches,16fa6881
487,Matěj Vydra,cz CZE,FW,Burnley,27,1992,9.1,,3,,,,,,,,,,,1,,,,Matches,0d4ceb32
488,Theo Walcott,eng ENG,MF,Everton,30,1989,14.3,,8,,,,,,,,,,,8,,,,Matches,1ecb65be
489,Kyle Walker,eng ENG,DF,Manchester City,29,1990,26.6,,20,,,,,,,,,,,29,,,,Matches,86dd77d1
490,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,7.8,,8,,,,,,,,,,,13,,,,Matches,984a5a64
491,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,,5,,,,,,,,,,,2,,,,Matches,984a5a64
492,Aaron Wan-Bissaka,cd COD,DFMF,Manchester Utd,21,1997,34.1,,82,,,,,,,,,,,65,,,,Matches,9e525177
493,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,,0,,,,,,,,,,,0,,,,Matches,e0900238
494,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,26.5,,43,,,,,,,,,,,52,,,,Matches,8a7ff278
495,James Ward-Prowse,eng ENG,MF,Southampton,24,1994,38.0,,46,,,,,,,,,,,54,,,,Matches,3515d404
496,Kelland Watts,eng ENG,DF,Newcastle,19,1999,0.2,,0,,,,,,,,,,,0,,,,Matches,603e4f0b
497,Adam Webster,eng ENG,DF,Brighton,24,1995,29.6,,18,,,,,,,,,,,43,,,,Matches,c40b6180
498,Danny Welbeck,eng ENG,FWMF,Watford,28,1990,9.1,,6,,,,,,,,,,,5,,,,Matches,ce5143da
499,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35.0,,34,,,,,,,,,,,32,,,,Matches,495945ef
500,Connor Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.1,,1,,,,,,,,,,,0,,,,Matches,41cc19c2
501,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,32.6,,21,,,,,,,,,,,18,,,,Matches,eb58eef0
502,Jetro Willems,nl NED,DFMF,Newcastle,25,1994,16.6,,19,,,,,,,,,,,16,,,,Matches,9050ddc4
503,Brandon Williams,eng ENG,DFMF,Manchester Utd,18,2000,11.2,,15,,,,,,,,,,,11,,,,Matches,5e74d6c8
504,Neco Williams,wls WAL,DF,Liverpool,18,2001,2.6,,4,,,,,,,,,,,8,,,,Matches,dd323728
505,Willian,br BRA,FWMF,Chelsea,30,1988,28.9,,25,,,,,,,,,,,20,,,,Matches,8b9ebd03
506,Joe Willock,eng ENG,MF,Arsenal,19,1999,9.5,,15,,,,,,,,,,,3,,,,Matches,a3b03921
507,Jack Wilshere,eng ENG,MF,West Ham,27,1992,2.4,,0,,,,,,,,,,,1,,,,Matches,9c318325
508,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,32.3,,9,,,,,,,,,,,3,,,,Matches,c596fcb0
509,Harry Wilson,wls WAL,MFFW,Bournemouth,22,1997,18.3,,14,,,,,,,,,,,12,,,,Matches,c6dc9ecd
510,Harry Winks,eng ENG,MF,Tottenham,23,1996,24.7,,22,,,,,,,,,,,37,,,,Matches,2f7acede
511,Chris Wood,nz NZL,FW,Burnley,27,1991,27.1,,4,,,,,,,,,,,4,,,,Matches,4e9a0555
512,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,,24,,,,,,,,,,,21,,,,Matches,e61b8aee
513,Andriy Yarmolenko,ua UKR,MF,West Ham,29,1989,11.0,,8,,,,,,,,,,,6,,,,Matches,849c826a
514,DeAndre Yedlin,us USA,DFMF,Newcastle,26,1993,10.4,,13,,,,,,,,,,,9,,,,Matches,ae0a7ddf
515,Maya Yoshida,jp JPN,DF,Southampton,30,1988,6.2,,5,,,,,,,,,,,3,,,,Matches,caffaf5a
516,Ashley Young,eng ENG,DFMF,Manchester Utd,34,1985,10.6,,9,,,,,,,,,,,10,,,,Matches,be927d03
517,Pablo Zabaleta,ar ARG,DFMF,West Ham,34,1985,6.6,,11,,,,,,,,,,,13,,,,Matches,6813ac34
518,Wilfried Zaha,ci CIV,MFFW,Crystal Palace,26,1992,36.4,,19,,,,,,,,,,,16,,,,Matches,b2bc3b1f
519,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,15.9,,20,,,,,,,,,,,18,,,,Matches,2d5f03bf
520,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,,20,,,,,,,,,,,15,,,,Matches,51cf8561
521,Richairo Živković,cw CUW,FW,Sheffield United,22,1996,1.2,,2,,,,,,,,,,,0,,,,Matches,d2d74d9c
522,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,26.0,,14,,,,,,,,,,,55,,,,Matches,ce4246f5
