,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
210,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,25,1993,3.5,,5,,,,,,,,,,,1,,,,Matches,08452314
211,Daniel James,wls WAL,MFFW,Manchester Utd,21,1997,25.4,,9,,,,,,,,,,,8,,,,Matches,c931d9f9
212,Matty James,eng ENG,MF,Leicester City,28,1991,0.1,,0,,,,,,,,,,,0,,,,Matches,ebd0a048
213,Reece James,eng ENG,DFMF,Chelsea,19,1999,16.8,,24,,,,,,,,,,,23,,,,Matches,1265a93a
214,Daryl Janmaat,nl NED,DFMF,Watford,30,1989,6.7,,10,,,,,,,,,,,6,,,,Matches,45da6694
215,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,22.6,,13,,,,,,,,,,,14,,,,Matches,b66315ae
216,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,36.0,,12,,,,,,,,,,,14,,,,Matches,b561db50
217,João Pedro,br BRA,FWMF,Watford,17,2001,0.3,,0,,,,,,,,,,,0,,,,Matches,e8832875
218,Joelinton,br BRA,FWMF,Newcastle,22,1996,29.8,,19,,,,,,,,,,,11,,,,Matches,c17bfb65
219,Ben Johnson,eng ENG,DF,West Ham,19,2000,3.0,,4,,,,,,,,,,,3,,,,Matches,9319781b
220,Curtis Jones,eng ENG,MF,Liverpool,18,2001,1.4,,4,,,,,,,,,,,2,,,,Matches,4fb9c88f
221,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,1.5,,3,,,,,,,,,,,4,,,,Matches,def899bd
222,Bruno Jordão,pt POR,MF,Wolves,20,1998,0.1,,0,,,,,,,,,,,0,,,,Matches,41ff002d
223,Jorginho,it ITA,MF,Chelsea,27,1991,26.4,,40,,,,,,,,,,,64,,,,Matches,45db685d
224,Jota,es ESP,MFFW,Aston Villa,28,1991,3.7,,1,,,,,,,,,,,3,,,,Matches,9f351459
225,Diogo Jota,pt POR,FW,Wolves,22,1996,25.4,,16,,,,,,,,,,,8,,,,Matches,178ae8f8
226,James Justin,eng ENG,DFMF,Leicester City,21,1998,11.2,,18,,,,,,,,,,,9,,,,Matches,fb614c44
227,Christian Kabasele,be BEL,DF,Watford,28,1991,25.0,,22,,,,,,,,,,,37,,,,Matches,914ab9a1
228,Harry Kane,eng ENG,FW,Tottenham,26,1993,28.7,,14,,,,,,,,,,,5,,,,Matches,21a66f6a
229,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,19.2,,18,,,,,,,,,,,46,,,,Matches,b9fbae28
230,Moise Kean,it ITA,FW,Everton,19,2000,9.5,,6,,,,,,,,,,,6,,,,Matches,3d50bcdb
231,Michael Keane,eng ENG,DF,Everton,26,1993,28.4,,17,,,,,,,,,,,46,,,,Matches,c5b7c315
232,Naby Keïta,gn GUI,MF,Liverpool,24,1995,9.1,,10,,,,,,,,,,,11,,,,Matches,f25c8e3a
233,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,7.1,,5,,,,,,,,,,,6,,,,Matches,f31def1e
234,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,17.2,,17,,,,,,,,,,,15,,,,Matches,d7492450
235,Max Kilman,eng ENG,DF,Wolves,22,1997,2.1,,2,,,,,,,,,,,4,,,,Matches,d0f72bf1
236,Joshua King,no NOR,FWMF,Bournemouth,27,1992,22.3,,6,,,,,,,,,,,5,,,,Matches,43458538
237,Timm Klose,ch SUI,DF,Norwich City,31,1988,6.5,,1,,,,,,,,,,,8,,,,Matches,5f1d07f6
238,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,1989,1.3,,0,,,,,,,,,,,0,,,,Matches,ecf44e09
239,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,18.9,,19,,,,,,,,,,,24,,,,Matches,3935e52e
240,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,22.7,,10,,,,,,,,,,,21,,,,Matches,0313a347
241,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,29,1989,28.1,,37,,,,,,,,,,,38,,,,Matches,8d3c902d
242,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,23.0,,37,,,,,,,,,,,20,,,,Matches,79c0821a
243,Emil Krafth,se SWE,DF,Newcastle,24,1994,11.3,,11,,,,,,,,,,,9,,,,Matches,77cf6852
244,Tim Krul,nl NED,GK,Norwich City,31,1988,36.0,,0,,,,,,,,,,,1,,,,Matches,f23f9d20
245,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,20.8,,16,,,,,,,,,,,7,,,,Matches,9dbb75ca
246,Adam Lallana,eng ENG,MF,Liverpool,31,1988,4.2,,9,,,,,,,,,,,4,,,,Matches,99813635
247,Érik Lamela,ar ARG,MFFW,Tottenham,27,1992,13.5,,21,,,,,,,,,,,7,,,,Matches,abe66106
248,Tariq Lamptey,gh GHA,DFMF,Chelsea,18,2000,0.4,,2,,,,,,,,,,,0,,,,Matches,f4e433d4
249,Tariq Lamptey,gh GHA,DFMF,Brighton,18,2000,6.5,,6,,,,,,,,,,,18,,,,Matches,f4e433d4
250,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,2.2,,2,,,,,,,,,,,0,,,,Matches,fe8e6fa1
251,Manuel Lanzini,ar ARG,MF,West Ham,26,1993,15.3,,8,,,,,,,,,,,9,,,,Matches,26f6dca8
252,Aymeric Laporte,es ESP,DF,Manchester City,25,1994,12.2,,6,,,,,,,,,,,19,,,,Matches,119b9a8e
253,Jamaal Lascelles,eng ENG,DF,Newcastle,25,1993,23.1,,3,,,,,,,,,,,29,,,,Matches,450ab6fc
254,Valentino Lazaro,at AUT,MFDF,Newcastle,23,1996,5.3,,8,,,,,,,,,,,3,,,,Matches,016ff750
255,Moritz Leitner,de GER,MF,Norwich City,26,1992,7.6,,9,,,,,,,,,,,8,,,,Matches,9460aaed
256,Florian Lejeune,fr FRA,DF,Newcastle,28,1991,4.9,,4,,,,,,,,,,,11,,,,Matches,6eaed4eb
257,Aaron Lennon,eng ENG,MF,Burnley,32,1987,5.5,,9,,,,,,,,,,,7,,,,Matches,2ff964a0
258,Bernd Leno,de GER,GK,Arsenal,27,1992,29.4,,0,,,,,,,,,,,0,,,,Matches,2628fd2b
259,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,30.0,,33,,,,,,,,,,,54,,,,Matches,9b5ce51a
260,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,25.6,,34,,,,,,,,,,,28,,,,Matches,efb9215a
261,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,34.4,,15,,,,,,,,,,,26,,,,Matches,f5deef4c
262,Jesse Lingard,eng ENG,MF,Manchester Utd,26,1992,10.4,,8,,,,,,,,,,,2,,,,Matches,810e3c74
263,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,20.1,,0,,,,,,,,,,,1,,,,Matches,8f62b6ee
264,Giovani Lo Celso,ar ARG,MF,Tottenham,23,1996,16.6,,29,,,,,,,,,,,12,,,,Matches,d7553721
265,Jürgen Locadia,cw CUW,MF,Brighton,25,1993,1.0,,0,,,,,,,,,,,0,,,,Matches,6cc47ae1
266,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,23,1996,2.3,,0,,,,,,,,,,,1,,,,Matches,e97fd090
267,Kevin Long,ie IRL,DF,Burnley,28,1990,6.3,,5,,,,,,,,,,,4,,,,Matches,5a4280b1
268,Shane Long,ie IRL,FW,Southampton,32,1987,15.5,,9,,,,,,,,,,,3,,,,Matches,9f472354
269,Matthew Longstaff,eng ENG,MF,Newcastle,19,2000,6.4,,2,,,,,,,,,,,6,,,,Matches,c0027d2d
270,Sean Longstaff,eng ENG,MF,Newcastle,21,1997,15.3,,19,,,,,,,,,,,21,,,,Matches,a2b105e0
271,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,8.6,,8,,,,,,,,,,,11,,,,Matches,1a2935f6
272,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17.0,,23,,,,,,,,,,,26,,,,Matches,9a9c05db
273,David Luiz,br BRA,DF,Arsenal,32,1987,31.2,,16,,,,,,,,,,,30,,,,Matches,c0e27d1a
274,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,29.0,,26,,,,,,,,,,,36,,,,Matches,6f7d826d
275,John Lundstram,eng ENG,MF,Sheffield United,25,1994,27.3,,31,,,,,,,,,,,33,,,,Matches,0df2b165
276,Alexis Mac Allister,ar ARG,MFFW,Brighton,20,1998,3.9,,5,,,,,,,,,,,1,,,,Matches,83d074ff
277,James Maddison,eng ENG,MFFW,Leicester City,22,1996,29.2,,32,,,,,,,,,,,10,,,,Matches,ee38d9c5
278,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38.0,,23,,,,,,,,,,,75,,,,Matches,d8931174
279,Riyad Mahrez,dz ALG,FWMF,Manchester City,28,1991,21.6,,14,,,,,,,,,,,19,,,,Matches,892d5bb1
280,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,,21,,,,,,,,,,,29,,,,Matches,e3a5814e
281,Sadio Mané,sn SEN,FW,Liverpool,27,1992,30.5,,33,,,,,,,,,,,14,,,,Matches,c691bfe2
282,Javier Manquillo,es ESP,DFMF,Newcastle,25,1994,17.8,,25,,,,,,,,,,,20,,,,Matches,758dd7f0
283,Solly March,eng ENG,MFFW,Brighton,25,1994,12.7,,13,,,,,,,,,,,21,,,,Matches,bb5fbd2b
284,Pablo Marí,es ESP,DF,Arsenal,25,1993,1.3,,0,,,,,,,,,,,1,,,,Matches,aa54ec6f
285,Adrian Mariappa,jm JAM,DF,Watford,32,1986,16.8,,14,,,,,,,,,,,10,,,,Matches,8aa5f52c
286,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,,11,,,,,,,,,,,4,,,,Matches,8b788c01
287,David Martin,eng ENG,GK,West Ham,33,1986,4.8,,0,,,,,,,,,,,0,,,,Matches,07666c20
288,Josh Martin,eng ENG,MF,Norwich City,17,2001,0.4,,0,,,,,,,,,,,1,,,,Matches,3f072a68
289,Gabriel Martinelli,br BRA,MF,Arsenal,18,2001,7.4,,16,,,,,,,,,,,3,,,,Matches,48a5a5d6
290,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,8.6,,0,,,,,,,,,,,0,,,,Matches,7956236f
291,Adam Masina,ma MAR,DF,Watford,25,1994,20.2,,21,,,,,,,,,,,28,,,,Matches,de0f152c
292,Arthur Masuaku,cd COD,DFMF,West Ham,25,1993,10.4,,23,,,,,,,,,,,13,,,,Matches,57df7a11
293,Juan Mata,es ESP,MF,Manchester Utd,31,1988,8.4,,3,,,,,,,,,,,0,,,,Matches,29733c72
294,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,17.6,,23,,,,,,,,,,,23,,,,Matches,eb7822d7
295,Joël Matip,cm CMR,DF,Liverpool,27,1991,7.8,,9,,,,,,,,,,,13,,,,Matches,b217ef29
296,Neal Maupay,fr FRA,FW,Brighton,22,1996,30.7,,11,,,,,,,,,,,5,,,,Matches,4bcf39f6
297,James McArthur,sct SCO,MF,Crystal Palace,31,1987,34.3,,50,,,,,,,,,,,61,,,,Matches,cee31595
298,Oliver McBurnie,sct SCO,FW,Sheffield United,23,1996,23.5,,22,,,,,,,,,,,18,,,,Matches,78b8ac63
299,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28.0,,1,,,,,,,,,,,0,,,,Matches,36c2ca73
300,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,,44,,,,,,,,,,,27,,,,Matches,64b08de7
301,John McGinn,sct SCO,MF,Aston Villa,24,1994,25.7,,34,,,,,,,,,,,25,,,,Matches,90f91999
302,David McGoldrick,ie IRL,FW,Sheffield United,31,1987,20.2,,27,,,,,,,,,,,3,,,,Matches,dbe56a33
303,Michael McGovern,nir NIR,GK,Norwich City,35,1984,1.8,,0,,,,,,,,,,,0,,,,Matches,51a19d04
304,Kenny McLean,sct SCO,MF,Norwich City,27,1992,33.0,,29,,,,,,,,,,,38,,,,Matches,471f16b3
305,Dwight McNeil,eng ENG,MF,Burnley,19,1999,37.1,,34,,,,,,,,,,,28,,,,Matches,fc15fb84
306,Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,19.7,,24,,,,,,,,,,,33,,,,Matches,d93c2511
307,Ben Mee,eng ENG,DF,Burnley,29,1989,32.0,,22,,,,,,,,,,,44,,,,Matches,8df7a2fb
308,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,16.6,,13,,,,,,,,,,,17,,,,Matches,5271c8f1
309,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,3.2,,5,,,,,,,,,,,6,,,,Matches,1598599e
310,Chris Mepham,wls WAL,DF,Bournemouth,21,1997,10.1,,9,,,,,,,,,,,17,,,,Matches,fed96827
311,Max Meyer,de GER,MFFW,Crystal Palace,23,1995,7.3,,13,,,,,,,,,,,9,,,,Matches,eba42d2b
312,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,27.9,,32,,,,,,,,,,,39,,,,Matches,2ce2508a
313,James Milner,eng ENG,MFDF,Liverpool,33,1986,10.4,,9,,,,,,,,,,,8,,,,Matches,2f90f6b8
314,Yerry Mina,co COL,DF,Everton,24,1994,25.4,,21,,,,,,,,,,,29,,,,Matches,6d5701f2
315,Takumi Minamino,jp JPN,FW,Liverpool,24,1995,2.8,,2,,,,,,,,,,,0,,,,Matches,f833a830
316,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,32.2,,11,,,,,,,,,,,33,,,,Matches,8397a50c
317,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,2.2,,2,,,,,,,,,,,3,,,,Matches,5cbd1eb0
318,Henrikh Mkhitaryan,am ARM,MF,Arsenal,30,1989,1.2,,0,,,,,,,,,,,0,,,,Matches,dd0daf32
319,Nacho Monreal,es ESP,DF,Arsenal,33,1986,3.0,,1,,,,,,,,,,,3,,,,Matches,d4cb83cc
320,Martín Montoya,es ESP,DFMF,Brighton,28,1991,21.1,,30,,,,,,,,,,,29,,,,Matches,5cec2487
321,Simon Moore,eng ENG,GK,Sheffield United,29,1990,2.0,,0,,,,,,,,,,,0,,,,Matches,e7434f04
322,Aaron Mooy,au AUS,MFFW,Brighton,28,1990,23.2,,25,,,,,,,,,,,23,,,,Matches,47b7e3af
323,Ederson Moraes,br BRA,GK,Manchester City,25,1993,34.1,,1,,,,,,,,,,,2,,,,Matches,3bb7b8b4
324,Wesley Moraes,br BRA,FW,Aston Villa,22,1996,19.8,,7,,,,,,,,,,,4,,,,Matches,bfae110f
325,Wes Morgan,jm JAM,DF,Leicester City,35,1984,4.8,,1,,,,,,,,,,,7,,,,Matches,80c31c97
326,Ravel Morrison,jm JAM,MF,Sheffield United,26,1993,0.1,,0,,,,,,,,,,,0,,,,Matches,bf59c794
327,Mason Mount,eng ENG,MFFW,Chelsea,20,1999,31.9,,16,,,,,,,,,,,15,,,,Matches,9674002f
328,Lucas Moura,br BRA,MFFW,Tottenham,26,1992,24.9,,34,,,,,,,,,,,15,,,,Matches,2b622f01
329,Lys Mousset,fr FRA,FW,Sheffield United,23,1996,13.8,,5,,,,,,,,,,,4,,,,Matches,d9cfca3d
330,João Moutinho,pt POR,MF,Wolves,32,1986,34.5,,50,,,,,,,,,,,48,,,,Matches,f5a00fa4
331,Glenn Murray,eng ENG,FW,Brighton,35,1983,8.9,,1,,,,,,,,,,,1,,,,Matches,f2f29dda
332,Shkodran Mustafi,de GER,DF,Arsenal,27,1992,13.4,,10,,,,,,,,,,,18,,,,Matches,3f2d59fe
333,Yoshinori Mutō,jp JPN,MF,Newcastle,27,1992,2.4,,2,,,,,,,,,,,0,,,,Matches,5343eb4e
334,Georges-Kévin N'Koudou,cm CMR,FWMF,Tottenham,24,1995,0.0,,0,,,,,,,,,,,0,,,,Matches,76c131da
335,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,,29,,,,,,,,,,,38,,,,Matches,de5b5570
336,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,,70,,,,,,,,,,,84,,,,Matches,6b47c5db
337,Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,,15,,,,,,,,,,,13,,,,Matches,5cdddffa
338,Reiss Nelson,eng ENG,MFFW,Arsenal,19,1999,7.0,,8,,,,,,,,,,,3,,,,Matches,c5bdb6e3
339,Pedro Neto,pt POR,FWMF,Wolves,19,2000,10.4,,4,,,,,,,,,,,7,,,,Matches,7ba2eaa9
340,Rúben Neves,pt POR,MF,Wolves,22,1997,34.0,,33,,,,,,,,,,,55,,,,Matches,44bfb6c5
341,Jeremy Ngakia,,DF,West Ham,18,2000,4.9,,8,,,,,,,,,,,7,,,,Matches,3631ad41
342,Oumar Niasse,sn SEN,FWMF,Everton,29,1990,0.2,,0,,,,,,,,,,,1,,,,Matches,af721f98
343,Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,,5,,,,,,,,,,,1,,,,Matches,a53649b7
344,Mark Noble,eng ENG,MF,West Ham,32,1987,29.7,,29,,,,,,,,,,,21,,,,Matches,ff527768
345,Oliver Norwood,nir NIR,MF,Sheffield United,28,1991,34.3,,35,,,,,,,,,,,51,,,,Matches,43439614
346,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,6.0,,0,,,,,,,,,,,0,,,,Matches,bdedffac
347,Jack O'Connell,eng ENG,DF,Sheffield United,25,1994,32.4,,17,,,,,,,,,,,41,,,,Matches,312626c1
348,Michael Obafemi,ie IRL,FW,Southampton,19,2000,7.4,,3,,,,,,,,,,,4,,,,Matches,caa1a7f0
349,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31.0,,24,,,,,,,,,,,32,,,,Matches,74b2cd7e
350,Divock Origi,be BEL,FW,Liverpool,24,1995,8.0,,9,,,,,,,,,,,4,,,,Matches,43a166b4
351,Ben Osborn,eng ENG,MF,Sheffield United,24,1994,6.6,,9,,,,,,,,,,,6,,,,Matches,79bc4c45
352,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,19.1,,14,,,,,,,,,,,19,,,,Matches,0d267745
353,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,16.5,,9,,,,,,,,,,,22,,,,Matches,38c7feef
354,Mesut Özil,de GER,MF,Arsenal,30,1988,16.0,,8,,,,,,,,,,,5,,,,Matches,16380240
355,Emerson Palmieri,it ITA,DFMF,Chelsea,24,1994,11.4,,13,,,,,,,,,,,17,,,,Matches,e0bc6fdc
356,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.8,,16,,,,,,,,,,,14,,,,Matches,b682dcf6
357,Troy Parrott,ie IRL,FW,Tottenham,17,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,4357f557
358,Rui Patrício,pt POR,GK,Wolves,31,1988,38.0,,0,,,,,,,,,,,2,,,,Matches,79b0d6a0
359,Pedro,es ESP,MFFW,Chelsea,32,1987,7.3,,6,,,,,,,,,,,9,,,,Matches,3ca7254a
360,Nicolas Pépé,ci CIV,MFFW,Arsenal,24,1995,22.3,,18,,,,,,,,,,,7,,,,Matches,57e3f0c7
361,Andreas Pereira,br BRA,MF,Manchester Utd,23,1996,16.5,,14,,,,,,,,,,,6,,,,Matches,6639e500
362,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28.0,,70,,,,,,,,,,,43,,,,Matches,75a72a99
363,Roberto Pereyra,ar ARG,MFFW,Watford,28,1991,18.3,,9,,,,,,,,,,,12,,,,Matches,75f2c59f
364,Ayoze Pérez,es ESP,MFFW,Leicester City,26,1993,22.3,,25,,,,,,,,,,,13,,,,Matches,819aa8e7
365,Jordan Pickford,eng ENG,GK,Everton,25,1994,38.0,,0,,,,,,,,,,,1,,,,Matches,4806ec67
366,Brandon Pierrick,eng ENG,MF,Crystal Palace,17,2001,0.2,,0,,,,,,,,,,,1,,,,Matches,9a526299
367,Erik Pieters,nl NED,DFMF,Burnley,30,1988,20.9,,31,,,,,,,,,,,27,,,,Matches,1ef37668
368,Daniel Podence,pt POR,FW,Wolves,23,1995,3.2,,3,,,,,,,,,,,3,,,,Matches,7fcc71d8
369,Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,,8,,,,,,,,,,,5,,,,Matches,867239d3
370,Nick Pope,eng ENG,GK,Burnley,27,1992,38.0,,1,,,,,,,,,,,2,,,,Matches,4b40d9ca
371,Dennis Praet,be BEL,MF,Leicester City,25,1994,12.6,,19,,,,,,,,,,,15,,,,Matches,86695068
372,Sebastian Prödl,at AUT,DF,Watford,32,1987,0.6,,0,,,,,,,,,,,0,,,,Matches,f5e6d08d
373,Davy Pröpper,nl NED,MF,Brighton,27,1991,31.4,,32,,,,,,,,,,,30,,,,Matches,fdd85f94
374,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,32.1,,7,,,,,,,,,,,6,,,,Matches,0745b37d
375,Christian Pulisic,us USA,FWMF,Chelsea,20,1998,19.1,,13,,,,,,,,,,,7,,,,Matches,1bf33a9a
376,Ignacio Pussetto,ar ARG,FWMF,Watford,23,1995,0.8,,3,,,,,,,,,,,3,,,,Matches,62437b4f
377,Domingos Quina,pt POR,MF,Watford,19,1999,0.2,,0,,,,,,,,,,,0,,,,Matches,41fb0f4e
378,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37.0,,2,,,,,,,,,,,0,,,,Matches,466fb2c5
379,Darren Randolph,ie IRL,GK,West Ham,32,1987,2.0,,0,,,,,,,,,,,0,,,,Matches,6385ebfb
380,Marcus Rashford,eng ENG,MFFW,Manchester Utd,21,1997,29.4,,9,,,,,,,,,,,9,,,,Matches,a1d5bd30
381,Nathan Redmond,eng ENG,MFFW,Southampton,25,1994,30.7,,28,,,,,,,,,,,15,,,,Matches,ab651565
382,Pepe Reina,es ESP,GK,Aston Villa,36,1982,12.0,,0,,,,,,,,,,,0,,,,Matches,e358587b
383,Declan Rice,eng ENG,MF,West Ham,20,1999,38.0,,59,,,,,,,,,,,78,,,,Matches,1c7012b8
384,Richarlison,br BRA,FWMF,Everton,22,1997,34.1,,49,,,,,,,,,,,12,,,,Matches,fa031b34
385,Diego Rico,es ESP,DF,Bournemouth,26,1993,25.9,,40,,,,,,,,,,,80,,,,Matches,d9ba39fc
386,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,22,1996,8.5,,10,,,,,,,,,,,15,,,,Matches,7a1f2c08
387,Matt Ritchie,sct SCO,MFDF,Newcastle,29,1989,14.6,,15,,,,,,,,,,,12,,,,Matches,71ef519e
388,Roberto,es ESP,GK,West Ham,33,1986,7.6,,0,,,,,,,,,,,0,,,,Matches,ba3ca78f
389,Patrick Roberts,eng ENG,FWMF,Norwich City,22,1997,0.3,,0,,,,,,,,,,,0,,,,Matches,59d93937
390,Andy Robertson,sct SCO,DF,Liverpool,25,1994,34.6,,30,,,,,,,,,,,38,,,,Matches,2e4f5f03
391,Callum Robinson,ie IRL,FW,Sheffield United,24,1995,7.5,,3,,,,,,,,,,,5,,,,Matches,e75750a3
392,Jack Robinson,eng ENG,DF,Sheffield United,25,1993,5.6,,5,,,,,,,,,,,7,,,,Matches,7399c7a8
393,Rodri,es ESP,MF,Manchester City,23,1996,27.6,,32,,,,,,,,,,,28,,,,Matches,6434f10d
394,Jay Rodriguez,eng ENG,FW,Burnley,30,1989,22.4,,17,,,,,,,,,,,5,,,,Matches,4ab53cdb
395,Jack Rodwell,eng ENG,DFMF,Sheffield United,28,1991,0.2,,0,,,,,,,,,,,0,,,,Matches,a07579ee
396,Marcos Rojo,ar ARG,DF,Manchester Utd,29,1990,1.4,,1,,,,,,,,,,,0,,,,Matches,e0991c04
397,Oriol Romeu,es ESP,MF,Southampton,27,1991,20.7,,36,,,,,,,,,,,32,,,,Matches,4b511457
398,Danny Rose,eng ENG,DFMF,Tottenham,29,1990,9.9,,12,,,,,,,,,,,7,,,,Matches,89d10e53
399,Danny Rose,eng ENG,DF,Newcastle,29,1990,9.6,,12,,,,,,,,,,,9,,,,Matches,89d10e53
400,Antonio Rüdiger,de GER,DF,Chelsea,26,1993,19.0,,19,,,,,,,,,,,13,,,,Matches,18b896d6
401,Lukas Rupp,de GER,MF,Norwich City,28,1991,7.7,,7,,,,,,,,,,,14,,,,Matches,3faa1780
402,Mathew Ryan,au AUS,GK,Brighton,27,1992,38.0,,1,,,,,,,,,,,2,,,,Matches,4535e4bb
403,Allan Saint-Maximin,fr FRA,MF,Newcastle,22,1997,20.7,,8,,,,,,,,,,,9,,,,Matches,2b16cb1a
404,Romain Saïss,ma MAR,DF,Wolves,29,1990,30.1,,40,,,,,,,,,,,51,,,,Matches,9fbbcf39
405,Bukayo Saka,eng ENG,MFDF,Arsenal,17,2001,19.5,,21,,,,,,,,,,,12,,,,Matches,bc7dc64d
406,Mamadou Sakho,fr FRA,DF,Crystal Palace,29,1990,10.3,,5,,,,,,,,,,,22,,,,Matches,87935cf3
407,Mohamed Salah,eg EGY,FW,Liverpool,27,1992,32.0,,6,,,,,,,,,,,8,,,,Matches,e342ad68
408,Mbwana Samatta,tz TAN,FW,Aston Villa,26,1992,10.5,,4,,,,,,,,,,,1,,,,Matches,dae8623e
409,Carlos Sánchez,co COL,MF,West Ham,33,1986,1.3,,0,,,,,,,,,,,2,,,,Matches,50b51fac
410,Davinson Sánchez,co COL,DF,Tottenham,23,1996,27.0,,26,,,,,,,,,,,34,,,,Matches,da7b447d
411,Leroy Sané,de GER,FWMF,Manchester City,23,1996,0.1,,0,,,,,,,,,,,0,,,,Matches,2b114be3
412,Ismaila Sarr,sn SEN,MF,Watford,21,1998,22.5,,7,,,,,,,,,,,15,,,,Matches,bfdb33aa
413,Fabian Schär,ch SUI,DF,Newcastle,27,1991,18.6,,22,,,,,,,,,,,51,,,,Matches,c8aa95da
414,Ezequiel Schelotto,it ITA,DFMF,Brighton,30,1989,4.0,,3,,,,,,,,,,,7,,,,Matches,a6e316c1
415,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,26,1992,11.5,,10,,,,,,,,,,,13,,,,Matches,3312f911
416,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,38.0,,1,,,,,,,,,,,0,,,,Matches,53af52f3
417,Morgan Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,,22,,,,,,,,,,,21,,,,Matches,51b41c5c
418,Ryan Sessegnon,eng ENG,MFDF,Tottenham,19,2000,3.8,,4,,,,,,,,,,,1,,,,Matches,6aa3e78b
419,Xherdan Shaqiri,ch SUI,MF,Liverpool,27,1991,2.1,,0,,,,,,,,,,,0,,,,Matches,6421ec64
420,Billy Sharp,eng ENG,FW,Sheffield United,33,1986,11.7,,5,,,,,,,,,,,1,,,,Matches,e8c9f4e9
421,Luke Shaw,eng ENG,DF,Manchester Utd,24,1995,19.3,,19,,,,,,,,,,,22,,,,Matches,9c94165b
422,Jonjo Shelvey,eng ENG,MF,Newcastle,27,1992,23.5,,21,,,,,,,,,,,22,,,,Matches,3727dd3c
423,Djibril Sidibé,fr FRA,DFMF,Everton,27,1992,20.3,,46,,,,,,,,,,,41,,,,Matches,4c5b714f
424,Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,28.4,,27,,,,,,,,,,,36,,,,Matches,76dd1480
425,Bernardo Silva,pt POR,FWMF,Manchester City,24,1994,22.6,,17,,,,,,,,,,,26,,,,Matches,3eb22ec9
426,David Silva,es ESP,MF,Manchester City,33,1986,20.3,,13,,,,,,,,,,,12,,,,Matches,e2716bd0
