,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Luis Guilherme,br BRA,MF,West Ham,18,2006,1.7,,0,,,,,,,,,,,3,,,,Matches,b7672d43
218,Bruno Guimarães,br BRA,MF,Newcastle,26,1997,36.3,,47,,,,,,,,,,,28,,,,Matches,82518f62
219,Marc Guiu,es ESP,FW,Chelsea,18,2006,0.8,,1,,,,,,,,,,,0,,,,Matches,d3d774cc
220,İlkay Gündoğan,de GER,MF,Manchester City,33,1990,24.7,,13,,,,,,,,,,,14,,,,Matches,819b3158
221,Malo Gusto,fr FRA,DF,Chelsea,21,2003,20.7,,31,,,,,,,,,,,25,,,,Matches,d56b9520
222,Joško Gvardiol,hr CRO,DF,Manchester City,22,2002,36.4,,38,,,,,,,,,,,42,,,,Matches,5ad50391
223,Erling Haaland,no NOR,FW,Manchester City,24,2000,30.4,,6,,,,,,,,,,,5,,,,Matches,1f44ac21
224,Lewis Hall,eng ENG,DF,Newcastle,19,2004,24.3,,40,,,,,,,,,,,17,,,,Matches,da011f18
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22,2002,1.5,,0,,,,,,,,,,,0,,,,Matches,8450467d
226,Marcus Harness,eng ENG,FWMF,Ipswich Town,28,1996,0.5,,0,,,,,,,,,,,0,,,,Matches,90e9ca3d
227,Jack Harrison,eng ENG,MFFW,Everton,27,1996,23.1,,23,,,,,,,,,,,9,,,,Matches,aa849a12
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22,2002,31.4,,22,,,,,,,,,,,29,,,,Matches,47327321
229,Kai Havertz,de GER,FW,Arsenal,25,1999,20.8,,8,,,,,,,,,,,5,,,,Matches,fed7cb61
230,Ayden Heaven,eng ENG,DF,Manchester Utd,17,2006,1.9,,3,,,,,,,,,,,4,,,,Matches,64e17fab
231,Jan Paul van Hecke,nl NED,DF,Brighton,24,2000,32.9,,29,,,,,,,,,,,25,,,,Matches,4fd08daa
232,Hwang Hee-chan,kr KOR,MFFW,Wolves,28,1996,7.3,,4,,,,,,,,,,,3,,,,Matches,169fd162
233,Dean Henderson,eng ENG,GK,Crystal Palace,27,1997,38.0,,1,,,,,,,,,,,1,,,,Matches,e5a76dfe
234,Rico Henry,jm JAM,DFMF,Brentford,27,1997,1.1,,2,,,,,,,,,,,1,,,,Matches,8a3c1dc7
235,Mads Hermansen,dk DEN,GK,Leicester City,24,2000,26.5,,1,,,,,,,,,,,0,,,,Matches,c924b17d
236,Son Heung-min,kr KOR,FWMF,Tottenham,32,1992,23.4,,9,,,,,,,,,,,4,,,,Matches,92e7e919
237,James Hill,eng ENG,DF,Bournemouth,22,2002,5.0,,8,,,,,,,,,,,7,,,,Matches,69942fb3
238,Jack Hinshelwood,eng ENG,MFDF,Brighton,19,2005,20.5,,19,,,,,,,,,,,11,,,,Matches,e98211e7
239,George Hirst,sct SCO,FW,Ipswich Town,25,1999,7.3,,3,,,,,,,,,,,2,,,,Matches,78e87179
240,Mason Holgate,jm JAM,DF,Everton,27,1996,0.1,,0,,,,,,,,,,,0,,,,Matches,d0042ab9
241,Harry Howell,eng ENG,MF,Brighton,16,2008,0.1,,1,,,,,,,,,,,0,,,,Matches,d8a7e52c
242,Callum Hudson-Odoi,eng ENG,MF,Nottingham,23,2000,24.4,,16,,,,,,,,,,,13,,,,Matches,15f3ec41
243,Will Hughes,eng ENG,MF,Crystal Palace,29,1995,23.4,,36,,,,,,,,,,,21,,,,Matches,a0666d3e
244,Dean Huijsen,es ESP,DF,Bournemouth,19,2005,27.0,,27,,,,,,,,,,,48,,,,Matches,87278bce
245,Omari Hutchinson,eng ENG,MF,Ipswich Town,20,2003,28.7,,13,,,,,,,,,,,11,,,,Matches,bd9553e6
246,Rasmus Højlund,dk DEN,FW,Manchester Utd,21,2003,22.3,,1,,,,,,,,,,,2,,,,Matches,491a433d
247,Igor,br BRA,DF,Brighton,26,1998,10.7,,5,,,,,,,,,,,4,,,,Matches,a4e85758
248,Danny Ings,eng ENG,FW,West Ham,32,1992,3.2,,2,,,,,,,,,,,1,,,,Matches,07802f7f
249,Tim Iroegbunam,eng ENG,MF,Everton,21,2003,6.4,,13,,,,,,,,,,,14,,,,Matches,84c5ceea
250,Andy Irving,sct SCO,MF,West Ham,24,2000,1.8,,4,,,,,,,,,,,1,,,,Matches,b1be9fc0
251,Alexander Isak,se SWE,FW,Newcastle,24,1999,30.6,,5,,,,,,,,,,,3,,,,Matches,8e92be30
252,Alex Iwobi,ng NGA,MF,Fulham,28,1996,33.1,,26,,,,,,,,,,,13,,,,Matches,6ca5ec4b
253,Nicolas Jackson,sn SEN,FW,Chelsea,23,2001,24.7,,11,,,,,,,,,,,3,,,,Matches,9c36ed83
254,Reece James,eng ENG,DFMF,Chelsea,24,1999,11.8,,9,,,,,,,,,,,14,,,,Matches,1265a93a
255,Vitaly Janelt,de GER,MF,Brentford,26,1998,25.0,,24,,,,,,,,,,,27,,,,Matches,8449d35e
256,Vitezslav Jaros,cz CZE,GK,Liverpool,23,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,12bb4d6a
257,Daniel Jebbison,ca CAN,FW,Bournemouth,20,2003,1.3,,3,,,,,,,,,,,1,,,,Matches,03edb878
258,Mathias Jensen,dk DEN,MF,Brentford,28,1996,9.6,,9,,,,,,,,,,,7,,,,Matches,0f134faf
259,Gabriel Jesus,br BRA,FW,Arsenal,27,1997,6.8,,6,,,,,,,,,,,5,,,,Matches,b66315ae
260,Raúl Jiménez,mx MEX,FW,Fulham,33,1991,27.7,,24,,,,,,,,,,,11,,,,Matches,b561db50
261,Kim Jisoo,kr KOR,DF,Brentford,19,2004,0.3,,0,,,,,,,,,,,0,,,,Matches,f4065d9e
262,João Pedro,br BRA,FWMF,Brighton,22,2001,21.6,,12,,,,,,,,,,,8,,,,Matches,e8832875
263,Joelinton,br BRA,MFFW,Newcastle,27,1996,26.6,,35,,,,,,,,,,,20,,,,Matches,c17bfb65
264,Ben Johnson,eng ENG,MFDF,Ipswich Town,24,2000,15.0,,20,,,,,,,,,,,13,,,,Matches,9319781b
265,Brennan Johnson,wls WAL,FWMF,Tottenham,23,2001,24.2,,23,,,,,,,,,,,4,,,,Matches,0cd31129
266,Sam Johnstone,eng ENG,GK,Wolves,31,1993,7.0,,0,,,,,,,,,,,0,,,,Matches,9e5708be
267,Curtis Jones,eng ENG,MFDF,Liverpool,23,2001,19.0,,22,,,,,,,,,,,7,,,,Matches,4fb9c88f
268,Jorginho,it ITA,MF,Arsenal,32,1991,7.8,,4,,,,,,,,,,,7,,,,Matches,45db685d
269,Diogo Jota,pt POR,FW,Liverpool,27,1996,13.3,,9,,,,,,,,,,,8,,,,Matches,178ae8f8
270,James Justin,eng ENG,DFMF,Leicester City,26,1998,32.4,,38,,,,,,,,,,,44,,,,Matches,fb614c44
271,Filip Jørgensen,dk DEN,GK,Chelsea,22,2002,6.0,,0,,,,,,,,,,,0,,,,Matches,0107757e
272,Ferdi Kadioglu,tr TUR,DFMF,Brighton,24,1999,4.3,,5,,,,,,,,,,,7,,,,Matches,66c52a77
273,Daichi Kamada,jp JPN,MF,Crystal Palace,27,1996,17.4,,29,,,,,,,,,,,18,,,,Matches,15b287da
274,Boubacar Kamara,fr FRA,MFDF,Aston Villa,24,1999,19.2,,23,,,,,,,,,,,16,,,,Matches,cc77354e
275,Joachim Kayi Sanda,fr FRA,DF,Southampton,17,2006,0.2,,0,,,,,,,,,,,1,,,,Matches,e2b2a181
276,Michael Kayode,it ITA,DF,Brentford,20,2004,5.9,,11,,,,,,,,,,,7,,,,Matches,e19660a8
277,Michael Keane,eng ENG,DF,Everton,31,1993,11.7,,10,,,,,,,,,,,13,,,,Matches,c5b7c315
278,Caoimhín Kelleher,ie IRL,GK,Liverpool,25,1998,10.0,,0,,,,,,,,,,,0,,,,Matches,62d7ef38
279,Lloyd Kelly,eng ENG,DF,Newcastle,25,1998,3.4,,4,,,,,,,,,,,1,,,,Matches,f31def1e
280,Milos Kerkez,hu HUN,DF,Bournemouth,20,2003,37.1,,26,,,,,,,,,,,41,,,,Matches,0ad53bdc
281,Bilal El Khannouss,ma MAR,MF,Leicester City,20,2004,24.2,,30,,,,,,,,,,,5,,,,Matches,f7042636
282,Abdukodir Khusanov,uz UZB,DF,Manchester City,20,2004,5.6,,4,,,,,,,,,,,3,,,,Matches,d17ce930
283,Max Kilman,eng ENG,DF,West Ham,27,1997,37.2,,26,,,,,,,,,,,36,,,,Matches,d0f72bf1
284,Joshua King,eng ENG,MF,Fulham,17,2007,1.4,,5,,,,,,,,,,,1,,,,Matches,86109b3b
285,Tom King,wls WAL,GK,Wolves,29,1995,0.0,,0,,,,,,,,,,,0,,,,Matches,5791b997
286,Antonín Kinský,cz CZE,GK,Tottenham,21,2003,6.0,,1,,,,,,,,,,,0,,,,Matches,b38ac6a4
287,Jakub Kiwior,pl POL,DF,Arsenal,24,2000,12.5,,8,,,,,,,,,,,6,,,,Matches,dc3e663e
288,Justin Kluivert,nl NED,MF,Bournemouth,25,1999,26.0,,9,,,,,,,,,,,13,,,,Matches,4c3a6744
289,Ibrahima Konaté,fr FRA,DF,Liverpool,25,1999,28.4,,28,,,,,,,,,,,19,,,,Matches,5ed9b537
290,Ezri Konsa,eng ENG,DF,Aston Villa,26,1997,32.6,,20,,,,,,,,,,,24,,,,Matches,0313a347
291,Mateo Kovačić,hr CRO,MFDF,Manchester City,30,1994,24.4,,39,,,,,,,,,,,22,,,,Matches,79c0821a
292,Caleb Kporha,eng ENG,DF,Crystal Palace,18,2006,0.1,,1,,,,,,,,,,,0,,,,Matches,c80f8c9d
293,Emil Krafth,se SWE,DF,Newcastle,29,1994,3.8,,1,,,,,,,,,,,3,,,,Matches,77cf6852
294,Mohammed Kudus,gh GHA,MFFW,West Ham,23,2000,28.8,,23,,,,,,,,,,,4,,,,Matches,b62878a5
295,Dejan Kulusevski,se SWE,MFFW,Tottenham,24,2000,26.5,,21,,,,,,,,,,,10,,,,Matches,df3cda47
296,Maxence Lacroix,fr FRA,DF,Crystal Palace,24,2000,34.6,,42,,,,,,,,,,,54,,,,Matches,277c49ed
297,Adam Lallana,eng ENG,MF,Southampton,36,1988,4.0,,5,,,,,,,,,,,5,,,,Matches,99813635
298,Tariq Lamptey,gh GHA,DFMF,Brighton,23,2000,9.6,,11,,,,,,,,,,,7,,,,Matches,f4e433d4
299,Will Lankshear,eng ENG,FW,Tottenham,19,2005,0.1,,0,,,,,,,,,,,0,,,,Matches,92df535b
300,Roméo Lavia,be BEL,MF,Chelsea,20,2004,8.9,,13,,,,,,,,,,,16,,,,Matches,ecad9aa5
301,Mario Lemina,ga GAB,MFDF,Wolves,30,1993,15.2,,33,,,,,,,,,,,26,,,,Matches,2b471f99
302,Bernd Leno,de GER,GK,Fulham,32,1992,38.0,,2,,,,,,,,,,,0,,,,Matches,2628fd2b
303,Jefferson Lerma,co COL,MFDF,Crystal Palace,29,1994,25.3,,19,,,,,,,,,,,41,,,,Matches,9b5ce51a
304,Rico Lewis,eng ENG,DFMF,Manchester City,19,2004,21.0,,17,,,,,,,,,,,14,,,,Matches,b57e066e
305,Keane Lewis-Potter,eng ENG,DFMF,Brentford,23,2001,34.4,,27,,,,,,,,,,,20,,,,Matches,41f08ac8
306,Myles Lewis-Skelly,eng ENG,DF,Arsenal,17,2006,15.2,,13,,,,,,,,,,,7,,,,Matches,5dff6c28
307,Matthijs de Ligt,nl NED,DF,Manchester Utd,24,1999,23.6,,22,,,,,,,,,,,32,,,,Matches,d6e53a3a
308,Pedro Lima,br BRA,MF,Wolves,18,2006,0.8,,0,,,,,,,,,,,2,,,,Matches,b2f4cad5
309,Victor Lindelöf,se SWE,DF,Manchester Utd,30,1994,7.8,,2,,,,,,,,,,,7,,,,Matches,f5deef4c
310,Jesper Lindstrøm,dk DEN,MF,Everton,24,2000,13.8,,24,,,,,,,,,,,13,,,,Matches,37dc1a48
311,Tino Livramento,eng ENG,DF,Newcastle,21,2002,31.6,,34,,,,,,,,,,,26,,,,Matches,afed6722
312,Sean Longstaff,eng ENG,MF,Newcastle,26,1997,8.9,,15,,,,,,,,,,,7,,,,Matches,a2b105e0
313,Saša Lukić,rs SRB,MF,Fulham,27,1996,26.0,,38,,,,,,,,,,,26,,,,Matches,c6e8cf1f
314,Joe Lumley,eng ENG,GK,Southampton,29,1995,3.0,,0,,,,,,,,,,,0,,,,Matches,bdf3a08e
315,Massimo Luongo,au AUS,MF,Ipswich Town,31,1992,2.2,,6,,,,,,,,,,,3,,,,Matches,967ac6e1
316,Ian Maatsen,nl NED,DF,Aston Villa,22,2002,12.7,,18,,,,,,,,,,,18,,,,Matches,cab9634e
317,Alexis Mac Allister,ar ARG,MF,Liverpool,25,1998,28.9,,59,,,,,,,,,,,22,,,,Matches,83d074ff
318,James Maddison,eng ENG,MF,Tottenham,27,1996,20.1,,19,,,,,,,,,,,10,,,,Matches,ee38d9c5
319,Noni Madueke,eng ENG,MF,Chelsea,22,2002,22.6,,18,,,,,,,,,,,8,,,,Matches,bf34eebd
320,Gabriel Magalhães,br BRA,DF,Arsenal,26,1997,26.3,,15,,,,,,,,,,,16,,,,Matches,67ac5bb8
321,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23,2001,1.3,,1,,,,,,,,,,,1,,,,Matches,8a3ddcd2
322,Harry Maguire,eng ENG,DF,Manchester Utd,31,1993,19.5,,16,,,,,,,,,,,37,,,,Matches,d8931174
323,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19,2005,18.3,,28,,,,,,,,,,,19,,,,Matches,c6220452
324,Tyrell Malacia,nl NED,MF,Manchester Utd,24,1999,1.1,,1,,,,,,,,,,,2,,,,Matches,6b6c793c
325,Donyell Malen,nl NED,MF,Aston Villa,25,1999,3.4,,4,,,,,,,,,,,0,,,,Matches,116c35df
326,Mateus Mane,pt POR,MF,Wolves,16,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,c15cb409
327,Orel Mangala,be BEL,MF,Everton,26,1998,14.0,,8,,,,,,,,,,,21,,,,Matches,a572e291
328,Ryan Manning,ie IRL,DFMF,Southampton,28,1996,16.2,,18,,,,,,,,,,,17,,,,Matches,847b53eb
329,Solly March,eng ENG,MF,Brighton,30,1994,1.9,,3,,,,,,,,,,,2,,,,Matches,bb5fbd2b
330,Omar Marmoush,eg EGY,MFFW,Manchester City,25,1999,13.1,,8,,,,,,,,,,,6,,,,Matches,0e0102eb
331,Gabriel Martinelli,br BRA,FWMF,Arsenal,23,2001,25.4,,15,,,,,,,,,,,4,,,,Matches,48a5a5d6
332,Emiliano Martínez,ar ARG,GK,Aston Villa,31,1992,35.5,,3,,,,,,,,,,,0,,,,Matches,7956236f
333,Lisandro Martínez,ar ARG,DF,Manchester Utd,26,1998,19.5,,24,,,,,,,,,,,31,,,,Matches,bac46a10
334,Pape Matar Sarr,sn SEN,MF,Tottenham,21,2002,21.3,,36,,,,,,,,,,,27,,,,Matches,feb5d972
335,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27,1997,29.4,,12,,,,,,,,,,,2,,,,Matches,50e6dc35
336,Stephy Mavididi,eng ENG,MF,Leicester City,26,1998,17.9,,20,,,,,,,,,,,8,,,,Matches,30144daa
337,Konstantinos Mavropanos,gr GRE,DF,West Ham,26,1997,22.7,,23,,,,,,,,,,,39,,,,Matches,00963611
338,Noussair Mazraoui,ma MAR,DFMF,Manchester Utd,26,1997,31.5,,71,,,,,,,,,,,35,,,,Matches,b74277a0
339,Bryan Mbeumo,cm CMR,MFFW,Brentford,24,1999,37.9,,30,,,,,,,,,,,11,,,,Matches,6afaebf2
340,James Mcatee,eng ENG,MF,Manchester City,21,2002,3.9,,1,,,,,,,,,,,2,,,,Matches,96593e89
341,Kasey McAteer,ie IRL,MF,Leicester City,22,2001,9.5,,15,,,,,,,,,,,2,,,,Matches,b2c66859
342,Alex McCarthy,eng ENG,GK,Southampton,34,1989,5.0,,0,,,,,,,,,,,0,,,,Matches,36c2ca73
343,John McGinn,sct SCO,MF,Aston Villa,29,1994,24.7,,23,,,,,,,,,,,11,,,,Matches,90f91999
344,Dwight McNeil,eng ENG,MF,Everton,24,1999,15.2,,8,,,,,,,,,,,6,,,,Matches,fc15fb84
345,Scott McTominay,sct SCO,MF,Manchester Utd,27,1996,0.2,,0,,,,,,,,,,,0,,,,Matches,d93c2511
346,Ben Mee,eng ENG,DF,Brentford,34,1989,2.0,,2,,,,,,,,,,,4,,,,Matches,8df7a2fb
347,Jayden Meghoma,eng ENG,DF,Brentford,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches,07382f6c
348,Mikel Merino,es ESP,MFFW,Arsenal,28,1996,17.6,,28,,,,,,,,,,,16,,,,Matches,d080ed5e
349,Shumaira Mheuka,eng ENG,FW,Chelsea,16,2007,0.0,,0,,,,,,,,,,,0,,,,Matches,43d0b694
350,Nikola Milenković,rs SRB,DF,Nottingham,26,1997,37.0,,28,,,,,,,,,,,25,,,,Matches,bee704fc
351,Lewis Miley,eng ENG,MF,Newcastle,18,2006,3.5,,11,,,,,,,,,,,2,,,,Matches,2c6835e5
352,James Milner,eng ENG,MF,Brighton,38,1986,1.9,,2,,,,,,,,,,,2,,,,Matches,2f90f6b8
353,Tyrone Mings,eng ENG,DF,Aston Villa,31,1993,12.4,,6,,,,,,,,,,,7,,,,Matches,8397a50c
354,Yankuba Minteh,gm GAM,MF,Brighton,20,2004,20.4,,36,,,,,,,,,,,12,,,,Matches,c3cf087d
355,Tyrick Mitchell,eng ENG,MF,Crystal Palace,24,1999,34.4,,53,,,,,,,,,,,21,,,,Matches,5cbd1eb0
356,Kaoru Mitoma,jp JPN,MF,Brighton,27,1997,28.9,,27,,,,,,,,,,,12,,,,Matches,74618572
357,Jakub Moder,pl POL,MF,Brighton,25,1999,0.1,,0,,,,,,,,,,,0,,,,Matches,f230bc30
358,Jeremy Monga,eng ENG,FW,Leicester City,15,2009,1.2,,1,,,,,,,,,,,0,,,,Matches,4c168d3a
359,Mikey Moore,eng ENG,MFFW,Tottenham,16,2007,4.1,,0,,,,,,,,,,,1,,,,Matches,00953a9d
360,Ederson Moraes,br BRA,GK,Manchester City,30,1993,25.8,,0,,,,,,,,,,,1,,,,Matches,3bb7b8b4
361,Morato,br BRA,DF,Nottingham,23,2001,10.1,,14,,,,,,,,,,,9,,,,Matches,0f41e2ee
362,Álex Moreno,es ESP,DF,Nottingham,31,1993,10.6,,18,,,,,,,,,,,16,,,,Matches,16e9d0ea
363,Sam Morsy,eg EGY,MF,Ipswich Town,32,1991,30.6,,39,,,,,,,,,,,28,,,,Matches,a23c0949
364,Yerson Mosquera,co COL,DF,Wolves,23,2001,4.9,,6,,,,,,,,,,,10,,,,Matches,1e159d70
365,Mason Mount,eng ENG,MFFW,Manchester Utd,25,1999,6.9,,5,,,,,,,,,,,4,,,,Matches,9674002f
366,Divin Mubama,eng ENG,FW,Manchester City,19,2004,0.3,,0,,,,,,,,,,,0,,,,Matches,92868cb5
367,Mykhailo Mudryk,ua UKR,MF,Chelsea,23,2001,1.7,,2,,,,,,,,,,,0,,,,Matches,049a888d
368,Marshall Munetsi,zw ZIM,MFFW,Wolves,28,1996,12.0,,11,,,,,,,,,,,6,,,,Matches,2acf0cd7
369,Rodrigo Muniz,br BRA,FW,Fulham,23,2001,10.7,,6,,,,,,,,,,,4,,,,Matches,a755db8c
370,Daniel Muñoz,co COL,MF,Crystal Palace,28,1996,35.9,,77,,,,,,,,,,,43,,,,Matches,778ef829
371,Arijanet Muric,xk KVX,GK,Ipswich Town,25,1998,18.0,,0,,,,,,,,,,,0,,,,Matches,99aa1a84
372,Murillo,br BRA,DF,Nottingham,22,2002,35.4,,39,,,,,,,,,,,36,,,,Matches,1704b0b8
373,Jacob Murphy,eng ENG,FWMF,Newcastle,29,1995,26.2,,18,,,,,,,,,,,11,,,,Matches,de112b84
374,Vitaliy Mykolenko,ua UKR,DF,Everton,25,1999,34.2,,38,,,,,,,,,,,42,,,,Matches,30d4a2e5
375,Iliman Ndiaye,sn SEN,MFFW,Everton,24,2000,27.0,,27,,,,,,,,,,,19,,,,Matches,5ed97752
376,Wilfred Ndidi,ng NGA,MF,Leicester City,27,1996,25.8,,48,,,,,,,,,,,27,,,,Matches,6b47c5db
377,Kosta Nedeljković,rs SRB,DF,Aston Villa,18,2005,1.4,,4,,,,,,,,,,,1,,,,Matches,c70be9cf
378,Reiss Nelson,eng ENG,MF,Fulham,24,1999,5.4,,5,,,,,,,,,,,5,,,,Matches,c5bdb6e3
379,Reiss Nelson,eng ENG,FWMF,Arsenal,24,1999,0.0,,1,,,,,,,,,,,0,,,,Matches,c5bdb6e3
380,Neto,br BRA,GK,Bournemouth,35,1989,2.0,,0,,,,,,,,,,,0,,,,Matches,a9dc785c
381,Pedro Neto,pt POR,MFFW,Chelsea,24,2000,25.2,,10,,,,,,,,,,,8,,,,Matches,7ba2eaa9
382,Eddie Nketiah,eng ENG,FWMF,Crystal Palace,25,1999,11.5,,8,,,,,,,,,,,2,,,,Matches,a53649b7
383,Christopher Nkunku,fr FRA,MFFW,Chelsea,26,1997,10.2,,8,,,,,,,,,,,7,,,,Matches,7c56da38
384,Gustavo Nunes,br BRA,MF,Brentford,18,2005,0.1,,2,,,,,,,,,,,0,,,,Matches,e504780f
385,Matheus Nunes,pt POR,DFMF,Manchester City,25,1998,18.6,,21,,,,,,,,,,,14,,,,Matches,e6af02e0
386,Darwin Núñez,uy URU,FW,Liverpool,25,1999,12.6,,18,,,,,,,,,,,4,,,,Matches,4d77b365
387,Ethan Nwaneri,eng ENG,FWMF,Arsenal,17,2007,9.9,,6,,,,,,,,,,,3,,,,Matches,7f94982c
388,Christian Nørgaard,dk DEN,MF,Brentford,30,1994,31.3,,47,,,,,,,,,,,46,,,,Matches,df0a4c90
389,Jake O'Brien,ie IRL,DF,Everton,23,2001,17.5,,17,,,,,,,,,,,4,,,,Matches,25f2ef01
390,Nico O'Reilly,eng ENG,DF,Manchester City,19,2005,5.9,,4,,,,,,,,,,,4,,,,Matches,91ca4a16
391,Matt O'Riley,dk DEN,MF,Brighton,23,2000,10.4,,8,,,,,,,,,,,13,,,,Matches,fb495bb8
392,Dara O'Shea,ie IRL,DF,Ipswich Town,25,1999,34.7,,30,,,,,,,,,,,33,,,,Matches,1d042188
393,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,16,2007,1.8,,1,,,,,,,,,,,0,,,,Matches,0c9bfc3b
394,Wilson Odobert,fr FRA,FWMF,Tottenham,19,2004,9.4,,5,,,,,,,,,,,4,,,,Matches,35516eac
395,Chiedozie Ogbene,ie IRL,MF,Ipswich Town,27,1997,2.6,,3,,,,,,,,,,,1,,,,Matches,788c0277
396,Caleb Okoli,it ITA,DF,Leicester City,23,2001,12.5,,14,,,,,,,,,,,15,,,,Matches,8ec109e6
397,Robin Olsen,se SWE,GK,Aston Villa,34,1990,2.5,,0,,,,,,,,,,,0,,,,Matches,e7ee38c3
398,Amadou Onana,be BEL,MF,Aston Villa,22,2001,18.0,,29,,,,,,,,,,,26,,,,Matches,828657ff
399,André Onana,cm CMR,GK,Manchester Utd,28,1996,34.0,,2,,,,,,,,,,,0,,,,Matches,e9c0c1b2
400,Paul Onuachu,ng NGA,FW,Southampton,30,1994,11.7,,2,,,,,,,,,,,1,,,,Matches,c06d1086
401,Frank Onyeka,ng NGA,MF,Brentford,26,1998,0.3,,0,,,,,,,,,,,0,,,,Matches,2944f86f
402,Lewis Orford,eng ENG,MF,West Ham,18,2006,0.5,,0,,,,,,,,,,,1,,,,Matches,40aaa04c
403,Stefan Ortega,de GER,GK,Manchester City,31,1992,12.2,,0,,,,,,,,,,,0,,,,Matches,c1242d4e
404,William Osula,dk DEN,FW,Newcastle,20,2003,1.5,,0,,,,,,,,,,,3,,,,Matches,7b355808
405,Dango Ouattara,bf BFA,MFFW,Bournemouth,22,2002,22.3,,26,,,,,,,,,,,11,,,,Matches,2f9e4435
406,Alex Palmer,eng ENG,GK,Ipswich Town,27,1996,13.0,,0,,,,,,,,,,,0,,,,Matches,6ea97fd5
407,Cole Palmer,eng ENG,MF,Chelsea,22,2002,35.5,,18,,,,,,,,,,,10,,,,Matches,dc7f8a28
408,Emerson Palmieri,it ITA,DFMF,West Ham,29,1994,23.5,,31,,,,,,,,,,,22,,,,Matches,e0bc6fdc
409,Lucas Paquetá,br BRA,MFFW,West Ham,26,1997,26.4,,36,,,,,,,,,,,17,,,,Matches,9b6f7fd5
410,Thomas Partey,gh GHA,MFDF,Arsenal,31,1993,31.1,,53,,,,,,,,,,,35,,,,Matches,529f49ab
411,Nathan Patterson,sct SCO,DF,Everton,22,2001,3.9,,6,,,,,,,,,,,2,,,,Matches,230f0471
412,Andreas Pereira,br BRA,MF,Fulham,28,1996,22.4,,12,,,,,,,,,,,9,,,,Matches,6639e500
413,Ricardo Pereira,pt POR,DF,Leicester City,30,1993,4.3,,7,,,,,,,,,,,4,,,,Matches,75a72a99
414,Kalvin Phillips,eng ENG,MF,Ipswich Town,28,1995,13.7,,20,,,,,,,,,,,18,,,,Matches,4f565d77
415,Jaden Philogene Bidace,eng ENG,MF,Aston Villa,22,2002,3.7,,5,,,,,,,,,,,3,,,,Matches,19f4d211
416,Jaden Philogene Bidace,eng ENG,MF,Ipswich Town,22,2002,5.3,,7,,,,,,,,,,,8,,,,Matches,19f4d211
417,Jordan Pickford,eng ENG,GK,Everton,30,1994,38.0,,1,,,,,,,,,,,1,,,,Matches,4806ec67
418,Ethan Pinnock,jm JAM,DF,Brentford,31,1993,21.3,,15,,,,,,,,,,,23,,,,Matches,e541326e
419,Daniel Podence,pt POR,FWMF,Wolves,28,1995,0.5,,0,,,,,,,,,,,0,,,,Matches,7fcc71d8
420,Alfie Pond,eng ENG,DF,Wolves,20,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,039c3d96
421,Nick Pope,eng ENG,GK,Newcastle,32,1992,28.0,,0,,,,,,,,,,,1,,,,Matches,4b40d9ca
422,Pedro Porro,es ESP,DF,Tottenham,24,1999,29.0,,45,,,,,,,,,,,31,,,,Matches,27d0a506
423,Jarell Quansah,eng ENG,DF,Liverpool,21,2003,5.5,,8,,,,,,,,,,,7,,,,Matches,4125cb98
424,Aaron Ramsdale,eng ENG,GK,Southampton,26,1998,30.0,,0,,,,,,,,,,,1,,,,Matches,466fb2c5
425,Jacob Ramsey,eng ENG,MF,Aston Villa,23,2001,18.0,,15,,,,,,,,,,,8,,,,Matches,1544f145
426,Marcus Rashford,eng ENG,FWMF,Aston Villa,26,1997,4.9,,7,,,,,,,,,,,1,,,,Matches,a1d5bd30
427,Marcus Rashford,eng ENG,MF,Manchester Utd,26,1997,10.9,,4,,,,,,,,,,,5,,,,Matches,a1d5bd30
428,David Raya,es ESP,GK,Arsenal,28,1995,38.0,,0,,,,,,,,,,,0,,,,Matches,98ea5115
429,Harrison Reed,eng ENG,MF,Fulham,29,1995,1.2,,2,,,,,,,,,,,1,,,,Matches,803ae100
430,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18,2006,0.0,,0,,,,,,,,,,,0,,,,Matches,1db75ccb
431,Sergio Reguilón,es ESP,DF,Tottenham,27,1996,2.2,,3,,,,,,,,,,,4,,,,Matches,3353737a
432,Vitor Reis,br BRA,DF,Manchester City,18,2006,0.0,,0,,,,,,,,,,,0,,,,Matches,c4ce0ab5
433,Chadi Riad,ma MAR,DF,Crystal Palace,21,2003,1.0,,2,,,,,,,,,,,2,,,,Matches,b3b9b8b8
434,Declan Rice,eng ENG,MF,Arsenal,25,1999,31.4,,23,,,,,,,,,,,27,,,,Matches,1c7012b8
