,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
118,Diogo Dalot,pt POR,MFDF,Manchester Utd,25,1999,31.3,,38,,,,,,,,,,,35,,,,Matches,d9565625
119,Mikkel Damsgaard,dk DEN,MF,Brentford,24,2000,32.3,,44,,,,,,,,,,,29,,,,Matches,215f3907
120,Jayden Danns,eng ENG,FW,Liverpool,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches,003cf4d1
121,Kevin Danso,at AUT,DF,Tottenham,25,1998,9.4,,4,,,,,,,,,,,6,,,,Matches,6e33125f
122,Ben Davies,wls WAL,DF,Tottenham,31,1993,14.8,,11,,,,,,,,,,,12,,,,Matches,44781702
123,Leif Davis,eng ENG,DF,Ipswich Town,24,1999,30.5,,28,,,,,,,,,,,25,,,,Matches,8574c61f
124,Craig Dawson,eng ENG,DF,Wolves,34,1990,10.8,,4,,,,,,,,,,,10,,,,Matches,3e9e06cb
125,Kevin De Bruyne,be BEL,MFFW,Manchester City,33,1991,18.9,,9,,,,,,,,,,,7,,,,Matches,e46012d4
126,Bobby De Cordova-Reid,jm JAM,MFFW,Leicester City,31,1993,8.3,,3,,,,,,,,,,,1,,,,Matches,0f7533cd
127,Liam Delap,eng ENG,FW,Ipswich Town,21,2003,28.8,,8,,,,,,,,,,,2,,,,Matches,dd897ee7
128,Sepp van den Berg,nl NED,DF,Brentford,22,2001,28.7,,24,,,,,,,,,,,22,,,,Matches,7bf9400b
129,Justin Devenny,nir NIR,MF,Crystal Palace,20,2003,5.6,,11,,,,,,,,,,,0,,,,Matches,6c2b66fc
130,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,25,1998,2.9,,5,,,,,,,,,,,1,,,,Matches,5c74c0f5
131,Amad Diallo,ci CIV,MFFW,Manchester Utd,22,2002,21.1,,31,,,,,,,,,,,10,,,,Matches,9dc96f10
132,Rúben Dias,pt POR,DFMF,Manchester City,27,1997,25.2,,11,,,,,,,,,,,19,,,,Matches,31c69ef1
133,Luis Díaz,co COL,FWMF,Liverpool,27,1997,26.7,,27,,,,,,,,,,,7,,,,Matches,4a1a9578
134,Tyler Dibling,eng ENG,MFFW,Southampton,18,2006,20.8,,21,,,,,,,,,,,7,,,,Matches,bdcc89ae
135,Lucas Digne,fr FRA,DF,Aston Villa,31,1993,26.1,,36,,,,,,,,,,,22,,,,Matches,1b84dbe1
136,Issa Diop,ma MAR,DF,Fulham,27,1997,14.9,,12,,,,,,,,,,,9,,,,Matches,a712ca2b
137,Axel Disasi,fr FRA,DF,Aston Villa,26,1998,5.4,,5,,,,,,,,,,,4,,,,Matches,ad82197c
138,Axel Disasi,fr FRA,DF,Chelsea,26,1998,4.0,,4,,,,,,,,,,,2,,,,Matches,ad82197c
139,Roman Dixon,eng ENG,DF,Everton,19,2004,1.0,,5,,,,,,,,,,,1,,,,Matches,6fba4dba
140,Nasser Djiga,bf BFA,DF,Wolves,21,2002,0.7,,0,,,,,,,,,,,2,,,,Matches,1a7a4d84
141,Matt Doherty,ie IRL,DFMF,Wolves,32,1992,23.4,,21,,,,,,,,,,,22,,,,Matches,d557d734
142,Jeremy Doku,be BEL,MFFW,Manchester City,22,2002,16.8,,23,,,,,,,,,,,3,,,,Matches,fffea3e5
143,Nicolás Domínguez,ar ARG,MF,Nottingham,26,1998,21.8,,48,,,,,,,,,,,28,,,,Matches,20b3a502
144,Patrick Dorgu,dk DEN,MF,Manchester Utd,19,2004,9.4,,23,,,,,,,,,,,3,,,,Matches,e6536124
145,Alfie Dorrington,eng ENG,DF,Tottenham,19,2005,0.2,,0,,,,,,,,,,,0,,,,Matches,ac1ef440
146,Abdoulaye Doucouré,ml MLI,MF,Everton,31,1993,28.5,,28,,,,,,,,,,,11,,,,Matches,02b29014
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,24,2000,5.0,,9,,,,,,,,,,,11,,,,Matches,ce4f40c7
148,Flynn Downes,eng ENG,MF,Southampton,25,1999,23.9,,27,,,,,,,,,,,31,,,,Matches,69fdb896
149,Tommy Doyle,eng ENG,MF,Wolves,22,2001,5.4,,7,,,,,,,,,,,5,,,,Matches,5526deb1
150,Radu Drăgușin,ro ROU,DF,Tottenham,22,2002,13.9,,6,,,,,,,,,,,13,,,,Matches,620922ed
151,Martin Dúbravka,sk SVK,GK,Newcastle,35,1989,10.0,,0,,,,,,,,,,,0,,,,Matches,3a949a25
152,Lewis Dunk,eng ENG,DF,Brighton,32,1991,23.1,,11,,,,,,,,,,,12,,,,Matches,282f75f3
153,Jáder Durán,co COL,FW,Aston Villa,20,2003,7.1,,7,,,,,,,,,,,0,,,,Matches,414184f7
154,Claudio Echeverri,ar ARG,MF,Manchester City,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches,49a605df
155,George Edmundson,eng ENG,DF,Ipswich Town,26,1997,0.0,,0,,,,,,,,,,,0,,,,Matches,46ff3923
156,Odsonne Édouard,fr FRA,FW,Leicester City,26,1998,0.3,,1,,,,,,,,,,,0,,,,Matches,0562b7f1
157,Odsonne Édouard,fr FRA,MF,Crystal Palace,26,1998,1.3,,0,,,,,,,,,,,0,,,,Matches,0562b7f1
158,Samuel Edozie,eng ENG,FWMF,Southampton,21,2003,0.7,,1,,,,,,,,,,,0,,,,Matches,007414dd
159,Ronnie Edwards,eng ENG,DF,Southampton,21,2003,0.1,,0,,,,,,,,,,,0,,,,Matches,be90c4b0
160,Anthony Elanga,se SWE,MFFW,Nottingham,22,2002,27.8,,15,,,,,,,,,,,6,,,,Matches,2fba6108
161,Harvey Elliott,eng ENG,MF,Liverpool,21,2003,4.1,,3,,,,,,,,,,,1,,,,Matches,b9e1436c
162,Yunus Emre Konak,tr TUR,MF,Brentford,18,2006,0.5,,2,,,,,,,,,,,0,,,,Matches,e02b5b36
163,Julio Enciso,py PAR,MF,Ipswich Town,20,2004,9.7,,9,,,,,,,,,,,1,,,,Matches,9cfbad36
164,Julio Enciso,py PAR,MF,Brighton,20,2004,3.3,,0,,,,,,,,,,,0,,,,Matches,9cfbad36
165,Wataru Endo,jp JPN,MF,Liverpool,31,1993,3.0,,8,,,,,,,,,,,6,,,,Matches,c149016b
166,Christian Eriksen,dk DEN,MF,Manchester Utd,32,1992,11.8,,8,,,,,,,,,,,7,,,,Matches,980522ec
167,Romain Esse,eng ENG,MF,Crystal Palace,19,2005,1.5,,5,,,,,,,,,,,1,,,,Matches,87189f25
168,Pervis Estupiñán,ec ECU,DF,Brighton,26,1998,26.7,,44,,,,,,,,,,,39,,,,Matches,d38fdf53
169,Evanilson,br BRA,FW,Bournemouth,24,1999,25.8,,9,,,,,,,,,,,2,,,,Matches,6f3cc2fe
170,Jake Evans,eng ENG,MF,Leicester City,15,2008,0.3,,1,,,,,,,,,,,0,,,,Matches,cb7bcef0
171,Jonny Evans,nir NIR,DF,Manchester Utd,36,1988,3.5,,6,,,,,,,,,,,5,,,,Matches,f8fcd2a5
172,Eberechi Eze,eng ENG,MF,Crystal Palace,26,1998,28.8,,21,,,,,,,,,,,10,,,,Matches,ae4fc6a4
173,Łukasz Fabiański,pl POL,GK,West Ham,39,1985,12.9,,0,,,,,,,,,,,0,,,,Matches,9328b835
174,Wout Faes,be BEL,DF,Leicester City,26,1998,31.3,,28,,,,,,,,,,,22,,,,Matches,9c221d14
175,Abdul Fatawu Issahaku,gh GHA,MFFW,Leicester City,20,2004,6.4,,15,,,,,,,,,,,4,,,,Matches,bceda5ff
176,João Félix,pt POR,MF,Chelsea,24,1999,4.1,,3,,,,,,,,,,,3,,,,Matches,8aafd64f
177,Evan Ferguson,ie IRL,FW,Brighton,19,2004,2.7,,3,,,,,,,,,,,0,,,,Matches,4596da74
178,Evan Ferguson,ie IRL,FW,West Ham,19,2004,1.7,,1,,,,,,,,,,,1,,,,Matches,4596da74
179,Bruno Fernandes,pt POR,MF,Manchester Utd,29,1994,33.5,,52,,,,,,,,,,,26,,,,Matches,507c7bdf
180,Mateus Fernandes,pt POR,MF,Southampton,20,2004,32.3,,50,,,,,,,,,,,25,,,,Matches,ef491564
181,Enzo Fernández,ar ARG,MF,Chelsea,23,2001,32.7,,32,,,,,,,,,,,13,,,,Matches,5ff4ab71
182,Mark Flekken,nl NED,GK,Brentford,31,1993,36.4,,4,,,,,,,,,,,0,,,,Matches,a92ab7be
183,Phil Foden,eng ENG,MFFW,Manchester City,24,2000,19.7,,5,,,,,,,,,,,9,,,,Matches,ed1e53f3
184,Wesley Fofana,fr FRA,DF,Chelsea,23,2000,13.0,,11,,,,,,,,,,,12,,,,Matches,132a82f1
185,Carlos Forbs,pt POR,MF,Wolves,20,2004,2.7,,4,,,,,,,,,,,1,,,,Matches,8a310070
186,Fraser Forster,eng ENG,GK,Tottenham,36,1988,7.0,,0,,,,,,,,,,,0,,,,Matches,c3e39f12
187,Matheus França,br BRA,FW,Crystal Palace,20,2004,0.6,,0,,,,,,,,,,,1,,,,Matches,077faf72
188,Ryan Fraser,sct SCO,MFDF,Southampton,30,1994,3.4,,2,,,,,,,,,,,1,,,,Matches,d56543a0
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,19,2005,1.8,,3,,,,,,,,,,,1,,,,Matches,58630379
190,Niclas Füllkrug,de GER,FW,West Ham,31,1993,8.8,,2,,,,,,,,,,,1,,,,Matches,4f16405e
191,Cody Gakpo,nl NED,MF,Liverpool,25,1999,21.5,,17,,,,,,,,,,,12,,,,Matches,1971591f
192,Andrés García,es ESP,DFMF,Aston Villa,21,2003,3.5,,5,,,,,,,,,,,2,,,,Matches,40498af1
193,Alejandro Garnacho,ar ARG,MF,Manchester Utd,20,2004,24.4,,16,,,,,,,,,,,13,,,,Matches,7aa8adfe
194,James Garner,eng ENG,MFDF,Everton,23,2001,17.7,,32,,,,,,,,,,,20,,,,Matches,4e015693
195,Tyrique George,eng ENG,FW,Chelsea,18,2006,2.0,,0,,,,,,,,,,,2,,,,Matches,e6f7797e
196,Morgan Gibbs-White,eng ENG,MF,Nottingham,24,2000,31.1,,21,,,,,,,,,,,22,,,,Matches,32f60ed8
197,Billy Gilmour,sct SCO,MF,Brighton,23,2001,1.1,,4,,,,,,,,,,,0,,,,Matches,df10e27c
198,Ben Godfrey,eng ENG,DF,Ipswich Town,26,1998,1.8,,0,,,,,,,,,,,2,,,,Matches,9f7c837d
199,Martial Godo,ci CIV,FWMF,Fulham,21,2003,0.3,,0,,,,,,,,,,,1,,,,Matches,e0eea46f
200,Michael Golding,eng ENG,MF,Leicester City,18,2006,0.0,,0,,,,,,,,,,,0,,,,Matches,67c5e0e8
201,João Gomes,br BRA,MF,Wolves,23,2001,33.0,,78,,,,,,,,,,,25,,,,Matches,8b57ad2c
202,Rodrigo Gomes,pt POR,MF,Wolves,21,2003,9.0,,14,,,,,,,,,,,6,,,,Matches,8dcf77c0
203,Toti Gomes,pt POR,DF,Wolves,25,1999,29.0,,43,,,,,,,,,,,26,,,,Matches,f0caab96
204,Diego Gómez,py PAR,MF,Brighton,21,2003,5.7,,13,,,,,,,,,,,7,,,,Matches,916728da
205,Joe Gomez,eng ENG,DF,Liverpool,27,1997,5.8,,10,,,,,,,,,,,7,,,,Matches,7a11550b
206,Nicolás González,es ESP,MF,Manchester City,22,2002,8.4,,4,,,,,,,,,,,8,,,,Matches,2c56a792
207,Anthony Gordon,eng ENG,FWMF,Newcastle,23,2001,27.0,,17,,,,,,,,,,,6,,,,Matches,2bd83368
208,Ryan Gravenberch,nl NED,MF,Liverpool,22,2002,35.1,,37,,,,,,,,,,,56,,,,Matches,b8e740fb
209,Archie Gray,eng ENG,DFMF,Tottenham,18,2006,19.5,,9,,,,,,,,,,,18,,,,Matches,f58515f5
210,Jack Grealish,eng ENG,MFFW,Manchester City,28,1995,8.0,,4,,,,,,,,,,,2,,,,Matches,b0b4fd3e
211,Jacob Greaves,eng ENG,DF,Ipswich Town,23,2000,24.5,,22,,,,,,,,,,,21,,,,Matches,1f169636
212,Brajan Gruda,de GER,MFFW,Brighton,20,2004,7.6,,8,,,,,,,,,,,2,,,,Matches,ae9b998d
213,Albert Grønbaek,dk DEN,MFFW,Southampton,23,2001,1.6,,1,,,,,,,,,,,0,,,,Matches,0da5076f
214,Gonçalo Guedes,pt POR,MFFW,Wolves,27,1996,11.1,,6,,,,,,,,,,,3,,,,Matches,e6bc67d7
215,Marc Guéhi,eng ENG,DF,Crystal Palace,24,2000,34.0,,32,,,,,,,,,,,29,,,,Matches,d0706b27
216,Idrissa Gueye,sn SEN,MF,Everton,34,1989,34.0,,76,,,,,,,,,,,46,,,,Matches,72c812f3
