,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
33,André Ayew,gh GHA,MFFW,West Ham,26,1989,16.0,,12,,,,,,,,,,,11,,,,Matches,5dbefa9d
34,Jordan Ayew,gh GHA,FWMF,Swansea City,24,1991,9.6,,12,,,,,,,,,,,8,,,,Matches,da052c14
35,César Azpilicueta,es ESP,DF,Chelsea,26,1989,38.0,,66,,,,,,,,,,,71,,,,Matches,53cad200
36,Eric Bailly,ci CIV,DF,Manchester Utd,22,1994,22.9,,43,,,,,,,,,,,66,,,,Matches,a1232f4e
37,Leighton Baines,eng ENG,DFMF,Everton,31,1984,31.3,,49,,,,,,,,,,,42,,,,Matches,b18095b6
38,Patrick Bamford,eng ENG,FW,Middlesbrough,22,1993,3.2,,5,,,,,,,,,,,4,,,,Matches,93feac6e
39,Patrick Bamford,eng ENG,FWMF,Burnley,22,1993,0.4,,0,,,,,,,,,,,0,,,,Matches,93feac6e
40,Phil Bardsley,sct SCO,DF,Stoke City,31,1985,13.0,,27,,,,,,,,,,,30,,,,Matches,1ae30132
41,Ross Barkley,eng ENG,MFFW,Everton,22,1993,32.2,,26,,,,,,,,,,,13,,,,Matches,3a24769f
42,Ashley Barnes,eng ENG,FW,Burnley,26,1989,19.7,,18,,,,,,,,,,,5,,,,Matches,2691c772
43,Antonio Barragán,es ESP,DF,Middlesbrough,29,1987,24.4,,54,,,,,,,,,,,61,,,,Matches,487d9b09
44,Modou Barrow,gm GAM,MFFW,Swansea City,23,1992,12.7,,18,,,,,,,,,,,6,,,,Matches,75783f5f
45,Gareth Barry,eng ENG,MF,Everton,35,1981,23.4,,49,,,,,,,,,,,39,,,,Matches,7dbbe367
46,Joey Barton,eng ENG,MF,Burnley,33,1982,12.3,,35,,,,,,,,,,,27,,,,Matches,93bfa675
47,Borja Bastón,es ESP,FW,Swansea City,23,1992,6.2,,2,,,,,,,,,,,4,,,,Matches,8c44e37b
48,Michy Batshuayi,be BEL,FW,Chelsea,22,1993,2.8,,2,,,,,,,,,,,2,,,,Matches,2973d8ff
49,Asmir Begović,ba BIH,GK,Chelsea,29,1987,2.0,,0,,,,,,,,,,,0,,,,Matches,7b4de647
50,Valon Behrami,ch SUI,MF,Watford,31,1985,22.6,,56,,,,,,,,,,,34,,,,Matches,d3d758d8
51,Héctor Bellerín,es ESP,DFMF,Arsenal,21,1995,27.8,,22,,,,,,,,,,,39,,,,Matches,f874dd44
52,Yohan Benalouane,tn TUN,DF,Leicester City,29,1987,10.2,,15,,,,,,,,,,,27,,,,Matches,8309b068
53,Christian Benteke,be BEL,FW,Crystal Palace,25,1990,34.8,,6,,,,,,,,,,,7,,,,Matches,ab070c55
54,Jonathan Benteke,be BEL,FW,Crystal Palace,21,1995,0.1,,0,,,,,,,,,,,0,,,,Matches,5c59bc47
55,Saido Berahino,bi BDI,FW,Stoke City,22,1993,8.0,,6,,,,,,,,,,,1,,,,Matches,25b166d0
56,Saido Berahino,bi BDI,FW,West Brom,22,1993,2.7,,2,,,,,,,,,,,0,,,,Matches,25b166d0
57,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,25,1990,11.1,,17,,,,,,,,,,,20,,,,Matches,f72293fc
58,Ryan Bertrand,eng ENG,DF,Southampton,26,1989,27.9,,26,,,,,,,,,,,48,,,,Matches,01226327
59,Mame Biram Diouf,sn SEN,MFFW,Stoke City,28,1987,15.4,,26,,,,,,,,,,,18,,,,Matches,7f4f3e49
60,Daley Blind,nl NED,DF,Manchester Utd,26,1990,20.3,,34,,,,,,,,,,,44,,,,Matches,691bef82
61,Yannick Bolasie,cd COD,FWMF,Crystal Palace,27,1989,0.3,,0,,,,,,,,,,,0,,,,Matches,715fc0fe
62,Yannick Bolasie,cd COD,MFFW,Everton,27,1989,11.4,,13,,,,,,,,,,,3,,,,Matches,715fc0fe
63,Wilfried Bony,ci CIV,FW,Stoke City,27,1988,7.6,,3,,,,,,,,,,,3,,,,Matches,61abe9b6
64,Fabio Borini,it ITA,FWMF,Sunderland,25,1991,19.3,,16,,,,,,,,,,,23,,,,Matches,ef5b337e
65,Artur Boruc,pl POL,GK,Bournemouth,36,1980,35.0,,0,,,,,,,,,,,1,,,,Matches,34ccf6fa
66,Sofiane Boufal,ma MAR,FWMF,Southampton,22,1993,12.3,,26,,,,,,,,,,,7,,,,Matches,b0c71810
67,Jarrod Bowen,eng ENG,MF,Hull City,19,1996,2.0,,1,,,,,,,,,,,1,,,,Matches,79c84d1c
68,George Boyd,sct SCO,MF,Burnley,30,1985,31.5,,68,,,,,,,,,,,35,,,,Matches,0a9048ce
69,Robbie Brady,ie IRL,MF,Burnley,24,1992,8.0,,14,,,,,,,,,,,12,,,,Matches,96bb8cc2
70,Claudio Bravo,cl CHI,GK,Manchester City,33,1983,21.9,,0,,,,,,,,,,,0,,,,Matches,10072610
71,Miguel Britos,uy URU,DF,Watford,31,1985,25.4,,33,,,,,,,,,,,52,,,,Matches,356a9a62
72,Leon Britton,eng ENG,MF,Swansea City,33,1982,12.9,,15,,,,,,,,,,,24,,,,Matches,b92dd711
73,Chris Brunt,nir NIR,MFDF,West Brom,31,1984,27.5,,27,,,,,,,,,,,33,,,,Matches,ec7e6ad1
74,Jack Butland,eng ENG,GK,Stoke City,23,1993,5.0,,0,,,,,,,,,,,0,,,,Matches,cc70a1d5
75,Sam Byram,eng ENG,DFMF,West Ham,22,1993,13.9,,20,,,,,,,,,,,44,,,,Matches,1bf811d4
76,Willy Caballero,ar ARG,GK,Manchester City,34,1981,16.1,,1,,,,,,,,,,,0,,,,Matches,a179d516
77,Yohan Cabaye,fr FRA,MF,Crystal Palace,30,1986,23.6,,39,,,,,,,,,,,72,,,,Matches,ad7b19ef
78,Martín Cáceres,uy URU,DF,Southampton,29,1987,1.0,,1,,,,,,,,,,,1,,,,Matches,e94d79e3
79,Gary Cahill,eng ENG,DF,Chelsea,30,1985,36.6,,41,,,,,,,,,,,48,,,,Matches,7914b9fe
80,Jonathan Calleri,ar ARG,FW,West Ham,22,1993,6.0,,5,,,,,,,,,,,4,,,,Matches,6922f806
81,Dominic Calvert-Lewin,eng ENG,MFFW,Everton,19,1997,3.9,,4,,,,,,,,,,,3,,,,Matches,59e6e5bf
82,Geoff Cameron,us USA,MFDF,Stoke City,31,1985,18.1,,36,,,,,,,,,,,34,,,,Matches,1a160ea3
83,Fraizer Campbell,eng ENG,FW,Crystal Palace,28,1987,1.8,,1,,,,,,,,,,,1,,,,Matches,81d63375
84,Emre Can,de GER,MF,Liverpool,22,1994,26.3,,54,,,,,,,,,,,32,,,,Matches,a65ce836
85,Étienne Capoue,fr FRA,MF,Watford,28,1988,35.6,,44,,,,,,,,,,,61,,,,Matches,5acc4a10
86,Baily Cargill,eng ENG,DF,Bournemouth,21,1995,0.1,,1,,,,,,,,,,,0,,,,Matches,6dbe8f69
87,Michael Carrick,eng ENG,MF,Manchester Utd,35,1981,17.8,,18,,,,,,,,,,,44,,,,Matches,ab7263c1
88,Andy Carroll,eng ENG,FW,West Ham,27,1989,14.6,,3,,,,,,,,,,,6,,,,Matches,b581987a
89,Tom Carroll,eng ENG,MF,Tottenham,24,1992,0.0,,0,,,,,,,,,,,0,,,,Matches,5a1900a4
90,Tom Carroll,eng ENG,MF,Swansea City,24,1992,15.4,,27,,,,,,,,,,,18,,,,Matches,5a1900a4
91,Joel Castro Pereira,pt POR,GK,Manchester Utd,20,1996,1.0,,0,,,,,,,,,,,0,,,,Matches,881e5db7
92,Craig Cathcart,nir NIR,DF,Watford,27,1989,12.9,,18,,,,,,,,,,,16,,,,Matches,89e4b358
93,Lee Cattermole,eng ENG,MF,Sunderland,28,1988,7.0,,8,,,,,,,,,,,22,,,,Matches,538e77d5
94,Santi Cazorla,es ESP,MF,Arsenal,31,1984,6.9,,2,,,,,,,,,,,8,,,,Matches,e2e9c250
95,Petr Čech,cz CZE,GK,Arsenal,34,1982,34.4,,0,,,,,,,,,,,1,,,,Matches,71672fa0
96,Nacer Chadli,be BEL,MFFW,West Brom,26,1989,23.7,,20,,,,,,,,,,,22,,,,Matches,5b54bf3b
97,Nathaniel Chalobah,eng ENG,MF,Chelsea,21,1994,1.9,,4,,,,,,,,,,,2,,,,Matches,422862ea
98,Calum Chambers,eng ENG,DF,Arsenal,21,1995,1.0,,1,,,,,,,,,,,1,,,,Matches,dc6f5bdd
99,Calum Chambers,eng ENG,DF,Middlesbrough,21,1995,24.0,,38,,,,,,,,,,,50,,,,Matches,dc6f5bdd
100,Ben Chilwell,eng ENG,DFMF,Leicester City,19,1996,7.8,,15,,,,,,,,,,,27,,,,Matches,d2424d1b
101,Lee Chung-yong,kr KOR,MF,Crystal Palace,28,1988,5.2,,14,,,,,,,,,,,4,,,,Matches,49b05a83
102,Jordy Clasie,nl NED,MF,Southampton,25,1991,11.3,,9,,,,,,,,,,,15,,,,Matches,31c01b85
103,Adam Clayton,eng ENG,MF,Middlesbrough,27,1989,31.2,,54,,,,,,,,,,,68,,,,Matches,45b59689
104,Tom Cleverley,eng ENG,MF,Everton,26,1989,4.5,,10,,,,,,,,,,,11,,,,Matches,6cdd8245
105,Tom Cleverley,eng ENG,MF,Watford,26,1989,16.0,,20,,,,,,,,,,,19,,,,Matches,6cdd8245
106,Gaël Clichy,fr FRA,DF,Manchester City,31,1985,23.6,,34,,,,,,,,,,,53,,,,Matches,450ad405
107,Sam Clucas,eng ENG,MF,Hull City,25,1990,35.4,,60,,,,,,,,,,,52,,,,Matches,987718f5
108,Nathaniel Clyne,eng ENG,DF,Liverpool,25,1991,36.9,,66,,,,,,,,,,,46,,,,Matches,0442183b
109,Séamus Coleman,ie IRL,DFMF,Everton,27,1988,25.7,,45,,,,,,,,,,,28,,,,Matches,0420d84f
110,James Collins,wls WAL,DF,West Ham,32,1983,18.4,,18,,,,,,,,,,,37,,,,Matches,c61f1719
111,Lewis Cook,eng ENG,MF,Bournemouth,19,1997,4.8,,9,,,,,,,,,,,7,,,,Matches,2afc7272
112,Steve Cook,eng ENG,DF,Bournemouth,25,1991,38.0,,33,,,,,,,,,,,83,,,,Matches,3e5e4e63
113,Francis Coquelin,fr FRA,MF,Arsenal,25,1991,19.8,,44,,,,,,,,,,,52,,,,Matches,a6951bf8
114,Jack Cork,eng ENG,MF,Swansea City,27,1989,24.8,,46,,,,,,,,,,,57,,,,Matches,74e12f1e
115,Diego Costa,es ESP,FW,Chelsea,27,1988,34.2,,11,,,,,,,,,,,9,,,,Matches,a190d597
116,Thibaut Courtois,be BEL,GK,Chelsea,24,1992,36.0,,0,,,,,,,,,,,0,,,,Matches,1840e36d
117,Philippe Coutinho,br BRA,FWMF,Liverpool,24,1992,24.7,,25,,,,,,,,,,,18,,,,Matches,0ef89a37
118,Aaron Cresswell,eng ENG,DFMF,West Ham,26,1989,23.5,,16,,,,,,,,,,,25,,,,Matches,4f974391
119,Peter Crouch,eng ENG,FW,Stoke City,35,1981,14.9,,4,,,,,,,,,,,3,,,,Matches,73d9bdc7
120,Charlie Daniels,eng ENG,DF,Bournemouth,29,1986,34.0,,40,,,,,,,,,,,51,,,,Matches,9d107085
121,Scott Dann,eng ENG,DF,Crystal Palace,29,1987,19.4,,11,,,,,,,,,,,32,,,,Matches,52105203
122,Matteo Darmian,it ITA,DF,Manchester Utd,26,1989,14.8,,28,,,,,,,,,,,38,,,,Matches,96e0490d
123,Ben Davies,wls WAL,DFMF,Tottenham,23,1993,19.3,,30,,,,,,,,,,,12,,,,Matches,44781702
124,Curtis Davies,sl SLE,DF,Hull City,31,1985,23.7,,25,,,,,,,,,,,92,,,,Matches,607fb965
125,Tom Davies,eng ENG,MF,Everton,18,1998,17.2,,26,,,,,,,,,,,20,,,,Matches,9228b07c
126,Steven Davis,nir NIR,MF,Southampton,31,1985,29.4,,41,,,,,,,,,,,26,,,,Matches,cf15bbb1
127,Craig Dawson,eng ENG,DF,West Brom,26,1990,36.4,,46,,,,,,,,,,,61,,,,Matches,3e9e06cb
128,Michael Dawson,eng ENG,DF,Hull City,32,1983,19.1,,12,,,,,,,,,,,29,,,,Matches,4771114f
129,Kevin De Bruyne,be BEL,MF,Manchester City,25,1991,32.0,,35,,,,,,,,,,,24,,,,Matches,e46012d4
130,Mathieu Debuchy,fr FRA,DF,Arsenal,31,1985,0.2,,0,,,,,,,,,,,1,,,,Matches,92232aad
131,Troy Deeney,eng ENG,FW,Watford,28,1988,32.7,,16,,,,,,,,,,,18,,,,Matches,82e34b69
132,Jermain Defoe,eng ENG,FW,Sunderland,33,1982,36.9,,14,,,,,,,,,,,4,,,,Matches,f1e8372d
133,Steven Defour,be BEL,MF,Burnley,28,1988,11.9,,16,,,,,,,,,,,33,,,,Matches,73489527
134,Damien Delaney,ie IRL,DF,Crystal Palace,35,1981,22.4,,22,,,,,,,,,,,43,,,,Matches,210d9ecb
135,Fabian Delph,eng ENG,MF,Manchester City,26,1989,2.5,,4,,,,,,,,,,,7,,,,Matches,111c3236
136,Mousa Dembélé,be BEL,MF,Tottenham,29,1987,22.8,,55,,,,,,,,,,,26,,,,Matches,f7ee69fb
137,Jason Denayer,be BEL,MFDF,Sunderland,21,1995,20.9,,26,,,,,,,,,,,36,,,,Matches,47af88b8
138,Mike van der Hoorn,nl NED,DF,Swansea City,23,1992,7.4,,8,,,,,,,,,,,19,,,,Matches,25f50295
139,Gerard Deulofeu,es ESP,FWMF,Everton,22,1994,5.1,,5,,,,,,,,,,,4,,,,Matches,39583cfd
140,Eric Dier,eng ENG,DFMF,Tottenham,22,1994,33.8,,34,,,,,,,,,,,37,,,,Matches,ac861941
141,Adama Diomande,no NOR,FWMF,Hull City,26,1990,13.0,,22,,,,,,,,,,,8,,,,Matches,336dbcb2
142,Papy Djilobodji,sn SEN,DF,Sunderland,27,1988,17.5,,18,,,,,,,,,,,54,,,,Matches,083525e5
143,Abdoulaye Doucouré,ml MLI,MF,Watford,23,1993,15.1,,13,,,,,,,,,,,22,,,,Matches,02b29014
144,Stewart Downing,eng ENG,MFFW,Middlesbrough,32,1984,24.6,,20,,,,,,,,,,,34,,,,Matches,b13c4620
145,Danny Drinkwater,eng ENG,MF,Leicester City,26,1990,27.4,,58,,,,,,,,,,,42,,,,Matches,2649ff32
146,Nathan Dyer,eng ENG,MFFW,Swansea City,28,1987,2.4,,4,,,,,,,,,,,3,,,,Matches,6dfd5af0
147,Ovie Ejaria,eng ENG,MF,Liverpool,18,1997,0.1,,0,,,,,,,,,,,0,,,,Matches,a801669e
148,Omar Elabdellaoui,no NOR,DFMF,Hull City,24,1991,6.8,,4,,,,,,,,,,,10,,,,Matches,4f56170e
149,Andrew Eleftheriou,eng ENG,DF,Watford,18,1997,0.6,,1,,,,,,,,,,,2,,,,Matches,0878b548
150,Ahmed Elmohamady,eg EGY,DFMF,Hull City,28,1987,28.0,,36,,,,,,,,,,,51,,,,Matches,615ef733
151,Mohamed Elneny,eg EGY,MF,Arsenal,24,1992,7.7,,14,,,,,,,,,,,8,,,,Matches,47a34c4f
152,Christian Eriksen,dk DEN,MF,Tottenham,24,1992,35.1,,35,,,,,,,,,,,25,,,,Matches,980522ec
153,Bernardo Espinosa,co COL,DF,Middlesbrough,27,1989,10.8,,17,,,,,,,,,,,21,,,,Matches,4242011c
154,Jonny Evans,nir NIR,DF,West Brom,28,1988,29.3,,26,,,,,,,,,,,82,,,,Matches,f8fcd2a5
155,Łukasz Fabiański,pl POL,GK,Swansea City,31,1985,37.0,,2,,,,,,,,,,,1,,,,Matches,9328b835
156,Fábio,br BRA,DF,Middlesbrough,26,1990,20.5,,51,,,,,,,,,,,37,,,,Matches,bc7b4580
157,Cesc Fàbregas,es ESP,MF,Chelsea,29,1987,14.9,,27,,,,,,,,,,,14,,,,Matches,33508c78
158,Adam Federici,au AUS,GK,Bournemouth,31,1985,2.0,,0,,,,,,,,,,,0,,,,Matches,e5ea8be7
159,Sofiane Feghouli,dz ALG,MFFW,West Ham,26,1989,11.6,,13,,,,,,,,,,,14,,,,Matches,691f64f5
160,Marouane Fellaini,be BEL,MF,Manchester Utd,28,1987,17.8,,41,,,,,,,,,,,30,,,,Matches,87575fd9
161,Leroy Fer,nl NED,MF,Swansea City,26,1990,26.7,,41,,,,,,,,,,,23,,,,Matches,3cefa66a
162,Edimilson Fernandes,ch SUI,MF,West Ham,20,1996,11.1,,14,,,,,,,,,,,20,,,,Matches,3bb625ac
163,Federico Fernández,ar ARG,DF,Swansea City,27,1989,27.0,,30,,,,,,,,,,,50,,,,Matches,f25b010f
164,Fernandinho,br BRA,MFDF,Manchester City,31,1985,30.6,,55,,,,,,,,,,,65,,,,Matches,101da2b5
165,Fernando,br BRA,MFDF,Manchester City,29,1987,6.3,,14,,,,,,,,,,,14,,,,Matches,41f32541
166,Sam Field,eng ENG,MF,West Brom,18,1998,3.1,,6,,,,,,,,,,,4,,,,Matches,bd8a7d05
167,Roberto Firmino,br BRA,FW,Liverpool,24,1991,34.0,,42,,,,,,,,,,,25,,,,Matches,4c370d81
168,Viktor Fischer,dk DEN,FWMF,Middlesbrough,22,1994,4.9,,4,,,,,,,,,,,1,,,,Matches,b5920350
169,Mathieu Flamini,fr FRA,MF,Crystal Palace,32,1984,3.0,,2,,,,,,,,,,,5,,,,Matches,148d4105
170,Jon Flanagan,eng ENG,DF,Burnley,23,1993,4.0,,14,,,,,,,,,,,14,,,,Matches,f2428fd4
171,Ashley Fletcher,eng ENG,FW,West Ham,20,1995,4.1,,2,,,,,,,,,,,0,,,,Matches,eeb6551f
172,Darren Fletcher,sct SCO,MF,West Brom,32,1984,35.9,,30,,,,,,,,,,,44,,,,Matches,184e4970
173,Michael Folivi,eng ENG,FW,Watford,18,1998,0.1,,0,,,,,,,,,,,0,,,,Matches,a7b41270
174,José Fonte,pt POR,DF,Southampton,32,1983,17.0,,20,,,,,,,,,,,37,,,,Matches,90f87966
175,José Fonte,pt POR,DF,West Ham,32,1983,15.6,,14,,,,,,,,,,,39,,,,Matches,90f87966
176,Adam Forshaw,eng ENG,MF,Middlesbrough,24,1991,29.9,,42,,,,,,,,,,,36,,,,Matches,9f1938ab
177,Fraser Forster,eng ENG,GK,Southampton,28,1988,38.0,,2,,,,,,,,,,,0,,,,Matches,c3e39f12
178,Ben Foster,eng ENG,GK,West Brom,33,1983,38.0,,0,,,,,,,,,,,2,,,,Matches,d0b3ceb9
179,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,18,1998,1.1,,4,,,,,,,,,,,2,,,,Matches,a9142dc3
180,Simon Francis,eng ENG,DF,Bournemouth,31,1985,32.7,,51,,,,,,,,,,,56,,,,Matches,1e0b6a73
181,Ryan Fraser,sct SCO,MF,Bournemouth,22,1994,19.6,,13,,,,,,,,,,,13,,,,Matches,d56543a0
182,George Friend,eng ENG,DF,Middlesbrough,28,1987,21.8,,49,,,,,,,,,,,56,,,,Matches,4f97147d
183,Zeki Fryers,eng ENG,DF,Crystal Palace,23,1992,2.1,,1,,,,,,,,,,,2,,,,Matches,f58d6213
184,Christian Fuchs,at AUT,DF,Leicester City,30,1986,34.5,,76,,,,,,,,,,,68,,,,Matches,a67a09fb
185,Jay Fulton,sct SCO,MF,Swansea City,22,1994,7.7,,20,,,,,,,,,,,7,,,,Matches,434ad289
186,Ramiro Funes Mori,ar ARG,DF,Everton,25,1991,17.1,,17,,,,,,,,,,,33,,,,Matches,89cbc961
187,Manolo Gabbiadini,it ITA,FW,Southampton,24,1991,8.0,,3,,,,,,,,,,,3,,,,Matches,8f866fe8
188,Brendan Galloway,zw ZIM,DF,West Brom,20,1996,2.7,,6,,,,,,,,,,,7,,,,Matches,321506b3
189,Aleix García,es ESP,MF,Manchester City,19,1997,0.9,,2,,,,,,,,,,,4,,,,Matches,a10361d2
190,Craig Gardner,eng ENG,MF,West Brom,29,1986,2.4,,3,,,,,,,,,,,2,,,,Matches,1117b9ff
191,David de Gea,es ESP,GK,Manchester Utd,25,1990,35.0,,0,,,,,,,,,,,0,,,,Matches,7ba6d84e
192,Rudy Gestede,bj BEN,FW,Middlesbrough,27,1988,5.9,,6,,,,,,,,,,,3,,,,Matches,822b3ef9
193,Kieran Gibbs,eng ENG,MFDF,Arsenal,26,1989,7.8,,7,,,,,,,,,,,10,,,,Matches,46ee5234
194,Ben Gibson,eng ENG,DF,Middlesbrough,23,1993,38.0,,27,,,,,,,,,,,59,,,,Matches,bcfb0142
195,Darron Gibson,ie IRL,MF,Sunderland,28,1987,7.1,,11,,,,,,,,,,,13,,,,Matches,f0e72e1c
196,Olivier Giroud,fr FRA,FW,Arsenal,29,1986,13.4,,9,,,,,,,,,,,7,,,,Matches,16ceb862
197,Shay Given,ie IRL,GK,Stoke City,40,1976,5.0,,0,,,,,,,,,,,0,,,,Matches,0db918ff
198,Evandro Goebel,br BRA,MF,Hull City,29,1986,6.4,,14,,,,,,,,,,,3,,,,Matches,67dbadfc
199,Angel Gomes,eng ENG,FWMF,Manchester Utd,15,2000,0.0,,0,,,,,,,,,,,0,,,,Matches,645a3363
200,Heurelho Gomes,br BRA,GK,Watford,35,1981,37.1,,0,,,,,,,,,,,3,,,,Matches,d596e193
201,Lynden Gooch,us USA,MF,Sunderland,20,1995,4.1,,11,,,,,,,,,,,6,,,,Matches,1ea00b03
202,Dan Gosling,eng ENG,MF,Bournemouth,26,1990,15.2,,40,,,,,,,,,,,26,,,,Matches,7fec31a0
203,Lewis Grabban,eng ENG,FWMF,Bournemouth,28,1988,0.7,,1,,,,,,,,,,,0,,,,Matches,1a857282
204,Max Gradel,ci CIV,FWMF,Bournemouth,28,1987,1.5,,4,,,,,,,,,,,3,,,,Matches,c5a500ca
205,Lee Grant,eng ENG,GK,Stoke City,33,1983,28.0,,1,,,,,,,,,,,1,,,,Matches,9dab6e3b
206,Andre Gray,jm JAM,FW,Burnley,25,1991,25.1,,4,,,,,,,,,,,5,,,,Matches,c24dba2a
207,Demarai Gray,jm JAM,MFFW,Leicester City,20,1996,11.7,,14,,,,,,,,,,,11,,,,Matches,4468ec10
208,Kamil Grosicki,pl POL,MF,Hull City,28,1988,12.7,,4,,,,,,,,,,,13,,,,Matches,81d8091f
209,Marko Grujić,rs SRB,MF,Liverpool,20,1996,0.5,,0,,,,,,,,,,,0,,,,Matches,8b8e759d
210,Adlène Guedioura,dz ALG,MF,Middlesbrough,30,1985,1.6,,5,,,,,,,,,,,3,,,,Matches,f75825e3
211,Adlène Guedioura,dz ALG,MF,Watford,30,1985,8.0,,17,,,,,,,,,,,10,,,,Matches,f75825e3
212,Idrissa Gueye,sn SEN,MF,Everton,26,1989,29.8,,103,,,,,,,,,,,77,,,,Matches,72c812f3
213,İlkay Gündoğan,de GER,MF,Manchester City,25,1990,7.8,,9,,,,,,,,,,,9,,,,Matches,819b3158
214,Brad Guzan,us USA,GK,Middlesbrough,31,1984,10.0,,1,,,,,,,,,,,1,,,,Matches,d899e3bf
215,Josh Harrop,eng ENG,FW,Manchester Utd,20,1995,1.0,,3,,,,,,,,,,,0,,,,Matches,00e1cf8f
216,Eden Hazard,be BEL,FWMF,Chelsea,25,1991,33.1,,14,,,,,,,,,,,28,,,,Matches,a39bb753
217,Tom Heaton,eng ENG,GK,Burnley,30,1986,35.0,,2,,,,,,,,,,,2,,,,Matches,a6de6361
