,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
218,Jordan Henderson,eng ENG,MF,Liverpool,26,1990,23.5,,64,,,,,,,,,,,47,,,,Matches,935e6b8f
219,Jeff Hendrick,ie IRL,MF,Burnley,24,1992,29.9,,15,,,,,,,,,,,44,,,,Matches,989d5705
220,Wayne Hennessey,wls WAL,GK,Crystal Palace,29,1987,29.0,,2,,,,,,,,,,,1,,,,Matches,76eca7e2
221,Markus Henriksen,no NOR,MF,Hull City,24,1992,7.1,,9,,,,,,,,,,,5,,,,Matches,26acecd2
222,Abel Hernández,uy URU,FW,Hull City,25,1990,15.8,,6,,,,,,,,,,,4,,,,Matches,a36da810
223,Luis Hernández,es ESP,DF,Leicester City,27,1989,3.6,,5,,,,,,,,,,,9,,,,Matches,02d2c436
224,Ander Herrera,es ESP,MF,Manchester Utd,26,1989,27.4,,63,,,,,,,,,,,86,,,,Matches,436a9dd0
225,Son Heung-min,kr KOR,MFFW,Tottenham,24,1992,22.9,,13,,,,,,,,,,,7,,,,Matches,92e7e919
226,Rob Holding,eng ENG,DF,Arsenal,20,1995,9.0,,9,,,,,,,,,,,11,,,,Matches,d79a8c87
227,José Holebas,gr GRE,DFMF,Watford,32,1984,32.3,,47,,,,,,,,,,,58,,,,Matches,12aa7661
228,Mason Holgate,jm JAM,DF,Everton,19,1996,15.2,,33,,,,,,,,,,,22,,,,Matches,d0042ab9
229,George Honeyman,eng ENG,MF,Sunderland,21,1994,2.6,,8,,,,,,,,,,,4,,,,Matches,84afeaff
230,Tom Huddlestone,eng ENG,MF,Hull City,29,1986,22.5,,25,,,,,,,,,,,48,,,,Matches,464cbbc9
231,James Husband,eng ENG,DF,Middlesbrough,22,1994,0.6,,0,,,,,,,,,,,0,,,,Matches,33e2d513
232,Robert Huth,de GER,DF,Leicester City,31,1984,32.5,,24,,,,,,,,,,,44,,,,Matches,0bd1ea64
233,Pierre Højbjerg,dk DEN,MF,Southampton,20,1995,14.5,,31,,,,,,,,,,,31,,,,Matches,8b04d6c1
234,Jordon Ibe,eng ENG,MFFW,Bournemouth,20,1995,11.7,,11,,,,,,,,,,,10,,,,Matches,9f736ed2
235,Didier Ibrahim Ndong,ga GAB,MF,Sunderland,22,1994,28.0,,64,,,,,,,,,,,50,,,,Matches,885b7aa7
236,Zlatan Ibrahimović,se SWE,FW,Manchester Utd,34,1981,27.1,,6,,,,,,,,,,,12,,,,Matches,4cde5509
237,Odion Ighalo,ng NGA,FW,Watford,27,1989,14.3,,8,,,,,,,,,,,4,,,,Matches,03622183
238,Kelechi Iheanacho,ng NGA,FW,Manchester City,19,1996,6.0,,5,,,,,,,,,,,0,,,,Matches,c92e1a31
239,Giannelli Imbula,cd COD,MF,Stoke City,23,1992,8.8,,10,,,,,,,,,,,4,,,,Matches,b86fe156
240,Branislav Ivanović,rs SRB,DF,Chelsea,32,1984,6.5,,11,,,,,,,,,,,11,,,,Matches,85f8571a
241,Alex Iwobi,ng NGA,MF,Arsenal,20,1996,16.2,,15,,,,,,,,,,,8,,,,Matches,6ca5ec4b
242,Phil Jagielka,eng ENG,DF,Everton,33,1982,25.0,,34,,,,,,,,,,,41,,,,Matches,3233eefd
243,Eldin Jakupović,ch SUI,GK,Hull City,31,1984,22.0,,0,,,,,,,,,,,1,,,,Matches,1148323a
244,Matty James,eng ENG,MF,Leicester City,25,1991,0.0,,0,,,,,,,,,,,0,,,,Matches,ebd0a048
245,Daryl Janmaat,nl NED,MFDF,Watford,27,1989,18.0,,30,,,,,,,,,,,23,,,,Matches,45da6694
246,Vincent Janssen,nl NED,FW,Tottenham,22,1994,9.4,,14,,,,,,,,,,,4,,,,Matches,31dce0c8
247,Adnan Januzaj,be BEL,MFFW,Sunderland,21,1995,18.1,,15,,,,,,,,,,,9,,,,Matches,4737cebe
248,Mile Jedinak,au AUS,MF,Crystal Palace,31,1984,1.0,,2,,,,,,,,,,,1,,,,Matches,22fd2214
249,Carl Jenkinson,eng ENG,DF,Arsenal,24,1992,0.9,,3,,,,,,,,,,,2,,,,Matches,874125a3
250,Gabriel Jesus,br BRA,FWMF,Manchester City,19,1997,7.2,,7,,,,,,,,,,,3,,,,Matches,b66315ae
251,Glen Johnson,eng ENG,DF,Stoke City,31,1984,21.7,,37,,,,,,,,,,,42,,,,Matches,8cceca90
252,Billy Jones,eng ENG,DFMF,Sunderland,29,1987,25.2,,43,,,,,,,,,,,50,,,,Matches,aa3cb1ad
253,David Jones,eng ENG,MF,Burnley,31,1984,1.0,,0,,,,,,,,,,,1,,,,Matches,2f0edbe7
254,Phil Jones,eng ENG,DF,Manchester Utd,24,1992,17.6,,25,,,,,,,,,,,27,,,,Matches,def899bd
255,Lukas Jutkiewicz,eng ENG,FW,Burnley,27,1989,0.1,,0,,,,,,,,,,,0,,,,Matches,3943a06f
256,Christian Kabasele,be BEL,DFMF,Watford,25,1991,8.6,,13,,,,,,,,,,,16,,,,Matches,914ab9a1
257,Younès Kaboul,fr FRA,DF,Watford,30,1986,20.2,,20,,,,,,,,,,,47,,,,Matches,3680d723
258,Younès Kaboul,fr FRA,DF,Sunderland,30,1986,1.0,,0,,,,,,,,,,,1,,,,Matches,3680d723
259,Sullay Kaikai,sl SLE,FWMF,Crystal Palace,20,1995,0.3,,0,,,,,,,,,,,0,,,,Matches,fc166e49
260,Harry Kane,eng ENG,FW,Tottenham,23,1993,28.0,,15,,,,,,,,,,,7,,,,Matches,21a66f6a
261,N'Golo Kanté,fr FRA,MF,Chelsea,25,1991,34.9,,84,,,,,,,,,,,83,,,,Matches,b9fbae28
262,Loris Karius,de GER,GK,Liverpool,23,1993,10.0,,0,,,,,,,,,,,1,,,,Matches,32e7ce92
263,Michael Keane,eng ENG,DF,Burnley,23,1993,35.0,,28,,,,,,,,,,,66,,,,Matches,c5b7c315
264,Will Keane,ie IRL,FW,Hull City,23,1993,3.1,,0,,,,,,,,,,,1,,,,Matches,fc7f8f87
265,Martin Kelly,eng ENG,DF,Crystal Palace,26,1990,23.6,,34,,,,,,,,,,,26,,,,Matches,d7492450
266,Kenedy,br BRA,MF,Chelsea,20,1996,0.8,,0,,,,,,,,,,,2,,,,Matches,5eebbfdf
267,Kenedy,br BRA,FWMF,Watford,20,1996,0.2,,0,,,,,,,,,,,0,,,,Matches,5eebbfdf
268,Jonjoe Kenny,eng ENG,DFFW,Everton,19,1997,0.1,,0,,,,,,,,,,,0,,,,Matches,099e666f
269,Wahbi Khazri,tn TUN,MFFW,Sunderland,25,1991,9.4,,10,,,,,,,,,,,9,,,,Matches,2677a1de
270,Michael Kightly,eng ENG,MF,Burnley,30,1986,1.2,,4,,,,,,,,,,,0,,,,Matches,26e5c484
271,Andy King,wls WAL,MF,Leicester City,27,1988,16.1,,29,,,,,,,,,,,26,,,,Matches,d790907f
272,Joshua King,no NOR,MFFW,Bournemouth,24,1992,30.1,,41,,,,,,,,,,,22,,,,Matches,43458538
273,Stephen Kingsley,sct SCO,DF,Swansea City,22,1994,11.5,,10,,,,,,,,,,,9,,,,Matches,488cc9c7
274,Jan Kirchhoff,de GER,MF,Sunderland,25,1990,4.8,,10,,,,,,,,,,,11,,,,Matches,a14d04e3
275,Ragnar Klavan,ee EST,DF,Liverpool,30,1985,15.7,,17,,,,,,,,,,,14,,,,Matches,008a6e6d
276,Aleksandar Kolarov,rs SRB,DF,Manchester City,30,1985,28.2,,35,,,,,,,,,,,47,,,,Matches,eda40760
277,Vincent Kompany,be BEL,DF,Manchester City,30,1986,9.1,,11,,,,,,,,,,,19,,,,Matches,d2bff301
278,Arouna Koné,ci CIV,FW,Everton,32,1983,0.9,,0,,,,,,,,,,,0,,,,Matches,f9a72ca4
279,Lamine Koné,ci CIV,DF,Sunderland,27,1989,28.3,,28,,,,,,,,,,,51,,,,Matches,a46472d0
280,Laurent Koscielny,fr FRA,DF,Arsenal,30,1985,31.4,,42,,,,,,,,,,,90,,,,Matches,f5efb153
281,Cheikhou Kouyaté,sn SEN,MFDF,West Ham,26,1989,30.3,,53,,,,,,,,,,,78,,,,Matches,8d3c902d
282,Bojan Krkić,es ESP,MFFW,Stoke City,25,1990,5.3,,5,,,,,,,,,,,3,,,,Matches,9fa0a0b8
283,Adam Lallana,eng ENG,MFFW,Liverpool,28,1988,26.0,,35,,,,,,,,,,,20,,,,Matches,99813635
284,Rickie Lambert,eng ENG,FW,West Brom,34,1982,0.1,,0,,,,,,,,,,,1,,,,Matches,495de82c
285,Érik Lamela,ar ARG,MF,Tottenham,24,1992,6.6,,12,,,,,,,,,,,4,,,,Matches,abe66106
286,Manuel Lanzini,ar ARG,MF,West Ham,23,1993,30.1,,34,,,,,,,,,,,51,,,,Matches,26f6dca8
287,Sebastian Larsson,se SWE,MF,Sunderland,31,1985,16.3,,31,,,,,,,,,,,17,,,,Matches,b26efc36
288,Grant Leadbitter,eng ENG,MF,Middlesbrough,30,1986,7.9,,12,,,,,,,,,,,9,,,,Matches,516f7fc1
289,Joe Ledley,wls WAL,MF,Crystal Palace,29,1987,12.9,,16,,,,,,,,,,,28,,,,Matches,c221f149
290,Lucas Leiva,br BRA,MFDF,Liverpool,29,1987,12.4,,26,,,,,,,,,,,36,,,,Matches,4c78b5ed
291,Jonathan Leko,eng ENG,FWMF,West Brom,17,1999,2.0,,0,,,,,,,,,,,2,,,,Matches,76b5cbbd
292,Aaron Lennon,eng ENG,MFFW,Everton,29,1987,5.7,,12,,,,,,,,,,,5,,,,Matches,2ff964a0
293,Jeremain Lens,nl NED,FWMF,Sunderland,28,1987,0.8,,2,,,,,,,,,,,2,,,,Matches,6f1721f0
294,Joleon Lescott,eng ENG,DF,Sunderland,33,1982,1.4,,0,,,,,,,,,,,4,,,,Matches,62393d3b
295,Filip Lesniak,sk SVK,MF,Tottenham,20,1996,0.1,,1,,,,,,,,,,,0,,,,Matches,5348fe7c
296,Jesse Lingard,eng ENG,MFFW,Manchester Utd,23,1992,15.1,,16,,,,,,,,,,,15,,,,Matches,810e3c74
297,Jake Livermore,eng ENG,MF,West Brom,26,1989,14.5,,21,,,,,,,,,,,19,,,,Matches,b98570d1
298,Jake Livermore,eng ENG,MFDF,Hull City,26,1989,18.6,,35,,,,,,,,,,,30,,,,Matches,b98570d1
299,Fernando Llorente,es ESP,FW,Swansea City,31,1985,27.1,,17,,,,,,,,,,,2,,,,Matches,82dbf623
300,Hugo Lloris,fr FRA,GK,Tottenham,29,1986,33.4,,0,,,,,,,,,,,2,,,,Matches,8f62b6ee
301,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,20,1996,0.4,,0,,,,,,,,,,,0,,,,Matches,e97fd090
302,Kevin Long,ie IRL,DF,Burnley,25,1990,3.0,,4,,,,,,,,,,,3,,,,Matches,5a4280b1
303,Shane Long,ie IRL,FW,Southampton,29,1987,14.0,,11,,,,,,,,,,,5,,,,Matches,9f472354
304,Ademola Lookman,ng NGA,FW,Everton,18,1997,3.2,,4,,,,,,,,,,,2,,,,Matches,7c104bb7
305,Donald Love,sct SCO,DF,Sunderland,21,1994,6.8,,14,,,,,,,,,,,15,,,,Matches,160599ed
306,Dejan Lovren,hr CRO,DF,Liverpool,27,1989,28.4,,32,,,,,,,,,,,47,,,,Matches,1a2935f6
307,Matthew Lowton,eng ENG,DF,Burnley,27,1989,36.0,,71,,,,,,,,,,,70,,,,Matches,9a9c05db
308,David Luiz,br BRA,DF,Chelsea,29,1987,32.8,,27,,,,,,,,,,,69,,,,Matches,c0e27d1a
309,Romelu Lukaku,be BEL,FW,Everton,23,1993,36.3,,9,,,,,,,,,,,0,,,,Matches,5eae500a
310,Harry Maguire,eng ENG,DF,Hull City,23,1993,25.6,,39,,,,,,,,,,,67,,,,Matches,d8931174
311,Riyad Mahrez,dz ALG,MF,Leicester City,25,1991,31.4,,24,,,,,,,,,,,28,,,,Matches,892d5bb1
312,Ainsley Maitland-Niles,eng ENG,DFFW,Arsenal,18,1997,0.0,,1,,,,,,,,,,,0,,,,Matches,e3a5814e
313,Shaun Maloney,sct SCO,MF,Hull City,33,1983,3.1,,6,,,,,,,,,,,1,,,,Matches,0558e236
314,Steve Mandanda,fr FRA,GK,Crystal Palace,31,1985,9.0,,0,,,,,,,,,,,0,,,,Matches,1d2d5cc8
315,Sadio Mané,sn SEN,FW,Liverpool,24,1992,24.8,,18,,,,,,,,,,,11,,,,Matches,c691bfe2
316,Vito Mannone,it ITA,GK,Sunderland,28,1988,9.0,,0,,,,,,,,,,,1,,,,Matches,c4173f1a
317,Javier Manquillo,es ESP,DFMF,Sunderland,22,1994,15.9,,22,,,,,,,,,,,25,,,,Matches,758dd7f0
318,Adrian Mariappa,jm JAM,DF,Watford,29,1986,6.2,,16,,,,,,,,,,,14,,,,Matches,8aa5f52c
319,Lazar Marković,rs SRB,MF,Hull City,22,1994,11.2,,12,,,,,,,,,,,14,,,,Matches,723ba189
320,Dean Marney,eng ENG,MF,Burnley,32,1984,19.6,,28,,,,,,,,,,,28,,,,Matches,b3379356
321,David Marshall,sct SCO,GK,Hull City,31,1985,16.0,,0,,,,,,,,,,,0,,,,Matches,4d93d433
322,Anthony Martial,fr FRA,MFFW,Manchester Utd,20,1995,17.3,,16,,,,,,,,,,,9,,,,Matches,8b788c01
323,Cuco Martina,cw CUW,DF,Southampton,26,1989,6.6,,9,,,,,,,,,,,14,,,,Matches,22551915
324,Emiliano Martínez,ar ARG,GK,Arsenal,23,1992,2.0,,0,,,,,,,,,,,0,,,,Matches,7956236f
325,Bruno Martins Indi,nl NED,DF,Stoke City,24,1992,35.0,,42,,,,,,,,,,,66,,,,Matches,7bc34048
326,Brandon Mason,eng ENG,DF,Watford,18,1997,1.3,,1,,,,,,,,,,,3,,,,Matches,1415840f
327,Ryan Mason,eng ENG,MF,Hull City,25,1991,10.3,,10,,,,,,,,,,,14,,,,Matches,c8fac933
328,Arthur Masuaku,cd COD,DFMF,West Ham,22,1993,10.8,,32,,,,,,,,,,,26,,,,Matches,57df7a11
329,Juan Mata,es ESP,MFFW,Manchester Utd,28,1988,17.9,,18,,,,,,,,,,,13,,,,Matches,29733c72
330,Nemanja Matić,rs SRB,MF,Chelsea,27,1988,29.9,,40,,,,,,,,,,,55,,,,Matches,eb7822d7
331,Joël Matip,cm CMR,DF,Liverpool,24,1991,27.3,,37,,,,,,,,,,,49,,,,Matches,b217ef29
332,Alfie Mawson,eng ENG,DF,Swansea City,22,1994,27.0,,24,,,,,,,,,,,29,,,,Matches,d368feb8
333,Dieumerci Mbokani,cd COD,FW,Hull City,30,1985,8.5,,3,,,,,,,,,,,1,,,,Matches,d9847696
334,James McArthur,sct SCO,MF,Crystal Palace,28,1987,22.2,,45,,,,,,,,,,,26,,,,Matches,cee31595
335,Gareth McAuley,nir NIR,DF,West Brom,36,1979,34.9,,37,,,,,,,,,,,74,,,,Matches,ac7d7378
336,Oliver McBurnie,sct SCO,FW,Swansea City,20,1996,0.9,,1,,,,,,,,,,,0,,,,Matches,78b8ac63
337,James McCarthy,ie IRL,MF,Everton,25,1990,6.8,,12,,,,,,,,,,,11,,,,Matches,64b08de7
338,James McClean,ie IRL,MFFW,West Brom,27,1989,16.4,,41,,,,,,,,,,,19,,,,Matches,53538b39
339,Paddy McNair,nir NIR,MF,Sunderland,21,1995,3.9,,6,,,,,,,,,,,5,,,,Matches,8ac454b5
340,Sam McQueen,eng ENG,DF,Southampton,21,1995,6.8,,11,,,,,,,,,,,15,,,,Matches,b27b49b4
341,Scott McTominay,sct SCO,MF,Manchester Utd,19,1996,1.1,,1,,,,,,,,,,,2,,,,Matches,d93c2511
342,Ben Mee,eng ENG,DF,Burnley,26,1989,33.5,,31,,,,,,,,,,,74,,,,Matches,8df7a2fb
343,Memphis,nl NED,FWMF,Manchester Utd,22,1994,0.3,,1,,,,,,,,,,,0,,,,Matches,8f696594
344,Nampalys Mendy,sn SEN,MF,Leicester City,24,1992,3.0,,1,,,,,,,,,,,6,,,,Matches,1598599e
345,Per Mertesacker,de GER,DF,Arsenal,31,1984,0.4,,1,,,,,,,,,,,1,,,,Matches,5be28712
346,David Meyler,ie IRL,MFDF,Hull City,27,1989,10.7,,20,,,,,,,,,,,20,,,,Matches,8ea6417a
347,Simon Mignolet,be BEL,GK,Liverpool,28,1988,28.0,,1,,,,,,,,,,,1,,,,Matches,d436eb94
348,Luka Milivojević,rs SRB,MF,Crystal Palace,25,1991,13.6,,18,,,,,,,,,,,41,,,,Matches,2ce2508a
349,James Milner,eng ENG,DF,Liverpool,30,1986,35.0,,64,,,,,,,,,,,44,,,,Matches,2f90f6b8
350,Tyrone Mings,eng ENG,DF,Bournemouth,23,1993,5.6,,10,,,,,,,,,,,6,,,,Matches,8397a50c
351,Kevin Mirallas,be BEL,FWMF,Everton,28,1987,23.0,,14,,,,,,,,,,,8,,,,Matches,aa51343f
352,Demetri Mitchell,eng ENG,DF,Manchester Utd,19,1997,1.0,,4,,,,,,,,,,,3,,,,Matches,c286f3c2
353,Henrikh Mkhitaryan,am ARM,FWMF,Manchester Utd,27,1989,15.0,,18,,,,,,,,,,,22,,,,Matches,dd0daf32
354,Nacho Monreal,es ESP,DF,Arsenal,30,1986,35.0,,64,,,,,,,,,,,89,,,,Matches,d4cb83cc
355,Jefferson Montero,ec ECU,MFFW,Swansea City,26,1989,5.4,,5,,,,,,,,,,,1,,,,Matches,fa6561bf
356,Alberto Moreno,es ESP,DF,Liverpool,24,1992,3.4,,6,,,,,,,,,,,2,,,,Matches,11b9265b
357,Wes Morgan,jm JAM,DF,Leicester City,32,1984,27.0,,15,,,,,,,,,,,56,,,,Matches,80c31c97
358,James Morrison,sct SCO,MF,West Brom,30,1986,19.3,,19,,,,,,,,,,,22,,,,Matches,21a66e33
359,Victor Moses,ng NGA,MF,Chelsea,25,1990,27.6,,42,,,,,,,,,,,41,,,,Matches,e726e11e
360,Lys Mousset,fr FRA,FW,Bournemouth,20,1996,3.0,,1,,,,,,,,,,,0,,,,Matches,d9cfca3d
361,Marc Muniesa,es ESP,DF,Stoke City,24,1992,7.2,,12,,,,,,,,,,,21,,,,Matches,4db76f57
362,Ahmed Musa,ng NGA,MFFW,Leicester City,23,1992,8.5,,12,,,,,,,,,,,11,,,,Matches,b7084daf
363,Shkodran Mustafi,de GER,DF,Arsenal,24,1992,25.3,,43,,,,,,,,,,,61,,,,Matches,3f2d59fe
364,Jordon Mutch,eng ENG,MF,Crystal Palace,24,1991,0.6,,2,,,,,,,,,,,0,,,,Matches,37c408cc
365,Alfred N'Diaye,sn SEN,MF,Hull City,26,1990,14.1,,35,,,,,,,,,,,20,,,,Matches,7789bf63
366,Georges-Kévin N'Koudou,cm CMR,FWMF,Tottenham,21,1995,0.6,,1,,,,,,,,,,,0,,,,Matches,76c131da
367,Luciano Narsingh,nl NED,FW,Swansea City,25,1990,4.6,,0,,,,,,,,,,,3,,,,Matches,977ffc24
368,Samir Nasri,fr FRA,FWMF,Manchester City,29,1987,0.2,,0,,,,,,,,,,,0,,,,Matches,165bed61
369,Kyle Naughton,eng ENG,DF,Swansea City,27,1988,30.2,,57,,,,,,,,,,,39,,,,Matches,e860c42f
370,Jesús Navas,es ESP,MFDF,Manchester City,30,1985,11.8,,18,,,,,,,,,,,21,,,,Matches,3f10bd22
371,Wilfred Ndidi,ng NGA,MF,Leicester City,19,1996,16.9,,39,,,,,,,,,,,38,,,,Matches,6b47c5db
372,Álvaro Negredo,es ESP,FW,Middlesbrough,30,1985,31.9,,17,,,,,,,,,,,11,,,,Matches,63b0ca6b
373,Julien Ngoy,be BEL,FWMF,Stoke City,18,1997,0.5,,1,,,,,,,,,,,0,,,,Matches,87449a74
374,M'Baye Niang,sn SEN,MFFW,Watford,21,1994,13.8,,6,,,,,,,,,,,10,,,,Matches,2054d037
375,Oumar Niasse,sn SEN,FW,Hull City,26,1990,12.2,,10,,,,,,,,,,,2,,,,Matches,af721f98
376,Mark Noble,eng ENG,MF,West Ham,29,1987,26.5,,32,,,,,,,,,,,42,,,,Matches,ff527768
377,Nolito,es ESP,MFFW,Manchester City,29,1986,8.6,,11,,,,,,,,,,,6,,,,Matches,b2d0ec1b
378,Kristoffer Nordfeldt,se SWE,GK,Swansea City,27,1989,1.0,,0,,,,,,,,,,,0,,,,Matches,78549904
379,Håvard Nordtveit,no NOR,DFMF,West Ham,26,1990,10.6,,16,,,,,,,,,,,24,,,,Matches,6cafd68d
380,Emilio Nsue,gq EQG,DFMF,Middlesbrough,26,1989,3.6,,2,,,,,,,,,,,6,,,,Matches,1c9bc4fa
381,David Nugent,eng ENG,FW,Middlesbrough,31,1985,0.5,,1,,,,,,,,,,,0,,,,Matches,f9b5e5bd
382,Allan Nyom,cm CMR,DF,West Brom,28,1988,29.3,,55,,,,,,,,,,,61,,,,Matches,97572117
383,Aiden O'Neill,au AUS,MF,Burnley,18,1998,0.9,,1,,,,,,,,,,,1,,,,Matches,c7aee75b
384,John O'Shea,ie IRL,DF,Sunderland,35,1981,24.0,,20,,,,,,,,,,,41,,,,Matches,7c1f4685
385,Pedro Obiang,gq EQG,MF,West Ham,24,1992,19.6,,57,,,,,,,,,,,33,,,,Matches,ba1e04b3
386,Angelo Ogbonna,it ITA,DF,West Ham,28,1988,19.5,,24,,,,,,,,,,,39,,,,Matches,74b2cd7e
387,Stefano Okaka,it ITA,FW,Watford,26,1989,10.6,,10,,,,,,,,,,,1,,,,Matches,601ef102
388,Shinji Okazaki,jp JPN,FWMF,Leicester City,30,1986,17.4,,26,,,,,,,,,,,14,,,,Matches,68796d61
389,Jonas Olsson,se SWE,DF,West Brom,33,1983,6.6,,2,,,,,,,,,,,11,,,,Matches,48844a9b
390,Martin Olsson,se SWE,DF,Swansea City,28,1988,13.9,,7,,,,,,,,,,,11,,,,Matches,2f72f79e
391,Josh Onomah,eng ENG,FWMF,Tottenham,19,1997,0.2,,2,,,,,,,,,,,0,,,,Matches,6612cd8c
392,Divock Origi,be BEL,FW,Liverpool,21,1995,16.3,,11,,,,,,,,,,,2,,,,Matches,43a166b4
393,Oscar,br BRA,MF,Chelsea,24,1991,5.1,,16,,,,,,,,,,,5,,,,Matches,57fe98dd
394,David Ospina,co COL,GK,Arsenal,27,1988,1.6,,0,,,,,,,,,,,0,,,,Matches,82b1198a
395,Nicolás Otamendi,ar ARG,DF,Manchester City,28,1988,28.8,,50,,,,,,,,,,,83,,,,Matches,0d267745
396,Bryan Oviedo,cr CRC,DFMF,Sunderland,26,1990,9.4,,27,,,,,,,,,,,18,,,,Matches,31faf295
397,Bryan Oviedo,cr CRC,DF,Everton,26,1990,5.3,,14,,,,,,,,,,,6,,,,Matches,31faf295
398,Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,22,1993,17.4,,32,,,,,,,,,,,13,,,,Matches,38c7feef
399,Mesut Özil,de GER,MF,Arsenal,27,1988,31.6,,22,,,,,,,,,,,16,,,,Matches,16380240
400,Costel Pantilimon,ro ROU,GK,Watford,29,1987,0.9,,0,,,,,,,,,,,0,,,,Matches,d24e154c
401,Gabriel Paulista,br BRA,DF,Arsenal,25,1990,16.9,,16,,,,,,,,,,,32,,,,Matches,b7ca5c51
402,Dimitri Payet,fr FRA,MFFW,West Ham,29,1987,16.8,,7,,,,,,,,,,,6,,,,Matches,58ae47b2
403,Pedro,es ESP,FWMF,Chelsea,29,1987,23.8,,36,,,,,,,,,,,21,,,,Matches,3ca7254a
404,Matthew Pennington,eng ENG,DF,Everton,21,1994,2.0,,1,,,,,,,,,,,6,,,,Matches,0ff967f7
405,Dion Pereira,ag ATG,MF,Watford,17,1999,0.3,,0,,,,,,,,,,,0,,,,Matches,8aab04dc
406,Roberto Pereyra,ar ARG,MFFW,Watford,25,1991,11.5,,6,,,,,,,,,,,8,,,,Matches,75f2c59f
407,Lucas Pérez,es ESP,MFFW,Arsenal,27,1988,3.0,,4,,,,,,,,,,,2,,,,Matches,a300ac7e
408,Matt Phillips,sct SCO,MF,West Brom,25,1991,24.2,,14,,,,,,,,,,,21,,,,Matches,7bb5f40e
409,Jordan Pickford,eng ENG,GK,Sunderland,22,1994,29.0,,0,,,,,,,,,,,3,,,,Matches,4806ec67
410,Jérémy Pied,fr FRA,DF,Southampton,27,1989,1.4,,2,,,,,,,,,,,3,,,,Matches,a634b9d2
411,Steven Pienaar,za RSA,MFFW,Sunderland,34,1982,8.9,,15,,,,,,,,,,,17,,,,Matches,8056f6e6
412,Erik Pieters,nl NED,DFMF,Stoke City,27,1988,35.0,,78,,,,,,,,,,,58,,,,Matches,1ef37668
413,Paul Pogba,fr FRA,MF,Manchester Utd,23,1993,29.0,,40,,,,,,,,,,,37,,,,Matches,867239d3
414,Sebastian Prödl,at AUT,DF,Watford,29,1987,30.8,,28,,,,,,,,,,,55,,,,Matches,f5e6d08d
415,Marc Pugh,eng ENG,MF,Bournemouth,29,1987,14.8,,13,,,,,,,,,,,13,,,,Matches,9aacb284
416,Jason Puncheon,eng ENG,MF,Crystal Palace,30,1986,34.3,,61,,,,,,,,,,,40,,,,Matches,fd3f57ce
417,Gastón Ramírez,uy URU,MFFW,Middlesbrough,25,1990,17.1,,37,,,,,,,,,,,15,,,,Matches,2c851997
418,Aaron Ramsey,wls WAL,MF,Arsenal,25,1990,13.7,,12,,,,,,,,,,,15,,,,Matches,ef619b0b
419,Darren Randolph,ie IRL,GK,West Ham,29,1987,22.0,,0,,,,,,,,,,,1,,,,Matches,6385ebfb
420,Àngel Rangel,es ESP,DF,Swansea City,33,1982,9.2,,23,,,,,,,,,,,26,,,,Matches,93ee387c
421,Andrea Ranocchia,it ITA,DF,Hull City,28,1988,14.8,,22,,,,,,,,,,,27,,,,Matches,539230cf
422,Marcus Rashford,eng ENG,FWMF,Manchester Utd,18,1997,19.0,,14,,,,,,,,,,,14,,,,Matches,a1d5bd30
423,Nathan Redmond,eng ENG,FWMF,Southampton,22,1994,32.2,,27,,,,,,,,,,,15,,,,Matches,ab651565
424,Harrison Reed,eng ENG,MF,Southampton,21,1995,0.7,,2,,,,,,,,,,,5,,,,Matches,803ae100
425,Winston Reid,nz NZL,DF,West Ham,28,1988,28.7,,29,,,,,,,,,,,86,,,,Matches,562eed5c
426,Loïc Rémy,fr FRA,FW,Crystal Palace,29,1987,1.5,,0,,,,,,,,,,,0,,,,Matches,5c2da10f
427,Jordan Rhodes,sct SCO,FW,Middlesbrough,26,1990,2.3,,1,,,,,,,,,,,0,,,,Matches,3b8b641c
428,Declan Rice,eng ENG,DFMF,West Ham,17,1999,0.0,,0,,,,,,,,,,,0,,,,Matches,1c7012b8
429,Andy Robertson,sct SCO,DFMF,Hull City,22,1994,30.4,,36,,,,,,,,,,,56,,,,Matches,2e4f5f03
430,Paul Robinson,eng ENG,GK,Burnley,36,1979,3.0,,0,,,,,,,,,,,0,,,,Matches,3515ba56
431,Joel Robles,es ESP,GK,Everton,26,1990,19.3,,1,,,,,,,,,,,0,,,,Matches,cda0b317
432,Hal Robson-Kanu,wls WAL,FW,West Brom,27,1989,7.8,,4,,,,,,,,,,,4,,,,Matches,fb2dec57
433,Jay Rodriguez,eng ENG,FW,Southampton,27,1989,9.9,,6,,,,,,,,,,,2,,,,Matches,4ab53cdb
434,Jack Rodwell,eng ENG,MF,Sunderland,25,1991,16.6,,29,,,,,,,,,,,19,,,,Matches,a07579ee
435,Marcos Rojo,ar ARG,DF,Manchester Utd,26,1990,18.5,,22,,,,,,,,,,,35,,,,Matches,e0991c04
436,Sergio Romero,ar ARG,GK,Manchester Utd,29,1987,2.0,,0,,,,,,,,,,,0,,,,Matches,1e26e376
437,Oriol Romeu,es ESP,MF,Southampton,24,1991,34.1,,90,,,,,,,,,,,95,,,,Matches,4b511457
