,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
437,Ryan Shawcross,eng ENG,DF,Stoke City,29,1987,26.3,,22,,,,,,,,,,,42,,,,Matches,285a3d44
438,Jonjo Shelvey,eng ENG,MF,Newcastle,25,1992,25.2,,24,,,,,,,,,,,34,,,,Matches,3727dd3c
439,Gylfi Sigurðsson,is ISL,MFFW,Everton,27,1989,25.1,,26,,,,,,,,,,,36,,,,Matches,76dd1480
440,Adrien Silva,pt POR,MF,Leicester City,28,1989,8.5,,19,,,,,,,,,,,12,,,,Matches,d6f88a1d
441,Bernardo Silva,pt POR,FW,Manchester City,22,1994,17.0,,21,,,,,,,,,,,10,,,,Matches,3eb22ec9
442,David Silva,es ESP,MF,Manchester City,31,1986,27.0,,22,,,,,,,,,,,18,,,,Matches,e2716bd0
443,Danny Simpson,eng ENG,DF,Leicester City,30,1987,25.6,,25,,,,,,,,,,,36,,,,Matches,3201b03d
444,Jack Simpson,eng ENG,DF,Bournemouth,20,1996,0.8,,1,,,,,,,,,,,1,,,,Matches,76fa5f80
445,Josh Sims,eng ENG,MF,Southampton,20,1997,1.8,,3,,,,,,,,,,,1,,,,Matches,6d6f09dc
446,Jerome Sinclair,eng ENG,FW,Watford,20,1996,0.3,,0,,,,,,,,,,,1,,,,Matches,1695c659
447,Moussa Sissoko,fr FRA,MF,Tottenham,27,1989,15.6,,16,,,,,,,,,,,10,,,,Matches,2acd49b9
448,Islam Slimani,dz ALG,FW,Leicester City,29,1988,2.8,,2,,,,,,,,,,,0,,,,Matches,ffec9769
449,Islam Slimani,dz ALG,FW,Newcastle,29,1988,1.5,,0,,,,,,,,,,,1,,,,Matches,ffec9769
450,Chris Smalling,eng ENG,DF,Manchester Utd,27,1989,28.2,,26,,,,,,,,,,,60,,,,Matches,b6964eb6
451,Adam Smith,eng ENG,DFMF,Bournemouth,26,1991,23.0,,37,,,,,,,,,,,31,,,,Matches,20b104bc
452,Tommy Smith,eng ENG,DF,Huddersfield,25,1992,21.2,,25,,,,,,,,,,,28,,,,Matches,e9208654
453,Cédric Soares,pt POR,DFMF,Southampton,25,1991,31.0,,34,,,,,,,,,,,24,,,,Matches,839c14e1
454,Ramadan Sobhi,eg EGY,MF,Stoke City,20,1997,13.8,,24,,,,,,,,,,,14,,,,Matches,98be0d02
455,Dominic Solanke,eng ENG,FW,Liverpool,19,1997,6.6,,6,,,,,,,,,,,2,,,,Matches,e77dc3b2
456,Pape Souaré,sn SEN,DF,Crystal Palace,27,1990,0.1,,0,,,,,,,,,,,0,,,,Matches,46b5375e
457,Julián Speroni,ar ARG,GK,Crystal Palace,38,1979,11.0,,0,,,,,,,,,,,2,,,,Matches,8e65a5e5
458,Kostas Stafylidis,gr GRE,DF,Stoke City,23,1993,3.7,,6,,,,,,,,,,,6,,,,Matches,861e0116
459,Junior Stanislas,eng ENG,MFFW,Bournemouth,27,1989,14.3,,9,,,,,,,,,,,5,,,,Matches,6992791d
460,Dale Stephens,eng ENG,MF,Brighton,28,1989,36.0,,65,,,,,,,,,,,69,,,,Matches,653ee42d
461,Jack Stephens,eng ENG,DF,Southampton,23,1994,22.0,,22,,,,,,,,,,,42,,,,Matches,6adbc307
462,Raheem Sterling,eng ENG,FWMF,Manchester City,22,1994,28.7,,14,,,,,,,,,,,12,,,,Matches,b400bde0
463,John Stones,eng ENG,DF,Manchester City,23,1994,14.5,,11,,,,,,,,,,,21,,,,Matches,5eecec3d
464,Daniel Sturridge,eng ENG,FW,Liverpool,27,1989,4.8,,1,,,,,,,,,,,0,,,,Matches,1b7ec703
465,Daniel Sturridge,eng ENG,FW,West Brom,27,1989,1.3,,0,,,,,,,,,,,0,,,,Matches,1b7ec703
466,Ki Sung-yueng,kr KOR,MF,Swansea City,28,1989,20.8,,19,,,,,,,,,,,36,,,,Matches,1d8c99b0
467,Andrew Surman,eng ENG,MF,Bournemouth,30,1986,20.6,,15,,,,,,,,,,,16,,,,Matches,7d41b619
468,Markus Suttner,at AUT,DF,Brighton,30,1987,13.1,,14,,,,,,,,,,,15,,,,Matches,7391c2d9
469,Lasse Sørensen,dk DEN,MF,Stoke City,17,1999,0.8,,2,,,,,,,,,,,1,,,,Matches,ce9c203e
470,Alexander Sørloth,no NOR,FW,Crystal Palace,21,1995,4.0,,3,,,,,,,,,,,2,,,,Matches,e92cd3f7
471,Dušan Tadić,rs SRB,MF,Southampton,28,1988,31.0,,32,,,,,,,,,,,19,,,,Matches,2475dcc6
472,Matt Targett,eng ENG,DF,Southampton,21,1995,1.8,,4,,,,,,,,,,,4,,,,Matches,e514ab62
473,James Tarkowski,eng ENG,DF,Burnley,24,1992,31.0,,29,,,,,,,,,,,55,,,,Matches,15ea812b
474,Charlie Taylor,eng ENG,DF,Burnley,23,1993,10.6,,7,,,,,,,,,,,17,,,,Matches,cc2d7ad5
475,James Tomkins,eng ENG,DF,Crystal Palace,28,1989,26.5,,30,,,,,,,,,,,71,,,,Matches,e7ca0439
476,Cenk Tosun,tr TUR,FW,Everton,26,1991,11.0,,3,,,,,,,,,,,2,,,,Matches,9a104dee
477,Yaya Touré,ci CIV,MF,Manchester City,34,1983,2.6,,2,,,,,,,,,,,6,,,,Matches,c204f844
478,Andros Townsend,eng ENG,FWMF,Crystal Palace,26,1991,34.7,,34,,,,,,,,,,,32,,,,Matches,b28bbd58
479,Kieran Trippier,eng ENG,DFMF,Tottenham,26,1990,21.3,,30,,,,,,,,,,,22,,,,Matches,21512407
480,Axel Tuanzebe,cd COD,DF,Manchester Utd,19,1997,0.0,,0,,,,,,,,,,,0,,,,Matches,2baec6ce
481,Josh Tymon,eng ENG,DF,Stoke City,18,1999,1.8,,1,,,,,,,,,,,1,,,,Matches,efe6f6ac
482,Leonardo Ulloa,ar ARG,FW,Leicester City,31,1986,0.2,,0,,,,,,,,,,,0,,,,Matches,eed56f6c
483,Leonardo Ulloa,ar ARG,FW,Brighton,31,1986,3.0,,1,,,,,,,,,,,1,,,,Matches,eed56f6c
484,Antonio Valencia,ec ECU,DFMF,Manchester Utd,31,1985,30.4,,34,,,,,,,,,,,50,,,,Matches,08aa17d0
485,Virgil van Dijk,nl NED,DF,Southampton,26,1991,11.0,,9,,,,,,,,,,,31,,,,Matches,e06683ca
486,Virgil van Dijk,nl NED,DF,Liverpool,26,1991,14.0,,9,,,,,,,,,,,17,,,,Matches,e06683ca
487,Jamie Vardy,eng ENG,FW,Leicester City,30,1987,36.1,,11,,,,,,,,,,,6,,,,Matches,45963054
488,Jan Vertonghen,be BEL,DF,Tottenham,30,1987,35.6,,46,,,,,,,,,,,62,,,,Matches,ba23a904
489,Nikola Vlašić,hr CRO,MF,Everton,19,1997,6.4,,6,,,,,,,,,,,10,,,,Matches,aa8e289e
490,Sam Vokes,wls WAL,FW,Burnley,27,1989,11.1,,2,,,,,,,,,,,2,,,,Matches,1d6ac165
491,Michel Vorm,nl NED,GK,Tottenham,33,1983,1.0,,0,,,,,,,,,,,0,,,,Matches,1bebde9d
492,Molla Wagué,ml MLI,DF,Watford,26,1991,4.9,,3,,,,,,,,,,,7,,,,Matches,a440d8ca
493,Theo Walcott,eng ENG,FWMF,Arsenal,28,1989,0.8,,0,,,,,,,,,,,2,,,,Matches,1ecb65be
494,Theo Walcott,eng ENG,MFFW,Everton,28,1989,12.8,,19,,,,,,,,,,,9,,,,Matches,1ecb65be
495,Kyle Walker,eng ENG,DF,Manchester City,27,1990,30.9,,33,,,,,,,,,,,30,,,,Matches,86dd77d1
496,Kyle Walker-Peters,eng ENG,DF,Tottenham,20,1997,2.1,,4,,,,,,,,,,,4,,,,Matches,984a5a64
497,Jonathan Walters,ie IRL,FWMF,Burnley,33,1983,0.4,,0,,,,,,,,,,,0,,,,Matches,0356cf4f
498,Aaron Wan-Bissaka,cd COD,DF,Crystal Palace,19,1997,7.0,,21,,,,,,,,,,,16,,,,Matches,9e525177
499,Victor Wanyama,ke KEN,MF,Tottenham,26,1991,9.4,,23,,,,,,,,,,,11,,,,Matches,e0900238
500,Joel Ward,eng ENG,DFMF,Crystal Palace,27,1989,17.9,,27,,,,,,,,,,,31,,,,Matches,8a7ff278
501,Stephen Ward,ie IRL,DF,Burnley,31,1985,27.3,,30,,,,,,,,,,,46,,,,Matches,3831b9fe
502,James Ward-Prowse,eng ENG,MF,Southampton,22,1994,19.1,,16,,,,,,,,,,,8,,,,Matches,3515d404
503,Ben Watson,eng ENG,MF,Watford,32,1985,5.1,,8,,,,,,,,,,,7,,,,Matches,df540668
504,Danny Welbeck,eng ENG,MFFW,Arsenal,26,1990,13.3,,13,,,,,,,,,,,11,,,,Matches,ce5143da
505,Nahki Wells,bm BER,FW,Burnley,27,1990,0.6,,3,,,,,,,,,,,0,,,,Matches,b070482d
506,Ashley Westwood,eng ENG,MF,Burnley,27,1990,12.3,,11,,,,,,,,,,,20,,,,Matches,495945ef
507,Dean Whitehead,eng ENG,DFMF,Huddersfield,35,1982,0.8,,0,,,,,,,,,,,2,,,,Matches,a32204c9
508,Georginio Wijnaldum,nl NED,MF,Liverpool,26,1990,26.5,,21,,,,,,,,,,,28,,,,Matches,eb58eef0
509,Ashley Williams,wls WAL,DF,Everton,32,1984,20.4,,15,,,,,,,,,,,37,,,,Matches,a498e276
510,Danny Williams,us USA,MF,Huddersfield,28,1989,12.5,,16,,,,,,,,,,,22,,,,Matches,ec9a28ce
511,Willian,br BRA,MFFW,Chelsea,28,1988,21.0,,18,,,,,,,,,,,10,,,,Matches,8b9ebd03
512,Joe Willock,eng ENG,MF,Arsenal,17,1999,0.9,,2,,,,,,,,,,,2,,,,Matches,a3b03921
513,Jack Wilshere,eng ENG,MF,Arsenal,25,1992,13.3,,11,,,,,,,,,,,10,,,,Matches,9c318325
514,Callum Wilson,eng ENG,FW,Bournemouth,25,1992,22.0,,9,,,,,,,,,,,7,,,,Matches,c596fcb0
515,Kevin Wimmer,at AUT,DF,Stoke City,24,1992,14.7,,18,,,,,,,,,,,32,,,,Matches,faf55ce4
516,Harry Winks,eng ENG,MF,Tottenham,21,1996,8.6,,11,,,,,,,,,,,10,,,,Matches,2f7acede
517,Chris Wood,nz NZL,FW,Burnley,25,1991,18.0,,5,,,,,,,,,,,3,,,,Matches,4e9a0555
518,Ben Woodburn,wls WAL,FWMF,Liverpool,17,1999,0.1,,0,,,,,,,,,,,0,,,,Matches,8aadeaef
519,Granit Xhaka,ch SUI,MF,Arsenal,24,1992,36.2,,56,,,,,,,,,,,38,,,,Matches,e61b8aee
520,Claudio Yacob,ar ARG,MF,West Brom,30,1987,10.0,,29,,,,,,,,,,,17,,,,Matches,bda6ffd4
521,DeAndre Yedlin,us USA,DF,Newcastle,24,1993,31.6,,36,,,,,,,,,,,53,,,,Matches,ae0a7ddf
522,Maya Yoshida,jp JPN,DF,Southampton,28,1988,22.8,,23,,,,,,,,,,,42,,,,Matches,caffaf5a
523,Ashley Young,eng ENG,DFMF,Manchester Utd,32,1985,27.1,,34,,,,,,,,,,,59,,,,Matches,be927d03
524,Pablo Zabaleta,ar ARG,MFDF,West Ham,32,1985,36.5,,66,,,,,,,,,,,72,,,,Matches,6813ac34
525,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,24,1992,28.3,,27,,,,,,,,,,,6,,,,Matches,b2bc3b1f
526,Davide Zappacosta,it ITA,MF,Chelsea,25,1992,12.2,,12,,,,,,,,,,,8,,,,Matches,7fe90ccd
527,Marvin Zeegelaar,nl NED,MFDF,Watford,26,1990,11.0,,19,,,,,,,,,,,21,,,,Matches,8abd0c03
528,Oleksandr Zinchenko,ua UKR,DF,Manchester City,20,1996,5.9,,16,,,,,,,,,,,6,,,,Matches,51cf8561
529,Kurt Zouma,fr FRA,DF,Stoke City,22,1994,32.1,,37,,,,,,,,,,,64,,,,Matches,ce4246f5
