,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
435,Ionuț Radu,ro ROU,GK,Bournemouth,26,1997,2.0,,0,,,,,,,,,,,0,,,,Matches,67f649be
436,Jesurun Rak Sakyi,gh GHA,FWMF,Crystal Palace,20,2002,1.5,,1,,,,,,,,,,,3,,,,Matches,45685411
437,Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6.0,,0,,,,,,,,,,,0,,,,Matches,466fb2c5
438,Aaron Ramsey,eng ENG,MF,Burnley,20,2003,5.9,,14,,,,,,,,,,,1,,,,Matches,e1618c22
439,Jacob Ramsey,eng ENG,MF,Aston Villa,22,2001,9.5,,8,,,,,,,,,,,3,,,,Matches,1544f145
440,Marcus Rashford,eng ENG,MFFW,Manchester Utd,25,1997,25.2,,13,,,,,,,,,,,4,,,,Matches,a1d5bd30
441,David Raya,es ESP,GK,Arsenal,27,1995,32.0,,1,,,,,,,,,,,0,,,,Matches,98ea5115
442,Tim Ream,us USA,DF,Fulham,35,1987,16.7,,9,,,,,,,,,,,26,,,,Matches,28b40c9c
443,Nathan Redmond,eng ENG,FWMF,Burnley,29,1994,1.6,,1,,,,,,,,,,,0,,,,Matches,ab651565
444,Harrison Reed,eng ENG,MF,Fulham,28,1995,14.7,,17,,,,,,,,,,,9,,,,Matches,803ae100
445,Sergio Reguilón,es ESP,MFDF,Brentford,26,1996,12.4,,22,,,,,,,,,,,15,,,,Matches,3353737a
446,Sergio Reguilón,es ESP,DF,Manchester Utd,26,1996,4.6,,9,,,,,,,,,,,5,,,,Matches,3353737a
447,Gio Reyna,us USA,MF,Nottingham,20,2002,2.6,,3,,,,,,,,,,,2,,,,Matches,7fa4e703
448,Rodrigo Ribeiro,pt POR,FW,Nottingham,18,2005,0.2,,0,,,,,,,,,,,1,,,,Matches,484a3eae
449,Declan Rice,eng ENG,MF,Arsenal,24,1999,35.8,,50,,,,,,,,,,,44,,,,Matches,1c7012b8
450,Chris Richards,us USA,DFMF,Crystal Palace,23,2000,23.3,,27,,,,,,,,,,,24,,,,Matches,0a3d6d2b
451,Richarlison,br BRA,FWMF,Tottenham,26,1997,16.6,,11,,,,,,,,,,,8,,,,Matches,fa031b34
452,Jaïro Riedewald,nl NED,MF,Crystal Palace,26,1996,2.6,,3,,,,,,,,,,,2,,,,Matches,7a1f2c08
453,Matt Ritchie,sct SCO,DFMF,Newcastle,33,1989,1.4,,3,,,,,,,,,,,1,,,,Matches,71ef519e
454,Connor Roberts,wls WAL,DF,Burnley,27,1995,9.1,,5,,,,,,,,,,,4,,,,Matches,24fae784
455,Andy Robertson,sct SCO,DF,Liverpool,29,1994,18.8,,25,,,,,,,,,,,13,,,,Matches,2e4f5f03
456,Antonee Robinson,us USA,DF,Fulham,25,1997,36.3,,56,,,,,,,,,,,81,,,,Matches,289601e6
457,Jack Robinson,eng ENG,DF,Sheffield United,29,1993,32.1,,30,,,,,,,,,,,29,,,,Matches,7399c7a8
458,Rodri,es ESP,MFDF,Manchester City,27,1996,32.6,,43,,,,,,,,,,,25,,,,Matches,6434f10d
459,Jay Rodriguez,eng ENG,FW,Burnley,34,1989,9.1,,9,,,,,,,,,,,1,,,,Matches,4ab53cdb
460,Mads Roerslev,dk DEN,MFDF,Brentford,24,1999,22.1,,31,,,,,,,,,,,20,,,,Matches,57c94db2
461,Morgan Rogers,eng ENG,MF,Aston Villa,21,2002,7.1,,1,,,,,,,,,,,3,,,,Matches,2e5915f1
462,Cristian Romero,ar ARG,DF,Tottenham,25,1998,31.0,,41,,,,,,,,,,,43,,,,Matches,a3d94a58
463,Joe Rothwell,eng ENG,MF,Bournemouth,28,1995,4.3,,2,,,,,,,,,,,2,,,,Matches,10a10454
464,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,12.2,,5,,,,,,,,,,,9,,,,Matches,a9b1c319
465,José Sá,pt POR,GK,Wolves,30,1993,33.7,,1,,,,,,,,,,,0,,,,Matches,903b6e8b
466,Dominic Sadi,eng ENG,MF,Bournemouth,19,2003,0.0,,0,,,,,,,,,,,0,,,,Matches,54778940
467,Bukayo Saka,eng ENG,FW,Arsenal,21,2001,32.4,,37,,,,,,,,,,,16,,,,Matches,bc7dc64d
468,Mohamed Salah,eg EGY,FW,Liverpool,31,1992,28.2,,11,,,,,,,,,,,2,,,,Matches,e342ad68
469,William Saliba,fr FRA,DF,Arsenal,22,2001,38.0,,26,,,,,,,,,,,29,,,,Matches,972aeb2a
470,Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,14.5,,18,,,,,,,,,,,11,,,,Matches,1b4f1169
471,Davinson Sánchez,co COL,DF,Tottenham,27,1996,0.9,,0,,,,,,,,,,,1,,,,Matches,da7b447d
472,Robert Sánchez,es ESP,GK,Chelsea,25,1997,15.9,,0,,,,,,,,,,,0,,,,Matches,6a713852
473,Jadon Sancho,eng ENG,FWMF,Manchester Utd,23,2000,0.9,,1,,,,,,,,,,,1,,,,Matches,dbf053da
474,Ibrahim Sangaré,ci CIV,MF,Nottingham,25,1997,11.5,,22,,,,,,,,,,,14,,,,Matches,bced0375
475,Andrey Santos,br BRA,MF,Nottingham,19,2004,0.1,,0,,,,,,,,,,,0,,,,Matches,dd745366
476,Danilo Santos,br BRA,MF,Nottingham,22,2001,19.9,,22,,,,,,,,,,,33,,,,Matches,a816dbfb
477,Pablo Sarabia,es ESP,MFFW,Wolves,31,1992,19.4,,14,,,,,,,,,,,9,,,,Matches,9744ff80
478,Dane Scarlett,eng ENG,FW,Tottenham,19,2004,0.2,,1,,,,,,,,,,,0,,,,Matches,21945a9e
479,Kevin Schade,de GER,FW,Brentford,21,2001,3.7,,2,,,,,,,,,,,1,,,,Matches,52afb588
480,Fabian Schär,ch SUI,DF,Newcastle,31,1991,33.9,,25,,,,,,,,,,,33,,,,Matches,c8aa95da
481,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,30,1992,15.0,,21,,,,,,,,,,,7,,,,Matches,3312f911
482,Alex Scott,eng ENG,MF,Bournemouth,19,2003,11.3,,16,,,,,,,,,,,11,,,,Matches,104d0bb8
483,Matz Sels,be BEL,GK,Nottingham,31,1992,16.0,,0,,,,,,,,,,,0,,,,Matches,834b5c4c
484,Nélson Semedo,pt POR,MFDF,Wolves,29,1993,34.3,,48,,,,,,,,,,,35,,,,Matches,d04b94db
485,Antoine Semenyo,gh GHA,MF,Bournemouth,23,2000,23.4,,17,,,,,,,,,,,5,,,,Matches,efd2ec23
486,Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,24.9,,35,,,,,,,,,,,33,,,,Matches,35141f4c
487,Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,10.7,,9,,,,,,,,,,,6,,,,Matches,9c94165b
488,James Shea,eng ENG,GK,Luton Town,32,1991,0.2,,0,,,,,,,,,,,0,,,,Matches,ee7c0a5e
489,Bernardo Silva,pt POR,MF,Manchester City,28,1994,28.6,,24,,,,,,,,,,,14,,,,Matches,3eb22ec9
490,Fábio Silva,pt POR,FW,Wolves,21,2002,2.9,,4,,,,,,,,,,,2,,,,Matches,e7aa9d7c
491,Thiago Silva,br BRA,DF,Chelsea,38,1984,28.1,,15,,,,,,,,,,,25,,,,Matches,86e7deaf
492,Luis Sinisterra,co COL,MF,Bournemouth,24,1999,7.8,,12,,,,,,,,,,,8,,,,Matches,8e16dd48
493,Oliver Skipp,eng ENG,MFDF,Tottenham,22,2000,7.9,,13,,,,,,,,,,,4,,,,Matches,6250083a
494,Adam Smith,eng ENG,DF,Bournemouth,32,1991,23.9,,23,,,,,,,,,,,21,,,,Matches,20b104bc
495,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,3.9,,1,,,,,,,,,,,3,,,,Matches,17695062
496,Cédric Soares,pt POR,DFMF,Arsenal,31,1991,0.7,,0,,,,,,,,,,,0,,,,Matches,839c14e1
497,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,36.9,,9,,,,,,,,,,,7,,,,Matches,e77dc3b2
498,Manor Solomon,il ISR,MF,Tottenham,24,1999,2.2,,3,,,,,,,,,,,3,,,,Matches,886f9aac
499,Tomáš Souček,cz CZE,MF,West Ham,28,1995,31.9,,36,,,,,,,,,,,33,,,,Matches,6613c819
500,Vinicius Souza,br BRA,MF,Sheffield United,24,1999,29.6,,73,,,,,,,,,,,30,,,,Matches,6a8a7af8
501,Jason Steele,eng ENG,GK,Brighton,32,1990,17.0,,0,,,,,,,,,,,0,,,,Matches,28300a16
502,Raheem Sterling,eng ENG,MF,Chelsea,28,1994,22.0,,9,,,,,,,,,,,10,,,,Matches,b400bde0
503,John Stones,eng ENG,DF,Manchester City,29,1994,11.8,,1,,,,,,,,,,,10,,,,Matches,5eecec3d
504,Thomas Strakosha,al ALB,GK,Brentford,28,1995,1.5,,0,,,,,,,,,,,0,,,,Matches,339fe0e8
505,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,,18,,,,,,,,,,,14,,,,Matches,934e1968
506,Matt Targett,eng ENG,DF,Newcastle,27,1995,0.9,,0,,,,,,,,,,,0,,,,Matches,e514ab62
507,James Tarkowski,eng ENG,DF,Everton,30,1992,38.0,,42,,,,,,,,,,,55,,,,Matches,15ea812b
508,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,cac9e583
509,Nuno Tavares,pt POR,DF,Nottingham,23,2000,5.1,,7,,,,,,,,,,,1,,,,Matches,a65c844b
510,Marcus Tavernier,eng ENG,MF,Bournemouth,24,1999,23.5,,33,,,,,,,,,,,4,,,,Matches,5c0da4a4
511,Charlie Taylor,eng ENG,DF,Burnley,29,1993,25.9,,20,,,,,,,,,,,21,,,,Matches,cc2d7ad5
512,Kenny Tete,nl NED,DF,Fulham,27,1995,9.6,,19,,,,,,,,,,,16,,,,Matches,77d7c96f
513,Luke Thomas,eng ENG,MFDF,Sheffield United,22,2001,10.2,,9,,,,,,,,,,,10,,,,Matches,fc027d02
514,Youri Tielemans,be BEL,MFFW,Aston Villa,26,1997,18.0,,21,,,,,,,,,,,14,,,,Matches,56f7a928
515,Jurriën Timber,nl NED,DF,Arsenal,22,2001,0.8,,2,,,,,,,,,,,0,,,,Matches,41034650
516,Harry Toffolo,eng ENG,DFMF,Nottingham,27,1995,16.2,,15,,,,,,,,,,,12,,,,Matches,a105d46a
517,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,12.8,,8,,,,,,,,,,,18,,,,Matches,b3af9be1
518,James Tomkins,eng ENG,DFMF,Crystal Palace,34,1989,0.1,,0,,,,,,,,,,,0,,,,Matches,e7ca0439
519,Sandro Tonali,it ITA,MF,Newcastle,23,2000,4.9,,7,,,,,,,,,,,2,,,,Matches,0db169ae
520,Ivan Toney,eng ENG,FW,Brentford,27,1996,16.1,,4,,,,,,,,,,,10,,,,Matches,e09f279b
521,Pau Torres,es ESP,DF,Aston Villa,26,1997,27.4,,16,,,,,,,,,,,11,,,,Matches,532e1e4f
522,Andros Townsend,eng ENG,MFFW,Luton Town,32,1991,13.4,,13,,,,,,,,,,,4,,,,Matches,b28bbd58
523,James Trafford,eng ENG,GK,Burnley,20,2002,28.0,,1,,,,,,,,,,,1,,,,Matches,259fea27
524,Adama Traoré,es ESP,MF,Fulham,27,1996,4.2,,3,,,,,,,,,,,1,,,,Matches,9a28eba4
525,Bénie Traoré,ci CIV,FWMF,Sheffield United,20,2002,4.3,,2,,,,,,,,,,,1,,,,Matches,77816c91
526,Bertrand Traoré,bf BFA,FWMF,Aston Villa,27,1995,0.1,,1,,,,,,,,,,,0,,,,Matches,c47541e0
527,Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,,22,,,,,,,,,,,5,,,,Matches,999ceb5f
528,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4.0,,0,,,,,,,,,,,0,,,,Matches,fe558029
529,Mike Trésor,be BEL,MFFW,Burnley,24,1999,4.7,,6,,,,,,,,,,,1,,,,Matches,b2a81fc6
530,Kieran Trippier,eng ENG,DF,Newcastle,32,1990,24.8,,27,,,,,,,,,,,24,,,,Matches,21512407
531,Leandro Trossard,be BEL,FWMF,Arsenal,28,1994,18.3,,14,,,,,,,,,,,8,,,,Matches,38ceb24a
532,Auston Trusty,us USA,DF,Sheffield United,24,1998,28.6,,29,,,,,,,,,,,34,,,,Matches,cddf767b
533,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,7.5,,12,,,,,,,,,,,4,,,,Matches,f315ca93
534,Matt Turner,us USA,GK,Nottingham,29,1994,17.0,,0,,,,,,,,,,,0,,,,Matches,4a51ba65
535,Destiny Udogie,it ITA,DF,Tottenham,20,2002,26.6,,33,,,,,,,,,,,37,,,,Matches,7cd520e8
536,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,,10,,,,,,,,,,,1,,,,Matches,1df4a109
537,Enes Ünal,tr TUR,FW,Bournemouth,26,1997,3.6,,4,,,,,,,,,,,1,,,,Matches,f8eca1b6
538,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,35.3,,23,,,,,,,,,,,35,,,,Matches,e06683ca
539,Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,15.3,,10,,,,,,,,,,,14,,,,Matches,9f8e9423
540,Alejo Véliz,ar ARG,FW,Tottenham,19,2003,0.6,,0,,,,,,,,,,,0,,,,Matches,3f7bafbe
541,Joël Veltman,nl NED,DF,Brighton,31,1992,17.6,,41,,,,,,,,,,,18,,,,Matches,dad4b285
542,Micky van de Ven,nl NED,DF,Tottenham,22,2001,26.0,,34,,,,,,,,,,,17,,,,Matches,8fe2a392
543,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21.0,,1,,,,,,,,,,,0,,,,Matches,cf134113
544,Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38.0,,0,,,,,,,,,,,1,,,,Matches,77d6fd4d
545,Fabio Vieira,pt POR,MF,Arsenal,23,2000,3.3,,2,,,,,,,,,,,2,,,,Matches,6412cc03
546,Carlos Vinícius,br BRA,FW,Fulham,28,1995,3.5,,2,,,,,,,,,,,0,,,,Matches,8b529245
547,Vitinho,br BRA,DFMF,Burnley,24,1999,25.7,,34,,,,,,,,,,,9,,,,Matches,9295dc1c
548,Odysseas Vlachodimos,gr GRE,GK,Nottingham,29,1994,5.0,,0,,,,,,,,,,,0,,,,Matches,03df04ff
549,Kyle Walker,eng ENG,DFMF,Manchester City,33,1990,30.7,,24,,,,,,,,,,,24,,,,Matches,86dd77d1
550,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,25,1997,19.8,,25,,,,,,,,,,,39,,,,Matches,9e525177
551,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,22.0,,28,,,,,,,,,,,13,,,,Matches,8a7ff278
552,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,33.3,,30,,,,,,,,,,,38,,,,Matches,3515d404
553,Lewis Warrington,eng ENG,MF,Everton,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,8e633970
554,Deivid Washington,br BRA,FW,Chelsea,18,2005,0.1,,1,,,,,,,,,,,0,,,,Matches,95bd120d
555,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,35.7,,7,,,,,,,,,,,4,,,,Matches,aed3a70f
556,Adam Webster,eng ENG,DF,Brighton,28,1995,12.7,,12,,,,,,,,,,,16,,,,Matches,c40b6180
557,Danny Welbeck,eng ENG,FWMF,Brighton,32,1990,18.8,,18,,,,,,,,,,,8,,,,Matches,ce5143da
558,Timo Werner,de GER,MFFW,Tottenham,27,1996,9.0,,4,,,,,,,,,,,3,,,,Matches,49fe9070
559,Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,14.4,,31,,,,,,,,,,,18,,,,Matches,4b542852
560,Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,0.2,,1,,,,,,,,,,,2,,,,Matches,5c368c88
561,Ben White,eng ENG,DF,Arsenal,25,1997,33.2,,28,,,,,,,,,,,30,,,,Matches,35e413f1
562,Joe White,eng ENG,MF,Newcastle,20,2002,0.1,,1,,,,,,,,,,,0,,,,Matches,d60c03a9
563,Neco Williams,wls WAL,DFMF,Nottingham,22,2001,18.2,,39,,,,,,,,,,,23,,,,Matches,dd323728
564,Willian,br BRA,MFFW,Fulham,34,1988,22.8,,11,,,,,,,,,,,9,,,,Matches,8b9ebd03
565,Joe Willock,eng ENG,MF,Newcastle,23,1999,4.7,,7,,,,,,,,,,,1,,,,Matches,a3b03921
566,Callum Wilson,eng ENG,FW,Newcastle,31,1992,11.0,,3,,,,,,,,,,,1,,,,Matches,c596fcb0
567,Harry Wilson,wls WAL,MFFW,Fulham,26,1997,18.0,,13,,,,,,,,,,,9,,,,Matches,c6dc9ecd
568,Yoane Wissa,cd COD,FW,Brentford,26,1996,27.7,,14,,,,,,,,,,,9,,,,Matches,2500cef9
569,Chris Wood,nz NZL,FW,Nottingham,31,1991,20.1,,4,,,,,,,,,,,1,,,,Matches,4e9a0555
570,Cauley Woodrow,eng ENG,FW,Luton Town,28,1994,4.7,,10,,,,,,,,,,,1,,,,Matches,d3085b49
571,Joe Worrall,eng ENG,DF,Nottingham,26,1997,4.9,,5,,,,,,,,,,,3,,,,Matches,a5212312
572,Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,7.6,,11,,,,,,,,,,,6,,,,Matches,907a5d7c
573,Ryan Yates,eng ENG,MF,Nottingham,25,1997,22.1,,37,,,,,,,,,,,21,,,,Matches,c1fe2a48
574,Ashley Young,eng ENG,DFMF,Everton,38,1985,25.3,,36,,,,,,,,,,,22,,,,Matches,be927d03
575,Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37.0,,31,,,,,,,,,,,31,,,,Matches,88968486
576,Nicolò Zaniolo,it ITA,MFFW,Aston Villa,24,1999,9.3,,9,,,,,,,,,,,1,,,,Matches,9907b1c8
577,Anass Zaroury,ma MAR,FW,Burnley,22,2000,1.7,,0,,,,,,,,,,,0,,,,Matches,07d65234
578,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,1996,19.1,,30,,,,,,,,,,,19,,,,Matches,51cf8561
579,Kurt Zouma,fr FRA,DF,West Ham,28,1994,31.5,,17,,,,,,,,,,,27,,,,Matches,ce4246f5
580,Martin Ødegaard,no NOR,MF,Arsenal,24,1998,34.3,,18,,,,,,,,,,,14,,,,Matches,79300479
