,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,-additional
217,Callum Hudson-Odoi,eng ENG,MF,Chelsea,20,2000,10.7,,10,,,,,,,,,,,2,,,,Matches,15f3ec41
218,Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,,14,,,,,,,,,,,9,,,,Matches,a0666d3e
219,Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,,42,,,,,,,,,,,46,,,,Matches,8b04d6c1
220,Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,,7,,,,,,,,,,,2,,,,Matches,291e3ec3
221,Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14.0,,6,,,,,,,,,,,5,,,,Matches,c92e1a31
222,Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,,18,,,,,,,,,,,5,,,,Matches,07802f7f
223,Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1.0,,4,,,,,,,,,,,1,,,,Matches,84c5ceea
224,Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,,21,,,,,,,,,,,20,,,,Matches,6ca5ec4b
225,Daniel James,wls WAL,MF,Manchester Utd,23,1997,1.4,,1,,,,,,,,,,,0,,,,Matches,c931d9f9
226,Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,,14,,,,,,,,,,,8,,,,Matches,c931d9f9
227,Reece James,eng ENG,MF,Chelsea,21,1999,20.7,,24,,,,,,,,,,,15,,,,Matches,1265a93a
228,Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,,32,,,,,,,,,,,24,,,,Matches,8449d35e
229,Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,,21,,,,,,,,,,,52,,,,Matches,172e52d8
230,Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,,18,,,,,,,,,,,22,,,,Matches,0f134faf
231,Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,,13,,,,,,,,,,,13,,,,Matches,b66315ae
232,Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,,14,,,,,,,,,,,10,,,,Matches,b561db50
233,João Pedro,br BRA,FWMF,Watford,19,2001,18.3,,15,,,,,,,,,,,12,,,,Matches,e8832875
234,Joelinton,br BRA,MFFW,Newcastle,24,1996,28.4,,36,,,,,,,,,,,35,,,,Matches,c17bfb65
235,Ben Johnson,eng ENG,DFMF,West Ham,21,2000,15.5,,15,,,,,,,,,,,21,,,,Matches,9319781b
236,Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,,10,,,,,,,,,,,8,,,,Matches,4fb9c88f
237,Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,,5,,,,,,,,,,,3,,,,Matches,def899bd
238,Jorginho,it ITA,MF,Chelsea,29,1991,25.3,,36,,,,,,,,,,,35,,,,Matches,45db685d
239,Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,,18,,,,,,,,,,,6,,,,Matches,178ae8f8
240,James Justin,eng ENG,DF,Leicester City,23,1998,11.1,,14,,,,,,,,,,,17,,,,Matches,fb614c44
241,Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,,3,,,,,,,,,,,11,,,,Matches,0db5d2c8
242,Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,,5,,,,,,,,,,,16,,,,Matches,2d61d13a
243,Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,,5,,,,,,,,,,,14,,,,Matches,914ab9a1
244,Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,,2,,,,,,,,,,,3,,,,Matches,b8d22478
245,Hassane Kamara,ci CIV,DF,Watford,27,1994,18.0,,34,,,,,,,,,,,69,,,,Matches,19a12bed
246,Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,,5,,,,,,,,,,,2,,,,Matches,21a66f6a
247,N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,,33,,,,,,,,,,,30,,,,Matches,b9fbae28
248,Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,,14,,,,,,,,,,,9,,,,Matches,f99b71de
249,Moise Kean,it ITA,FW,Everton,21,2000,0.0,,0,,,,,,,,,,,0,,,,Matches,3d50bcdb
250,Michael Keane,eng ENG,DF,Everton,28,1993,31.0,,24,,,,,,,,,,,61,,,,Matches,c5b7c315
251,Naby Keïta,gn GUI,MF,Liverpool,26,1995,13.0,,22,,,,,,,,,,,13,,,,Matches,f25c8e3a
252,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,,1,,,,,,,,,,,0,,,,Matches,62d7ef38
253,Kenedy,br BRA,MF,Chelsea,25,1996,0.6,,2,,,,,,,,,,,0,,,,Matches,5eebbfdf
254,Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,,8,,,,,,,,,,,20,,,,Matches,099e666f
255,Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,,26,,,,,,,,,,,43,,,,Matches,d0f72bf1
256,Joshua King,no NOR,FWMF,Watford,29,1992,25.0,,14,,,,,,,,,,,8,,,,Matches,43458538
257,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,,0,,,,,,,,,,,0,,,,Matches,3f70db80
258,Mateusz Klich,pl POL,MF,Leeds United,31,1990,23.0,,26,,,,,,,,,,,11,,,,Matches,282679b4
259,Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,,13,,,,,,,,,,,18,,,,Matches,ea6bc03a
260,Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1.0,,0,,,,,,,,,,,4,,,,Matches,3935e52e
261,Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11.0,,11,,,,,,,,,,,17,,,,Matches,5ed9b537
262,Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,,15,,,,,,,,,,,16,,,,Matches,0313a347
263,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,,37,,,,,,,,,,,39,,,,Matches,8d3c902d
264,Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,,30,,,,,,,,,,,6,,,,Matches,79c0821a
265,Emil Krafth,se SWE,DF,Newcastle,26,1994,18.2,,16,,,,,,,,,,,25,,,,Matches,77cf6852
266,Alex Král,cz CZE,MF,West Ham,23,1998,0.0,,0,,,,,,,,,,,0,,,,Matches,e717705a
267,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,,1,,,,,,,,,,,0,,,,Matches,f23f9d20
268,Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,,40,,,,,,,,,,,30,,,,Matches,5aaef9ef
269,Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14.0,,12,,,,,,,,,,,13,,,,Matches,df3cda47
270,Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,,10,,,,,,,,,,,4,,,,Matches,9dbb75ca
271,Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,,18,,,,,,,,,,,15,,,,Matches,99813635
272,Tariq Lamptey,gh GHA,MFDF,Brighton,20,2000,17.3,,24,,,,,,,,,,,21,,,,Matches,f4e433d4
273,Manuel Lanzini,ar ARG,MF,West Ham,28,1993,19.8,,15,,,,,,,,,,,20,,,,Matches,26f6dca8
274,Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,,15,,,,,,,,,,,19,,,,Matches,119b9a8e
275,Jamaal Lascelles,eng ENG,DF,Newcastle,27,1993,22.9,,7,,,,,,,,,,,24,,,,Matches,450ab6fc
276,Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,,36,,,,,,,,,,,23,,,,Matches,f5044e54
277,Aaron Lennon,eng ENG,MFFW,Burnley,34,1987,17.2,,16,,,,,,,,,,,9,,,,Matches,2ff964a0
278,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,,1,,,,,,,,,,,0,,,,Matches,2628fd2b
279,Jamal Lewis,nir NIR,DF,Newcastle,23,1998,2.9,,6,,,,,,,,,,,3,,,,Matches,efb9215a
280,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,,11,,,,,,,,,,,25,,,,Matches,f5deef4c
281,Jesse Lingard,eng ENG,MF,Manchester Utd,28,1992,4.1,,7,,,,,,,,,,,0,,,,Matches,810e3c74
282,Tino Livramento,eng ENG,DF,Southampton,18,2002,24.5,,30,,,,,,,,,,,47,,,,Matches,afed6722
283,Diego Llorente,es ESP,DF,Leeds United,27,1993,26.0,,32,,,,,,,,,,,39,,,,Matches,bba30585
284,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,,1,,,,,,,,,,,1,,,,Matches,8f62b6ee
285,Giovani Lo Celso,ar ARG,MF,Tottenham,25,1996,2.6,,4,,,,,,,,,,,0,,,,Matches,d7553721
286,Jürgen Locadia,cw CUW,FW,Brighton,27,1993,0.3,,0,,,,,,,,,,,0,,,,Matches,6cc47ae1
287,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,25,1996,15.5,,10,,,,,,,,,,,10,,,,Matches,e97fd090
288,Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,,2,,,,,,,,,,,1,,,,Matches,5a4280b1
289,Shane Long,ie IRL,FW,Southampton,34,1987,3.4,,4,,,,,,,,,,,0,,,,Matches,9f472354
290,Sean Longstaff,eng ENG,MF,Newcastle,23,1997,16.3,,32,,,,,,,,,,,9,,,,Matches,a2b105e0
291,Ademola Lookman,ng NGA,MFFW,Leicester City,23,1997,16.1,,14,,,,,,,,,,,9,,,,Matches,7c104bb7
292,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,,0,,,,,,,,,,,0,,,,Matches,939bc634
293,Imran Louza,ma MAR,MF,Watford,22,1999,15.7,,22,,,,,,,,,,,42,,,,Matches,e1df6989
294,Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,,24,,,,,,,,,,,24,,,,Matches,9a9c05db
295,Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,,36,,,,,,,,,,,34,,,,Matches,6f7d826d
296,Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,,1,,,,,,,,,,,0,,,,Matches,5eae500a
297,Lyanco,br BRA,DF,Southampton,24,1997,10.1,,15,,,,,,,,,,,14,,,,Matches,b5bf1770
298,Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,23.6,,41,,,,,,,,,,,12,,,,Matches,83d074ff
299,James Maddison,eng ENG,MFFW,Leicester City,24,1996,27.3,,21,,,,,,,,,,,9,,,,Matches,ee38d9c5
300,Gabriel Magalhães,br BRA,DF,Arsenal,23,1997,34.0,,31,,,,,,,,,,,14,,,,Matches,67ac5bb8
301,Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,,21,,,,,,,,,,,33,,,,Matches,d8931174
302,Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,,5,,,,,,,,,,,5,,,,Matches,892d5bb1
303,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3.0,,4,,,,,,,,,,,4,,,,Matches,e3a5814e
304,Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,,19,,,,,,,,,,,7,,,,Matches,c691bfe2
305,Javier Manquillo,es ESP,DF,Newcastle,27,1994,14.0,,30,,,,,,,,,,,9,,,,Matches,758dd7f0
306,Fernando Marçal,br BRA,MF,Wolves,32,1989,16.1,,22,,,,,,,,,,,27,,,,Matches,9ae9eaea
307,Solly March,eng ENG,MF,Brighton,27,1994,19.4,,16,,,,,,,,,,,18,,,,Matches,bb5fbd2b
308,Pablo Marí,es ESP,DF,Arsenal,27,1993,2.0,,3,,,,,,,,,,,3,,,,Matches,aa54ec6f
309,Anthony Martial,fr FRA,MFFW,Manchester Utd,25,1995,2.4,,0,,,,,,,,,,,0,,,,Matches,8b788c01
310,Gabriel Martinelli,br BRA,MFFW,Arsenal,20,2001,20.7,,20,,,,,,,,,,,19,,,,Matches,48a5a5d6
311,Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36.0,,0,,,,,,,,,,,0,,,,Matches,7956236f
312,Adam Masina,ma MAR,DF,Watford,27,1994,12.0,,12,,,,,,,,,,,19,,,,Matches,de0f152c
313,Arthur Masuaku,cd COD,MFDF,West Ham,27,1993,7.2,,24,,,,,,,,,,,11,,,,Matches,57df7a11
314,Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,,4,,,,,,,,,,,1,,,,Matches,29733c72
315,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,12.7,,3,,,,,,,,,,,4,,,,Matches,50e6dc35
316,Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,,17,,,,,,,,,,,30,,,,Matches,eb7822d7
317,Joël Matip,cm CMR,DF,Liverpool,29,1991,31.0,,35,,,,,,,,,,,45,,,,Matches,b217ef29
318,Neal Maupay,fr FRA,FW,Brighton,24,1996,25.3,,10,,,,,,,,,,,2,,,,Matches,4bcf39f6
319,Bryan Mbeumo,cm CMR,FW,Brentford,21,1999,32.3,,16,,,,,,,,,,,12,,,,Matches,6afaebf2
320,James McArthur,sct SCO,MF,Crystal Palace,33,1987,16.0,,25,,,,,,,,,,,27,,,,Matches,cee31595
321,James Mcatee,eng ENG,MF,Manchester City,18,2002,0.2,,0,,,,,,,,,,,0,,,,Matches,96593e89
322,Kasey McAteer,ie IRL,MF,Leicester City,19,2001,0.0,,0,,,,,,,,,,,0,,,,Matches,b2c66859
323,Liam McCarron,sct SCO,DF,Leeds United,20,2001,0.1,,0,,,,,,,,,,,0,,,,Matches,076bb352
324,Alex McCarthy,eng ENG,GK,Southampton,31,1989,17.0,,0,,,,,,,,,,,0,,,,Matches,36c2ca73
325,John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,,63,,,,,,,,,,,32,,,,Matches,90f91999
326,Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,1000a059
327,Kenny McLean,sct SCO,MF,Norwich City,29,1992,30.1,,21,,,,,,,,,,,32,,,,Matches,471f16b3
328,Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,,53,,,,,,,,,,,33,,,,Matches,fc15fb84
329,Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,,34,,,,,,,,,,,32,,,,Matches,d93c2511
330,Ben Mee,eng ENG,DF,Burnley,31,1989,20.4,,11,,,,,,,,,,,25,,,,Matches,8df7a2fb
331,Hannibal Mejbri,tn TUN,MF,Manchester Utd,18,2003,0.8,,1,,,,,,,,,,,0,,,,Matches,ca22ccb0
332,Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,0.9,,2,,,,,,,,,,,0,,,,Matches,5271c8f1
333,Édouard Mendy,sn SEN,GK,Chelsea,29,1992,34.0,,0,,,,,,,,,,,0,,,,Matches,33887998
334,Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,,8,,,,,,,,,,,10,,,,Matches,1598599e
335,Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,,1,,,,,,,,,,,0,,,,Matches,6b625ac2
336,Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,,9,,,,,,,,,,,10,,,,Matches,2ce2508a
337,James Milner,eng ENG,MFDF,Liverpool,35,1986,9.5,,17,,,,,,,,,,,15,,,,Matches,2f90f6b8
338,Yerry Mina,co COL,DF,Everton,26,1994,9.4,,9,,,,,,,,,,,9,,,,Matches,6d5701f2
339,Takumi Minamino,jp JPN,FW,Liverpool,26,1995,2.1,,2,,,,,,,,,,,1,,,,Matches,f833a830
340,Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,,12,,,,,,,,,,,45,,,,Matches,8397a50c
341,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,,54,,,,,,,,,,,40,,,,Matches,5cbd1eb0
342,Jakub Moder,pl POL,MFFW,Brighton,22,1999,18.9,,26,,,,,,,,,,,10,,,,Matches,f230bc30
343,Ederson Moraes,br BRA,GK,Manchester City,27,1993,37.0,,1,,,,,,,,,,,0,,,,Matches,3bb7b8b4
344,Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0.0,,0,,,,,,,,,,,0,,,,Matches,bfae110f
345,Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,,0,,,,,,,,,,,3,,,,Matches,2bc28bb9
346,Mason Mount,eng ENG,MF,Chelsea,22,1999,26.3,,18,,,,,,,,,,,12,,,,Matches,9674002f
347,Lucas Moura,br BRA,MFFW,Tottenham,28,1992,19.7,,10,,,,,,,,,,,16,,,,Matches,2b622f01
348,João Moutinho,pt POR,MF,Wolves,34,1986,33.0,,40,,,,,,,,,,,28,,,,Matches,f5a00fa4
349,Bali Mumba,eng ENG,DFMF,Norwich City,19,2001,0.5,,1,,,,,,,,,,,0,,,,Matches,2d760d7b
350,Jacob Murphy,eng ENG,FWMF,Newcastle,26,1995,16.4,,26,,,,,,,,,,,23,,,,Matches,de112b84
351,Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,,12,,,,,,,,,,,13,,,,Matches,1d5cab82
352,Vitaliy Mykolenko,ua UKR,DFMF,Everton,22,1999,11.7,,14,,,,,,,,,,,16,,,,Matches,30d4a2e5
353,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10.0,,19,,,,,,,,,,,11,,,,Matches,de5b5570
354,Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,18.0,,29,,,,,,,,,,,43,,,,Matches,6b47c5db
355,Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,,7,,,,,,,,,,,1,,,,Matches,5cdddffa
356,Reiss Nelson,eng ENG,FWMF,Arsenal,21,1999,0.2,,0,,,,,,,,,,,0,,,,Matches,c5bdb6e3
357,Pedro Neto,pt POR,FWMF,Wolves,21,2000,5.2,,5,,,,,,,,,,,5,,,,Matches,7ba2eaa9
358,Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,,37,,,,,,,,,,,37,,,,Matches,44bfb6c5
359,Jeremy Ngakia,,DF,Watford,20,2000,10.0,,19,,,,,,,,,,,16,,,,Matches,3631ad41
360,Saúl Ñíguez,es ESP,MF,Chelsea,26,1994,5.3,,9,,,,,,,,,,,7,,,,Matches,c14bc029
361,Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,,5,,,,,,,,,,,5,,,,Matches,a53649b7
362,Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,,0,,,,,,,,,,,2,,,,Matches,93cf32a8
363,Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,,2,,,,,,,,,,,4,,,,Matches,ff527768
364,Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,,22,,,,,,,,,,,19,,,,Matches,8996350d
365,Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,,58,,,,,,,,,,,63,,,,Matches,df0a4c90
366,Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,,4,,,,,,,,,,,9,,,,Matches,74b2cd7e
367,Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,12.7,,19,,,,,,,,,,,7,,,,Matches,c4486bac
368,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1.0,,0,,,,,,,,,,,0,,,,Matches,e7ee38c3
369,Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,,5,,,,,,,,,,,5,,,,Matches,c393a6c4
370,Tyler Onyango,eng ENG,MF,Everton,18,2003,0.3,,0,,,,,,,,,,,0,,,,Matches,d86a1f3e
371,Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,,18,,,,,,,,,,,14,,,,Matches,2944f86f
372,Divock Origi,be BEL,FWMF,Liverpool,26,1995,1.5,,0,,,,,,,,,,,1,,,,Matches,43a166b4
373,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,8.7,,11,,,,,,,,,,,5,,,,Matches,38c7feef
374,Cole Palmer,eng ENG,FW,Manchester City,19,2002,1.4,,2,,,,,,,,,,,1,,,,Matches,dc7f8a28
375,Emerson Palmieri,it ITA,DFMF,Chelsea,26,1994,0.1,,0,,,,,,,,,,,0,,,,Matches,e0bc6fdc
376,Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,,28,,,,,,,,,,,25,,,,Matches,529f49ab
377,Nicolas Pépé,ci CIV,MF,Arsenal,26,1995,7.7,,5,,,,,,,,,,,7,,,,Matches,57e3f0c7
378,Ricardo Pereira,pt POR,DFMF,Leicester City,27,1993,11.0,,21,,,,,,,,,,,16,,,,Matches,75a72a99
379,Ayoze Pérez,es ESP,MF,Leicester City,28,1993,4.9,,2,,,,,,,,,,,2,,,,Matches,819aa8e7
380,Sonny Perkins,eng ENG,FWMF,West Ham,17,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,87f12e30
381,Romain Perraud,fr FRA,DFMF,Southampton,23,1997,18.0,,21,,,,,,,,,,,17,,,,Matches,6dfd8f05
382,Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,,24,,,,,,,,,,,23,,,,Matches,4f565d77
383,Jaden Philogene Bidace,eng ENG,FWMF,Aston Villa,19,2002,0.1,,0,,,,,,,,,,,0,,,,Matches,19f4d211
384,Jordan Pickford,eng ENG,GK,Everton,27,1994,35.0,,1,,,,,,,,,,,0,,,,Matches,4806ec67
385,Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,,14,,,,,,,,,,,10,,,,Matches,1ef37668
386,Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,,34,,,,,,,,,,,42,,,,Matches,e541326e
387,Daniel Podence,pt POR,FWMF,Wolves,25,1995,16.5,,10,,,,,,,,,,,9,,,,Matches,7fcc71d8
388,Paul Pogba,fr FRA,MF,Manchester Utd,28,1993,15.0,,9,,,,,,,,,,,13,,,,Matches,867239d3
389,Nick Pope,eng ENG,GK,Burnley,29,1992,36.0,,0,,,,,,,,,,,2,,,,Matches,4b40d9ca
390,Isaac Price,nir NIR,MF,Everton,17,2003,0.2,,0,,,,,,,,,,,0,,,,Matches,b9403c99
391,Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,,11,,,,,,,,,,,4,,,,Matches,0745b37d
392,Christian Pulisic,us USA,MFFW,Chelsea,22,1998,14.3,,7,,,,,,,,,,,5,,,,Matches,1bf33a9a
393,Przemysław Płacheta,pl POL,MFFW,Norwich City,23,1998,5.6,,3,,,,,,,,,,,2,,,,Matches,3c33f9d9
394,Jesurun Rak Sakyi,gh GHA,MF,Crystal Palace,18,2002,0.9,,0,,,,,,,,,,,1,,,,Matches,45685411
395,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34.0,,1,,,,,,,,,,,0,,,,Matches,466fb2c5
396,Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,,44,,,,,,,,,,,20,,,,Matches,1544f145
397,Raphinha,br BRA,MFFW,Leeds United,24,1996,32.4,,28,,,,,,,,,,,28,,,,Matches,3423f250
398,Marcus Rashford,eng ENG,MFFW,Manchester Utd,23,1997,13.7,,5,,,,,,,,,,,5,,,,Matches,a1d5bd30
399,Milot Rashica,xk KVX,MFFW,Norwich City,25,1996,24.8,,20,,,,,,,,,,,14,,,,Matches,6c6a3300
400,David Raya,es ESP,GK,Brentford,25,1995,24.0,,0,,,,,,,,,,,0,,,,Matches,98ea5115
401,Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,20.4,,11,,,,,,,,,,,7,,,,Matches,ab651565
402,Sergio Reguilón,es ESP,MFDF,Tottenham,24,1996,21.3,,25,,,,,,,,,,,28,,,,Matches,3353737a
403,Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,,41,,,,,,,,,,,60,,,,Matches,1c7012b8
404,Taylor Richards,eng ENG,MF,Brighton,20,2000,0.3,,0,,,,,,,,,,,0,,,,Matches,e0243d23
405,Richarlison,br BRA,FWMF,Everton,24,1997,28.0,,23,,,,,,,,,,,12,,,,Matches,fa031b34
406,Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,,1,,,,,,,,,,,1,,,,Matches,7a1f2c08
407,Matt Ritchie,sct SCO,DFMF,Newcastle,31,1989,14.9,,15,,,,,,,,,,,13,,,,Matches,71ef519e
408,Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,,14,,,,,,,,,,,20,,,,Matches,24fae784
409,Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,11.0,,8,,,,,,,,,,,5,,,,Matches,6c17e046
410,Andy Robertson,sct SCO,DF,Liverpool,27,1994,28.2,,21,,,,,,,,,,,26,,,,Matches,2e4f5f03
411,Joe Rodon,wls WAL,DF,Tottenham,23,1997,1.0,,0,,,,,,,,,,,0,,,,Matches,8d62d31a
412,Rodri,es ESP,MF,Manchester City,25,1996,32.0,,46,,,,,,,,,,,29,,,,Matches,6434f10d
413,Rodrigo,es ESP,MFFW,Leeds United,30,1991,25.2,,9,,,,,,,,,,,10,,,,Matches,1fb1c435
414,Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,,12,,,,,,,,,,,4,,,,Matches,4ab53cdb
415,Mads Roerslev,dk DEN,MFDF,Brentford,22,1999,13.8,,12,,,,,,,,,,,16,,,,Matches,57c94db2
416,Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,,41,,,,,,,,,,,32,,,,Matches,a3d94a58
417,Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,,43,,,,,,,,,,,50,,,,Matches,4b511457
418,Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,,7,,,,,,,,,,,1,,,,Matches,dea698d9
419,Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,,1,,,,,,,,,,,0,,,,Matches,b318a643
420,Danny Rose,eng ENG,DF,Watford,31,1990,7.7,,14,,,,,,,,,,,14,,,,Matches,89d10e53
421,Jonathan Rowe,eng ENG,FWMF,Norwich City,18,2003,2.5,,2,,,,,,,,,,,2,,,,Matches,8c12f884
422,John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,,0,,,,,,,,,,,0,,,,Matches,da8b19e2
423,Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,,27,,,,,,,,,,,26,,,,Matches,18b896d6
424,Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,,5,,,,,,,,,,,10,,,,Matches,3faa1780
425,José Sá,pt POR,GK,Wolves,28,1993,36.5,,1,,,,,,,,,,,2,,,,Matches,903b6e8b
426,Allan Saint-Maximin,fr FRA,FWMF,Newcastle,24,1997,31.2,,7,,,,,,,,,,,11,,,,Matches,2b16cb1a
427,Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,,29,,,,,,,,,,,56,,,,Matches,9fbbcf39
428,Bukayo Saka,eng ENG,MFFW,Arsenal,19,2001,33.1,,23,,,,,,,,,,,22,,,,Matches,bc7dc64d
429,Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,,8,,,,,,,,,,,5,,,,Matches,e342ad68
430,Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33.0,,46,,,,,,,,,,,76,,,,Matches,0b33f6ad
431,Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,,16,,,,,,,,,,,13,,,,Matches,1b4f1169
432,Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,,22,,,,,,,,,,,29,,,,Matches,da7b447d
433,Robert Sánchez,es ESP,GK,Brighton,23,1997,37.0,,1,,,,,,,,,,,0,,,,Matches,6a713852
434,Jadon Sancho,eng ENG,MFFW,Manchester Utd,21,2000,21.1,,8,,,,,,,,,,,13,,,,Matches,dbf053da
435,Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4.0,,8,,,,,,,,,,,10,,,,Matches,6e7f1353
