season,gw,fpl_id,name,pos,team,price,proj_pts
2023-24,1,266,Virginia,GK,EVE,4.0,0.068045618
2023-24,1,116,Strakosha,GK,BRE,4.0,0.053820047
2023-24,1,498,Forster,GK,TOT,4.0,0.064858112
2023-24,1,284,Rodak,GK,FUL,4.0,0.057774674
2023-24,1,409,Dubravka,GK,NEW,4.0,0.072008078
2023-24,1,546,Bentley,GK,WOL,4.0,0.050030292
2023-24,1,384,Heaton,GK,MUN,4.0,0.0
2023-24,1,289,Adrian,GK,LIV,4.0,0.0
2023-24,1,243,Whitworth,GK,CRY,4.0,0.070771158
2023-24,1,88,Travers,GK,BOU,4.0,0.065069879
2023-24,1,448,Hennessey,GK,NFO,4.0,0.103413177
2023-24,1,290,Trent,DEF,LIV,8.0,3.945195802
2023-24,1,206,James,DEF,CHE,5.5,3.439813399
2023-24,1,430,Trippier,DEF,NEW,6.5,4.676952743
2023-24,1,5,Gabriel,DEF,ARS,5.0,4.841556523
2023-24,1,307,Robertson,DEF,LIV,6.5,2.728982398
2023-24,1,195,Chilwell,DEF,CHE,5.5,2.964160138
2023-24,1,313,van Dijk,DEF,LIV,6.0,3.068566055
2023-24,1,131,Estupinan,DEF,BHA,5.0,5.263091547
2023-24,1,398,Shaw,DEF,MUN,5.5,4.714447179
2023-24,1,29,White,DEF,ARS,5.5,4.231222588
2023-24,1,20,Saliba,DEF,ARS,5.0,4.175465316
2023-24,1,368,Stones,DEF,MCI,5.5,3.632722412
2023-24,1,616,Gvardiol,DEF,MCI,5.0,3.22087635
2023-24,1,350,Dias,DEF,MCI,5.5,3.773043059
2023-24,1,129,Dunk,DEF,BHA,5.0,4.51617154
2023-24,1,391,L Martinez,DEF,MUN,5.0,4.05901137
2023-24,1,217,T Silva,DEF,CHE,5.0,2.375039497
2023-24,1,427,Schar,DEF,NEW,5.0,3.732539499
2023-24,1,395,Varane,DEF,MUN,5.0,3.80805744
2023-24,1,302,Konate,DEF,LIV,5.0,2.337828557
2023-24,1,405,Botman,DEF,NEW,4.5,3.60226124
2023-24,1,342,Ake,DEF,MCI,5.0,2.260531023
2023-24,1,197,Colwill,DEF,CHE,4.5,1.917648154
2023-24,1,265,Tarkowski,DEF,EVE,4.5,3.621601171
2023-24,1,506,Porro,DEF,TOT,5.0,2.375758763
2023-24,1,36,Cash,DEF,AVL,4.5,2.844872014
2023-24,1,369,Walker,DEF,MCI,5.0,1.602072065
2023-24,1,407,Burn,DEF,NEW,4.5,3.109736381
2023-24,1,511,Romero,DEF,TOT,4.5,2.882619352
2023-24,1,401,Wan-Bissaka,DEF,MUN,4.5,2.68356582
2023-24,1,257,Keane,DEF,EVE,4.5,3.216826924
2023-24,1,584,Torres,DEF,AVL,4.5,2.452150736
2023-24,1,585,Timber,DEF,ARS,5.0,3.111975827
2023-24,1,103,Henry,DEF,BRE,4.5,2.650490005
2023-24,1,31,Zinchenko,DEF,ARS,5.0,1.66585318
2023-24,1,51,Mings,DEF,AVL,4.5,2.170769545
2023-24,1,341,Akanji,DEF,MCI,5.0,3.141178374
2023-24,1,153,Webster,DEF,BHA,4.5,3.414161246
2023-24,1,112,Pinnock,DEF,BRE,4.5,2.685285756
2023-24,1,220,J Andersen,DEF,CRY,4.5,3.66156304
2023-24,1,377,Dalot,DEF,MUN,5.0,2.316600486
2023-24,1,109,Mee,DEF,BRE,5.0,2.62099088
2023-24,1,228,Guehi,DEF,CRY,4.5,3.503810658
2023-24,1,522,Aguerd,DEF,WHU,4.5,2.643118274
2023-24,1,48,Konsa,DEF,AVL,4.5,2.736559027
2023-24,1,191,Badiashile,DEF,CHE,4.5,0.864303133
2023-24,1,519,Udogie,DEF,TOT,4.5,2.526454978
2023-24,1,42,Digne,DEF,AVL,4.5,0.894410128
2023-24,1,104,Hickey,DEF,BRE,4.5,2.218497529
2023-24,1,497,Emerson R,DEF,TOT,4.5,1.22007905
2023-24,1,611,Disasi,DEF,CHE,5.0,1.185450748
2023-24,1,507,Perisic,DEF,TOT,5.0,2.138814323
2023-24,1,495,B Davies,DEF,TOT,4.5,1.221870081
2023-24,1,262,Patterson,DEF,EVE,4.5,2.905719163
2023-24,1,176,Roberts,DEF,BUR,4.5,1.677609323
2023-24,1,588,Young,DEF,EVE,4.5,1.428036864
2023-24,1,298,J Gomez,DEF,LIV,4.5,0.620720668
2023-24,1,32,Moreno,DEF,AVL,5.0,0.0
2023-24,1,242,Ward,DEF,CRY,4.5,2.696540998
2023-24,1,544,Zouma,DEF,WHU,4.5,2.119392704
2023-24,1,551,Dawson,DEF,WOL,4.5,1.892158384
2023-24,1,234,Mitchell,DEF,CRY,4.5,3.080636251
2023-24,1,563,Kilman,DEF,WOL,4.5,1.857269467
2023-24,1,473,Baldock,DEF,SHU,4.0,3.044622895
2023-24,1,528,Coufal,DEF,WHU,4.5,2.479692003
2023-24,1,255,Holgate,DEF,EVE,4.0,0.553497462
2023-24,1,96,Collins,DEF,BRE,4.5,1.896432163
2023-24,1,532,Emerson P,DEF,WHU,4.5,2.174825109
2023-24,1,89,Zabarnyi,DEF,BOU,4.5,1.505877207
2023-24,1,305,Matip,DEF,LIV,5.0,0.83690512
2023-24,1,151,Veltman,DEF,BHA,4.5,3.373265126
2023-24,1,357,Laporte,DEF,MCI,5.0,0.496166529
2023-24,1,572,Semedo,DEF,WOL,4.5,1.564955486
2023-24,1,25,Tomiyasu,DEF,ARS,4.5,0.315443308
2023-24,1,160,Beyer,DEF,BUR,4.0,1.42001969
2023-24,1,90,Ajer,DEF,BRE,4.5,0.471919756
2023-24,1,553,Giles,DEF,LUT,4.5,1.693261499
2023-24,1,83,Senesi,DEF,BOU,4.5,3.17085824
2023-24,1,321,Doughty,DEF,LUT,4.5,1.099647602
2023-24,1,610,Bassey,DEF,FUL,4.5,1.561483441
2023-24,1,157,Al-Dakhil,DEF,BUR,4.0,0.404425452
2023-24,1,386,Lindelof,DEF,MUN,4.5,0.722883487
2023-24,1,548,Bueno,DEF,WOL,4.5,1.11822395
2023-24,1,471,Ahmedhodzic,DEF,SHU,4.5,3.134201041
2023-24,1,467,Williams,DEF,NFO,4.5,0.319635068
2023-24,1,283,A Robinson,DEF,FUL,4.5,2.454708103
2023-24,1,285,Tete,DEF,FUL,4.5,2.082427409
2023-24,1,173,O'Shea,DEF,BUR,4.5,1.530865778
2023-24,1,222,Clyne,DEF,CRY,4.5,0.571611644
2023-24,1,182,Vitinho,DEF,BUR,4.5,0.752756607
2023-24,1,530,Cresswell,DEF,WHU,4.5,0.882508038
2023-24,1,436,Aurier,DEF,NFO,4.5,1.736337554
2023-24,1,10,Kiwior,DEF,ARS,4.5,0.360470419
2023-24,1,496,Dier,DEF,TOT,4.5,0.468829602
2023-24,1,198,Cucurella,DEF,CHE,5.0,0.727755472
2023-24,1,75,Mepham,DEF,BOU,4.5,0.823687507
2023-24,1,537,Kehrer,DEF,WHU,4.5,0.848392118
2023-24,1,260,Mykolenko,DEF,EVE,4.5,2.061339796
2023-24,1,480,Egan,DEF,SHU,4.5,3.024924131
2023-24,1,194,Chalobah,DEF,CHE,4.5,0.232084592
2023-24,1,358,Lewis,DEF,MCI,4.5,0.737197175
2023-24,1,203,Gusto,DEF,CHE,4.0,0.646922343
2023-24,1,633,Livramento,DEF,NEW,4.5,0.0
2023-24,1,604,Aina,DEF,NFO,4.5,1.59403486
2023-24,1,389,Malacia,DEF,MUN,4.5,0.637269255
2023-24,1,252,Godfrey,DEF,EVE,4.5,1.518827503
2023-24,1,271,Diop,DEF,FUL,4.5,1.919557591
2023-24,1,575,Lockyer,DEF,LUT,4.5,2.107308537
2023-24,1,639,van de Ven,DEF,TOT,3.5,1.795275207
2023-24,1,474,Basham,DEF,SHU,4.0,0.839658308
2023-24,1,419,Lascelles,DEF,NEW,4.0,0.312103698
2023-24,1,508,Reguilon,DEF,TOT,4.5,0.231247399
2023-24,1,178,Taylor,DEF,BUR,4.0,0.649401528
2023-24,1,277,Mbabu,DEF,FUL,4.0,0.392336685
2023-24,1,484,Lowe,DEF,SHU,4.5,2.684616004
2023-24,1,41,Carlos,DEF,AVL,4.5,1.62243439
2023-24,1,27,Trusty,DEF,SHU,4.0,0.957883599
2023-24,1,602,Kabore,DEF,LUT,4.0,1.950043296
2023-24,1,387,Maguire,DEF,WHU,4.5,2.430409795
2023-24,1,606,Igor,DEF,BHA,4.5,1.632513829
2023-24,1,576,J Robinson,DEF,SHU,4.5,2.559186015
2023-24,1,318,Burke,DEF,LUT,4.0,0.133753929
2023-24,1,286,Adarabioyo,DEF,FUL,4.5,0.767468679
2023-24,1,457,Niakhate,DEF,NFO,4.5,0.622677163
2023-24,1,238,C Richards,DEF,CRY,4.0,0.966196501
2023-24,1,70,Kelly,DEF,BOU,4.5,2.934029407
2023-24,1,476,Bogle,DEF,SHU,4.5,0.431436246
2023-24,1,598,Doherty,DEF,WOL,4.5,0.912373174
2023-24,1,315,M Andersen,DEF,LUT,4.0,1.152053849
2023-24,1,455,McKenna,DEF,NFO,4.5,1.470553536
2023-24,1,445,Felipe,DEF,NFO,4.5,0.0
2023-24,1,247,Coleman,DEF,EVE,4.5,0.0
2023-24,1,469,Worrall,DEF,NFO,4.5,1.520407167
2023-24,1,84,Smith,DEF,BOU,4.5,0.464238714
2023-24,1,245,Branthwaite,DEF,EVE,4.0,0.261631498
2023-24,1,577,Ogbonna,DEF,WHU,4.5,0.194841405
2023-24,1,417,Krafth,DEF,NEW,4.5,0.409468484
2023-24,1,595,Kerkez,DEF,BOU,4.5,2.024005831
2023-24,1,461,O Richards,DEF,NFO,4.5,0.318009939
2023-24,1,439,Boly,DEF,NFO,4.5,1.315963431
2023-24,1,316,Bell,DEF,LUT,4.0,1.890877582
2023-24,1,592,Larouci,DEF,SHU,4.5,0.441461293
2023-24,1,68,Fredericks,DEF,BOU,4.5,0.0
2023-24,1,167,Ekdal,DEF,BUR,4.0,1.243700323
2023-24,1,311,Tsimikas,DEF,LIV,4.5,0.673501943
2023-24,1,333,Potts,DEF,LUT,4.0,0.144569467
2023-24,1,573,Toti,DEF,WOL,4.5,0.577482714
2023-24,1,545,Ait-Nouri,DEF,WOL,4.5,0.485211073
2023-24,1,330,Osho,DEF,LUT,4.5,2.087833221
2023-24,1,428,Targett,DEF,NEW,4.5,1.1454271
2023-24,1,281,Ream,DEF,FUL,4.5,1.737581398
2023-24,1,114,Roerslev,DEF,BRE,4.5,0.601839033
2023-24,1,560,Jonny,DEF,WOL,4.5,0.633594885
2023-24,1,536,Ben Johnson,DEF,WHU,4.5,0.605966313
2023-24,1,204,Hall,DEF,CRY,4.5,0.767893625
2023-24,1,308,Salah,MID,LIV,12.5,4.744702172
2023-24,1,373,Fernandes,MID,MUN,8.5,6.630633643
2023-24,1,396,Rashford,MID,MUN,9.0,6.639050432
2023-24,1,19,Saka,MID,ARS,8.5,5.84975834
2023-24,1,516,Son,MID,TOT,9.0,5.340833324
2023-24,1,349,De Bruyne,MID,MCI,10.5,4.882043258
2023-24,1,14,Odegaard,MID,ARS,8.5,6.034510323
2023-24,1,108,Mbeumo,MID,BRE,6.5,4.38214702
2023-24,1,12,Martinelli,MID,ARS,8.0,5.548416993
2023-24,1,504,Maddison,MID,TOT,7.5,4.439550667
2023-24,1,6,Havertz,MID,ARS,7.5,5.523172694
2023-24,1,216,Sterling,MID,CHE,7.0,3.819069034
2023-24,1,509,Richarlison,MID,TOT,7.0,3.67640649
2023-24,1,354,Grealish,MID,MCI,7.5,4.030529148
2023-24,1,226,Eze,MID,CRY,6.5,4.820553021
2023-24,1,526,Bowen,MID,WHU,7.0,4.598150712
2023-24,1,143,Mitoma,MID,BHA,6.5,5.547155822
2023-24,1,599,Diaby,MID,AVL,6.5,3.612913339
2023-24,1,134,Gross,MID,BHA,6.5,4.799772529
2023-24,1,353,Foden,MID,MCI,7.5,3.374911533
2023-24,1,447,Gibbs-White,MID,NFO,6.0,3.136094456
2023-24,1,140,March,MID,BHA,6.5,4.594034233
2023-24,1,209,Mount,MID,MUN,7.0,3.98376373
2023-24,1,267,Pereira,MID,FUL,5.5,3.657248572
2023-24,1,303,Diaz,MID,LIV,7.5,2.05134804
2023-24,1,294,Jota,MID,LIV,8.0,2.094414773
2023-24,1,344,B Silva,MID,MCI,6.5,3.212249822
2023-24,1,304,Mac Allister,MID,LIV,6.0,3.19548298
2023-24,1,372,Antony,MID,MUN,7.0,4.094098006
2023-24,1,501,Kulusevski,MID,TOT,7.0,3.40760232
2023-24,1,591,Willian,MID,FUL,5.5,2.669375078
2023-24,1,199,Fernandez,MID,CHE,5.0,3.101049439
2023-24,1,539,Paqueta,MID,WHU,6.0,3.451023911
2023-24,1,601,Danjuma,MID,EVE,5.5,4.011045367
2023-24,1,376,Casemiro,MID,MUN,5.5,4.08381637
2023-24,1,210,Mudryk,MID,CHE,6.5,2.59085541
2023-24,1,365,Rodri,MID,MCI,5.5,3.471761316
2023-24,1,402,Almiron,MID,NEW,6.5,2.678340559
2023-24,1,406,Guimaraes,MID,NEW,6.0,3.721838416
2023-24,1,26,Trossard,MID,ARS,7.0,3.2439852
2023-24,1,256,Iwobi,MID,EVE,5.5,3.547400499
2023-24,1,603,Barnes,MID,NEW,6.5,3.683132172
2023-24,1,221,Ayew,MID,CRY,5.5,3.36076062
2023-24,1,34,Bailey,MID,AVL,5.5,2.385159405
2023-24,1,309,Szoboszlai,MID,LIV,7.0,2.276979105
2023-24,1,416,Joelinton,MID,NEW,6.0,3.368336316
2023-24,1,43,Luiz,MID,AVL,5.5,2.490336018
2023-24,1,450,Brennan Johnson,MID,NFO,6.0,2.356291232
2023-24,1,253,Gray,MID,EVE,5.5,3.645926567
2023-24,1,130,Enciso,MID,BHA,5.5,3.271906286
2023-24,1,236,Olise,MID,CRY,6.0,0.927548653
2023-24,1,63,Billing,MID,BOU,5.5,3.503885876
2023-24,1,202,Gallagher,MID,CHE,5.5,2.546676625
2023-24,1,525,Benrahma,MID,WHU,6.0,2.66178309
2023-24,1,249,A Doucoure,MID,EVE,5.5,3.208461079
2023-24,1,429,Tonali,MID,NEW,5.5,3.232974578
2023-24,1,397,Sancho,MID,MUN,7.0,3.423155078
2023-24,1,106,Jensen,MID,BRE,5.5,2.656881671
2023-24,1,503,Lo Celso,MID,TOT,5.0,2.097211232
2023-24,1,128,Dahoud,MID,BHA,5.0,3.152457246
2023-24,1,50,McGinn,MID,AVL,5.5,2.32813391
2023-24,1,570,Sarabia,MID,WOL,5.0,2.617985803
2023-24,1,78,Ouattara,MID,BOU,5.0,2.834669257
2023-24,1,58,Tielemans,MID,AVL,6.0,1.878621324
2023-24,1,630,Barkley,MID,LUT,3.5,2.729556001
2023-24,1,240,Schlupp,MID,CRY,5.0,2.536728444
2023-24,1,488,Norwood,MID,SHU,5.0,2.762243894
2023-24,1,567,P Neto,MID,WOL,5.5,2.626607183
2023-24,1,184,Zaroury,MID,BUR,5.0,2.075960082
2023-24,1,115,Schade,MID,BRE,5.5,2.232826964
2023-24,1,540,Rice,MID,ARS,5.5,3.372201391
2023-24,1,161,Brownhill,MID,BUR,5.0,2.496595816
2023-24,1,15,Partey,MID,ARS,5.0,2.558752129
2023-24,1,288,H Wilson,MID,FUL,5.5,1.579048621
2023-24,1,583,Solomon,MID,TOT,5.5,0.666150282
2023-24,1,110,Norgaard,MID,BRE,5.5,2.815990177
2023-24,1,62,Anthony,MID,BOU,5.0,0.442690452
2023-24,1,423,Murphy,MID,NEW,5.0,0.394897668
2023-24,1,55,J Ramsey,MID,AVL,6.0,0.0
2023-24,1,475,Berge,MID,BUR,5.0,2.410449718
2023-24,1,218,Ziyech,MID,CHE,5.5,0.865671311
2023-24,1,208,Madueke,MID,CHE,5.5,2.092928199
2023-24,1,64,Brooks,MID,BOU,5.0,0.782946859
2023-24,1,65,Christie,MID,BOU,5.0,1.106484882
2023-24,1,86,Tavernier,MID,BOU,5.5,2.470638384
2023-24,1,432,Willock,MID,NEW,5.5,0.521318017
2023-24,1,566,Nunes,MID,WOL,5.0,2.301462958
2023-24,1,276,Lukic,MID,FUL,4.5,0.987160655
2023-24,1,600,Redmond,MID,BUR,5.0,0.302884152
2023-24,1,542,Soucek,MID,WHU,5.0,2.598138754
2023-24,1,159,Benson,MID,BUR,5.5,1.529394049
2023-24,1,282,Reed,MID,FUL,5.0,1.950457594
2023-24,1,72,Kluivert,MID,BOU,5.0,2.993618473
2023-24,1,412,Gordon,MID,NEW,5.5,1.729602276
2023-24,1,442,Danilo,MID,NFO,5.5,1.992748995
2023-24,1,557,Hwang H,MID,WOL,5.5,2.496405129
2023-24,1,379,Eriksen,MID,MUN,6.0,3.270537769
2023-24,1,223,C Doucoure,MID,CRY,5.0,2.745884598
2023-24,1,98,Damsgaard,MID,BRE,5.0,1.449286094
2023-24,1,81,Rothwell,MID,BOU,5.0,0.694447205
2023-24,1,126,Caicedo,MID,LIV,5.0,0.0
2023-24,1,554,Guedes,MID,WOL,5.5,1.062337434
2023-24,1,587,Slimane,MID,SHU,5.0,2.373861654
2023-24,1,87,H Traore,MID,BOU,5.0,2.827484316
2023-24,1,231,Lerma,MID,CRY,5.0,2.698079326
2023-24,1,250,Garner,MID,EVE,5.0,2.229394589
2023-24,1,586,Chong,MID,LUT,5.0,1.533655268
2023-24,1,180,Twine,MID,BUR,5.0,0.630550007
2023-24,1,105,Janelt,MID,BRE,5.5,2.341496425
2023-24,1,421,S Longstaff,MID,NEW,5.0,0.416352102
2023-24,1,165,Cullen,MID,BUR,5.0,1.906655961
2023-24,1,107,Lewis-Potter,MID,BRE,5.0,1.602029079
2023-24,1,392,McTominay,MID,MUN,5.0,1.357666262
2023-24,1,47,Kamara,MID,AVL,5.0,1.613382536
2023-24,1,470,Yates,MID,NFO,5.0,1.920399769
2023-24,1,170,Gudmundsson,MID,BUR,5.0,0.869302237
2023-24,1,356,Kovacic,MID,MCI,5.0,2.503503488
2023-24,1,378,Elanga,MID,NFO,5.0,0.901396639
2023-24,1,205,Hudson-Odoi,MID,FUL,5.0,1.898054655
2023-24,1,568,Podence,MID,WOL,5.5,1.102319931
2023-24,1,229,Hughes,MID,CRY,5.0,0.871391342
2023-24,1,505,Ndombele,MID,TOT,4.5,0.356741756
2023-24,1,489,Osborn,MID,SHU,5.0,2.027652705
2023-24,1,38,Coutinho,MID,AVL,6.0,1.788238382
2023-24,1,534,Fornals,MID,WHU,5.0,1.897260156
2023-24,1,493,Bissouma,MID,TOT,5.0,1.512469252
2023-24,1,608,Bruun Larsen,MID,BUR,5.0,0.164997723
2023-24,1,163,Cork,MID,BUR,5.0,0.593906621
2023-24,1,254,Gueye,MID,EVE,5.0,2.257497537
2023-24,1,133,Gilmour,MID,BHA,5.0,2.060802823
2023-24,1,295,Elliott,MID,LIV,5.0,1.317266827
2023-24,1,219,Ahamada,MID,CRY,4.5,0.318133493
2023-24,1,268,Cairney,MID,FUL,5.0,0.573975393
2023-24,1,125,Buonanotte,MID,BHA,5.0,1.45821304
2023-24,1,565,Lemina,MID,WOL,5.0,1.983764297
2023-24,1,453,Mangala,MID,NFO,5.0,1.805228018
2023-24,1,362,Palmer,MID,MCI,5.0,0.957762923
2023-24,1,52,Nakamba,MID,LUT,4.5,2.168999506
2023-24,1,642,E Alvarez,MID,WHU,3.5,2.486793428
2023-24,1,66,Cook,MID,BOU,5.0,2.178759777
2023-24,1,492,Bentancur,MID,TOT,5.5,0.0
2023-24,1,300,Jones,MID,LIV,5.0,2.290476279
2023-24,1,270,Reid,MID,FUL,5.5,1.941943777
2023-24,1,527,Cornet,MID,WHU,5.5,1.185668681
2023-24,1,458,O'Brien,MID,NFO,5.0,0.145608455
2023-24,1,499,Hojbjerg,MID,TOT,5.5,2.459273441
2023-24,1,582,Mpanzu,MID,LUT,5.0,1.968788549
2023-24,1,292,Bajcetic,MID,LIV,5.0,0.447058439
2023-24,1,259,McNeil,MID,EVE,5.5,0.0
2023-24,1,35,Buendia,MID,AVL,6.0,0.0
2023-24,1,446,Freuler,MID,NFO,5.0,0.814073072
2023-24,1,99,Dasilva,MID,BRE,5.0,1.061428198
2023-24,1,515,Skipp,MID,TOT,5.0,0.584962153
2023-24,1,322,Freeman,MID,LUT,5.0,0.327759864
2023-24,1,9,Jorginho,MID,ARS,5.5,0.629131306
2023-24,1,559,Gomes,MID,WOL,5.0,1.89119545
2023-24,1,280,Palhinha,MID,FUL,5.0,2.550363659
2023-24,1,319,Campbell,MID,LUT,5.0,0.944339722
2023-24,1,613,Ugochukwu,MID,CHE,4.5,0.302337535
2023-24,1,403,Anderson,MID,NEW,4.5,0.806025006
2023-24,1,22,Smith Rowe,MID,ARS,5.5,1.003231583
2023-24,1,462,Scarpa,MID,NFO,4.5,1.116926347
2023-24,1,261,Amadou Onana,MID,EVE,5.0,1.333757613
2023-24,1,4,Vieira,MID,ARS,5.5,0.748746973
2023-24,1,138,Lallana,MID,BHA,5.0,2.126864794
2023-24,1,320,Clark,MID,LUT,5.0,0.142456218
2023-24,1,481,Fleck,MID,SHU,5.0,1.928478688
2023-24,1,310,Thiago,MID,LIV,5.0,1.602988444
2023-24,1,196,Chukwuemeka,MID,CHE,4.5,2.068188175
2023-24,1,92,Baptiste,MID,BRE,4.5,0.693564099
2023-24,1,364,Phillips,MID,MCI,5.0,0.474177845
2023-24,1,463,Shelvey,MID,NFO,5.0,0.313251426
2023-24,1,451,Kouyate,MID,NFO,5.0,0.762190198
2023-24,1,609,Maatsen,MID,CHE,5.5,0.540556756
2023-24,1,142,Milner,MID,BHA,5.0,1.21273648
2023-24,1,111,Onyeka,MID,BRE,5.0,1.126871493
2023-24,1,574,Boubacar Traore,MID,WOL,4.5,1.010239968
2023-24,1,40,Dendoncker,MID,AVL,5.0,0.458131924
2023-24,1,21,Lokonga,MID,BUR,5.0,1.005500674
2023-24,1,638,Souza,MID,SHU,3.5,1.592058181
2023-24,1,355,Haaland,FWD,MCI,14.0,6.792524593
2023-24,1,60,Watkins,FWD,AVL,8.0,4.115527607
2023-24,1,211,Jackson,FWD,CHE,7.0,3.5159544
2023-24,1,415,Isak,FWD,NEW,7.5,3.973798552
2023-24,1,85,Solanke,FWD,BOU,6.5,4.401142136
2023-24,1,433,C Wilson,FWD,NEW,8.0,3.827871055
2023-24,1,293,Nunez,FWD,LIV,7.5,2.285650808
2023-24,1,343,J Alvarez,FWD,MCI,6.5,3.513700774
2023-24,1,8,Jesus,FWD,ARS,8.0,0.0
2023-24,1,119,Wissa,FWD,BRE,6.0,3.059006482
2023-24,1,246,Calvert-Lewin,FWD,EVE,6.0,4.244436907
2023-24,1,278,Mitrovic,FWD,FUL,7.5,2.654334141
2023-24,1,297,Gakpo,FWD,LIV,7.5,2.283986742
2023-24,1,437,Awoniyi,FWD,NFO,6.5,1.142770063
2023-24,1,593,Benie Traore,FWD,SHU,5.5,3.634469866
2023-24,1,135,Pedro,FWD,BHA,5.5,3.093527179
2023-24,1,326,Morris,FWD,LUT,5.5,2.720147504
2023-24,1,225,Edouard,FWD,CRY,5.5,3.308882057
2023-24,1,590,Cunha,FWD,WOL,5.5,2.63603781
2023-24,1,617,Hojlund,FWD,MUN,7.0,0.764073938
2023-24,1,314,Adebayo,FWD,LUT,5.0,2.406571722
2023-24,1,523,Antonio,FWD,WHU,6.0,2.750140338
2023-24,1,154,Welbeck,FWD,BHA,6.0,3.561520657
2023-24,1,132,E Ferguson,FWD,BHA,6.0,2.424875046
2023-24,1,594,Amdouni,FWD,BUR,5.5,2.208163001
2023-24,1,535,Ings,FWD,WHU,6.0,2.585291121
2023-24,1,485,McBurnie,FWD,SHU,5.5,2.808402602
2023-24,1,177,Rodriguez,FWD,BUR,5.5,1.9354172
2023-24,1,33,Archer,FWD,AVL,4.5,0.535657783
2023-24,1,558,Jimenez,FWD,FUL,5.5,2.339768569
2023-24,1,562,Kalajdzic,FWD,WOL,5.0,1.590025554
2023-24,1,258,Maupay,FWD,EVE,5.0,1.95699872
2023-24,1,328,Ogbene,FWD,LUT,5.0,1.158099694
2023-24,1,207,Lukaku,FWD,CHE,7.0,0.27630316
2023-24,1,193,Broja,FWD,CHE,5.0,0.0
2023-24,1,212,Nkunku,FWD,CHE,7.5,0.0
2023-24,1,117,Toney,FWD,BRE,8.0,0.0
2023-24,1,232,Mateta,FWD,CRY,5.0,2.377426725
2023-24,1,287,Vinicius,FWD,FUL,5.0,1.408880495
2023-24,1,483,Jebbison,FWD,SHU,5.0,0.619493008
2023-24,1,13,Nketiah,FWD,ARS,5.5,1.94144458
2023-24,1,552,F Silva,FWD,WOL,5.5,0.601757568
2023-24,1,168,Foster,FWD,BUR,5.0,0.840012453
2023-24,1,468,Wood,FWD,NFO,5.0,1.229806586
2023-24,1,641,Veliz,FWD,TOT,3.5,1.96770297
2023-24,1,490,Osula,FWD,SHU,4.5,2.003649697
2023-24,1,538,Mubama,FWD,WHU,4.5,0.278145095
2023-24,1,466,Hwang U,FWD,NFO,4.5,0.807151216
2023-24,1,174,Obafemi,FWD,BUR,5.0,0.292133693
2023-24,1,340,Woodrow,FWD,LUT,4.5,0.539657703
2023-24,1,477,Brewster,FWD,SHU,5.0,0.339313514
2023-24,1,76,Moore,FWD,BOU,5.0,1.239847229
2023-24,1,443,Dennis,FWD,NFO,5.0,1.495550431
2023-24,18,113,Raya,GK,ARS,4.9,2.946007565
2023-24,18,49,E Martinez,GK,AVL,4.9,4.664865013
2023-24,18,291,Alisson,GK,LIV,5.6,2.837623259
2023-24,18,352,Ederson,GK,MCI,5.5,0.0
2023-24,18,275,Leno,GK,FUL,4.7,4.283177072
2023-24,18,77,N Neto,GK,BOU,4.5,3.940579612
2023-24,18,520,Vicario,GK,TOT,5.2,3.460372909
2023-24,18,569,Sa,GK,WOL,5.0,3.25852294
