season,gw,fpl_id,name,pos,team,price,proj_pts
2023-24,18,409,Dubravka,GK,NEW,4.0,4.26315729
2023-24,18,263,Pickford,GK,EVE,4.4,3.004745635
2023-24,18,101,Flekken,GK,BRE,4.5,0.0
2023-24,18,230,Johnstone,GK,CRY,4.7,0.066585758
2023-24,18,482,Foderingham,GK,SHU,4.5,2.758086092
2023-24,18,614,Kaminski,GK,LUT,4.5,2.913845969
2023-24,18,597,Andre Onana,GK,MUN,4.8,3.313937384
2023-24,18,596,Trafford,GK,BUR,4.5,3.221922135
2023-24,18,28,Turner,GK,NFO,4.0,2.705180649
2023-24,18,533,Fabianski,GK,WHU,4.2,0.185585436
2023-24,18,145,Sanchez,GK,CHE,4.6,0.072852672
2023-24,18,152,Verbruggen,GK,BHA,4.4,1.26891574
2023-24,18,148,Steele,GK,BHA,4.3,2.321154987
2023-24,18,687,Petrovic,GK,CHE,4.5,3.638244049
2023-24,18,524,Areola,GK,WHU,4.3,2.923863358
2023-24,18,695,Bayindir,GK,MUN,4.0,0.055738373
2023-24,18,385,Henderson,GK,CRY,4.4,3.523883915
2023-24,18,172,Muric,GK,BUR,4.3,0.056661101
2023-24,18,710,Vlachodimos,GK,NFO,4.5,0.707549189
2023-24,18,17,Ramsdale,GK,ARS,4.6,0.156029588
2023-24,18,361,Ortega,GK,MCI,3.9,0.0
2023-24,18,665,Krul,GK,LUT,4.4,0.049353643
2023-24,18,266,Virginia,GK,EVE,3.9,0.0535933
2023-24,18,498,Forster,GK,TOT,3.9,0.06333076
2023-24,18,284,Rodak,GK,FUL,3.9,0.072966993
2023-24,18,546,Bentley,GK,WOL,3.9,0.058536497
2023-24,18,479,A Davies,GK,SHU,4.0,0.040880533
2023-24,18,116,Strakosha,GK,BRE,3.9,0.0
2023-24,18,301,Kelleher,GK,LIV,4.0,0.689025152
2023-24,18,424,Pope,GK,NEW,5.5,0.081820742
2023-24,18,53,Olsen,GK,AVL,3.9,0.083672486
2023-24,18,10019,N Ferguson,DEF,CRY,3.5,0.214697312
2023-24,18,290,Trent,DEF,LIV,8.0,3.822869576
2023-24,18,430,Trippier,DEF,NEW,7.0,5.738408536
2023-24,18,5,Gabriel,DEF,ARS,4.9,2.817220314
2023-24,18,29,White,DEF,ARS,5.6,2.778789361
2023-24,18,20,Saliba,DEF,ARS,5.5,2.676925485
2023-24,18,506,Porro,DEF,TOT,5.3,4.472188581
2023-24,18,31,Zinchenko,DEF,ARS,5.2,2.791879044
2023-24,18,313,van Dijk,DEF,LIV,6.1,2.932108405
2023-24,18,584,Torres,DEF,AVL,4.6,1.890291904
2023-24,18,350,Dias,DEF,MCI,5.5,0.0
2023-24,18,48,Konsa,DEF,AVL,4.5,4.760777076
2023-24,18,195,Chilwell,DEF,CHE,5.4,0.0
2023-24,18,129,Dunk,DEF,BHA,5.0,3.367165055
2023-24,18,41,Carlos,DEF,AVL,4.4,4.350363934
2023-24,18,368,Stones,DEF,MCI,5.3,0.0
2023-24,18,42,Digne,DEF,AVL,4.7,2.896805358
2023-24,18,398,Shaw,DEF,MUN,5.2,2.852869327
2023-24,18,217,T Silva,DEF,CHE,5.0,3.239420659
2023-24,18,407,Burn,DEF,NEW,4.4,3.986492047
2023-24,18,616,Gvardiol,DEF,MCI,4.9,0.0
2023-24,18,131,Estupinan,DEF,BHA,5.0,0.0
2023-24,18,197,Colwill,DEF,CHE,4.5,3.287191741
2023-24,18,369,Walker,DEF,MCI,5.3,0.0
2023-24,18,519,Udogie,DEF,TOT,4.8,0.0
2023-24,18,427,Schar,DEF,NEW,5.3,2.407279385
2023-24,18,302,Konate,DEF,LIV,4.9,2.455851004
2023-24,18,271,Diop,DEF,FUL,4.4,0.0
2023-24,18,405,Botman,DEF,NEW,4.5,4.306478879
2023-24,18,611,Disasi,DEF,CHE,5.0,3.207937883
2023-24,18,307,Robertson,DEF,LIV,6.4,0.0
2023-24,18,83,Senesi,DEF,BOU,4.3,1.312446399
2023-24,18,191,Badiashile,DEF,CHE,4.4,2.53723651
2023-24,18,341,Akanji,DEF,MCI,4.9,0.0
2023-24,18,342,Ake,DEF,MCI,5.0,0.0
2023-24,18,286,Adarabioyo,DEF,FUL,4.3,0.369311012
2023-24,18,112,Pinnock,DEF,BRE,4.6,0.0
2023-24,18,228,Guehi,DEF,CRY,4.7,2.995483563
2023-24,18,391,L Martinez,DEF,MUN,4.7,0.0
2023-24,18,511,Romero,DEF,TOT,4.9,3.293554844
2023-24,18,639,van de Ven,DEF,TOT,4.5,0.0
2023-24,18,220,J Andersen,DEF,CRY,5.1,3.107721836
2023-24,18,401,Wan-Bissaka,DEF,MUN,4.4,2.44614283
2023-24,18,522,Aguerd,DEF,WHU,4.5,2.475034607
2023-24,18,544,Zouma,DEF,WHU,4.5,2.698589043
2023-24,18,234,Mitchell,DEF,CRY,4.7,2.879984888
2023-24,18,153,Webster,DEF,BHA,4.3,0.0
2023-24,18,283,A Robinson,DEF,FUL,4.4,3.381848453
2023-24,18,484,Lowe,DEF,SHU,4.3,0.0
2023-24,18,688,Castagne,DEF,FUL,4.5,3.307235109
2023-24,18,265,Tarkowski,DEF,EVE,4.4,2.244267673
2023-24,18,377,Dalot,DEF,MUN,5.0,0.0
2023-24,18,311,Tsimikas,DEF,LIV,4.9,2.698269625
2023-24,18,182,Vitinho,DEF,BUR,4.4,1.322823071
2023-24,18,173,O'Shea,DEF,BUR,4.4,1.176736238
2023-24,18,36,Cash,DEF,AVL,4.9,3.247639812
2023-24,18,551,Dawson,DEF,WOL,4.5,2.534686436
2023-24,18,532,Emerson P,DEF,WHU,4.5,2.576996345
2023-24,18,465,Toffolo,DEF,NFO,4.4,3.407547637
2023-24,18,321,Doughty,DEF,LUT,4.4,2.208430165
2023-24,18,298,J Gomez,DEF,LIV,4.5,1.370104136
2023-24,18,260,Mykolenko,DEF,EVE,4.4,2.077608081
2023-24,18,563,Kilman,DEF,WOL,4.5,2.515069998
2023-24,18,528,Coufal,DEF,WHU,4.6,2.466057858
2023-24,18,222,Clyne,DEF,CRY,4.4,1.943991129
2023-24,18,545,Ait-Nouri,DEF,WOL,4.5,1.535573673
2023-24,18,238,C Richards,DEF,CRY,3.9,1.478771516
2023-24,18,633,Livramento,DEF,NEW,4.3,2.941317255
2023-24,18,699,Lenglet,DEF,AVL,4.5,1.032681154
2023-24,18,198,Cucurella,DEF,CHE,4.8,0.0
2023-24,18,32,Moreno,DEF,AVL,5.0,2.838822424
2023-24,18,150,van Hecke,DEF,BHA,4.0,2.866577427
2023-24,18,27,Trusty,DEF,SHU,3.9,0.185493152
2023-24,18,572,Semedo,DEF,WOL,4.5,2.340063742
2023-24,18,10,Kiwior,DEF,ARS,4.3,1.117445041
2023-24,18,96,Collins,DEF,BRE,4.5,0.0
2023-24,18,109,Mee,DEF,BRE,4.8,0.0
2023-24,18,395,Varane,DEF,MUN,5.0,2.38669834
2023-24,18,316,Bell,DEF,LUT,3.9,0.345603724
2023-24,18,419,Lascelles,DEF,NEW,4.2,2.984836282
2023-24,18,643,Aarons,DEF,BOU,4.5,2.423754684
2023-24,18,496,Dier,DEF,TOT,4.2,1.387921228
2023-24,18,89,Zabarnyi,DEF,BOU,4.4,2.450101526
2023-24,18,508,Reguilon,DEF,MUN,4.4,1.505203028
2023-24,18,610,Bassey,DEF,FUL,4.4,3.406934295
2023-24,18,439,Boly,DEF,NFO,4.5,1.70035069
2023-24,18,696,Murillo,DEF,NFO,4.5,2.523381251
2023-24,18,595,Kerkez,DEF,BOU,4.4,2.343008465
2023-24,18,204,Hall,DEF,NEW,4.3,0.600423342
2023-24,18,262,Patterson,DEF,EVE,4.4,0.399232241
2023-24,18,389,Malacia,DEF,MUN,4.3,0.0
2023-24,18,457,Niakhate,DEF,NFO,4.5,1.50367775
2023-24,18,330,Osho,DEF,LUT,4.4,1.959732336
2023-24,18,676,Mavropanos,DEF,WHU,4.5,0.198604419
2023-24,18,495,B Davies,DEF,TOT,4.3,3.095774386
2023-24,18,245,Branthwaite,DEF,EVE,4.1,1.892772185
2023-24,18,167,Ekdal,DEF,BUR,3.9,0.0
2023-24,18,84,Smith,DEF,BOU,4.4,1.510851378
2023-24,18,476,Bogle,DEF,SHU,4.5,0.807373775
2023-24,18,575,Lockyer,DEF,LUT,4.3,1.97410658
2023-24,18,257,Keane,DEF,EVE,4.3,0.585067893
2023-24,18,247,Coleman,DEF,EVE,4.4,0.0
2023-24,18,75,Mepham,DEF,BOU,4.3,0.426421367
2023-24,18,160,Beyer,DEF,BUR,4.0,1.916636387
2023-24,18,252,Godfrey,DEF,EVE,4.3,0.265131611
2023-24,18,285,Tete,DEF,FUL,4.4,1.367001132
2023-24,18,178,Taylor,DEF,BUR,4.0,2.291487223
2023-24,18,121,Zanka,DEF,BRE,4.3,0.0
2023-24,18,315,M Andersen,DEF,LUT,3.9,0.0
2023-24,18,436,Aurier,DEF,NFO,4.5,1.032809984
2023-24,18,151,Veltman,DEF,BHA,4.4,0.0
2023-24,18,497,Emerson R,DEF,TOT,4.4,3.291744554
2023-24,18,37,Chambers,DEF,AVL,3.9,0.17106491
2023-24,18,588,Young,DEF,EVE,4.4,1.696870092
2023-24,18,206,James,DEF,CHE,5.4,0.0
2023-24,18,604,Aina,DEF,NFO,4.5,1.748762884
2023-24,18,573,Toti,DEF,WOL,4.4,2.184168243
2023-24,18,203,Gusto,DEF,CHE,4.1,2.729726688
2023-24,18,114,Roerslev,DEF,BRE,4.4,0.0
2023-24,18,445,Felipe,DEF,NFO,4.4,1.978381198
2023-24,18,467,Williams,DEF,NFO,4.3,1.161611097
2023-24,18,602,Kabore,DEF,LUT,4.0,1.706117471
2023-24,18,606,Igor,DEF,BHA,4.3,2.359310409
2023-24,18,358,Lewis,DEF,MCI,4.3,0.0
2023-24,18,473,Baldock,DEF,SHU,3.9,0.977598149
2023-24,18,104,Hickey,DEF,BRE,4.4,0.0
2023-24,18,560,Jonny,DEF,WOL,4.3,0.0
2023-24,18,428,Targett,DEF,NEW,4.2,0.0
2023-24,18,577,Ogbonna,DEF,WHU,4.3,0.179804507
2023-24,18,530,Cresswell,DEF,WHU,4.2,0.613519993
2023-24,18,23,Tavares,DEF,NFO,4.0,0.265912751
2023-24,18,70,Kelly,DEF,BOU,4.5,3.131238549
2023-24,18,139,Lamptey,DEF,BHA,4.0,0.0
2023-24,18,51,Mings,DEF,AVL,4.1,0.0
2023-24,18,194,Chalobah,DEF,CHE,4.3,0.0
2023-24,18,242,Ward,DEF,CRY,4.5,0.0
2023-24,18,25,Tomiyasu,DEF,ARS,4.5,0.0
2023-24,18,585,Timber,DEF,ARS,4.6,0.0
2023-24,18,305,Matip,DEF,LIV,4.9,0.0
2023-24,18,386,Lindelof,DEF,MUN,4.5,1.166852587
2023-24,18,679,Montiel,DEF,NFO,4.4,0.233056487
2023-24,18,7,Holding,DEF,CRY,4.3,0.409516331
2023-24,18,674,Delcroix,DEF,BUR,4.0,0.48838387
2023-24,18,366,S Gomez,DEF,MCI,3.9,0.0
2023-24,18,471,Ahmedhodzic,DEF,SHU,4.3,1.521182254
2023-24,18,417,Krafth,DEF,NEW,4.4,0.227263148
2023-24,18,90,Ajer,DEF,BRE,4.5,0.0
2023-24,18,469,Worrall,DEF,NFO,4.4,0.273879068
2023-24,18,455,McKenna,DEF,NFO,4.5,0.264688668
2023-24,18,598,Doherty,DEF,WOL,4.3,1.781688831
2023-24,18,536,Ben Johnson,DEF,WHU,4.4,0.491239386
2023-24,18,548,Bueno,DEF,WOL,4.4,1.443237285
2023-24,18,576,J Robinson,DEF,SHU,4.4,1.427929028
2023-24,18,537,Kehrer,DEF,WHU,4.3,0.752253467
2023-24,18,68,Fredericks,DEF,BOU,4.3,0.452102143
2023-24,18,592,Larouci,DEF,SHU,4.3,0.427605658
2023-24,18,318,Burke,DEF,LUT,4.0,1.177220136
2023-24,18,176,Roberts,DEF,BUR,4.4,2.539274596
2023-24,18,693,Thomas,DEF,SHU,4.0,1.294738965
2023-24,18,553,Giles,DEF,LUT,4.3,0.864689225
2023-24,18,281,Ream,DEF,FUL,4.5,3.77150868
2023-24,18,480,Egan,DEF,SHU,4.3,1.44288939
2023-24,18,387,Maguire,DEF,MUN,4.3,2.392113082
2023-24,18,157,Al-Dakhil,DEF,BUR,4.0,2.369918797
2023-24,18,474,Basham,DEF,SHU,4.0,1.036618395
2023-24,18,308,Salah,MID,LIV,13.1,5.050214166
2023-24,18,19,Saka,MID,ARS,8.9,4.004955958
2023-24,18,373,Fernandes,MID,MUN,8.3,4.903393077
2023-24,18,14,Odegaard,MID,ARS,8.3,3.974711925
2023-24,18,516,Son,MID,TOT,9.6,5.914485641
2023-24,18,526,Bowen,MID,WHU,7.6,4.908825612
2023-24,18,509,Richarlison,MID,TOT,6.6,4.23460207
2023-24,18,12,Martinelli,MID,ARS,7.8,3.229938089
2023-24,18,43,Luiz,MID,AVL,5.6,4.244927521
2023-24,18,353,Foden,MID,MCI,7.5,0.0
2023-24,18,216,Sterling,MID,CHE,7.0,3.856997602
2023-24,18,362,Palmer,MID,CHE,5.3,4.045306607
2023-24,18,226,Eze,MID,CRY,6.0,3.881753512
2023-24,18,134,Gross,MID,BHA,6.3,3.757242595
2023-24,18,349,De Bruyne,MID,MCI,10.2,0.0
2023-24,18,267,Pereira,MID,FUL,5.3,3.71365594
2023-24,18,664,Ward-Prowse,MID,WHU,6.1,4.227642093
2023-24,18,396,Rashford,MID,MUN,8.5,3.915395459
2023-24,18,501,Kulusevski,MID,TOT,7.0,4.291529256
2023-24,18,303,Diaz,MID,LIV,7.4,2.628143606
2023-24,18,6,Havertz,MID,ARS,7.1,3.203182571
2023-24,18,236,Olise,MID,CRY,5.8,3.571514218
2023-24,18,309,Szoboszlai,MID,LIV,7.1,2.721943385
2023-24,18,412,Gordon,MID,NEW,6.0,3.109499732
2023-24,18,450,Brennan Johnson,MID,TOT,5.8,3.620268316
2023-24,18,344,B Silva,MID,MCI,6.4,0.0
2023-24,18,259,McNeil,MID,EVE,5.4,3.086379281
2023-24,18,539,Paqueta,MID,WHU,6.0,3.585163779
2023-24,18,34,Bailey,MID,AVL,5.5,4.172501804
2023-24,18,599,Diaby,MID,AVL,6.7,4.397248842
2023-24,18,447,Gibbs-White,MID,NFO,5.7,3.739865075
2023-24,18,504,Maddison,MID,TOT,7.8,0.0
2023-24,18,591,Willian,MID,FUL,5.3,4.154932685
2023-24,18,661,Harrison,MID,EVE,5.5,2.744094478
2023-24,18,140,March,MID,BHA,6.1,0.0
2023-24,18,365,Rodri,MID,MCI,5.6,0.0
2023-24,18,304,Mac Allister,MID,LIV,5.8,2.692097386
2023-24,18,256,Iwobi,MID,FUL,5.3,3.267272156
2023-24,18,557,Hwang,MID,WOL,5.7,3.661783025
2023-24,18,50,McGinn,MID,AVL,5.5,3.907172545
2023-24,18,143,Mitoma,MID,BHA,6.5,3.657600866
2023-24,18,294,Jota,MID,LIV,7.7,3.037861955
2023-24,18,382,Garnacho,MID,MUN,4.7,2.840370644
2023-24,18,86,Tavernier,MID,BOU,5.4,2.592000869
2023-24,18,402,Almiron,MID,NEW,6.2,3.785676752
2023-24,18,689,Kudus,MID,WHU,6.6,2.899894641
2023-24,18,354,Grealish,MID,MCI,7.2,0.0
2023-24,18,678,Doku,MID,MCI,6.7,0.0
2023-24,18,406,Guimaraes,MID,NEW,5.8,3.604910184
2023-24,18,705,Sinisterra,MID,BOU,5.5,0.004002121
2023-24,18,21,Lokonga,MID,LUT,4.9,0.0
2023-24,18,416,Joelinton,MID,NEW,5.8,1.978649504
2023-24,18,540,Rice,MID,ARS,5.4,2.726832271
2023-24,18,199,Fernandez,MID,CHE,4.8,2.724478407
2023-24,18,392,McTominay,MID,MUN,4.8,3.313646473
2023-24,18,372,Antony,MID,MUN,6.8,2.640670223
2023-24,18,570,Sarabia,MID,WOL,4.7,3.049998447
2023-24,18,122,Adingra,MID,BHA,5.0,3.105335411
2023-24,18,268,Cairney,MID,FUL,4.9,0.778382608
2023-24,18,567,P Neto,MID,WOL,5.6,2.15389216
2023-24,18,376,Casemiro,MID,MUN,5.4,0.0
2023-24,18,26,Trossard,MID,ARS,6.5,2.472408127
2023-24,18,63,Billing,MID,BOU,5.2,3.633065163
2023-24,18,58,Tielemans,MID,AVL,5.6,2.21299012
2023-24,18,378,Elanga,MID,NFO,5.0,3.001311493
2023-24,18,65,Christie,MID,BOU,5.0,2.0415118
2023-24,18,470,Yates,MID,NFO,4.9,0.722855269
2023-24,18,72,Kluivert,MID,BOU,4.6,2.59000362
2023-24,18,481,Fleck,MID,SHU,4.9,0.0
2023-24,18,221,Ayew,MID,CRY,5.4,2.933048918
2023-24,18,630,Barkley,MID,LUT,4.9,3.133684313
2023-24,18,288,H Wilson,MID,FUL,5.3,3.368691737
2023-24,18,379,Eriksen,MID,MUN,5.8,0.0
2023-24,18,542,Soucek,MID,WHU,4.9,3.118750383
2023-24,18,22,Smith Rowe,MID,ARS,5.3,0.0
2023-24,18,513,Sarr,MID,TOT,4.5,2.972696347
2023-24,18,503,Lo Celso,MID,TOT,4.8,1.345559562
2023-24,18,715,Bellegarde,MID,WOL,4.9,0.337985124
2023-24,18,231,Lerma,MID,CRY,4.7,2.962689516
2023-24,18,250,Garner,MID,EVE,4.9,2.356220402
2023-24,18,170,Gudmundsson,MID,BUR,4.8,1.051372413
2023-24,18,107,Lewis-Potter,MID,BRE,4.7,0.0
2023-24,18,202,Gallagher,MID,CHE,5.4,2.971309207
2023-24,18,663,Hamer,MID,SHU,5.0,2.384873812
2023-24,18,667,Lavia,MID,CHE,4.9,0.0
2023-24,18,110,Norgaard,MID,BRE,5.4,0.0
2023-24,18,261,Amadou Onana,MID,EVE,4.7,2.582169007
2023-24,18,421,S Longstaff,MID,NEW,4.9,3.278344097
2023-24,18,240,Schlupp,MID,CRY,4.9,2.811907305
2023-24,18,98,Damsgaard,MID,BRE,4.8,0.0
2023-24,18,475,Berge,MID,BUR,4.8,2.394598823
2023-24,18,210,Mudryk,MID,CHE,6.3,1.730468838
2023-24,18,161,Brownhill,MID,BUR,4.7,2.39791749
2023-24,18,310,Thiago,MID,LIV,4.8,0.0
2023-24,18,249,A Doucoure,MID,EVE,5.5,3.219344651
2023-24,18,644,Scott,MID,BOU,4.9,0.0
2023-24,18,565,Lemina,MID,WOL,4.9,2.641053017
2023-24,18,451,Kouyate,MID,NFO,4.8,0.503686453
2023-24,18,662,A Traore,MID,FUL,4.9,0.0
2023-24,18,106,Jensen,MID,BRE,5.4,0.0
2023-24,18,280,Palhinha,MID,FUL,5.0,2.72223305
2023-24,18,105,Janelt,MID,BRE,5.3,0.0
2023-24,18,624,Dobbin,MID,EVE,4.5,0.233794485
2023-24,18,248,Alli,MID,EVE,4.8,0.0
2023-24,18,126,Caicedo,MID,CHE,4.6,2.411269
2023-24,18,300,Jones,MID,LIV,4.9,0.879595529
2023-24,18,130,Enciso,MID,BHA,5.1,0.0
2023-24,18,66,Cook,MID,BOU,5.0,2.269634049
2023-24,18,360,McAtee,MID,SHU,4.4,1.522042751
2023-24,18,603,Barnes,MID,NEW,6.2,0.0
2023-24,18,672,Zaniolo,MID,AVL,5.4,2.385408141
2023-24,18,673,Adams,MID,BOU,4.9,0.0
2023-24,18,229,Hughes,MID,CRY,4.9,1.607764721
2023-24,18,583,Solomon,MID,TOT,5.1,0.696677758
2023-24,18,92,Baptiste,MID,BRE,4.3,0.0
2023-24,18,499,Hojbjerg,MID,TOT,5.2,2.79418
2023-24,18,4,Vieira,MID,ARS,5.4,0.0
2023-24,18,133,Gilmour,MID,BHA,4.9,2.569562686
2023-24,18,244,A Gomes,MID,EVE,4.4,0.0
2023-24,18,668,Endo,MID,LIV,5.4,0.530518692
2023-24,18,356,Kovacic,MID,MCI,4.7,0.0
2023-24,18,527,Cornet,MID,WHU,5.2,0.080446495
2023-24,18,128,Dahoud,MID,BHA,4.8,1.292605087
2023-24,18,47,Kamara,MID,AVL,5.0,0.0
2023-24,18,453,Mangala,MID,NFO,5.0,2.300882609
2023-24,18,708,Gravenberch,MID,LIV,5.0,2.020111078
2023-24,18,55,J Ramsey,MID,AVL,5.9,3.793363978
2023-24,18,642,E Alvarez,MID,WHU,5.0,2.33746669
2023-24,18,566,Nunes,MID,MCI,4.8,0.0
2023-24,18,493,Bissouma,MID,TOT,5.0,0.0
2023-24,18,608,Bruun Larsen,MID,BUR,4.9,1.441792817
2023-24,18,205,Hudson-Odoi,MID,NFO,4.8,2.620104842
2023-24,18,432,Willock,MID,NEW,5.3,0.0
2023-24,18,209,Mount,MID,MUN,6.8,2.427585676
2023-24,18,534,Fornals,MID,WHU,4.7,0.839667477
2023-24,18,35,Buendia,MID,AVL,5.7,0.0
2023-24,18,615,Franca,MID,CRY,4.9,0.909360083
2023-24,18,701,Ghoddos,MID,BRE,4.5,0.0
2023-24,18,712,Dominguez,MID,NFO,5.0,1.687087574
2023-24,18,208,Madueke,MID,CHE,5.3,0.588181956
2023-24,18,115,Schade,MID,BRE,5.3,0.0
2023-24,18,219,Ahamada,MID,CRY,4.3,0.655094993
2023-24,18,40,Dendoncker,MID,AVL,4.9,0.922297291
2023-24,18,142,Milner,MID,BHA,4.8,1.981367215
2023-24,18,700,Fati,MID,BHA,6.5,0.0
2023-24,18,138,Lallana,MID,BHA,4.9,1.965177829
2023-24,18,555,Hodge,MID,WOL,4.4,0.003356027
2023-24,18,442,Danilo,MID,NFO,5.3,1.595181225
2023-24,18,525,Benrahma,MID,WHU,5.6,1.865347853
2023-24,18,423,Murphy,MID,NEW,4.8,0.0
2023-24,18,394,Pellistri,MID,MUN,4.4,0.610414691
2023-24,18,99,Dasilva,MID,BRE,4.7,0.0
2023-24,18,52,Nakamba,MID,LUT,4.4,1.970992111
2023-24,18,9,Jorginho,MID,ARS,5.3,0.699084193
2023-24,18,488,Norwood,MID,SHU,4.8,1.623447243
2023-24,18,163,Cork,MID,BUR,4.8,0.136099898
2023-24,18,254,Gueye,MID,EVE,4.8,2.169673936
2023-24,18,108,Mbeumo,MID,BRE,7.1,0.0
2023-24,18,270,Reid,MID,FUL,5.4,2.825531822
2023-24,18,196,Chukwuemeka,MID,CHE,4.3,0.0
2023-24,18,292,Bajcetic,MID,LIV,4.7,0.0
2023-24,18,15,Partey,MID,ARS,4.8,0.0
2023-24,18,429,Tonali,MID,NEW,5.2,0.0
2023-24,18,675,A Ramsey,MID,BUR,5.0,0.555814166
2023-24,18,690,Baleba,MID,BHA,4.5,1.600439228
2023-24,18,559,J Gomes,MID,WOL,4.9,1.742102346
2023-24,18,397,Sancho,MID,MUN,6.7,0.09939951
2023-24,18,587,Slimane,MID,SHU,4.7,0.289567643
2023-24,18,320,Clark,MID,LUT,4.8,0.508662718
2023-24,18,609,Maatsen,MID,CHE,5.1,0.547620004
2023-24,18,657,Rak-Sakyi,MID,CRY,4.5,0.0
2023-24,18,601,Danjuma,MID,EVE,5.3,1.165386124
2023-24,18,492,Bentancur,MID,TOT,5.4,0.0
2023-24,18,638,Souza,MID,SHU,5.0,1.82710202
2023-24,18,159,Benson,MID,BUR,5.2,0.729104167
2023-24,18,403,Anderson,MID,NEW,4.3,0.0
2023-24,18,184,Zaroury,MID,BUR,4.7,0.602733379
2023-24,18,125,Buonanotte,MID,BHA,4.7,1.776109989
2023-24,18,515,Skipp,MID,TOT,4.6,1.235310067
2023-24,18,111,Onyeka,MID,BRE,4.9,0.0
2023-24,18,600,Redmond,MID,BUR,4.8,0.714207321
2023-24,18,364,Phillips,MID,MCI,4.8,0.0
2023-24,18,78,Ouattara,MID,BOU,4.7,2.285711965
2023-24,18,295,Elliott,MID,LIV,4.8,1.430156305
2023-24,18,383,Mejbri,MID,MUN,4.4,0.580013304
2023-24,18,709,Amrabat,MID,MUN,5.0,0.956819834
2023-24,18,165,Cullen,MID,BUR,5.0,2.317444412
2023-24,18,713,Sangare,MID,NFO,5.0,2.121596426
2023-24,18,223,C Doucoure,MID,CRY,5.0,0.0
2023-24,18,586,Chong,MID,LUT,4.8,1.909901867
2023-24,18,276,Lukic,MID,FUL,4.4,1.246590566
2023-24,18,317,Berry,MID,LUT,4.7,0.591517495
2023-24,18,81,Rothwell,MID,BOU,4.8,1.399133737
2023-24,18,282,Reed,MID,FUL,4.6,2.234647718
2023-24,18,489,Osborn,MID,SHU,4.8,0.960148366
2023-24,18,613,Ugochukwu,MID,CHE,4.4,0.755627619
2023-24,18,582,Mpanzu,MID,LUT,4.7,1.313699521
2023-24,18,87,H Traore,MID,BOU,4.7,1.362025409
2023-24,18,64,Brooks,MID,BOU,4.8,1.853263552
2023-24,18,574,Boubacar Traore,MID,WOL,4.4,1.61114474
2023-24,18,605,Koleosho,MID,BUR,5.0,2.757171656
2023-24,18,666,T Davies,MID,SHU,5.0,1.272574035
2023-24,18,355,Haaland,FWD,MCI,14.0,0.0
2023-24,18,60,Watkins,FWD,AVL,8.4,5.789254926
2023-24,18,85,Solanke,FWD,BOU,6.5,4.207448467
2023-24,18,212,Nkunku,FWD,CHE,7.3,3.506284974
2023-24,18,343,J Alvarez,FWD,MCI,7.0,0.0
2023-24,18,8,Jesus,FWD,ARS,7.9,3.60727802
2023-24,18,293,Nunez,FWD,LIV,7.7,3.252779185
2023-24,18,415,Isak,FWD,NEW,7.6,2.604541873
2023-24,18,246,Calvert-Lewin,FWD,EVE,5.8,3.50046829
2023-24,18,590,Cunha,FWD,WOL,5.6,3.474518679
2023-24,18,433,C Wilson,FWD,NEW,7.8,5.189843038
2023-24,18,617,Hojlund,FWD,MUN,6.9,3.095735872
2023-24,18,117,Toney,FWD,BRE,7.9,0.0
2023-24,18,168,Foster,FWD,BUR,4.9,0.0
2023-24,18,211,Jackson,FWD,CHE,6.9,2.663610814
2023-24,18,132,E Ferguson,FWD,BHA,6.1,2.485654252
2023-24,18,232,Mateta,FWD,CRY,4.9,3.886244854
2023-24,18,33,Archer,FWD,SHU,4.6,2.668223817
2023-24,18,154,Welbeck,FWD,BHA,5.7,1.96366962
2023-24,18,297,Gakpo,FWD,LIV,7.2,1.543707962
2023-24,18,82,Semenyo,FWD,BOU,4.6,1.21408549
2023-24,18,594,Amdouni,FWD,BUR,5.3,3.04166385
2023-24,18,135,Pedro,FWD,BHA,5.3,2.363011026
2023-24,18,558,Jimenez,FWD,FUL,5.2,0.0
2023-24,18,326,Morris,FWD,LUT,5.2,3.012007736
2023-24,18,177,Rodriguez,FWD,BUR,5.3,2.554520132
2023-24,18,119,Wissa,FWD,BRE,5.9,0.0
2023-24,18,477,Brewster,FWD,SHU,4.9,0.0
2023-24,18,258,Maupay,FWD,BRE,4.9,0.0
2023-24,18,485,McBurnie,FWD,SHU,5.4,2.098177824
2023-24,18,468,Wood,FWD,NFO,4.9,3.624319985
2023-24,18,631,Brown,FWD,LUT,4.9,2.452844695
2023-24,18,174,Obafemi,FWD,BUR,4.9,0.0
2023-24,18,328,Ogbene,FWD,LUT,4.9,2.709781456
2023-24,18,523,Antonio,FWD,WHU,5.7,2.524171045
2023-24,18,538,Mubama,FWD,WHU,4.3,0.067169675
2023-24,18,314,Adebayo,FWD,LUT,4.8,1.709982687
2023-24,18,691,Beto,FWD,EVE,5.7,1.314988803
2023-24,18,193,Broja,FWD,CHE,4.9,0.747557577
2023-24,18,437,Awoniyi,FWD,NFO,6.3,0.0
2023-24,18,287,Vinicius,FWD,FUL,4.7,3.02011061
2023-24,18,562,Kalajdzic,FWD,WOL,4.9,1.480469891
2023-24,18,641,Veliz,FWD,TOT,5.4,0.824315683
2023-24,18,13,Nketiah,FWD,ARS,5.6,1.635368555
2023-24,18,483,Jebbison,FWD,SHU,4.8,0.0
2023-24,18,645,Chermiti,FWD,EVE,4.9,0.316459486
2023-24,18,390,Martial,FWD,MUN,6.4,2.024375137
