season,gw,fpl_id,name,pos,team,price,proj_pts
2022-23,1,281,Alisson,GK,LIV,5.5,4.170292202
2022-23,1,307,Ederson,GK,MCI,5.5,3.841130765
2022-23,1,15,Ramsdale,GK,ARS,5.0,4.10332954
2022-23,1,31,E Martinez,GK,AVL,5.0,4.333821157
2022-23,1,147,E Mendy,GK,CHE,5.0,4.116576828
2022-23,1,425,Lloris,GK,TOT,5.5,4.365447465
2022-23,1,113,R Sanchez,GK,BHA,4.5,3.101979436
2022-23,1,238,Meslier,GK,LEE,4.5,4.13642467
2022-23,1,81,Raya,GK,BRE,4.5,3.353209003
2022-23,1,376,Pope,GK,NEW,5.0,4.115096931
2022-23,1,327,de Gea,GK,MUN,5.0,3.956990136
2022-23,1,182,Pickford,GK,EVE,4.5,3.192747891
2022-23,1,478,Sa,GK,WOL,5.0,2.87418497
2022-23,1,398,D Henderson,GK,NFO,4.5,3.123521509
2022-23,1,2,Leno,GK,FUL,4.5,1.413633338
2022-23,1,152,Guaita,GK,CRY,4.5,2.801984828
2022-23,1,455,Fabianski,GK,WHU,5.0,1.678341853
2022-23,1,401,McCarthy,GK,SOU,4.5,1.805023673
2022-23,1,254,D Ward,GK,LEI,4.0,2.226588593
2022-23,1,473,Areola,GK,WHU,4.5,0.680432557
2022-23,1,548,Iversen,GK,LEI,4.0,1.28682469
2022-23,1,175,Johnstone,GK,CRY,4.5,0.78694625
2022-23,1,72,Travers,GK,BOU,4.5,3.170157243
2022-23,1,355,Dubravka,GK,NEW,4.5,0.658754392
2022-23,1,422,Bazunu,GK,SOU,4.5,0.344059482
2022-23,1,492,Sarkic,GK,WOL,4.0,0.889784797
2022-23,1,324,Ortega,GK,MCI,4.0,0.126580621
2022-23,1,133,Kepa,GK,CHE,4.5,0.139244894
2022-23,1,24,Turner,GK,ARS,4.0,0.129375166
2022-23,1,497,Adrian,GK,LIV,4.0,0.368224689
2022-23,1,289,Kelleher,GK,LIV,4.0,0.0
2022-23,1,517,Strakosha,GK,BRE,4.5,0.098308252
2022-23,1,213,Rodak,GK,FUL,4.5,0.76721112
2022-23,1,426,Forster,GK,TOT,4.0,0.086284261
2022-23,1,35,Olsen,GK,AVL,4.0,0.078151299
2022-23,1,176,Begovic,GK,EVE,4.0,0.076611921
2022-23,1,348,Heaton,GK,MUN,4.0,0.077425746
2022-23,1,236,Klaesson,GK,LEE,4.0,0.075129661
2022-23,1,518,Hennessey,GK,NFO,4.0,0.062030959
2022-23,1,542,Scherpen,GK,BHA,4.0,0.029902805
2022-23,1,102,Steele,GK,BHA,4.0,0.0297357
2022-23,1,502,Carson,GK,MCI,4.0,0.00783251
2022-23,1,451,Austin,GK,TOT,4.0,0.008364073
2022-23,1,162,Butland,GK,CRY,4.5,0.007218766
2022-23,1,207,Gazzaniga,GK,FUL,4.0,0.004737354
2022-23,1,421,Lis,GK,SOU,4.0,0.004550336
2022-23,1,77,Dennis,GK,BOU,4.0,0.006885367
2022-23,1,353,Darlow,GK,NEW,4.0,0.000932676
2022-23,1,424,Caballero,GK,SOU,4.0,0.000413628
2022-23,1,557,Jackson Smith,GK,WOL,4.0,0.003603755
2022-23,1,285,Trent,DEF,LIV,7.5,5.818561855
2022-23,1,306,Cancelo,DEF,MCI,7.0,4.757312681
2022-23,1,284,Robertson,DEF,LIV,7.0,4.872153359
2022-23,1,276,Matip,DEF,LIV,6.0,4.595779875
2022-23,1,280,van Dijk,DEF,LIV,6.5,4.36550193
2022-23,1,312,Dias,DEF,MCI,6.0,3.892094776
2022-23,1,146,R James,DEF,CHE,6.0,4.510775856
2022-23,1,33,Digne,DEF,AVL,5.0,3.952523197
2022-23,1,520,Koulibaly,DEF,CHE,5.5,3.800309006
2022-23,1,128,T Silva,DEF,CHE,5.5,3.83884814
2022-23,1,16,Gabriel,DEF,ARS,5.0,3.5273041
2022-23,1,106,Dunk,DEF,BHA,4.5,2.797986623
2022-23,1,443,Romero,DEF,TOT,5.0,4.049703115
2022-23,1,139,Chilwell,DEF,CHE,6.0,1.71849435
2022-23,1,299,Walker,DEF,MCI,5.0,3.441068859
2022-23,1,43,Cash,DEF,AVL,5.0,3.667441771
2022-23,1,367,Targett,DEF,NEW,5.0,4.224767257
2022-23,1,457,Cresswell,DEF,WHU,5.0,2.651353706
2022-23,1,313,Zinchenko,DEF,ARS,5.0,3.395500113
2022-23,1,10,B White,DEF,ARS,4.5,3.437576095
2022-23,1,109,Veltman,DEF,BHA,4.5,2.560533742
2022-23,1,112,Cucurella,DEF,CHE,5.0,0.251398841
2022-23,1,377,Botman,DEF,NEW,4.5,3.958307537
2022-23,1,78,Jansson,DEF,BRE,4.5,2.778482031
2022-23,1,309,Laporte,DEF,MCI,6.0,0.573108626
2022-23,1,108,Webster,DEF,BHA,4.5,2.50701925
2022-23,1,50,Carlos,DEF,AVL,5.0,3.342470361
2022-23,1,165,Andersen,DEF,CRY,4.5,3.385838657
2022-23,1,429,Doherty,DEF,TOT,5.0,2.49341222
2022-23,1,448,Perisic,DEF,TOT,5.5,2.318652604
2022-23,1,430,Dier,DEF,TOT,5.0,3.640430296
2022-23,1,513,Lenglet,DEF,TOT,5.0,3.726801803
2022-23,1,308,Ake,DEF,MCI,5.0,3.662708342
2022-23,1,357,Trippier,DEF,NEW,5.0,3.75971931
2022-23,1,244,Kristensen,DEF,LEE,5.0,3.618394403
2022-23,1,526,Mee,DEF,BRE,4.5,2.497104578
2022-23,1,459,Dawson,DEF,WHU,5.0,2.145511508
2022-23,1,487,Ait-Nouri,DEF,WOL,4.5,3.033098659
2022-23,1,461,Zouma,DEF,WHU,4.5,2.255591904
2022-23,1,127,Azpilicueta,DEF,CHE,5.0,3.856350801
2022-23,1,167,Guehi,DEF,CRY,4.5,3.121052012
2022-23,1,14,Tomiyasu,DEF,ARS,4.5,1.548792786
2022-23,1,268,Justin,DEF,LEI,4.5,3.329146805
2022-23,1,258,Castagne,DEF,LEI,4.5,3.346585547
2022-23,1,249,Evans,DEF,LEI,4.5,3.321426343
2022-23,1,330,Maguire,DEF,MUN,5.0,3.034196791
2022-23,1,533,L Martinez,DEF,MUN,4.5,2.868290214
2022-23,1,44,Konsa,DEF,AVL,4.5,2.51298165
2022-23,1,228,Llorente,DEF,LEE,4.5,3.420942099
2022-23,1,523,Toffolo,DEF,NFO,4.5,2.642811787
2022-23,1,272,Fofana,DEF,LEI,4.5,3.354722875
2022-23,1,180,Keane,DEF,EVE,4.5,2.451031352
2022-23,1,209,Adarabioyo,DEF,FUL,4.5,2.105976099
2022-23,1,358,Burn,DEF,NEW,4.5,3.237246583
2022-23,1,409,Walker-Peters,DEF,SOU,4.5,1.923746975
2022-23,1,332,Shaw,DEF,MUN,5.0,2.380543174
2022-23,1,26,Saliba,DEF,ARS,4.5,2.141828511
2022-23,1,366,Schar,DEF,NEW,4.5,2.558723897
2022-23,1,463,Coufal,DEF,WHU,4.5,2.102031354
2022-23,1,8,Tierney,DEF,ARS,5.0,1.196430919
2022-23,1,170,Mitchell,DEF,CRY,4.5,2.813604638
2022-23,1,342,Dalot,DEF,MUN,4.5,2.562618104
2022-23,1,477,Jonny,DEF,WOL,4.5,2.822287945
2022-23,1,436,Sessegnon,DEF,TOT,4.5,3.820754667
2022-23,1,193,Godfrey,DEF,EVE,4.5,2.568075726
2022-23,1,516,Collins,DEF,WOL,4.5,2.145771824
2022-23,1,410,Bednarek,DEF,SOU,4.5,1.807417181
2022-23,1,199,Tarkowski,DEF,EVE,4.5,2.158078301
2022-23,1,432,Ben T Davies,DEF,TOT,5.0,0.950593689
2022-23,1,302,Stones,DEF,MCI,5.5,1.738602576
2022-23,1,217,Robinson,DEF,FUL,4.5,1.878463099
2022-23,1,73,Kelly,DEF,BOU,4.5,2.577985458
2022-23,1,295,N Williams,DEF,NFO,4.0,2.413936231
2022-23,1,92,Pinnock,DEF,BRE,4.5,0.0
2022-23,1,388,Worrall,DEF,NFO,4.5,2.467666865
2022-23,1,385,McKenna,DEF,NFO,4.5,2.46633099
2022-23,1,114,Lamptey,DEF,BHA,4.5,1.997557416
2022-23,1,141,T Chalobah,DEF,CHE,5.0,2.577214774
2022-23,1,235,Struijk,DEF,LEE,4.5,3.177863387
2022-23,1,157,Clyne,DEF,CRY,4.5,2.253282307
2022-23,1,474,Boly,DEF,WOL,4.5,1.664490965
2022-23,1,57,A Smith,DEF,BOU,4.5,3.022197083
2022-23,1,510,Hickey,DEF,BRE,5.0,2.062237186
2022-23,1,71,Mepham,DEF,BOU,4.5,2.979300931
2022-23,1,329,Varane,DEF,MUN,5.0,1.677799088
2022-23,1,482,Semedo,DEF,WOL,5.0,0.25613227
2022-23,1,532,Mbabu,DEF,FUL,4.5,1.102847898
2022-23,1,197,Patterson,DEF,EVE,4.0,2.523445861
2022-23,1,105,Duffy,DEF,FUL,4.5,0.567442145
2022-23,1,91,Sorensen,DEF,BRE,4.5,2.285504891
2022-23,1,484,Kilman,DEF,WOL,4.5,1.766519163
2022-23,1,194,Mykolenko,DEF,EVE,4.5,2.384691756
2022-23,1,76,Zemura,DEF,BOU,4.5,3.113404551
2022-23,1,39,Mings,DEF,AVL,4.5,1.253645932
2022-23,1,82,Canos,DEF,BRE,5.0,0.0
2022-23,1,201,Ream,DEF,FUL,4.5,1.718566684
2022-23,1,399,Biancone,DEF,NFO,4.5,2.014259902
2022-23,1,221,Cooper,DEF,LEE,4.5,1.244533359
2022-23,1,445,Emerson R,DEF,TOT,5.0,2.024834084
2022-23,1,504,Malacia,DEF,MUN,4.5,1.846821485
2022-23,1,341,Wan-Bissaka,DEF,MUN,4.5,1.366295654
2022-23,1,417,Perraud,DEF,SOU,4.5,1.505001933
2022-23,1,420,Salisu,DEF,SOU,4.5,1.442569813
2022-23,1,475,Coady,DEF,WOL,5.0,1.021671278
2022-23,1,267,Soyuncu,DEF,LEI,4.5,1.230765426
2022-23,1,379,S Cook,DEF,NFO,4.5,1.498917453
2022-23,1,270,Thomas,DEF,LEI,4.5,1.574857977
2022-23,1,286,Gomez,DEF,LIV,4.5,0.547666003
2022-23,1,59,Fredericks,DEF,BOU,4.5,0.516855148
2022-23,1,230,Koch,DEF,LEE,4.5,2.68911426
2022-23,1,85,Henry,DEF,BRE,4.5,2.108123781
2022-23,1,456,Ogbonna,DEF,WHU,4.5,0.0
2022-23,1,337,Lindelof,DEF,MUN,4.5,0.689820438
2022-23,1,292,Tsimikas,DEF,LIV,4.5,0.0
2022-23,1,156,J Ward,DEF,CRY,4.5,1.184326326
2022-23,1,257,Amartey,DEF,LEI,4.5,1.210885234
2022-23,1,471,Ben Johnson,DEF,WHU,4.5,1.30124543
2022-23,1,531,Vinagre,DEF,EVE,4.5,0.421671584
2022-23,1,215,Tete,DEF,FUL,4.5,1.661271839
2022-23,1,423,Bella-Kotchap,DEF,SOU,4.5,1.193306376
2022-23,1,84,Ajer,DEF,BRE,4.5,0.0
2022-23,1,32,Chambers,DEF,AVL,4.5,0.570495571
2022-23,1,239,Firpo,DEF,LEE,4.5,0.0
2022-23,1,290,Konate,DEF,LIV,5.0,0.0
2022-23,1,298,Ramsay,DEF,LIV,4.0,0.186363333
2022-23,1,507,Niakhate,DEF,NFO,4.5,0.579360321
2022-23,1,360,Lascelles,DEF,NEW,4.5,0.358395444
2022-23,1,438,Reguilon,DEF,TOT,4.5,0.325537937
2022-23,1,1,Cedric,DEF,ARS,4.5,0.850065607
2022-23,1,435,D Sanchez,DEF,TOT,4.5,0.189683079
2022-23,1,90,Roerslev,DEF,BRE,4.5,1.362993369
2022-23,1,65,Stacey,DEF,BOU,4.5,0.949977797
2022-23,1,539,Hill,DEF,BOU,4.5,0.301827686
2022-23,1,188,Mina,DEF,EVE,4.5,0.455199203
2022-23,1,372,Lewis,DEF,NEW,4.5,0.0
2022-23,1,501,N Phillips,DEF,LIV,4.0,0.08451392
2022-23,1,530,C Richards,DEF,CRY,4.5,0.145156078
2022-23,1,525,Augustinsson,DEF,AVL,4.5,0.079637473
2022-23,1,56,Guilbert,DEF,AVL,4.0,0.079221407
2022-23,1,96,Goode,DEF,BRE,4.0,0.28024262
2022-23,1,5,Holding,DEF,ARS,4.5,0.464027618
2022-23,1,362,Dummett,DEF,NEW,4.0,0.084527942
2022-23,1,253,Vestergaard,DEF,LEI,4.0,0.077532387
2022-23,1,20,Mari,DEF,ARS,4.5,0.038861606
2022-23,1,350,Ritchie,DEF,NEW,4.5,0.510386302
2022-23,1,192,Holgate,DEF,EVE,4.5,0.312816868
2022-23,1,208,Kongolo,DEF,FUL,4.0,0.045609297
2022-23,1,153,Tomkins,DEF,CRY,4.0,0.0622183
2022-23,1,151,Ampadu,DEF,CHE,4.5,0.222254571
2022-23,1,489,Toti,DEF,WOL,4.0,0.045825406
2022-23,1,243,Hjelde,DEF,LEE,4.0,0.262146548
2022-23,1,439,Tanganga,DEF,TOT,4.0,0.007688732
2022-23,1,339,Bailly,DEF,MUN,4.0,0.007158518
2022-23,1,351,Fernandez,DEF,NEW,4.5,0.0
2022-23,1,328,P Jones,DEF,MUN,4.0,0.00620244
2022-23,1,250,Bertrand,DEF,LEI,4.0,0.0
2022-23,1,256,R Pereira,DEF,LEI,4.5,0.0
2022-23,1,419,Livramento,DEF,SOU,4.5,0.0
2022-23,1,222,Ayling,DEF,LEE,4.5,0.0
2022-23,1,38,Hause,DEF,AVL,4.5,0.0
2022-23,1,511,O Richards,DEF,NFO,4.5,0.0
2022-23,1,472,Aguerd,DEF,WHU,5.0,0.0
2022-23,1,226,Dallas,DEF,LEE,5.0,0.0
2022-23,1,198,Nkounkou,DEF,EVE,4.0,0.050506507
2022-23,1,470,Diop,DEF,WHU,4.5,0.003956447
2022-23,1,322,Wilson-Esbrand,DEF,MCI,4.0,0.004177991
2022-23,1,320,Mbete,DEF,MCI,4.0,0.003990085
2022-23,1,500,van den Berg,DEF,LIV,4.0,0.004146454
2022-23,1,543,Clarke,DEF,BHA,4.0,0.003540879
2022-23,1,540,Stevens,DEF,BRE,4.0,0.003577868
2022-23,1,544,van Hecke,DEF,BHA,4.0,0.00339968
2022-23,1,386,Drager,DEF,NFO,4.0,0.003633739
2022-23,1,555,Ashby,DEF,WHU,4.0,0.003164041
2022-23,1,273,Brunt,DEF,LEI,4.0,0.003736814
2022-23,1,558,Bueno,DEF,WOL,4.0,0.208684441
2022-23,1,138,Kenedy,DEF,CHE,4.0,0.051082997
2022-23,1,522,Spence,DEF,TOT,4.5,0.053280658
2022-23,1,545,Emerson P,DEF,CHE,4.0,0.048403842
2022-23,1,393,Mbe Soh,DEF,NFO,4.5,0.041334735
2022-23,1,364,Krafth,DEF,NEW,4.5,0.109832281
2022-23,1,343,B Williams,DEF,MUN,4.0,0.104484363
2022-23,1,547,Drameh,DEF,LEE,4.0,0.107986285
2022-23,1,494,Mosquera,DEF,WOL,4.0,0.082953432
2022-23,1,392,Laryea,DEF,NFO,4.5,0.081799941
2022-23,1,363,Manquillo,DEF,NEW,4.5,0.0
2022-23,1,206,Bryan,DEF,FUL,4.5,0.400986818
2022-23,1,178,Coleman,DEF,EVE,4.5,0.0
2022-23,1,174,N Ferguson,DEF,CRY,4.0,0.7288263
2022-23,1,414,Valery,DEF,SOU,4.0,0.199061423
2022-23,1,404,Stephens,DEF,SOU,4.5,0.270609307
2022-23,1,538,Young,DEF,AVL,4.5,0.596298029
2022-23,1,413,Lyanco,DEF,SOU,4.5,0.665719831
2022-23,1,283,Salah,MID,LIV,13.0,6.701898146
2022-23,1,428,Son,MID,TOT,12.0,7.018674007
2022-23,1,301,De Bruyne,MID,MCI,12.0,4.575213348
2022-23,1,304,Sterling,MID,CHE,10.0,4.617352176
2022-23,1,333,Fernandes,MID,MUN,10.0,4.768850623
2022-23,1,261,Maddison,MID,LEI,8.0,5.205567881
2022-23,1,13,Saka,MID,ARS,8.0,4.002233402
2022-23,1,142,Mount,MID,CHE,8.0,4.22414513
2022-23,1,303,Mahrez,MID,MCI,8.0,4.070840103
2022-23,1,293,Diaz,MID,LIV,8.0,4.520738148
2022-23,1,465,Bowen,MID,WHU,8.5,3.485285543
2022-23,1,314,Foden,MID,MCI,8.0,2.940225564
2022-23,1,111,Trossard,MID,BHA,6.5,3.373303899
2022-23,1,340,Sancho,MID,MUN,7.5,4.033355396
2022-23,1,19,Martinelli,MID,ARS,6.0,3.930510775
2022-23,1,407,Ward-Prowse,MID,SOU,6.5,3.089715436
2022-23,1,160,Zaha,MID,CRY,7.0,3.821009587
2022-23,1,486,P Neto,MID,WOL,5.5,4.020049747
2022-23,1,7,Odegaard,MID,ARS,6.5,3.4496983
2022-23,1,311,B Silva,MID,MCI,7.0,3.370093647
2022-23,1,335,Rashford,MID,MUN,6.5,3.81377352
2022-23,1,368,Saint-Maximin,MID,NEW,6.5,4.066126016
2022-23,1,374,Guimaraes,MID,NEW,6.0,4.153345424
2022-23,1,468,Soucek,MID,WHU,5.5,2.881969093
2022-23,1,29,Coutinho,MID,AVL,7.0,3.539983775
2022-23,1,527,Lingard,MID,NFO,6.0,2.98003163
2022-23,1,225,Rodrigo,MID,LEE,6.0,4.040482037
2022-23,1,305,Grealish,MID,MCI,7.0,3.201811573
2022-23,1,493,Gibbs-White,MID,WOL,5.5,3.767732684
2022-23,1,446,Kulusevski,MID,TOT,8.0,4.625595045
2022-23,1,483,Podence,MID,WOL,5.5,3.550628518
2022-23,1,259,Tielemans,MID,LEI,6.5,3.541997655
2022-23,1,45,Bailey,MID,AVL,5.0,3.304859875
2022-23,1,37,McGinn,MID,AVL,5.5,3.250114105
2022-23,1,315,Rodri,MID,MCI,6.0,2.797035636
2022-23,1,116,Mac Allister,MID,BHA,5.5,1.848694609
2022-23,1,75,Anthony,MID,BOU,5.5,3.402096018
2022-23,1,195,Gordon,MID,EVE,5.5,2.99875732
2022-23,1,480,Neves,MID,WOL,5.5,2.986601569
2022-23,1,371,Joelinton,MID,NEW,6.0,3.543159544
2022-23,1,338,McTominay,MID,MUN,5.0,3.007652926
2022-23,1,79,Norgaard,MID,BRE,5.5,2.722053654
2022-23,1,331,Fred,MID,MUN,5.5,2.932449302
2022-23,1,169,Eze,MID,CRY,5.5,2.983871104
2022-23,1,6,Partey,MID,ARS,5.0,2.593257264
2022-23,1,282,Fabinho,MID,LIV,5.5,2.854382584
2022-23,1,69,Christie,MID,BOU,5.5,3.02085731
2022-23,1,233,Harrison,MID,LEE,6.0,3.668415059
2022-23,1,70,Billing,MID,BOU,5.5,2.997635815
2022-23,1,503,Moutinho,MID,WOL,5.0,2.835966763
2022-23,1,275,J Henderson,MID,LIV,5.5,2.936090267
2022-23,1,469,Fornals,MID,WHU,5.5,2.634624801
2022-23,1,264,Barnes,MID,LEI,7.0,0.0
2022-23,1,481,Hwang,MID,WOL,6.0,1.865437104
2022-23,1,120,Caicedo,MID,BHA,5.0,2.435945068
2022-23,1,185,A Doucoure,MID,EVE,5.5,2.649411861
2022-23,1,373,Willock,MID,NEW,5.0,3.208581329
2022-23,1,246,Aaronson,MID,LEE,5.5,2.916768864
2022-23,1,3,Xhaka,MID,ARS,5.0,2.547635225
2022-23,1,467,Rice,MID,WHU,5.0,2.397260343
2022-23,1,189,D Gray,MID,EVE,5.5,1.69509966
2022-23,1,433,Hojbjerg,MID,TOT,5.5,3.1043666
2022-23,1,47,Ramsey,MID,AVL,5.5,2.624069924
2022-23,1,205,Reid,MID,FUL,5.5,2.27557408
2022-23,1,479,Dendoncker,MID,WOL,5.0,2.709317457
2022-23,1,405,S Armstrong,MID,SOU,5.0,2.167232006
2022-23,1,346,A Pereira,MID,FUL,4.5,2.248864138
2022-23,1,161,Schlupp,MID,CRY,5.0,2.741847337
2022-23,1,266,Dewsbury-Hall,MID,LEI,5.0,2.789788704
2022-23,1,440,Bentancur,MID,TOT,5.5,2.904038539
2022-23,1,140,Pulisic,MID,CHE,6.0,2.087290174
2022-23,1,265,Ndidi,MID,LEI,5.0,2.655569926
2022-23,1,464,Benrahma,MID,WHU,6.0,2.602338888
2022-23,1,159,Ayew,MID,CRY,5.5,2.624262616
2022-23,1,300,Gundogan,MID,MCI,7.5,1.868749275
2022-23,1,406,Elyounoussi,MID,SOU,5.5,1.995675586
2022-23,1,86,Janelt,MID,BRE,5.5,2.520458662
2022-23,1,245,Roca,MID,LEE,5.0,2.644839471
2022-23,1,132,Kovacic,MID,CHE,5.0,2.351314226
2022-23,1,349,Shelvey,MID,NEW,5.0,0.996245818
2022-23,1,534,McNeil,MID,EVE,5.5,1.541697577
2022-23,1,277,Thiago,MID,LIV,5.5,2.613790858
2022-23,1,204,Kebano,MID,FUL,5.5,2.104938532
2022-23,1,104,Gross,MID,BHA,5.5,1.682811407
2022-23,1,508,Sinisterra,MID,LEE,6.5,0.0
2022-23,1,88,Jensen,MID,BRE,5.0,2.596480436
2022-23,1,220,Palhinha,MID,FUL,5.0,2.139933757
2022-23,1,134,Kante,MID,CHE,5.0,2.251551531
2022-23,1,186,Iwobi,MID,EVE,5.5,2.726760371
2022-23,1,64,Lerma,MID,BOU,5.0,2.488541438
2022-23,1,200,Cairney,MID,FUL,5.0,2.082690541
2022-23,1,53,Kamara,MID,AVL,5.0,2.312248855
2022-23,1,514,C Doucoure,MID,CRY,5.0,2.466168909
2022-23,1,212,H Wilson,MID,FUL,6.0,0.0
2022-23,1,460,Lanzini,MID,WHU,5.5,2.464509611
2022-23,1,359,Fraser,MID,NEW,5.5,2.335872107
2022-23,1,130,Jorginho,MID,CHE,6.0,1.85039786
2022-23,1,524,O'Brien,MID,NFO,5.0,1.99470828
2022-23,1,211,Reed,MID,FUL,4.5,2.0246261
2022-23,1,107,March,MID,BHA,5.0,1.717808124
2022-23,1,506,T Adams,MID,LEE,5.0,2.405694069
2022-23,1,89,Wissa,MID,BRE,5.5,2.25780347
2022-23,1,42,Buendia,MID,AVL,6.0,2.058966579
2022-23,1,536,Mangala,MID,NFO,5.0,1.837934458
2022-23,1,118,Mwepu,MID,BHA,5.5,1.768123105
2022-23,1,46,Douglas Luiz,MID,AVL,5.0,1.996423822
2022-23,1,67,L Cook,MID,BOU,5.0,2.271006926
2022-23,1,387,Yates,MID,NFO,5.0,0.0
2022-23,1,135,Ziyech,MID,CHE,6.0,1.290612115
2022-23,1,402,Romeu,MID,SOU,5.0,1.579481012
2022-23,1,344,Elanga,MID,MUN,5.0,2.419213738
2022-23,1,519,Eriksen,MID,MUN,6.5,1.89514845
2022-23,1,431,Lucas Moura,MID,TOT,6.0,2.807617889
2022-23,1,287,Keita,MID,LIV,5.0,1.273246024
2022-23,1,231,D James,MID,LEE,6.0,0.0
2022-23,1,403,Redmond,MID,SOU,5.5,1.622528953
2022-23,1,12,Smith Rowe,MID,ARS,6.0,0.0
2022-23,1,25,Vieira,MID,ARS,6.0,0.276110756
2022-23,1,171,Olise,MID,CRY,5.5,0.0
2022-23,1,181,Alli,MID,EVE,5.5,1.69595264
2022-23,1,444,Bissouma,MID,TOT,5.0,1.135001898
2022-23,1,154,McArthur,MID,CRY,5.0,0.0
2022-23,1,296,Carvalho,MID,LIV,5.5,1.064870493
2022-23,1,58,Stanislas,MID,BOU,5.0,0.0
2022-23,1,251,Albrighton,MID,LEI,5.0,1.228154953
2022-23,1,124,Mitoma,MID,BHA,5.0,0.299174309
2022-23,1,60,Brooks,MID,BOU,5.5,0.0
2022-23,1,549,Praet,MID,LEI,5.0,0.233194461
2022-23,1,190,T Davies,MID,EVE,5.0,2.144180924
2022-23,1,144,Hudson-Odoi,MID,CHE,5.5,0.733580436
2022-23,1,117,Moder,MID,BHA,4.5,0.0
2022-23,1,203,N Chalobah,MID,FUL,4.5,0.0
2022-23,1,490,Chiquinho,MID,WOL,5.0,0.0
2022-23,1,278,Chamberlain,MID,LIV,5.0,0.0
2022-23,1,179,Townsend,MID,EVE,5.5,0.0
2022-23,1,316,Palmer,MID,MCI,4.5,0.004395545
2022-23,1,546,Harris,MID,FUL,4.5,0.003768339
2022-23,1,552,Anderson,MID,NEW,4.5,0.004342115
2022-23,1,452,Devine,MID,TOT,4.5,0.004116922
2022-23,1,449,H White,MID,TOT,4.5,0.004099092
2022-23,1,553,Hammond,MID,NFO,4.5,0.003530114
2022-23,1,551,Iqbal,MID,MUN,4.5,0.003654452
2022-23,1,509,Downes,MID,WHU,4.5,0.003265111
2022-23,1,556,Coventry,MID,WHU,4.5,0.00324253
2022-23,1,148,Gallagher,MID,CHE,6.0,0.836511681
2022-23,1,27,Marquinhos,MID,ARS,5.0,0.047682875
2022-23,1,23,Nelson,MID,ARS,5.0,0.046499818
2022-23,1,554,Bryan Gil,MID,TOT,5.0,0.053857504
2022-23,1,347,Pellistri,MID,MUN,4.5,0.083784498
2022-23,1,49,Iroegbunam,MID,AVL,4.5,0.016790201
2022-23,1,4,Elneny,MID,ARS,4.5,0.09274133
2022-23,1,99,Bidstrup,MID,BRE,4.5,0.041509916
2022-23,1,119,Sarmiento,MID,BHA,4.5,0.039735591
2022-23,1,126,Kozlowski,MID,BHA,4.5,0.039215522
2022-23,1,202,Knockaert,MID,FUL,5.0,0.038459058
2022-23,1,240,Summerville,MID,LEE,4.5,0.292988874
2022-23,1,263,Choudhury,MID,LEI,4.5,0.042094543
2022-23,1,172,Rak-Sakyi,MID,CRY,4.5,0.040641398
2022-23,1,247,Gyabi,MID,LEE,4.5,0.040741426
2022-23,1,384,Lolley,MID,NFO,5.0,0.086480668
2022-23,1,36,Sanson,MID,AVL,4.5,0.093039582
2022-23,1,521,Francois,MID,FUL,4.5,0.035090691
2022-23,1,34,B Traore,MID,AVL,5.0,0.092472971
2022-23,1,260,Perez,MID,LEI,5.0,0.43534733
2022-23,1,51,El Ghazi,MID,AVL,5.0,0.091319805
2022-23,1,21,Maitland-Niles,MID,ARS,5.0,0.084730985
2022-23,1,187,Gbamin,MID,EVE,4.5,0.079513137
2022-23,1,48,Chukwuemeka,MID,CHE,4.5,0.080877934
2022-23,1,131,Barkley,MID,CHE,5.0,0.181819658
2022-23,1,294,Elliott,MID,LIV,5.0,1.064708273
2022-23,1,491,A Traore,MID,WOL,5.5,1.987916728
2022-23,1,370,S Longstaff,MID,NEW,4.5,1.323964073
2022-23,1,115,Alzate,MID,BHA,4.5,0.161808464
2022-23,1,512,Aribo,MID,SOU,5.5,1.393309844
2022-23,1,184,Gomes,MID,EVE,4.5,0.315088636
2022-23,1,369,Almiron,MID,NEW,5.0,1.442178208
2022-23,1,434,Winks,MID,TOT,4.5,0.420973798
2022-23,1,505,Rothwell,MID,BOU,5.0,0.0
2022-23,1,63,Marcondes,MID,BOU,5.0,0.391770642
2022-23,1,291,C Jones,MID,LIV,5.0,0.0
2022-23,1,87,Ghoddos,MID,BRE,5.0,0.251607197
2022-23,1,269,Soumare,MID,LEI,4.5,0.377596161
2022-23,1,9,Pepe,MID,ARS,5.5,1.128635206
2022-23,1,214,Cavaleiro,MID,FUL,5.0,0.602268594
2022-23,1,136,Loftus-Cheek,MID,CHE,5.0,0.561894572
2022-23,1,365,Murphy,MID,NEW,4.5,1.34616211
2022-23,1,400,Walcott,MID,SOU,5.0,0.0
2022-23,1,18,Lokonga,MID,ARS,4.5,0.237808359
2022-23,1,241,Bate,MID,LEE,4.5,0.35392212
2022-23,1,252,N Mendy,MID,LEI,4.5,0.354704963
2022-23,1,94,Baptiste,MID,BRE,4.5,0.319006106
2022-23,1,216,Onomah,MID,FUL,4.5,0.382945616
2022-23,1,395,Mighten,MID,NFO,5.0,0.220557901
2022-23,1,68,Pearson,MID,BOU,4.5,0.225945222
2022-23,1,378,Arter,MID,NFO,4.5,0.14556593
2022-23,1,158,Milivojevic,MID,CRY,4.5,1.033851667
2022-23,1,412,Tella,MID,SOU,5.0,0.0
2022-23,1,381,Colback,MID,NFO,4.5,1.864273024
